R	5A1_2A1	6A1_2A1	2B1_5A1	2B1_6A1	7B1_2A1	7B1_2B1	2B2_5A1	2B2_6A1	7B2_2A1	7B2_2B2	7A2_2B1	7A2_2B2
Intensities	33.8102027882772	3.5852562418337773e-10	8.690534698518821	25.088289200803082	25.811472295901556	25.475240399535906	8.690760973660943	25.08807227660391	25.811492955900068	25.475259641717734	25.053308551232647	25.05330244494046
2.12	8589.90122201867	10306.833694531	8251.387942214074	9968.320414726404	10111.097440509955	9772.584160705359	8251.392331710158	9968.324804222488	10111.097440509955	9772.588550201443	9772.224222301084	9772.228611797167
2.13	8682.089345602668	10317.052433300953	8341.833437225796	9976.79652492408	10180.365828490758	9840.109920113886	8341.83782672188	9976.800914420164	10180.365828490758	9840.11430960997	9839.521728112959	9839.526117609043
2.15	8858.977118393013	10291.013963201622	8515.031841478441	9947.06868628705	10204.178825848023	9860.233548933451	8515.038425722552	9947.07527053116	10204.178825848023	9860.240133177562	9979.970128071363	9979.976712315474
2.16	8941.451294857266	10348.702869699933	8595.559277977256	10002.810852819923	10214.549002108048	9868.656985228037	8595.565862221381	10002.817437064048	10214.549002108048	9868.663569472163	10012.722327113632	10012.728911357757
2.17	9022.48132823332	10359.551500658636	8674.567950029348	10011.638122454664	10191.115695862478	9843.202317658506	8674.572339525432	10011.642511950748	10191.115695862478	9843.20670715459	9977.918040299759	9977.922429795843
2.19	9176.965130810917	10381.678932842784	8824.780776287473	10029.49457831934	10246.429886851722	9894.245532328277	8824.785165783556	10029.498967815423	10246.429886851722	9894.249921824361	10039.24144663474	10039.245836130824
2.2	9250.596674454035	10392.953344622045	8896.158315463981	10038.514985631991	10257.293881071673	9902.85552208162	8896.162704960065	10038.519375128075	10257.293881071673	9902.859911577703	10048.200401052134	10048.204790548218
2.22	9391.053853404592	10415.901611924797	9031.85947920219	10056.707237722396	10279.344497149228	9920.150122946827	9031.863868673317	10056.711627193523	10279.344497149228	9920.154512417954	10066.2609683599	10066.265357831027
2.23	9458.037510471171	10427.568883229134	9096.336736001991	10065.868108759954	10290.522340014679	9928.821565545499	9096.343320246116	10065.87469300408	10290.522340014679	9928.828149789624	10075.35160753499	10075.358191779116
2.25	9574.429296264323	10439.82215183627	9218.908927363329	10084.301782935276	10301.704572451083	9946.184203550089	9218.915511607454	10084.308367179401	10301.704572451083	9946.190787794214	10093.629454724156	10093.636038968281
2.26	9602.552775330914	10418.972061989014	9277.146520422772	10093.565807080871	10280.268485301029	9954.862230392886	9277.153104666897	10093.572391324997	10280.268485301029	9954.868814637011	10102.81007849409	10102.816662738216
2.28	9659.370367555559	10383.695904695618	9387.845134313611	10112.17067145367	10243.710596199613	9972.185362957665	9387.851718557737	10112.177255697796	10243.710596199613	9972.19194720179	10121.230584181147	10121.237168425272
2.3	9716.633493258269	10356.22646002128	9491.270358935217	10130.863325698228	10214.799203185117	9989.436068862065	9491.276943179342	10130.869909942354	10214.799203185117	9989.44265310619	10139.7191270076	10139.725711251725
2.31	9745.321022172211	10345.169328173331	9540.4107286004	10140.25903460152	10202.934404706786	9998.024111134975	9540.415118096484	10140.263424097604	10202.934404706786	9998.028500631059	10148.983151128225	10148.987540624308
2.33	9802.57756363078	10327.826442901118	9633.821325870143	10159.07020514048	10183.859864602506	10015.103626841868	9633.825715366227	10159.074594636564	10183.859864602506	10015.108016337952	10167.546315363114	10167.550704859197
2.35	9859.41490856286	10316.266714126032	9721.115165215015	10177.966970778187	10170.351201113954	10032.051457766109	9721.119554711098	10177.97136027427	10170.351201113954	10032.055847262192	10186.164348199221	10186.168737695305
2.36	9887.588866809456	10312.439076586496	9762.61562298752	10187.46583276456	10165.437164167408	10040.463920345472	9762.617817735561	10187.468027512601	10165.437164167408	10040.466115093514	10195.483240995934	10195.485435743976
2.38	9943.291527927504	10308.354653725779	9841.545284209918	10206.608410008193	10159.500375432166	10057.75413171458	9841.54967368106	10206.612799479335	10159.500375432166	10057.758521185722	10214.204426965007	10214.208816436148
2.4	9997.9714372319	10308.424885613189	9915.385328717355	10225.838777098645	10204.189799563275	10121.603691048731	9915.389718213439	10225.843166594728	10204.187604840175	10121.605885821715	10233.059492414905	10233.063881910988
2.42	10051.46837829033	10312.217407209013	9984.524226638605	10245.273255557287	10251.016906639576	10184.07275498785	9984.528616134674	10245.277645053357	10251.014711891534	10184.074949735877	10252.068190102902	10252.072579598971
2.44	10103.637497856835	10319.29765877541	10049.341669135247	10265.001830053821	10297.17022659126	10242.874397869673	10049.34605863133	10265.006219549905	10297.17022659126	10242.878787365757	10271.307336185491	10271.311725681575
2.46	10154.467822166247	10329.343012599827	10110.186620796507	10285.061811230087	10342.54002209111	10298.25882072137	10110.188815544549	10285.064005978129	10342.537827343069	10298.25882072137	10290.83838348309	10290.840578231131
2.48	10204.00763562556	10342.09668333613	10167.388293603959	10305.47734131453	10387.102150960593	10350.482808938992	10167.392683100043	10305.481730810614	10387.09995621255	10350.485003687034	10310.722784965765	10310.727174461848
2.5	10251.978205508072	10357.119721750409	10221.273704766252	10326.415221008589	10430.516427527808	10399.811926785987	10221.278094262336	10326.419610504672	10430.516427527808	10399.816316282071	10331.035161967156	10331.03955146324
2.52	10298.519995538634	10374.251911360378	10272.101834327608	10347.833750149352	10472.87942060674	10446.461259395714	10272.14792401153	10347.879839833273	10472.877225858698	10446.505154331593	10351.790877723499	10351.83696740742
