R	10B1_9A1	10B2_9A1
Intensities	3.4084688246241805e-08	3.4084688246241805e-08
2.12	252.13903916535492	252.13903916535492
2.13	249.5733807763172	249.5711860282754
2.15	235.95059048944677	235.95059048944677
2.16	237.18842738654348	237.18842738654348
2.17	234.11139307821577	234.11139307821577
2.19	214.13700697575405	214.13481225266878
2.2	203.10621210429235	203.10621210429235
2.22	175.05077015211282	175.04857540407102
2.23	158.01295460808615	158.01295460808615
2.25	118.9640284263005	118.9640284263005
2.26	97.7583896957949	97.7583896957949
2.28	54.39459230857028	54.39239756054303
2.3	12.6746598816826	12.6746598816826
2.31	6.757623853860423	6.757623853860423
2.33	41.44778386941471	41.44778386941471
2.35	69.75562164670555	69.75562164670555
2.36	81.32632416200067	81.32632416200067
2.38	99.05329001700738	99.05329001700738
2.4	109.57270904403413	109.57270904403413
2.42	113.30816724069882	113.30816724069882
2.44	111.12658940952679	111.12658940952679
2.46	104.04853259118681	104.04853259118681
2.48	93.20868059968052	93.20868059968052
2.5	80.08848723994743	80.08848723994743
2.52	65.52854026311252	65.52854026311252
2.54	50.30797467485536	50.30797467485536
2.56	34.99961926476681	34.99961926476681
2.59	12.749281265190803	12.749281265190803
2.61	1.220278937718831	1.220278937718831
2.63	14.294382638516254	14.294382638516254
2.66	32.02793276261946	32.02793276261946
2.68	42.380551063266466	42.380551063266466
2.71	56.04504151303263	56.04504151303263
2.73	63.7946907079604	63.7946907079604
2.76	73.37036880091182	73.37036880091182
2.79	80.6042526303645	80.6042526303645
2.82	85.61046894473839	85.61046894473839
2.85	88.52509199782799	88.52509199782799
2.88	89.49516988343385	89.49516988343385
2.91	88.67872426089889	88.67872426089889
2.94	86.22719264525222	86.22499789721041
2.97	82.30957048592973	82.30957048592973
3.01	75.10202363297867	75.10202363297867
3.04	68.42780012982257	68.42780012982257
3.08	58.154192708738265	58.154192708738265
3.12	46.7085907569417	46.7085907569417
3.16	34.50580132981122	34.50580132981122
3.2	22.079147777156322	22.090121492408798
3.24	9.643715257276199	9.643715257276199
3.28	2.2913151583634317	2.2891204103216296
3.33	15.953610860087792	15.953610860087792
3.37	25.48539404211624	25.48539404211624
3.42	35.25859930906154	35.25859930906154
3.47	42.40469324181322	42.40469324181322
3.53	47.43285703661968	47.43285703661968
3.58	48.824326196772745	48.824326196772745
3.64	47.52503637947666	47.52503637947666
3.7	43.515234902253724	43.515234902253724
3.77	36.18478225880244	36.18478225880244
3.83	28.235411141824443	28.235411141824443
3.9	17.619423300828203	17.619423300828203
3.98	4.516787875487353	4.516787875487353
4.06	1.319042524715769	1.319042524715769
4.14	18.146162431439734	18.146162431439734
4.23	35.24982031689433	35.24982031689433
4.32	47.07950287646963	47.07950287646963
4.42	55.13861129566794	55.13861129566794
4.53	59.35910843513557	59.35910843513557
4.64	60.22383846466255	60.22383846466255
4.76	58.76213744204142	58.76213744204142
4.89	55.5248866265174	55.5248866265174
5.03	51.11125183411059	51.11125183411059
5.19	45.635359813211835	45.635359813211835
5.35	40.17263628056389	40.17263628056389
5.54	34.011983419783064	34.011983419783064
5.74	28.031299748676247	28.031299748676247
5.96	22.13182168023195	22.13182168023195
6.21	16.302575524139684	16.302575524139684
6.5	10.694998720602598	10.694998720602598
6.82	5.844609392384882	5.844609392384882
7.19	1.7294600840250496	1.7294600840250496
7.62	0.3336014277592767	0.3336014277592767
8.14	1.9599084536748705	1.9599084536748705
8.76	3.0967870157473953	3.0945922677055933
9.55	3.7925216207804624	3.7925216207804624
10.56	4.117344056387083	4.117344056387083
11.96	4.231470854720101	4.231470854720101
14.03	4.255613083165372	4.25341833512357
17.58	4.257807831221726	4.255613083179924
25.83	4.253418335138122	4.253418335138122
