R	12B1_5A1	12B1_6A1	12B1_7B1	12B2_5A1	12B2_6A1	12B2_7B2	7A2_12B1	7A2_12B2	12A2_7B1	12A2_7B2
Intensities	3.1905911830556736e-08	1.481485240641734e-08	2.951721296290357e-06	3.1905911830556736e-08	1.481485240641734e-08	2.951721296290357e-06	1.6155535731456966e-08	1.6155535731456966e-08	4.121680727195888e-09	4.121680727195888e-09
2.12	4860.480766488443	3143.548293976113	3339.2845479971584	4860.474182244332	3143.5417097320023	3339.2779637530475	3339.644486401434	3339.637902157323	3271.6490512614255	3271.6490512614255
2.13	4795.5272497380065	3160.564162039722	3297.2507668499165	4795.520665493881	3160.5575777955964	3297.244182605791	3297.8389588508435	3297.832374606718	3229.948871566914	3229.948871566914
2.15	4672.772894438982	3240.7360496303736	3327.5711869839724	4672.757531202689	3240.720686394081	3327.55582374768	3207.83460784606	3207.8192446097673	3260.921131345167	3260.921131345167
2.16	4617.188749640307	3209.93717479764	3344.0910423895257	4617.1821653961815	3209.930590553515	3344.0844581454003	3200.025700503931	3200.0191162598057	3277.770198707367	3277.770198707367
2.17	4564.984514155047	3227.914341729731	3396.3501465258887	4564.977929910921	3227.9077574856055	3396.3435622817633	3261.634423884636	3261.6278396405105	3330.3826569789235	3330.3826569789235
2.19	4461.609768663533	3256.895966631666	3392.1450126227282	4461.600989696308	3256.8871876644407	3392.136233655503	3247.1490983162657	3247.1403193490405	3326.7525466133957	3326.7525466133957
2.2	4414.348101849377	3271.9914316813665	3407.650895231738	4414.3393228572095	3271.9826526891993	3407.642116239571	3262.3060162612237	3262.2972372690565	3342.561304202565	3342.561304202565
2.22	4326.171974490644	3301.3242159704387	3437.8813307460077	4326.165390271475	3301.31763175127	3437.874746526839	3291.770485332934	3291.7639011137653	3373.3865159868437	3373.3865159868437
2.23	4285.084129000548	3315.552756242585	3452.5992994570406	4285.077544756423	3315.5461719984596	3452.592715212915	3306.0692574675486	3306.062673223423	3388.3941912147275	3388.3941912147275
2.25	4208.500651612572	3343.1077960406255	3481.2253754258127	4208.494067393403	3343.1012118214567	3481.218791206644	3333.7801242517453	3333.7735400325764	3417.586511728965	3417.586511728965
2.26	4172.844803232452	3356.4255165743525	3495.129093262338	4172.838218988341	3356.4189323302417	3495.122509018227	3347.181245161133	3347.1746609170223	3431.7689623421466	3431.7689623421466
