R	3A2_7B1	3A2_7B2	7A2_3A2
Intensities	9.972011397114455e-05	9.969981083671168e-05	9.825097507011716e-13
2.12	9079.373541841473	9079.373541841473	9079.013603437197
2.13	9143.850798641259	9143.850798641259	9143.262606640332
2.15	9157.815969348085	9157.815969348085	9277.552548485997
2.16	9163.13603435787	9163.13603435787	9307.201376243465
2.17	9134.5692165363	9134.5692165363	9269.284939177553
2.19	9179.390325475004	9179.390325475004	9324.386239781466
2.2	9184.901333439615	9184.901333439615	9330.24621241013
2.22	9196.057228899503	9196.057228899503	9342.168074312576
2.23	9201.702116369852	9201.702116369852	9348.232158359344
2.25	9213.13674460641	9213.13674460641	9360.581995780478
2.26	9218.924290574665	9218.924290574665	9366.87213867587
2.28	9230.66179381631	9230.66179381631	9379.707015039792
2.3	9242.625355881639	9242.625355881639	9392.908414027173
2.31	9248.698218895603	9248.698218895603	9399.657258888852
2.33	9261.041472072611	9261.041472072611	9413.484160593856
2.35	9273.674431791413	9273.674431791413	9427.787322224525
2.36	9280.107233184739	9280.107233184739	9435.126553835202
2.38	9293.791476366852	9293.791476366852	9450.241771617279
2.4	9354.513522237627	9354.511327514527	9465.9693236038
2.42	9414.355474867523	9414.353280119481	9482.350909982575
2.44	9471.023824350137	9471.023824350137	9499.456762665955
2.46	9524.751213753261	9524.74901900522	9517.33077651498
2.48	9575.772480992542	9575.7702862445	9536.012457019315
2.5	9624.315879664617	9624.315879664617	9555.539114845786
2.52	9670.600884373998	9670.598689625956	9575.930502701784
2.54	9714.822827571581	9714.820632823554	9611.979210706791
2.56	9757.15728895094	9757.155094202899	9654.38829346963
2.59	9817.515006946312	9817.51281219827	9714.921591158578
2.61	9855.868198548036	9855.866003799994	9753.404272769956
2.63	9892.860647412235	9892.860647412235	9790.530601189821
2.66	9946.06568723073	9946.063492482688	9843.92658393817
2.68	9980.15668153009	9980.154486782048	9878.133899758948
2.71	10029.441904416264	10029.439709668222	9927.572754908208
2.73	10061.184520158116	10061.182325410075	9959.400965748791
2.76	10107.267608222377	10107.265413474335	10005.582817400049
2.79	10151.682689072913	10151.680494349828	10050.065935389954
2.82	10194.585589770737	10194.583395022695	10092.999562535406
2.85	10236.103605527562	10236.10141077952	10134.510994048105
2.88	10276.342084199452	10276.33988945141	10174.709967280214
2.91	10315.38442611217	10315.382231364129	10213.67768783438
2.94	10353.303057951067	10353.300863203025	10251.488777094128
2.97	10390.284533100028	10390.282338351986	10288.334177989294
3.01	10437.813958975603	10437.813958975603	10335.630960747178
3.04	10472.315370809316	10472.313176061274	10369.923871691659
3.08	10516.853357475295	10516.851162727253	10414.141425368201
3.12	10559.76723188837	10559.76723188837	10456.688777157848
3.16	10601.100888959467	10601.100888959467	10497.609821921578
3.2	10640.849939167514	10640.85213391557	10536.902364911366
3.24	10679.126314662644	10679.128509410686	10574.678338252357
3.28	10715.91465213371	10715.916846881752	10610.924573381446
3.33	10759.842499318343	10759.844694066385	10654.119375319206
3.37	10793.365054324211	10793.367249072253	10687.00764864024
3.42	10833.276515762554	10833.278710510596	10726.076327504488
3.47	10871.010788915723	10871.010788915723	10762.908559911419
3.53	10913.472545606593	10913.472545606593	10804.20929578683
3.58	10946.595656743448	10946.595656743448	10836.305265663876
3.64	10983.572742396325	10983.572742396325	10871.980866776372
3.7	11017.6637366957	11017.661541947658	10904.702339395983
3.77	11053.837545214294	11053.837545214294	10939.205945952795
3.83	11081.820560531021	11081.820560531021	10965.714091783608
3.9	11110.999712606921	11110.999712606921	10993.150615262275
3.98	11139.821121001645	11139.821121001645	11020.014309976323
4.06	11163.827256036791	11163.827256036791	11042.201000332614
4.14	11182.991780735916	11182.991780735916	11059.829202600667
4.23	11198.684216753769	11198.684216753769	11074.373786316239
4.32	11208.110652129631	11208.110652129631	11083.519294167418
4.42	11211.389603108022	11211.389603108022	11087.73320706276
4.53	11206.997915771062	11206.997915771062	11085.808414552783
4.64	11196.026378971976	11196.026378971976	11078.205813351859
4.76	11179.212427578415	11179.212427578415	11065.03953030819
4.89	11158.443543358779	11158.443543358779	11047.167711207221
5.03	11135.826682735744	11135.824487987702	11025.82380342498
5.19	11111.908337547371	11111.90614279933	11018.774278306228
5.35	11091.135063806694	11091.135063806694	11019.314185900148
5.54	11070.574680501246	11070.574680501246	11018.45384536669
5.74	11053.477606810018	11053.477606810018	11016.816564625537
5.96	11038.70257469984	11038.70257469984	11014.69424494158
6.21	11025.722845114899	11025.722845114899	11012.30855571726
6.5	11014.380396221226	11014.380396221226	11009.854829353571
6.82	11005.283172826952	11005.283172826952	11007.638135603658
7.19	10998.007588834633	10998.009783582675	11005.680421898025
7.62	10994.80106449168	10994.80106449168	10999.866538953269
8.14	10992.648018360094	10992.648018360094	10995.523136023301
8.76	10991.375065494343	10991.375065494343	10992.931140632834
9.55	10990.701278394656	10990.701278394656	10991.576982164406
10.56	10990.433519333266	10990.433519333266	10991.050243058722
11.96	10990.363287470813	10990.363287470813	10990.91416878
14.03	10990.352313730604	10990.352313730604	10990.896610820608
17.58	10990.350118982562	10990.352313730604	10990.896610795666
25.83	10990.352313730604	10990.350118982562	10990.89880556865
