R	4A1_2A1	2B1_4A1	5B1_2A1	5B1_2B1	6B1_2A1	6B1_2B1	2B2_4A1	5B2_2A1	5B2_2B2	6B2_2A1	6B2_2B2	5A2_2B1	5A2_2B2	6A2_2B1	6A2_2B2
2.38	9825.986727700001	9724.198783799991	10156.328967000009	10054.541023099999	9841.402625700008	9739.614681799998	9724.20317329999	10156.328967000009	10054.545412599997	9841.402625700008	9739.619071299996	9726.940021899994	9726.944411399993	9955.1409632	9955.145352699998
2.4	9872.093957899997	9789.4705387	10156.322382800005	10073.698963600007	9886.847042499998	9804.2236233	9789.474928199998	10156.322382800005	10073.703353100005	9886.847042499998	9804.228012799998	9792.600246900009	9792.604636400007	10020.500507999997	10020.504897499995
2.41	9894.634002499995	9820.240881899997	10156.328966999994	10081.935846399996	9909.229065399995	9834.835944799997	9820.245271399996	10156.328966999994	10081.940235899994	9909.229065399995	9834.840334299995	9823.583480500005	9823.587870000003	10051.810758699998	10051.815148199996
2.43	9938.5837971	9878.300700499996	10158.6136979	10098.330601299996	9953.227144400007	9892.944047800003	9878.305089999994	10158.6136979	10098.334990799995	9953.227144400007	9892.948437300001	9882.108585299997	9882.112974799995	10111.810733100006	10111.815122600005
2.44	9959.993547299993	9905.669186899991	10160.815028500001	10106.4906681	9974.85197969999	9920.527619299988	9905.671381599997	10160.815028500001	10106.492862800005	9974.85197969999	9920.529813999994	9909.729467500001	9909.731662200007	10140.5465464	10140.548741100007
2.46	10001.5905739	9957.28303549999	10167.063471200003	10122.755932799992	10017.283010000014	9972.975471600002	9957.285230299996	10167.063471200003	10122.758127599998	10017.280815200007	9972.975471600002	9961.889807999993	9961.8920028	10195.614925699992	10195.6171205
2.47	10021.891977200008	9981.603019300004	10171.156673100006	10130.867715200002	10038.212110699998	9997.923152799995	9981.607408800002	10171.156673100006	10130.8721047	10038.209915900006	9997.9253475	9986.508277300003	9986.512666800001	10222.000165799996	10222.004555299995
2.49	10060.954071799992	10027.4863854	10180.567745199995	10147.100058800002	10078.950991499994	10045.483305100002	10027.490774899998	10180.567745199995	10147.1044483	10078.950991499994	10045.4876946	10033.017146099999	10033.021535599997	10272.6241839	10272.628573399998
2.5	10079.842058499999	10049.117805100002	10185.955847299992	10155.231593899996	10098.89245629999	10068.168202899993	10049.119999800008	10185.955847299992	10155.233788600002	10098.89245629999	10068.170397599999	10054.977777699998	10054.979972400004	10296.917830799997	10296.920025500003
2.52	10116.342884099999	10089.902775499999	10197.963304299992	10171.523195699992	10137.910655999993	10111.470547399993	10089.951059900006	10197.963304299992	10171.5714801	10137.908461300001	10111.516637100009	10096.449703799997	10096.497988200004	10343.56277389999	10343.611058299997
2.54	10151.162534200004	10127.729228000011	10211.537810199996	10188.104504000003	10175.680045100002	10152.246738900008	10127.777512400004	10211.537810199996	10188.152788399995	10175.680045100002	10152.295023300001	10134.989448800014	10135.037733200006	10387.909817600012	10387.958102000004
2.55	10167.947953999988	10145.592268099994	10218.9867792	10196.631093300006	10193.957892399994	10171.6022065	10145.596657599992	10218.9867792	10196.635482800004	10193.957892399994	10171.606595999998	10153.210232500001	10153.214622	10409.244946399995	10409.249335899993
2.57	10200.39288839999	10179.4769562	10237.488490399992	10216.572558200001	10227.010771599991	10206.0948394	10179.481345699998	10227.010771599991	10206.099228899999	10237.4862956	10216.574752900007	10187.810407900004	10187.814797400002	10450.473255600009	10450.477645100007
2.59	10231.387095699989	10211.107639900001	10247.437275399992	10227.157819600005	10268.6034087	10248.323952900013	10211.1120294	10247.437275399992	10227.162209100003	10268.6034087	10248.328342400011	10220.128047200007	10220.132436700005	10489.86675690001	10489.871146400008
2.61	10261.064455199987	10240.774025699997	10264.852587299989	10244.5621578	10302.630755299993	10282.340325800003	10240.778415199995	10264.852587299989	10244.566547299997	10302.630755299993	10282.344715300002	10250.43749360001	10250.441883100008	10527.5988354	10527.603224899998
2.63	10289.565430699993	10268.76582	10282.555410999994	10261.755800300001	10336.186231600004	10315.386620900012	10268.770209499999	10282.555410999994	10261.7601898	10336.186231600004	10315.39101040001	10279.015285200003	10279.0196747	10563.836291500003	10563.840681000001
2.65	10317.048043800009	10295.346392300009	10300.754247300007	10279.052595800007	10369.021831000005	10347.320179500006	10295.350781800007	10300.754247300007	10279.056985300005	10369.019636200013	10347.322374200012	10306.11381770001	10306.118207200008	10598.726173400006	10598.730562900004
2.67	10343.6527585	10320.757165100003	10319.422759299996	10296.527165899999	10401.106827099997	10378.2112337	10320.761554600002	10319.422759299996	10296.531555399997	10401.106827099997	10378.215623199998	10331.974513400011	10331.97890290001	10632.3979712	10632.402360699998
2.69	10369.419080000007	10345.217612599998	10338.407314800002	10314.205847399993	10432.366598599998	10408.165131199989	10345.222002099996	10338.407314800002	10314.210236899991	10432.366598599998	10408.169520699987	10356.814652000001	10356.819041499999	10664.968006299998	10664.972395799996
2.71	10394.638909699992	10368.898925100002	10357.833014299991	10332.093029700001	10463.0162307	10437.27624610001	10368.9033146	10357.833014299991	10332.0974192	10463.0162307	10437.280635600007	10380.818592300013	10380.82298180001	10696.539431800004	10696.543821300002
2.74	10431.486505399997	10403.308157699998	10387.501594799993	10359.323247099994	10507.738576100004	10479.560228400005	10403.312547199996	10387.501594799993	10359.327636599992	10507.738576100004	10479.564617900003	10415.607515900003	10415.611905400001	10742.2296603	10742.234049799998
2.76	10455.49922469999	10425.6616487	10407.552796999997	10377.715221000006	10536.757511699994	10506.919935700003	10425.666038199997	10407.552796999997	10377.719610500004	10536.757511699994	10506.924325200001	10438.158534100003	10438.1629236	10771.676571400007	10771.680960900005
2.79	10490.832445299995	10458.543337800002	10437.925890999992	10405.636783499998	10579.164399699992	10546.875292199999	10458.545532499993	10437.925890999992	10405.63897819999	10579.164399699992	10546.87748689999	10471.27067160001	10471.272866300002	10814.496071700007	10814.498266399998
2.81	10513.9848241	10480.119888700006	10458.31069469999	10424.445759299997	10606.719439499997	10572.854504100003	10480.124278200004	10458.31069469999	10424.450148799995	10606.719439499997	10572.858893600001	10492.967933499996	10492.972322999995	10842.215717500003	10842.220107000001
2.84	10548.183360900002	10512.090757999991	10489.002026900009	10452.909423999998	10647.036929000009	10610.944326099998	10512.09514749999	10489.002026900009	10452.913813499996	10647.036929000009	10610.948715599996	10525.074877099993	10525.07926659999	10882.675865500001	10882.680255
2.87	10581.795900500001	10543.668767800002	10519.737254099993	10481.610121399994	10686.1933977	10648.066265000001	10543.6731573	10519.737254099993	10481.614510899992	10686.191202999995	10648.068459799993	10556.756039899992	10556.76042939999	10921.893787099994	10921.898176599992
2.89	10603.8991905	10564.534220800007	10540.205458099997	10500.840488400005	10711.67879179999	10672.313822099997	10564.538610300006	10540.205458099997	10500.844877900003	10711.67879179999	10672.318211599995	10577.671972199998	10577.676361699996	10947.398933899996	10947.403323399994
2.92	10636.609689299992	10595.57890719999	10570.811195300004	10529.780413200002	10749.018010600004	10707.987228500002	10595.583296699988	10570.811195300004	10529.7848027	10749.018010600004	10707.991618	10608.773721999998	10608.778111499996	10984.757905399994	10984.762294899992
2.96	10679.571848199994	10636.578962899992	10611.497402199995	10568.504516899993	10797.3770506	10754.384165299998	10636.583352400005	10611.497402199995	10568.508906400006	10797.374855799993	10754.386360000004	10649.822061999992	10649.826451500005	11033.059881999987	11033.0642715
2.99	10711.044510099993	10666.9103568	10641.58078969999	10597.446636399996	10832.365696099994	10788.2315428	10666.91255149999	10641.58078969999	10597.448831099988	10832.365696099994	10788.233737499992	10680.179792900002	10680.181987599994	11068.103396200007	11068.105590899999
3.02	10741.972875000007	10696.910343900003	10671.3437443	10626.281213199996	10866.399627000006	10821.337095900002	10696.91253870001	10671.3437443	10626.283408000003	10866.399627000006	10821.339290700009	10710.199532700004	10710.20172750001	11102.220727399996	11102.222922200002
3.06	10782.358401599995	10736.360908699993	10710.4519286	10664.454435699998	10910.34722679999	10864.349733899988	10736.363103399999	10710.4519286	10664.456630400004	10910.34722679999	10864.351928599994	10749.667655499987	10749.669850199993	11146.319764799991	11146.321959499997
3.09	10811.9874767	10765.511528999996	10739.29528450001	10692.819336800007	10942.256643400004	10895.7806957	10765.513723700002	10739.29528450001	10692.821531500012	10942.256643400004	10895.782890400005	10778.822665300002	10778.824860000008	11178.391592500004	11178.39378720001
3.13	10850.601843100012	10803.739620100008	10777.051505100011	10730.189282100007	10983.447641899998	10936.585418899995	10803.741814800014	10777.051505100011	10730.191476800013	10983.447641899998	10936.5876136	10817.048561699994	10817.0507564	11219.834986899994	11219.8371816
3.17	10888.167120700004	10841.129318000007	10813.962748299993	10766.924945599996	11023.139628699995	10976.101825999998	10841.131512799999	10813.962748299993	10766.927140399988	11023.139628699995	10976.10402079999	10854.4711808	10854.473375599991	11259.755227300004	11259.757422099996
3.22	10933.613732400001	10886.733951400005	10858.7619098	10811.882128800004	11070.660275600007	11023.78049460001	10886.736146199997	10858.7619098	10811.884323599996	11070.660275600007	11023.782689400003	10900.056061400013	10900.058256200005	11307.67092850001	11307.673123300003
3.26	10968.734062699994	10922.194467399997	10893.498159499999	10846.958564200002	11107.051363999999	11060.511768700002	10922.255920299998	10893.498159499999	10847.020017100003	11107.051363999999	11060.573221600003	10935.4990195	10935.5604724	11344.389034099993	11344.450486999995
3.31	11011.0729136	10965.22685810001	10935.50121419999	10889.6551587	11150.564404199991	11104.7183487	10965.229052900002	10935.50121419999	10889.657353499992	11150.566598899997	11104.722738199998	10978.511657399999	10978.51385219999	11388.3498025	11388.351997299993
3.36	11051.649383199998	11006.6395261	10975.864793400004	10930.854936300006	11191.9178139	11146.907956800002	11006.641720799991	10975.864793400004	10930.857130999997	11191.9178139	11146.910151499993	11019.900183200007	11019.902377899998	11430.049982200013	11430.052176900004
3.42	11098.017788199999	11054.1974836	11022.119071699999	10978.298767100001	11238.777842199997	11194.9575376	11054.199678300007	11022.119071699999	10978.300961800007	11238.777842199997	11194.959732300005	11067.425219600002	11067.427414300008	11477.217275000003	11477.219469700009
3.48	11141.85784560001	11099.317078000007	11065.970102799998	11023.429335199995	11282.703494700007	11240.162727100003	11099.321467500005	11065.970102799998	11023.433724699993	11282.703494700007	11240.167116600001	11112.509697999994	11112.514087499992	11521.235106699998	11521.239496199996
3.54	11183.215644800002	11142.1036571	11107.448613	11066.336625299999	11323.81109280001	11282.699105100008	11142.086099199994	11107.448613	11066.319067399992	11323.81109280001	11282.681547200002	11155.261161200004	11155.243603299998	11562.281252	11562.263694099995
3.61	11228.348407800004	11188.948322199998	11152.83816130001	11113.438075700004	11368.292016100007	11328.891930500002	11188.950517000005	11152.83816130001	11113.44027050001	11368.292016100007	11328.894125300008	11202.061931300006	11202.064126100013	11606.353952499994	11606.3561473
3.68	11270.18905130001	11232.599631400008	11195.04752220001	11157.458102300006	11409.153802700006	11371.564382800003	11232.599631400008	11195.04752220001	11157.458102300006	11409.153802700006	11371.564382800003	11245.669345600007	11245.669345600007	11646.478304400007	11646.478304400007
3.76	11314.143235299998	11278.474218500007	11239.54819809999	11203.879181299999	11451.6506753	11415.981658500008	11278.476413199998	11239.54819809999	11203.88137599999	11451.6506753	11415.9838532	11291.493453600007	11291.495648299999	11687.414712400001	11687.416907099992
3.85	11358.900696600002	11325.369362700003	11285.0606521	11251.529318200002	11494.391164699991	11460.859830799993	11325.371557400009	11285.0606521	11251.531512900008	11494.391164699991	11460.862025499999	11338.324950099995	11338.327144800001	11727.5697907	11727.571985400005
3.95	11403.124834600007	11371.834336600004	11330.300957600004	11299.010459600002	11535.977217599997	11504.686719599995	11371.834336600004	11330.300957600004	11299.010459600002	11535.977217599997	11504.686719599995	11384.721886900006	11384.721886900006	11764.988020300007	11764.988020300007
4.05	11441.98501260001	11412.7509919	11370.359467100003	11341.125446399994	11571.819619500006	11542.585598799997	11412.7509919	11370.359467100003	11341.125446399994	11571.819619500006	11542.585598799997	11425.563920799992	11425.563920799992	11795.040681400002	11795.040681400002
4.17	11482.137896100001	11455.122763899999	11412.191331499998	11385.176199299996	11607.903443400006	11580.888311200004	11455.122763899999	11412.191331499998	11385.176199299996	11607.907832900004	11580.892700700002	11467.841318699997	11467.841318699997	11821.689291000002	11821.689291000002
4.31	11521.0068531	11496.223777900013	11453.371356399992	11428.588281200005	11641.45014059999	11616.667065400005	11496.223777900013	11453.371356399992	11428.588281200005	11641.45014059999	11616.667065400005	11508.812842700005	11508.812842700005	11840.298544900012	11840.298544900012
4.46	11554.340660000002	11531.539440700013	11489.624175799996	11466.822956500007	11668.4323516	11645.631132300012	11531.541635400004	11489.624175799996	11466.825151199999	11668.4323516	11645.633327000003	11543.95292570001	11543.955120400002	11846.452613500005	11846.454808199996
4.64	11584.595237700007	11563.756121500002	11524.013655600007	11503.174539400003	11690.221792900003	11669.3826767	11563.758316300009	11524.013655600007	11503.17673420001	11690.221792900003	11669.384871500006	11575.888679099997	11575.890873900003	11838.108187999998	11838.110382800005
4.85	11609.30588629999	11589.98333989999	11554.474539399991	11535.151992999992	11703.938957199993	11684.616410799994	11589.98333989999	11554.474539399991	11535.151992999992	11703.941152	11684.6186056	11601.665974399992	11601.665974399992	11813.994510499993	11813.994510499993
5.11	11627.419127500005	11609.437571000002	11581.002437999996	11563.020881499993	11707.092807699999	11689.111251199996	11609.437571000002	11581.002437999996	11563.020881499993	11707.092807699999	11689.111251199996	11620.376186599999	11620.376186599999	11775.505244500004	11775.505244500004
5.43	11636.391250300003	11619.41927720001	11601.832775100003	11584.86080200001	11696.858705599996	11679.886732500003	11619.421472000002	11601.832775100003	11584.862996800002	11696.858705599996	11679.888927299995	11629.203456200004	11629.205650999997	11729.233408300002	11729.235603099994
5.85	11635.157802900008	11618.947406800013	11616.750465699995	11600.5400696	11673.543915700007	11657.333519600012	11618.947406800013	11616.750465699995	11600.5400696	11673.543915700007	11657.333519600012	11627.175510700006	11627.175510700006	11680.948989800003	11680.948989800003
6.44	11625.230965399998	11609.4112341	11625.661135699993	11609.841404399995	11644.347205700004	11628.527474400005	11609.4112341	11625.661135699993	11609.841404399995	11644.347205700004	11628.527474400005	11616.032783700008	11616.032783700008	11637.905625300002	11637.905625300002
7.37	11612.433399700007	11596.751937400011	11618.648921200001	11602.967458900006	11630.489577500004	11614.808115200009	11596.751937400011	11618.648921200001	11602.967458900006	11630.489577500004	11614.808115200009	11602.199297700005	11602.199297700005	11607.229656199997	11607.229656199997
9.28	11605.190736999997	11589.498300899999	11614.584251199994	11598.891815099996	11620.057948400005	11604.365512300006	11589.498300899999	11614.584251199994	11598.891815099996	11620.057948400005	11604.365512300006	11588.4667701	11588.4667701	11606.461495099997	11606.461495099997
