R	10A1_3A1	11A1_3A1	3B1_10A1	3B1_11A1	11B1_3A1	11B1_3B1	3B2_10A1	3B2_11A1	11B2_3A1	11B2_3B2	11A2_3B1	11A2_3B2
2.4	11456.885145217835	11942.347663563414	11052.779677481885	11538.242195827464	11507.708885283137	11103.603417547187	11052.777482733843	11538.240001079423	11507.711080031164	11103.603417547172	11052.812598677556	11052.810403929514
2.42	11463.840296270646	11964.229284191519	11085.986189019357	11586.37517694023	11514.304097931657	11136.449990680369	11085.981799523273	11586.370787444146	11514.3062926797	11136.447795932327	11086.021304938113	11086.01691544203
2.44	11471.054427317838	11985.799250797427	11118.371865388297	11633.116688867885	11521.173653835824	11168.491091906282	11118.369670640255	11633.114494119844	11521.175848583865	11168.491091906282	11118.406981331995	11118.404786583953
2.46	11478.694339210502	12007.026837008321	11149.936706713474	11678.269204511293	11528.486548519897	11199.728916022868	11149.934511965432	11678.26700976325	11528.488743267939	11199.728916022868	11149.971822657186	11149.969627909144
2.48	11486.97731175524	12027.940574523833	11180.676323374035	11721.639586142628	11536.457867092322	11230.156878711117	11180.671933877951	11721.635196646545	11536.460061840364	11230.154683963076	11180.713634065789	11180.709244569705
2.5	11495.462200945083	12048.266120013446	11210.588520696823	11763.392439765186	11544.642076025091	11259.768395776831	11210.586325948781	11763.390245017144	11544.644270773133	11259.768395776831	11210.623636640536	11210.621441892494
2.52	11504.366286686418	12068.111016031413	11239.482355751956	11803.22708509695	11553.260844745644	11288.376913811182	11239.664519689657	11803.409249034652	11553.260844745644	11288.559077748883	11239.52186116678	11239.704025104482
2.54	11513.67201099488	12087.481846896655	11267.728740634004	11841.538576535779	11562.287836277465	11316.344565916588	11267.915294067789	11841.725129969564	11562.290031025506	11316.533314098415	11267.768246048843	11267.954799482628
2.56	11523.324505219352	12106.385196778487	11295.121369176806	11878.18206073594	11571.679155709615	11343.476019667069	11295.123563924848	11878.184255483982	11571.681350457657	11343.480409163152	11295.15867986856	11295.160874616602
2.59	11538.419970269082	12133.920483844166	11334.670697512745	11930.171211087829	11586.388345403539	11382.639072647202	11334.672892260787	11930.17340583587	11586.388345403539	11382.641267395244	11334.712397700569	11334.71459244861
2.61	11548.807704513427	12151.750602782253	11359.991485576524	11962.93438384535	11596.52148907473	11407.705270137827	11359.991485576524	11962.93438384535	11596.52148907473	11407.705270137827	11360.033185739405	11360.033185739405
2.63	11559.388576435696	12169.16810943796	11384.471685814293	11994.251218816557	11606.849965171888	11431.933074550485	11384.473880562335	11994.253413564598	11606.85215991993	11431.937464046568	11384.51338600213	11384.515580750172
2.66	11575.515572241318	12194.561324112263	11419.618353073063	12038.664104944008	11622.60604883304	11466.708829664785	11419.620547821105	12038.66629969205	11622.60604883304	11466.711024412827	11419.662247983986	11419.664442732028
2.68	11586.100833634715	12210.815615204468	11442.004765326434	12066.719546896187	11632.938914426282	11488.842846118001	11442.006960074476	12066.721741644229	11632.938914426282	11488.845040866043	11442.048660237357	11442.050854985398
2.71	11602.368293215157	12234.73834988891	11474.012945356691	12106.383002030445	11648.826682895029	11520.471335036564	11474.012945356691	12106.383002030445	11648.826682895029	11520.471335036564	11474.059035040598	11474.059035040598
2.73	11613.14669228645	12250.191558569903	11494.312153894774	12131.357020178228	11659.343907149043	11540.509368757368	11494.312153894774	12131.357020178228	11659.343907149043	11540.509368757368	11494.360438301781	11494.360438301781
2.76	11629.098108398495	12272.615281515042	11523.201599428867	12166.718772545413	11674.891489945905	11568.994980976277	11523.203794176909	12166.720967293455	11674.891489945905	11568.997175724318	11523.252078583915	11523.254273331957
2.79	11644.66324915472	12294.097458299075	11550.243068584532	12199.677277728886	11690.033044679527	11595.612864109338	11550.243068584532	12199.677277728886	11690.033044679527	11595.612864109338	11550.293547739566	11550.293547739566
2.82	11659.717014016613	12314.605167726404	11575.449729849992	12230.337883559783	11704.636886542328	11620.369602375707	11575.451924598034	12230.340078307825	11704.634691794286	11620.369602375707	11575.502403778024	11575.504598526066
2.85	11674.147470958822	12334.103293878245	11598.850114899891	12258.805937819314	11718.586694037818	11643.289337978887	11598.852309647933	12258.808132567356	11718.586694037818	11643.29153272693	11598.90717829905	11598.909373047092
2.88	11687.860245840537	12352.550136516846	11620.470560710746	12285.160451387055	11731.783703529101	11664.39401839931	11620.470560710746	12285.160451387055	11731.783703529101	11664.39401839931	11620.529818857947	11620.529818857947
2.91	11700.78071730322	12369.917163992563	11640.348377924354	12309.484824613697	11744.146709463428	11683.714370084563	11640.348377924354	12309.484824613697	11744.144514715386	11683.71217533652	11640.409830819597	11640.409830819597
2.94	11712.84084823243	12386.173649832795	11658.514293063228	12331.847094663593	11755.605479878519	11701.278924709317	11658.51648781127	12331.849289411635	11755.605479878519	11701.281119457359	11658.580135454555	11658.582330202596
2.97	11724.047222847366	12401.352515258157	11675.040732712892	12352.346025123683	11766.16220959727	11717.155719462797	11675.040732712892	12352.346025123683	11766.160014849229	11717.153524714755	11675.110964575346	11675.110964575346
3.01	11737.448343731812	12419.733515505446	11694.523495603484	12376.808667377118	11778.613005353443	11735.688157225115	11694.525690351526	12376.81086212516	11778.613005353443	11735.690351973157	11694.598116986977	11694.60031173502
3.04	11746.365597961383	12432.168948050283	11707.314477031556	12393.117827120455	11786.755514123346	11747.704393193519	11707.314477031556	12393.117827120455	11786.755514123346	11747.704393193519	11707.39568265916	11707.39568265916
3.08	11756.722605758128	12446.939590664391	11722.054393198036	12412.271378104298	11795.977838081119	11761.309625521026	11722.052198449994	12412.269183356257	11795.977838081119	11761.307430772984	11722.139988296782	11722.13779354874
3.12	11765.35234819392	12459.673508693275	11734.263766844335	12428.58492734369	11803.358769879604	11772.27018853002	11734.263766844335	12428.58492734369	11803.358769879604	11772.27018853002	11734.358140935234	11734.358140935234
3.16	11772.276772774145	12470.390454869324	11744.096230283438	12442.209912378617	11808.90269903987	11780.722156549164	11744.096230283438	12442.209912378617	11808.90269903987	11780.722156549164	11744.199383366504	11744.199383366504
3.2	11777.489295254665	12479.090429217496	11751.619820604785	12453.220954567616	11812.594262325612	11786.724787675732	11751.617625856743	12453.218759819574	11812.671078432191	11786.799409034269	11751.733947403118	11751.731752655076
3.24	11781.119405620208	12485.874390022887	11757.091323129585	12461.846307532265	11814.633181633908	11790.605099143286	11757.089128381544	12461.844112784223	11814.63537638195	11790.605099143286	11757.216423668127	11757.214228920086
3.28	11783.364631094679	12490.889385304486	11760.949687141707	12468.474441351515	11815.06115715261	11792.646213199638	11760.945297645623	12468.470051855431	11815.063351900651	11792.644018451596	11761.087956143529	11761.083566647445
3.33	11784.218387408953	12494.66654371393	11763.093954256183	12473.54211056116	11813.410707948147	11792.286274795377	11763.0895647601	12473.537721065077	11813.41290269619	11792.284080047335	11763.25197599038	11763.247586494297
3.37	11783.505094869499	12495.823175008365	11763.089564785041	12475.407644923907	11810.49608484516	11790.080554760701	11763.085175288958	12475.403255427824	11810.498279593201	11790.07836001266	11763.267339226659	11763.262949730575
3.42	11781.101847660844	12495.096713955718	11761.232809414432	12475.227675709306	11805.075061475392	11785.20602322898	11761.228419918349	12475.223286213222	11805.079450971476	11785.20602322898	11761.436920807595	11761.432531311511
3.47	11777.263236381099	12492.133806470665	11757.637814967646	12472.508385057212	11797.904825339123	11778.27940392567	11757.642204438773	12472.512774528339	11797.904825339123	11778.283793396797	11757.872652808437	11757.877042279564
3.53	11771.161841642577	12485.902921697532	11751.305971884416	12466.047051939371	11787.365653579734	11767.509783821573	11751.3103613805	12466.051441435455	11787.365653579734	11767.514173317657	11751.586899409114	11751.591288905198
3.58	11765.18554749251	12478.721711821068	11745.103618835827	12458.639783164384	11777.307131292022	11757.225202635338	11745.10800833191	12458.644172660468	11777.307131292022	11757.229592131422	11745.428441271433	11745.432830767517
3.64	11757.367861158215	12467.993791904795	11736.838204250482	12447.464134997063	11764.09914806053	11743.569491152797	11736.842593746565	12447.468524493146	11764.09914806053	11743.57388064888	11737.22667435433	11737.231063850413
3.7	11749.321921227267	12455.281821331373	11728.410378484754	12434.37027858886	11750.131782605677	11729.220239863163	11728.412573232796	12434.372473336902	11750.131782605677	11729.222434611205	11728.873469947139	11728.87566469518
3.77	11740.262008499776	12438.349353618469	11718.323324497454	12416.410669616147	11733.65801688403	11711.719332881708	11718.327713993538	12416.41505911223	11733.655822135988	11711.72152762975	11718.893958514047	11718.89834801013
3.83	11733.271741528224	12422.393548010354	11710.538559358814	12399.660365840944	11719.699430396373	11696.966248226963	11710.542948854898	12399.664755337028	11719.699430396373	11696.970637723047	11711.210151710446	11711.21454120653
3.9	11726.408769843241	12402.386240762105	11702.738431008853	12378.715901927717	11704.301090366498	11680.63075153211	11702.740625756895	12378.718096675759	11704.301090366498	11680.632946280151	11703.548292412219	11703.55048716026
3.98	11720.836308983387	12378.285731636031	11696.059818009613	12353.509240662257	11688.775455050054	11663.99896407628	11696.062012757655	12353.511435410299	11688.775455050054	11664.001158824321	11697.03867486243	11697.040869610471
4.06	11717.680263820439	12353.12735480252	11691.812983943557	12327.260074925638	11683.701201596312	11657.83392171943	11691.817373414684	12327.264464396765	11683.701201596312	11657.838311190557	11692.971809986033	11692.97619945716
4.14	11716.96916600407	12327.444433586425	11690.035239402627	12300.510506984981	11707.035744254885	11680.101817653442	11690.03962889871	12300.514896481065	11707.035744254885	11680.106207149525	11691.371839911677	11691.37622940776
4.23	11718.700820861093	12298.346487163086	11690.623431453452	12270.269097755445	11731.81223525363	11703.73484584599	11690.625626201494	12270.271292503487	11731.81223525363	11703.737040594031	11692.150974867414	11692.153169615456
4.32	11722.473589724555	12269.340720057677	11693.333943113394	12240.201073446515	11754.139389334858	11724.999742723696	11693.338332609477	12240.205462942598	11754.139389334858	11725.00413221978	11695.03267674979	11695.037066245874
4.42	11728.309420149715	12237.626636015411	11698.083374106573	12207.400589972269	11776.1241630211	11745.898116977958	11698.087763602656	12207.404979468352	11776.1241630211	11745.902506474042	11699.948908444378	11699.953297940461
4.53	11735.819841982826	12203.706831938485	11704.544707224413	12172.431697180073	11797.013758308138	11765.738623549725	11704.527149240079	12172.414139195738	11797.013758308138	11765.72106556539	11706.561679077247	11706.544121092913
4.64	11743.769213099775	12171.112654655357	11711.54814265926	12138.891584214842	11814.731945220905	11782.51087478039	11711.550337407301	12138.893778962884	11814.731945220905	11782.513069528432	11713.688020302594	11713.690215050636
4.76	11752.359450095799	12137.324535361098	11719.220975722652	12104.186060987951	11830.806267098495	11797.667792725348	11719.223170470694	12104.188255735993	11830.806267098495	11797.66998747339	11721.472785416277	11721.47498016432
4.89	11761.101124606837	12102.95919778115	11727.141815115072	12068.999888289385	11844.663895251113	11810.704585759348	11727.144009863114	12069.002083037427	11844.663895251113	11810.70678050739	11729.490193672595	11729.492388420636
5.03	11769.599182284917	12068.736518749021	11734.902438025252	12034.039774489356	11855.944891224586	11821.248146964921	11734.904632773294	12034.041969237398	11855.944891224586	11821.250341712963	11737.332022185452	11737.334216933494
5.19	11778.027008100558	12033.13773376806	11742.645503001011	11997.756228668513	11864.794108314774	11829.412603215227	11742.647697724096	11997.758423391599	11864.794108314774	11829.414797938312	11745.147513771692	11745.149708494777
5.35	11785.120428130234	12001.324886138813	11749.194625940683	11965.399083949262	11869.905672435329	11833.979870245777	11749.196820688725	11965.401278697303	11869.905672435329	11833.98206499382	11751.751505362496	11751.753700110537
5.54	11791.943894375436	11968.250059408965	11755.590116642226	11931.896281675756	11871.806322741802	11835.452545008593	11755.592311390268	11931.898476423798	11871.806322741802	11835.454739756635	11758.19089102486	11758.193085772902
5.74	11797.560250146184	11938.79436930445	11760.741186202562	11901.97530536083	11870.15806826044	11833.339004316818	11760.743380950604	11901.977500108871	11870.15806826044	11833.34119906486	11763.456087383529	11763.45828213157
5.96	11802.197749089086	11912.038217169567	11765.080199661388	11874.92066774187	11865.099178042976	11827.981628615278	11765.08239440943	11874.922862489911	11865.099178042976	11827.98382336332	11767.834606257195	11767.836801005236
6.21	11806.007828669244	11887.944292287633	11768.61154646489	11850.54801008328	11857.239791545813	11819.84350934146	11768.613741212932	11850.550204831321	11857.241986293855	11819.847898837543	11771.396679508325	11771.398874256367
6.5	11808.997073105827	11866.905454233594	11771.394484760269	11829.302865888036	11847.539012889363	11809.936424543805	11771.39667950831	11829.305060636078	11847.539012889363	11809.938619291846	11774.20376003215	11774.205954780191
6.82	11811.079887350003	11850.313172217546	11773.352198465916	11812.58548333346	11837.967724267539	11800.240035383453	11773.354393213958	11812.587678081502	11837.967724267539	11800.242230131495	11776.17244745305	11776.174642201091
7.19	11812.513056697993	11837.370753274445	11774.693188471036	11799.550885047487	11829.355539791111	11791.535671564154	11774.695383219077	11799.553079795529	11829.355539791111	11791.537866312196	11777.513437458168	11777.51563220621
7.62	11813.439239647734	11827.955291663733	11775.551334256452	11790.06738627245	11823.5350726272	11785.647167235918	11775.553529004494	11790.069581020492	11823.5350726272	11785.64936198396	11776.545554320604	11776.547749068646
8.14	11814.005484168243	11821.487374301782	11776.075878614094	11783.557768747633	11819.18947492425	11781.2598693701	11776.078073362136	11783.559963495674	11819.18947492425	11781.262064118142	11775.766419389824	11775.768614137865
8.76	11812.161897285885	11819.733772014239	11774.212539024316	11781.78441375267	11816.43726307647	11778.487904814901	11774.214733772358	11781.786608500712	11816.43726307647	11778.490099562943	11775.323080634844	11775.325275382886
9.55	11811.619794943923	11818.351081846253	11773.661657690187	11780.392944592517	11814.903135418397	11776.944998164661	11773.663852438229	11780.395139340559	11814.903135418397	11776.947192912703	11775.11238499757	11775.114579745612
10.56	11811.4222677949	11817.760695097284	11773.464130541164	11779.802557843548	11814.255685245327	11776.297547991591	11773.466325289206	11779.80475259159	11814.257879993369	11776.301937487675	11775.048737354286	11775.050932102327
11.96	11811.382762355104	11817.582920655666	11773.422430353326	11779.622588653889	11814.069131811542	11776.108799809765	11773.424625101368	11779.62478340193	11814.069131811542	11776.110994557806	11775.044347858202	11775.046542606244
14.03	11811.382762355104	11817.545609963912	11773.422430353326	11779.585277962135	11814.036210640814	11776.075878639036	11773.424625076426	11779.587472685234	11814.036210640814	11776.078073362136	11775.044347883144	11775.046542606244
17.58	11811.382762355104	11817.539025744758	11773.424625076412	11779.580888466066	11814.031821144745	11776.073683866052	11773.426819824454	11779.583083214107	11814.031821144745	11776.075878614094	11775.04654260623	11775.048737354271
25.83	11811.38934659923	11817.541220467843	11773.424625101368	11779.576498969982	11814.03840538887	11776.073683891009	11773.42681984941	11779.578693718024	11814.03840538887	11776.07587863905	11775.044347883144	11775.046542631186
