R	8B1_2A1	8B1_2B1	8B2_2A1	8B2_2B2	8A2_2B1	8A2_2B2
Intensities	26.413673582765377	27.450002142123118	26.413650593197715	27.449993353538872	27.315622294891604	27.31563796931041
2.12	10173.900105876848	9835.386826072252	10173.900105876848	9835.391215568336	9978.446974153485	9978.451363649569
2.13	10183.84669611427	9843.590787737397	10183.84669611427	9843.595177233481	9986.879189440238	9986.883578936322
2.15	10324.93596202659	9980.990685112018	10324.93596202659	9980.997269356129	10004.022352765489	10004.0289370096
2.16	10399.333472112266	10053.441455232256	10399.333472112266	10053.448039476381	10052.203618310203	10052.210202554328
2.17	10534.668113177118	10186.754734973147	10534.668113177118	10186.75912446923	10185.240360022479	10185.244749518562
2.19	10624.459573821543	10272.275219298099	10624.459573821543	10272.279608794182	10270.31092134834	10270.315310844424
2.2	10698.751736076098	10344.313377086044	10698.74954132807	10344.3155718341	10342.063762140475	10342.068151636558
2.22	10844.403879547812	10485.20950534541	10844.403879547812	10485.213894816538	10482.299271738491	10482.303661209618
2.23	10915.35344315575	10553.652668686569	10915.351248407693	10553.657058182638	10550.353965000744	10550.36054924487
2.25	11041.294570115264	10685.77420121427	11041.294570115264	10685.780785458395	10681.547119830677	10681.553704074802
2.26	11074.645934873726	10749.239679965583	11074.645934873726	10749.246264209709	10744.45293828065	10744.459522524776
2.28	11142.092683402676	10870.567450160728	11142.090488654634	10870.571839656812	10864.43093950345	10864.437523747576
2.3	11209.370436507146	10984.007302184094	11209.370436507146	10984.01388642822	10976.145720913919	10976.152305158044
2.31	11242.515495124404	11037.605201552593	11242.515495124404	11037.609591048677	11028.74281599911	11028.747205495194
2.33	11306.382612467816	11137.626374707179	11306.382612467816	11137.630764203263	11127.117929420361	11127.122318916445
2.35	11337.034439281604	11198.73469593376	11337.034439281604	11198.739085429843	11216.033686270093	11216.038075766177
2.36	11339.898583204602	11214.925339382666	11339.898583204602	11214.927534130707	11256.768177575097	11256.770372323139
2.38	11347.839175329398	11246.092931611813	11347.839175329398	11246.097321082954	11330.93962881215	11330.944018283291
2.4	11359.22990860512	11276.643800090576	11359.22990860512	11276.64818958666	11395.561738857912	11395.566128353996
