R	8B1_2A1	8B1_2B1	8B2_2A1	8B2_2B2	8A2_2B1	8A2_2B2
2.42	11373.702065710211	11306.757914058486	11373.702065710211	11306.762303554555	11451.317073854094	11451.321463350163
2.44	11390.746465473392	11336.450636751804	11390.746465473392	11336.455026247888	11494.000499897506	11494.00488939359
2.46	11409.987806304038	11365.706604934298	11409.987806304038	11365.70879968234	11519.03377619249	11519.035970940531
2.48	11431.136381635355	11394.517039613755	11431.134186887313	11394.519234361796	11543.74881427102	11543.753203767104
2.5	11453.58644153204	11422.88194079022	11453.58644153204	11422.886330286303	11568.160977369422	11568.165366865505
2.52	11477.18874322706	11450.770582016034	11477.18874322706	11450.816671699955	11592.246123259189	11592.29221294311
2.54	11501.697475164401	11478.27953215511	11501.697475164401	11478.327816562116	11616.113989292528	11616.162273699534
2.56	11526.895357462665	11505.386843727058	11526.895357462665	11505.3912331982	11639.740433216008	11639.74482268715
2.59	11565.62165593193	11545.353173841475	11565.62165593193	11545.357563337559	11674.803700099117	11674.8080895952
2.61	11591.844484717003	11571.56502888634	11591.844484717003	11571.569418382423	11697.95827356803	11697.962663064114
2.63	11618.249477464735	11597.45864576468	11618.247282716708	11597.46084048778	11720.957020050802	11720.96140952193
2.66	11657.996332949711	11635.735021234868	11657.99413820167	11635.737215957954	11755.197257092208	11755.201646563335
2.68	11684.374988720941	11660.902177060532	11684.3727939729	11660.904371783632	11777.866791618319	11777.87118108946
2.71	11723.895785357294	11698.160190238108	11723.895785357294	11698.164579734192	11811.654910887635	11811.659300383719
2.73	11750.041798010832	11722.693064353996	11750.039603287747	11722.695259126995	11834.045712637104	11834.050102133187
2.76	11788.858081049984	11759.022699858746	11788.855886326899	11759.024894631744	11867.405856412675	11867.410245908759
2.79	11827.101535349444	11794.81242776956	11827.099340626359	11794.814622542559	11900.491656882732	11900.496046378816
2.82	11864.688760483667	11830.064442859453	11864.686565735625	11830.064442834497	11933.285556112853	11933.287750835938
2.85	11901.56269307842	11864.769966111286	11901.560498330378	11864.769966111286	11965.750243361355	11965.752438109397
2.88	11937.677243424856	11898.920218507963	11937.677243424856	11898.922413256005	11997.85718697861	11997.859381726652
2.91	11973.003879873271	11932.504226409059	11973.00168512523	11932.504226409059	12029.57127102086	12029.573465768903
2.94	12007.511875951139	11965.497847536259	12007.511875951139	11965.5000422843	12060.85518477144	12060.857379519482
2.97	12041.352669148488	11997.953755817565	12041.350474400446	11997.953755817565	12091.737459954878	12091.73965470292
3.01	12084.91618848269	12040.13897445488	12084.91618848269	12040.141169202921	12132.01544406655	12132.017638814592
3.04	12116.579793344936	12071.001496930898	12116.579793344936	12071.00369167894	12161.572092481161	12161.574287229203
3.08	12157.43499571734	12111.097317079926	12157.43499571734	12111.099511827968	12200.070137328818	12200.07233207686
3.12	12196.723149236015	12149.931158103413	12196.723149236015	12149.933352851454	12237.451056321835	12237.453251069877
3.16	12234.41791692443	12187.441567131042	12234.41791692443	12187.441567131042	12273.635838555681	12273.635838555681
3.2	12270.517104084473	12223.534170046958	12270.519298832529	12223.5385595181	12308.525720518213	12308.527915241299
3.24	12304.963647242126	12258.230914281681	12304.963647242126	12258.233109029723	12342.136065320941	12342.138260068983
3.28	12337.73779373987	12291.47912598202	12337.73779373987	12291.481320730061	12374.440536137132	12374.442730885174
3.33	12376.242422831652	12330.710216101521	12376.242422831652	12330.710216101521	12402.381851266036	12402.381851266036
3.37	12404.965067664336	12360.139569229534	12404.965067664336	12360.139569229534	12419.52062512013	12419.52062512013
3.42	12437.985025743066	12394.164721112626	12437.985025743066	12394.164721112626	12436.775720545556	12436.775720545556
3.47	12467.19270949361	12424.480751750598	12467.19270949361	12424.48294649864	12449.31869561963	12449.320890367671
3.53	12495.362278269065	12454.01106321365	12495.362278269065	12454.015452709733	12458.18327594611	12458.187665442194
3.58	12510.51480671794	12470.366312665836	12510.51480671794	12470.366312665836	12460.810387280304	12460.810387280304
3.64	12516.218952360447	12477.571664770745	12516.218952360447	12477.57824901487	12458.70562555571	12458.712209799836
3.7	12510.793539519553	12473.7023270434	12510.793539519553	12473.7023270434	12451.785590471569	12451.785590471569
3.77	12495.871459415357	12460.446059379945	12495.871459415357	12460.446059379945	12438.597359972453	12438.597359972453
3.83	12478.765606731977	12444.768986548472	12478.765606731977	12444.768986548472	12424.107644883043	12424.107644883043
3.9	12455.92049251229	12423.530426597368	12455.92049251229	12423.530426597368	12404.585376552655	12404.585376552655
3.98	12427.939671943604	12397.283455608776	12427.939671943604	12397.285650356818	12380.210524146009	12380.21271889405
4.06	12399.583549734365	12370.54705620627	12399.583549734365	12370.54705620627	12354.962162717668	12354.962162717668
4.14	12372.190921166606	12344.646855083818	12372.190921166606	12344.646855083818	12329.988144544943	12329.988144544943
4.23	12343.847967445603	12317.833639549775	12343.847967445603	12317.833639549775	12303.337340241182	12303.337340241182
4.32	12319.26461414971	12294.624197429715	12319.26461414971	12294.624197429715	12279.129288535943	12279.129288535943
4.42	12297.264477227189	12273.97382950448	12297.264477227189	12273.97602422758	12255.832056594067	12255.834251317166
4.53	12279.702117325534	12257.77221231538	12279.702117325534	12257.697590931886	12234.997329958147	12234.922708574653
4.64	12268.353084212693	12247.51396808069	12268.353084212693	12247.516162828717	12218.953734478288	12218.955929226315
4.76	12261.305753866924	12241.357704740949	12261.305753866924	12241.357704740949	12206.259321914127	12206.259321914127
4.89	12257.388131707616	12238.311396855293	12257.388131707616	12238.313591603335	12196.98871352442	12196.990908272463
5.03	12255.276785763854	12236.944069923586	12255.276785763854	12236.944069923586	12190.584443830696	12190.584443830696
5.19	12253.648284014853	12235.969602566838	12253.648284014853	12235.969602566838	12186.144472061787	12186.144472061787
5.35	12251.778360156008	12234.593496618007	12251.778360156008	12234.595691366048	12183.510776483483	12183.512971231525
5.54	12248.45770901475	12231.81933731478	12248.45770901475	12231.821532062822	12181.660605381956	12181.662800129998
5.74	12244.074800644987	12227.732719706008	12244.074800644987	12227.732719706008	12180.519337298858	12180.519337298858
5.96	12238.206049049128	12222.11197441422	12238.206049049128	12222.11197441422	12179.733618098995	12179.733618098995
6.21	12230.95899675638	12215.036112343922	12230.95899675638	12215.038307091963	12179.136647130857	12179.1388418789
6.5	12222.763814058431	12206.961640713387	12222.76161931039	12206.961640713387	12178.680139912598	12178.68233466064
6.82	12214.873701138597	12199.146149152075	12214.873701138597	12199.148343900117	12178.353122703978	12178.35531745202
7.19	12207.731996652015	12192.04395010529	12207.731996652015	12192.04395010529	12178.13584282258	12178.13584282258
7.62	12201.143368272547	12185.464100693032	12201.143368272547	12185.464100693032	12180.049661567391	12180.049661567391
8.14	12196.126178242921	12180.444715915364	12196.126178242921	12180.444715915364	12181.45429921581	12181.45429921581
8.76	12192.961354087805	12177.273307516123	12192.961354087805	12177.275502264165	12182.312445001211	12182.314639749253
9.55	12191.218725515544	12175.524094724693	12191.218725515544	12175.526289472735	12182.782120732692	12182.784315480734
10.56	12190.50104345505	12174.804217916157	12190.49884873195	12174.802023193057	12182.98623212584	12182.98623212584
11.96	12190.294737313845	12174.597911774952	12190.294737313845	12174.600106522994	12183.052074517182	12183.054269265223
14.03	12190.264010866216	12174.567185327323	12190.264010866216	12174.567185327323	12183.063048257376	12183.063048257376
17.58	12190.264010866216	12174.567185327323	12190.264010866216	12174.567185327323	12183.058658761292	12183.058658761292
25.83	12190.264010866216	12174.564990579282	12190.266205614258	12174.569380075365	12183.058658761292	12183.060853509334
