R	7A1_4A1	8A1_4A1	5B1_7A1	5B1_8A1	6B1_7A1	6B1_8A1	9B1_4A1	9B1_5B1	9B1_6B1	5B2_7A1	5B2_8A1	6B2_7A1	6B2_8A1	9B2_4A1	9B2_5B2	9B2_6B2	5A2_9B1	5A2_9B2	6A2_9B1	6A2_9B2	9A2_5B1	9A2_6B1	9A2_5B2	9A2_6B2	9A2_5A2	9A2_6A2
2.09e-08	377101927302807.3	583178146592186.2	358061265517695.2	564137484807074.1	256158418537798.34	462234637827177.25	541468612840104.5	522427951054992.3	420525104075095.5	358062505791073.06	564138725080452.0	256158831962257.66	462235051251636.56	541468612840104.5	522429191328370.25	420525517499554.8	541397503889530.75	541397503889530.75	422599666366144.3	422599666366144.3	564623671580944.6	462720824601047.9	564624911854322.6	462721238025507.1	583593224415483.1	464795386892096.7
2.1000000000000003e-08	360209417301372.5	566949182321299.5	341904650470757.4	548644415490684.4	241856837567996.88	448596602587923.94	525471166083045.2	507166399252430.06	407118586349669.56	341905890744135.3	548645655764062.3	241856837567996.88	448596602587923.94	525471166083045.2	507167639525807.94	407118586349669.56	525394682619201.56	525394682619201.56	409533396702704.4	409533396702704.4	549129775420334.7	449081962517574.2	549131015693712.6	449081962517574.2	567358058787106.2	451496772870609.0
2.11e-08	352055039740868.44	551398233627623.44	334551488872902.06	533894682759657.06	236923447411984.2	436266641298739.2	510161243661056.75	492657692793090.3	395029651332172.5	334552729146279.94	533895923033035.0	236923447411984.2	436266641298739.2	510161243661056.75	492658933066468.25	395029651332172.5	510079385679244.9	510079385679244.9	397849203906418.1	397849203906418.1	534379215840391.5	436751174379473.6	534380456113769.4	436751174379473.6	551800908726546.0	439570726953719.3
2.12e-08	354416931800729.1	536504215873152.06	337781571610788.8	519868855683211.8	243021866772700.47	425109150845123.44	495516934082516.25	478881573892575.94	384121869054487.56	337782811884166.75	519870095956589.7	243021866772700.47	425109150845123.44	495516934082516.25	478882814165953.9	384121869054487.56	495428874743216.94	495428874743216.94	387419753347279.2	387419753347279.2	520352561919725.94	425592857081637.56	520353802193103.8	425592857081637.56	536899862770366.94	428890741374429.2
2.13e-08	356483225611996.75	522244390745528.44	340775175746043.06	506536340879574.75	249178578935162.47	414939744068694.1	481517152732898.44	465809102866944.75	374212506056064.1	340776416019421.0	506537581152952.7	249178992359621.78	414940157493153.44	481517152732898.44	465810343140322.6	374212919480523.44	481422478606951.3	481422478606951.3	378070580049210.75	378070580049210.75	507019220262469.2	415422623451588.6	507020460535847.1	415423036876047.94	522632596002475.8	419280697444735.25
2.1400000000000003e-08	358231182838809.0	508608009199408.44	343502121316638.2	493878947677237.6	255233175336105.5	405610001696704.94	468138747842493.25	453409686320322.44	365140740339789.75	343503361590016.1	493880187950615.56	255233175336105.5	405610001696704.94	468138747842493.25	453410926593700.4	365140740339789.75	468037458929898.44	468037458929898.44	369644996250302.4	369644996250302.4	494350251184676.44	406081305204143.75	494351491458054.4	406081305204143.75	508978023794252.44	410585561114656.44
2.15e-08	381568975044895.56	481614307400900.25	367244655748639.4	467289988104644.06	282331473438181.94	382376805794186.6	455967541418725.06	441643222122468.9	356730039812011.44	367246722866234.9	467292055222239.5	282332300287100.56	382377632643105.25	455967127998966.8	441644875820306.06	356730453241171.8	455252317673084.5	455251904253326.3	361968536979183.9	361968123559425.6	482303898853572.0	397390716543114.56	482305965971167.44	397391543392033.1	495912994404187.6	402629213710287.0
2.15e-08	381568975044895.56	481613893976440.94	367244655748639.4	467289574680184.75	282331473438181.94	382376392369727.3	455967127998966.8	441642808702710.6	356729626392253.2	367246722866234.9	467291641797780.25	282332713711559.9	382377632643105.25	455967127998966.8	441644875820306.06	356730866665631.1	455251904253326.3	455251904253326.3	361968123559425.6	361968123559425.6	482303485429112.7	397390303118655.25	482305552546708.1	397391543392033.1	495912580979728.3	402628800285827.7
2.16e-08	360619947465016.4	483065839525499.8	347921625274123.9	470367517334607.3	266281935236867.16	388727827297350.56	443164209504508.8	430465887313616.25	348826197276359.56	347922865547501.75	470368757607985.2	266282348661326.47	388728240721809.9	443164209504508.8	430467127586994.2	348826610700818.9	443047623901025.6	443047623901025.6	354880793682006.4	354880793682006.4	470837167148910.0	389197477111653.25	470838407422287.9	389197890536112.56	483418903736319.3	395252073517300.1
2.17e-08	361195020431803.1	471136072793177.44	349956498849992.5	459897551211366.75	270791565665345.25	380732618026719.56	425853314279404.44	414614792697593.75	335449859512946.5	349957325698911.06	459898378060285.4	270791979089804.56	380733031451178.9	425853314279404.44	414615619546512.4	335450272937405.8	426298985493874.5	426298985493874.5	342422257484722.56	342422257484722.56	456539720418997.75	377374787234350.5	456540547267916.4	377375200658809.8	468223913215278.5	384347185206126.56
2.1800000000000003e-08	361299203310912.06	459740036619330.94	350554310143231.2	448995143451650.06	274901828371779.2	373342661680198.06	420445313220281.25	409700420052600.4	334047938281148.3	350555136992149.8	448995970300568.7	274902655220697.8	373343488529116.7	420444899795821.94	409700833477059.7	334048351705607.6	420311363803613.25	420310950379153.94	341937310979534.3	341936897555075.0	449463139568115.56	373810657796663.5	449463966417034.1	373811484645582.1	460074083319128.44	381700030495049.5
2.19e-08	360887019454132.06	448858300059071.4	351037189530826.75	439008470135766.06	278004163055191.97	365975443660131.3	409881499820012.25	400031669896706.9	326998643421072.1	351038016379745.3	439009296984684.7	278004989904107.8	365976270509047.1	409881499820012.25	400032496745625.5	326999470269988.0	409738041650185.1	409738041650185.1	335867831307455.75	335867831307455.75	439476052827772.25	366443026352137.44	439476879676690.8	366443853201053.3	449182424581250.44	375312214238521.06
2.2000000000000002e-08	359916299594831.5	438473912733075.4	350889183691950.06	429446796830193.94	280197791496474.3	358755404634718.2	399824130978011.0	390797015075129.56	320105622879653.8	350890010540868.6	429447623679112.5	280198618345392.9	358756231483636.8	399824130978011.0	390797841924048.1	320106449728572.44	399670337201405.1	399670337201405.1	329964961560819.3	329964961560819.3	429913139248822.2	359221747053346.44	429913966097740.75	359222573902265.06	438786461375097.75	369081085734511.94
2.21e-08	358354796653399.3	428567857125628.06	350073911307092.56	420286971779321.3	281445092102750.75	351658152574979.5	390255016036875.2	381974130690568.5	313345311486226.6	350074738156011.2	420287798628239.94	281445505527210.03	351658565999438.8	390255016036875.2	381974957539487.06	313345724910685.94	390090473233729.56	390090473233729.56	324181157964419.2	324181157964419.2	420752900773490.25	352124081569148.44	420753727622408.9	352124494993607.75	428869243316651.3	362959928047340.94
2.2200000000000004e-08	356187627358699.9	419123596272454.94	348577315949347.3	411513284863102.3	281740690356047.56	344676659269802.6	381157204607876.56	373546893198523.94	306710267605224.2	348578142798265.94	411514111712020.94	281741517204966.2	344677486118721.2	381157204607876.56	373547720047442.56	306711094454142.8	380980672504815.94	380980672504815.94	318487480829617.56	318487480829617.56	411978387013053.75	345141761419754.0	411979213861972.3	345142588268672.6	419412166319345.75	356918974644147.3
2.23e-08	353425540732572.06	410124179784836.0	346415107743455.75	403113746795719.7	281116833340679.72	337815472392943.7	372513332873129.1	365502899884012.9	300204625481236.8	346415521167915.06	403114160220179.0	281117660189598.3	337816299241862.25	372512919448669.9	365502899884012.9	300205038905696.1	372323984621237.75	372323571196778.44	312871114012273.75	312870700587814.44	403578435516510.75	338280161113734.7	403578848940970.06	338280987962653.3	410399520253735.6	350946649644771.6
2.2400000000000002e-08	350107812079842.56	401553070693804.0	343632349913175.2	395077608527136.6	279640495767331.66	331085754381293.1	364306450443913.0	357830988277245.6	293839134131402.1	343632763337634.5	395078021951595.94	279641322616250.25	331086581230211.7	364306037019456.44	357830988277248.4	293839547555864.1	364103872618726.0	364103459194269.44	307331230654075.25	307330817229618.7	395541470403710.1	331549616257866.6	395541883828169.44	331550443106785.2	401814354745190.5	345041712780539.75
2.25e-08	346303483224084.9	393395385737628.25	340305112507281.1	387397015020824.5	277410072577380.4	324501975090923.8	356520847204880.44	350522476488076.7	287627436558176.0	340305525931740.4	387397428445283.8	277410899426299.03	324502801939842.4	356520847204880.44	350522889912536.0	287628263407094.6	356303386113261.75	356303386113261.75	301874032121911.7	301874032121911.7	387860050048479.4	324965010118578.7	387860463472938.7	324965836967497.3	393640959673664.4	339211605682314.4
2.2599999999999997e-08	342098132967244.56	385633761103121.1	336526415949193.25	380062044085069.8	274542562808173.3	318078190944049.94	349140399616216.4	343568682598165.06	281584829457145.2	336527242798111.8	380062870933988.44	274543389657091.9	318079017792968.5	349140399616216.4	343569509447083.7	281585656306063.75	348908055253470.4	348908055253470.4	296512747984369.25	296512747984369.25	380524252263808.9	318540399122788.94	380525079112727.44	318541225971707.56	385863624919114.1	333468317650013.0
2.27e-08	337588089119005.44	378254553783136.7	332398376000414.1	373064840664545.4	271160753415971.7	311827218080102.94	342151051255714.9	336961338137123.5	275723715552681.1	332398789424873.44	373065254089004.6	271161580260191.97	311828044924323.2	342150637831258.3	336961338137126.25	275724128972444.8	341902169928702.6	341901756504246.06	291261021248602.3	291260607824145.75	373526635418822.3	312289012834379.9	373527048843281.6	312289839678600.2	378467467210401.4	327826318530301.06
2.29e-08	328017733904491.75	364584684884027.75	323478750367612.2	360045701347148.2	263319751341707.5	299886702321243.5	329286119139385.7	324747135602506.1	264588136576601.44	323479163792071.5	360046114771607.5	263320991610387.1	299887942589923.1	329286119139385.7	324747549026965.44	264589376845281.03	329000856488166.56	329000856488166.56	281142465633648.47	281142465633648.47	360506255832748.3	300347256806843.6	360506669257207.6	300348497075523.25	364759976718408.75	316901585863890.7
2.2999999999999998e-08	323112043163738.9	358265497040719.4	318850880642514.75	354004334519495.3	259059002240241.66	294212456117222.2	323384903090583.75	319123740569359.7	259331862167086.53	318851294066974.06	354004747943954.56	259059829089160.28	294213282966140.75	323384903090583.75	319124153993818.94	259332689016005.16	323079796079426.75	323079796079426.75	276303749603580.12	276303749603580.12	354464475580636.1	294672597178363.0	354464889005095.4	294673424027281.6	358420531090703.2	311644484614856.56
2.3100000000000002e-08	318211726940959.7	352277875350455.4	314200272595663.7	348266421005159.44	254680427271316.88	288746575680812.56	317826415650526.3	313814961305230.4	254295115980883.53	314200686020123.0	348266834429618.75	254681254120235.47	288747402529731.2	317826002226064.3	313814961305227.6	254295529405340.1	317499810586292.5	317499397161830.5	271631643498953.94	271631230074491.9	348720774123872.75	289200928799525.9	348721187548332.06	289201755648444.5	352405623404934.9	306537456317596.3
2.32e-08	313353166546252.4	346598254633164.1	309566201503676.75	342811289590588.56	250235704435925.1	283480792522836.9	312613550776319.94	308826585733744.3	249496088665992.66	309566201503676.75	342811289590588.56	250235704435925.1	283480792522836.9	312613550776319.94	308826585733744.3	249496088665992.66	312264207385631.4	312264207385631.4	267148472221757.12	267148472221757.12	343265229284842.56	283934732217090.9	343265229284842.56	283934732217090.9	346702850936729.6	301587115772855.4
2.33e-08	308576050708897.56	341219606687135.25	304989596369215.2	337633152347452.8	245776098334104.3	278419654312341.97	307814936885888.4	304228482546205.94	245014984511095.1	304989596369215.2	337633152347452.8	245776098334104.3	278419654312341.97	307814936885888.4	304228482546205.94	245014984511095.1	307441201470910.6	307441201470910.6	262942295111299.88	262942295111299.88	338086265192788.25	278872767157677.38	338086265192788.25	278872767157677.38	341298984117492.94	296800077757882.1
2.3500000000000002e-08	299362067096174.0	331316858470661.25	296110072880748.4	328064864255235.6	236950733402787.44	268905524777274.7	304664645002815.8	301412650787390.2	242253311309429.28	296110072880748.4	328064864255235.6	236950733402787.44	268905524777274.7	304664645002815.8	301412650787390.2	242253311309429.28	304237164450449.2	304237164450449.2	260621745459752.84	260621745459752.84	328517150256350.75	269357810778389.8	328517150256350.75	269357810778389.8	331341663919409.75	287726244928713.4
2.36e-08	294957446405122.8	326770433302916.4	291841882148419.94	323654869046213.5	232634998895253.06	264447985793046.62	305571284127348.06	302455719870645.2	243248836617478.34	291841882148419.94	323654869046213.5	232634998895253.06	264447985793046.62	305571284127348.06	302455719870645.2	243248836617478.34	305114863886338.25	305114863886338.25	261792149177726.34	261792149177726.34	324103847651656.94	264896964398490.06	324103847651656.94	264896964398490.06	326762991667349.94	283440276958738.06
2.37e-08	290700418128486.25	322478263970752.56	287701026055508.3	319478871897774.6	228408564005096.94	260186409847363.25	306415082776383.94	303415690703406.0	244123228652994.62	287701026055508.3	319478871897774.6	228408564005096.94	260186409847363.25	306415082776383.94	303415690703406.0	244123228652994.62	305928895997817.8	305928895997817.8	262812479929825.53	262812479929825.53	319924543112244.7	260632081061833.3	319924543112244.7	260632081061833.3	322437748406656.5	279321332338664.25
2.3799999999999998e-08	286594703077004.25	318433735692223.1	283690811978889.25	315529844594108.1	224368169971160.53	256207202586379.44	307133613913000.56	304229722814885.56	244907080807156.88	283690811978889.25	315529844594108.1	224368169971160.53	256207202586379.44	307133613913000.56	304229722814885.56	244907080807156.88	306617247177114.4	306617247177114.4	263631059710354.7	263631059710354.7	315968901021933.1	256646259014204.44	315968901021933.1	256646259014204.44	318356425384161.94	275370237917402.28
2.4e-08	278865325522113.72	311033857172781.56	276086288511964.12	308254820162631.94	225325246832706.22	257493778483374.06	308087796812733.25	305308759802583.6	254547718123325.72	276086288511964.12	308254820162631.94	225325246832706.22	257493778483374.06	308087796812733.25	305308759802583.6	254547718123325.72	307498253999275.7	307498253999275.7	264568705641122.84	264568705641122.84	308693049741538.4	257932008062280.44	308693049741538.4	257932008062280.44	310882543938230.44	267952995580077.56
2.41e-08	275240836165088.3	307662383382663.1	272491565692495.03	304913112910069.9	225945383032641.4	258366930250216.22	308311045842078.4	305561775369485.1	259015592709631.5	272491565692495.03	304913112910069.9	225945383032641.4	258366930250216.22	308311045842078.4	305561775369485.1	259015592709631.5	307681400888981.4	307681400888981.4	264690252333413.84	264690252333413.84	305350929064516.94	258804746404663.3	305350929064516.94	258804746404663.3	307470554584013.1	264479406028445.66
2.4300000000000003e-08	268472256287178.88	301536264606681.56	265713890481184.75	298777898800687.4	227025246859858.75	260089255179361.4	308276318215708.75	305517952409714.6	266829308788388.66	265713890481184.75	298777898800687.4	227025246859858.75	260089255179361.4	308276318215708.75	305517952409714.6	266829308788388.66	307559027347771.75	307559027347771.75	264290057776548.78	264290057776548.78	299211580715242.5	260522937093916.53	299211580715242.5	260522937093916.53	301252655653299.6	257983686082076.66
2.44e-08	265321550984345.38	298762188685339.8	262522669618956.22	295963307319950.6	227492829556565.97	260933467257560.4	308043973852962.7	305245092487573.56	270215252425183.3	262522669618956.22	295963307319950.6	227492829556565.97	260933467257560.4	308043973852962.7	305245092487573.56	270215252425183.3	307279139209825.25	307279139209825.25	263800150182549.94	263800150182549.94	297414426020088.2	262384585957697.94	297414426020088.2	262384585957697.94	299448472742339.9	255969483715064.56
2.46e-08	259477387468609.53	293755622456454.1	256521404930940.06	290799639918784.6	228307275097203.16	262585510085047.7	307239863919104.3	304283881381434.8	276069751547697.9	256521818355399.38	290800053343243.94	228307275097203.16	262585510085047.7	307239863919104.3	304284294805894.1	276069751547697.9	306372086665532.0	306372086665532.0	262345310662278.7	262345310662278.7	295431230459317.44	267217100625580.53	295431643883776.75	267217100625580.53	297519435743414.6	253492659740161.3
2.4700000000000003e-08	256769045984574.4	291499153549077.5	253694824140886.25	288424931705389.4	228652070818839.34	263382178383342.44	306711094458841.1	303636872615152.94	278594119293106.06	253695237565345.53	288425345129848.6	228652070818839.34	263382178383342.44	306711094458841.1	303637286039612.25	278594119293106.06	305787091521126.8	305787091521126.8	261427509096149.5	261427509096149.5	294323667212133.75	269280913890086.88	294324080636593.06	269280913890086.88	296473886118107.6	252114303693130.3
2.49e-08	251798447650735.22	287483151534729.25	248408369778752.38	284093073662746.4	229266832500806.3	264951536384800.34	305499348323151.9	302109270451169.06	282967733173223.0	248408369778752.38	284093073662746.4	229266832500806.3	264951536384800.34	305499348323151.9	302109270451169.06	282967733173223.0	304457519513277.56	304457519513277.56	259322766838384.0	259322766838384.0	291982032936673.06	272840495658727.0	291982032936673.06	272840495658727.0	294330281998781.56	249195529323888.0
2.5e-08	249520067261126.97	285701293530468.7	245931545803846.38	282112772073188.06	229531423943166.2	265712650212507.88	304853166405794.1	301264644948513.5	284864523087833.3	245931545803846.38	282112772073188.06	229531423943166.2	265712650212507.88	304853166405794.1	301264644948513.5	284864523087833.3	303749323978744.2	303749323978744.2	258175101451566.25	258175101451566.25	290782276105599.8	274382154244919.62	290782276105599.8	274382154244919.62	293266955135830.44	247692732608652.56
2.52e-08	245355232568380.0	282555549316443.0	241292513632448.2	278492830380511.2	229980402553307.94	267180719301370.94	303557081755637.6	299494362819705.8	288182251740565.56	241292927056907.5	278493243804970.5	229980402553307.94	267180719301370.94	303557081755637.6	299494776244165.1	288182251740565.56	302323837571575.4	302323837571575.4	255775174369664.28	255775174369664.28	288390617508177.3	277078506429037.06	288391030932636.6	277078506429037.06	291220092260046.9	244671429058135.78
2.5400000000000002e-08	241685266553749.6	279926585267469.38	237066905586509.62	275308224300229.4	230312382130811.62	268553700844531.4	302330865782679.75	297712504815439.75	290957981359741.8	237066905586509.62	275308224300229.4	230312382130811.62	268553700844531.4	302330865782679.75	297712504815439.75	290957981359741.8	300963258757490.25	300963258757490.25	256114595582731.62	256114595582731.62	286089912216570.94	279335388760872.94	286089912216570.94	279335388760872.94	289340666158621.4	244492002983862.78
2.55e-08	240027022364073.8	278790909180566.6	235127532985509.44	273891419802002.2	230412844194487.9	269176731010980.7	301766128422671.75	296866639044107.4	292151950253085.9	235127532985509.44	273891419802002.2	230412844194487.9	269176731010980.7	301766128422671.75	296866639044107.4	292151950253085.9	300331133262338.4	300331133262338.4	256868681199332.06	256868681199332.06	285015836322384.44	280301147531362.94	285015836322384.44	280301147531362.94	288480330540615.5	245017878477609.16
