R	8B1_10A1	8B1_11A1	11B1_8B1	8B2_10A1	8B2_11A1	11B2_8B2	8A2_11B1	8A2_11B2	11A2_8B1	11A2_8B2
Intensities	4.042115039881339e-07	1.1882826266750929e-06	1.4335828019797614e-05	4.042115039881339e-07	1.1882826266750929e-06	1.4335828019797614e-05	4.960704934774307e-07	4.960704934774307e-07	3.929794990274555e-07	3.929794990274555e-07
2.12	2232.0284554040263	2666.937187468793	2289.7897885377897	2232.0284554040263	2666.937187468793	2289.785399041706	2146.729640456557	2146.725250960473	2232.052597607515	2232.052597607515
2.13	2247.442158670179	2673.7826011694415	2304.9050062949245	2247.442158670179	2673.7826011694415	2304.900616798841	2161.6166045920836	2161.612215096	2247.4684956217243	2247.4684956217243
2.15	2156.4062768845324	2570.761209838063	2213.542107300673	2156.4062768845324	2570.761209838063	2213.524549341295	2190.5104396472016	2190.4928816878237	2156.6937886283995	2156.6937886283995
2.16	2107.2088438202045	2512.938423809057	2163.7828191869485	2107.2088438202045	2512.938423809057	2163.776234942823	2165.0206561090017	2165.0140718648763	2107.235180771735	2107.235180771735
2.17	1996.6506937041704	2397.2182304174494	2052.875704431819	1996.6506937041704	2397.2182304174494	2052.8713149357354	2054.390079382487	2054.3856898864033	1996.540956401921	1996.540956401921
2.19	1955.9183971222665	2348.900890618941	2011.6408109227777	1955.9183971222665	2348.900890618941	2011.6342266786523	2013.6051088725362	2013.5985246284108	1955.9447340738116	1955.9447340738116
2.2	1905.900128964262	2296.4793752522964	1961.3460047361732	1905.9023237122892	2296.4815700003237	1961.341615240075	1963.5956196817424	1963.589035437617	1905.9286606638489	1905.930855411876
2.22	1808.2602555379126	2196.8027772656787	1863.1640289928037	1808.2602555379126	2196.8027772656787	1863.1574447486782	1866.0742625997227	1866.0676783555973	1808.2887872374995	1808.2887872374995
2.23	1761.0402889115794	2149.925191059272	1815.6784980531083	1761.0424836596358	2149.9273858073284	1815.676303305081	1818.9772017389332	1818.9728122428496	1761.0688206111663	1761.0710153592227
2.25	1670.522367264406	2062.6928046096727	1724.6448110155034	1670.522367264406	2062.6928046096727	1724.638226771378	1728.8718923990964	1728.865308154971	1670.550898963993	1670.550898963993
2.26	1627.4285236616706	2022.4652996779769	1681.2985715876566	1627.4285236616706	2022.4652996779769	1681.2919873435458	1686.0853132725897	1686.0787290284788	1627.4570553612575	1627.4570553612575
2.28	1545.9485672865267	1948.9237406795874	1599.3269920505409	1545.9507620345685	1948.9259354276292	1599.3226025544573	1605.4635027078184	1605.456918463693	1545.977098986099	1545.9792937341408
2.3	1471.1384448685276	1884.5979213449027	1524.0471939260315	1471.1384448685276	1884.5979213449027	1524.040609681906	1531.908775196207	1531.9021909520816	1471.1691713161563	1471.1691713161563
2.31	1436.3934162268124	1856.0793879552948	1489.0717169146665	1436.3934162268124	1856.0793879552948	1489.065132670541	1497.934102468149	1497.9275182240235	1436.424142674441	1436.424142674441
2.33	1373.1298541206197	1806.1006251871586	1425.3560370613268	1373.1298541206197	1806.1006251871586	1425.3604265574104	1435.8644823481445	1435.8688718442281	1373.1605805682339	1373.1605805682339
2.35	1347.5105805477942	1794.9403402561293	1399.3131774659123	1347.5105805477942	1794.9403402561293	1399.3153722139396	1382.0141871295782	1382.0163818776055	1347.5435017434647	1347.5435017434647
2.36	1348.5991747278167	1803.534966773179	1400.1954654797737	1348.5991747278167	1803.534966773179	1400.1998549758573	1358.3526272873423	1358.357016783426	1348.6320958985307	1348.6320958985307
2.38	1351.0265641150181	1821.2290114325588	1402.2278005439584	1351.0265641150181	1821.2290114325588	1402.232190040042	1317.3811033436214	1317.385492839705	1351.0594853106886	1351.0594853106886
2.4	1352.8043086309917	1838.2668269765709	1403.6280486962933	1352.8043086309917	1838.2668269765709	1403.6302434443205	1284.7101099289575	1284.7123046769848	1352.8372298266622	1352.8372298266622
2.42	1353.7743865165976	1854.1633744374703	1404.2381881776091	1353.7743865165976	1854.1633744374703	1404.240382925651	1259.679028382001	1259.6812231300428	1353.8095024353534	1353.8095024353534
2.44	1353.9697189176077	1868.714542397196	1404.088945435593	1353.9697189176077	1868.714542397196	1404.0911401836347	1246.5390822898917	1246.5412770379335	1354.0048348613054	1354.0048348613054
2.46	1353.4407850638672	1881.7732828616863	1403.232994373262	1353.4407850638672	1881.7732828616863	1403.2351891213038	1249.9058231150702	1249.908017863112	1353.4759010075795	1353.4759010075795
2.48	1352.2380640855263	1893.2013268541195	1401.7186194226088	1352.240258833568	1893.2035216021613	1401.7230089186924	1252.4868447653425	1252.4890395133843	1352.2753747772804	1352.2775695253222
2.5	1350.4186194066715	1903.2225384750345	1399.5984944866796	1350.4186194066715	1903.2225384750345	1399.6006892347214	1254.319457907477	1254.3216526555188	1350.4537353503838	1350.4537353503838
2.52	1348.019761719057	1911.764491064052	1396.9143197782832	1348.019761719057	1911.764491064052	1396.9143197782832	1255.4387785351282	1255.4387785351282	1348.0592671338818	1348.0592671338818
2.54	1345.0853859086492	1918.8952218104241	1393.7012111912336	1345.0853859086492	1918.8952218104241	1393.7034059392754	1255.8667540538154	1255.8689488018572	1345.1248913234886	1345.1248913234886
2.56	1341.6308552117116	1924.691546770846	1389.985505701974	1341.6308552117116	1924.691546770846	1389.9877004500158	1255.631916213024	1255.6341109610657	1341.6681659034657	1341.6681659034657
2.59	1335.5821344012365	1931.08264797632	1383.550509535693	1335.5821344012365	1931.08264797632	1383.550509535693	1254.0999832780508	1254.0999832780508	1335.6238345890597	1335.6238345890597
2.61	1330.9885304191557	1933.9314286879817	1378.702314980459	1330.9885304191557	1933.9314286879817	1378.702314980459	1252.3090702987683	1252.3090702987683	1331.030230582037	1331.030230582037
2.63	1325.964756120462	1935.7442891227256	1373.426144856654	1325.9669508684892	1935.7464838707529	1373.430534352723	1249.9277705705317	1249.9299653185735	1326.0064563082997	1326.008651056327
2.66	1317.646667656969	1936.6924195279134	1364.737144248691	1317.6488624050107	1936.6946142759552	1364.7393389967328	1245.2749083913513	1245.2749083913513	1317.690562567892	1317.6927573159337
2.68	1311.5957520984375	1936.310533668191	1358.4338328900049	1311.5979468464793	1936.3127284162329	1358.4360276380467	1241.4692183322186	1241.4692183322186	1311.6396470093605	1311.6418417574023
2.71	1301.7720676515164	1934.1421243252698	1348.2304573313886	1301.7720676515164	1934.1421243252698	1348.2304573313886	1234.7357366818615	1234.7357366818615	1301.8181573354232	1301.8181573354232
2.73	1294.7313215498725	1931.7761878333258	1340.9285364124662	1294.7335162729578	1931.778382556411	1340.9307311355515	1229.5758881293586	1229.5758881293586	1294.779605956879	1294.7818006799644
2.76	1283.4437413322594	1926.9609144488059	1329.2371228796692	1283.4459360553446	1926.9631091718911	1329.2393176027545	1220.8539663257397	1220.8539663257397	1283.4942204873078	1283.496415210393
2.79	1271.293625808219	1920.7278349525732	1316.6634213330253	1271.2958205313043	1920.7300296756584	1316.6656160561106	1210.9841922198539	1210.9841922198539	1271.344104963253	1271.3462996863382
2.82	1258.291948717917	1913.1801024277083	1303.2118212436326	1258.2941434659588	1913.1822971757501	1303.2118212436326	1199.9907079902332	1199.9885132421914	1258.3446226459491	1258.346817393991
2.85	1244.4496838015912	1904.4055067210138	1288.8889068805875	1244.451878549633	1904.4077014690556	1288.8911016286293	1187.9086296305177	1187.9086296305177	1244.5067472007504	1244.5089419487922
2.88	1229.7843890435615	1894.4742797198705	1273.7078467321262	1229.7843890435615	1894.4742797198705	1273.7078467321262	1174.770878261479	1174.770878261479	1229.8436471907626	1229.8436471907626
2.91	1214.3158171013347	1883.4522637906775	1257.681809261543	1214.3180118493765	1883.4544585387193	1257.681809261543	1160.6147646497411	1160.6125699016993	1214.3772699965775	1214.3794647446193
2.94	1198.0681102532544	1871.4009118536196	1240.832741899343	1198.0681102532544	1871.4009118536196	1240.832741899343	1145.475404664161	1145.475404664161	1198.1339526445809	1198.1339526445809
2.97	1181.0785791411909	1858.3838715519814	1223.1935658910952	1181.0807738892327	1858.3860663000232	1223.1935658910952	1129.409861753782	1129.4076670057402	1181.1488110036444	1181.1510057516862
3.01	1157.3292294022685	1839.6144011759025	1198.4938910238998	1157.3292294022685	1839.6144011759025	1198.4938910238998	1106.6174214122293	1106.6174214122293	1157.4038507857622	1157.4038507857622
3.04	1138.746312484931	1824.5496625738306	1179.1362286468939	1138.746312484931	1824.5496625738306	1179.1362286468939	1088.5656330966303	1088.5656330966303	1138.8275181125355	1138.8275181125355
3.08	1113.041443838316	1803.2584287445789	1152.296676161306	1113.041443838316	1803.2584287445789	1152.296676161306	1063.3238559124147	1063.3238559124147	1113.127038937062	1113.127038937062
3.12	1086.3862500135147	1780.7074105128704	1124.3926716991991	1086.3862500135147	1780.7074105128704	1124.3926716991991	1036.8727734807762	1036.8727734807762	1086.4806241044134	1086.4806241044134
3.16	1058.9321685505129	1757.0458506456926	1095.5580948162387	1058.9321685505129	1757.0458506456926	1095.5580948162387	1009.363823391599	1009.363823391599	1059.0353216335789	1059.0353216335789
3.2	1030.756015555875	1732.3571495187061	1065.860982626822	1030.7538208078186	1732.3549547706498	1065.9356039853446	980.8694321555668	980.9462482621457	1030.870142354208	1030.8679476061516
