R	10A1_2A1	11A1_2A1	2B1_10A1	2B1_11A1	11B1_2A1	11B1_2B1	2B2_10A1	2B2_11A1	11B2_2A1	11B2_2B2	11A2_2B1	11A2_2B2
2.88	13167.461632468418	13832.151523144727	13128.704607551525	13793.394498227834	13211.385090156982	13172.62806524009	13128.706802299566	13793.396692975875	13211.385090156982	13172.630259988131	13128.763865698726	13128.766060446767
2.91	13187.319696974606	13856.456143663949	13146.820043510394	13815.956490199736	13230.685689134814	13190.186035670602	13146.822238258435	13815.958684947778	13230.683494386773	13190.186035670602	13146.881496405636	13146.883691153678
2.94	13205.579986204393	13878.912787804758	13163.565957789513	13836.898759389878	13248.344617850482	13206.330589435602	13163.568152537555	13836.90095413792	13248.344617850482	13206.332784183644	13163.63180018084	13163.633994928881
2.97	13222.431248289678	13899.736540700469	13179.032334958756	13856.337627369547	13264.546235039583	13221.14732170866	13179.034529706798	13856.339822117588	13264.544040291541	13221.14732170866	13179.10256682121	13179.104761569251
3.01	13242.245417884958	13924.530589658592	13197.468203857148	13879.753375630782	13283.41007950659	13238.63286547878	13197.47039860519	13879.755570378824	13283.41007950659	13238.635060226821	13197.542825240642	13197.545019988684
3.04	13255.326105829867	13941.129455918766	13209.747809415829	13895.551159504728	13295.71602199183	13250.137725577792	13209.75000416387	13895.55335425277	13295.71602199183	13250.139920325833	13209.829015043433	13209.831209791475
3.08	13270.476439555656	13960.693424461919	13224.138760918242	13914.355745824505	13309.731671878646	13263.393993241232	13224.140955666284	13914.357940572547	13309.731671878646	13263.396187989274	13224.224356016988	13224.22655076503
3.12	13283.10939924953	13977.430559748886	13236.317408116927	13930.638568616283	13321.115820935214	13274.323829802612	13236.319602864969	13930.640763364325	13321.115820935214	13274.326024550654	13236.411782207826	13236.413976955868
3.16	13293.350085474944	13991.463767570123	13246.373735681555	13944.487417776734	13329.97601174067	13282.99966194728	13246.373735681555	13944.487417776734	13329.97601174067	13282.99966194728	13246.47688876462	13246.47688876462
3.2	13301.273119640347	14002.874253603179	13254.290185602833	13955.891319565664	13336.378086711295	13289.39515267378	13254.292380325918	13955.89351428875	13336.454902817874	13289.474163503444	13254.404312401166	13254.406507124251
3.24	13307.091392056216	14011.846376458896	13260.358659095771	13965.113643498451	13340.605168069917	13293.872435109472	13260.360853843813	13965.115838246493	13340.607362817958	13293.876824605555	13260.483759634313	13260.485954382355
3.28	13311.044130159251	14018.568884369059	13264.7854624014	13972.310216611208	13342.740656217182	13296.48198845933	13264.787657149442	13972.31241135925	13342.742850965224	13296.486377955414	13264.923731403222	13264.925926151263
3.33	13313.493467026856	14023.941623331833	13267.961260296725	13978.409416601702	13342.68578756605	13297.153580835919	13267.961260296725	13978.409416601702	13342.687982314092	13297.15577558396	13268.119282030922	13268.119282030922
3.37	13313.675630989514	14025.99371112838	13268.850132554711	13981.168212693578	13340.666620965174	13295.841122530372	13268.850132554711	13981.168212693578	13340.668815713216	13295.843317278413	13269.027906996329	13269.027906996329
3.42	13311.97470260506	14025.969568899935	13268.15439797462	13982.149264269494	13335.94791641961	13292.127611789168	13268.15439797462	13982.149264269494	13335.952305915693	13292.132001285252	13268.358509367783	13268.358509367783
3.47	13308.449940020728	14023.320510110294	13265.737982277715	13980.608552367281	13329.091528978752	13286.379571235739	13265.740177025757	13980.610747115323	13329.091528978752	13286.38176598378	13265.972820118506	13265.975014866548
3.53	13302.306845144281	14017.047925199236	13260.955630088865	13975.69671014382	13318.510657081439	13277.159442026023	13260.960019584949	13975.701099639904	13318.510657081439	13277.163831522106	13261.236557613563	13261.240947109647
3.58	13296.043039200435	14009.579203528992	13255.89454514833	13969.430709476888	13308.164622999946	13268.016128947842	13255.89454514833	13969.430709476888	13308.164622999946	13268.016128947842	13256.219367583937	13256.219367583937
3.64	13287.551565741524	13998.177496488104	13248.904278151822	13959.530208898403	13294.282852643839	13255.635565054137	13248.910862395947	13959.536793142528	13294.282852643839	13255.642149298263	13249.29274825567	13249.299332499795
3.7	13278.603585114237	13984.563485218343	13241.512372638084	13947.47227274219	13279.413446492646	13242.322234016494	13241.512372638084	13947.47227274219	13279.413446492646	13242.322234016494	13241.97546410047	13241.97546410047
3.77	13268.248772065534	13966.336117184226	13232.823372030121	13930.910717148814	13261.644780449788	13226.219380414375	13232.823372030121	13930.910717148814	13261.642585701746	13226.217185666334	13233.394006046714	13233.394006046714
3.83	13259.983357480189	13949.105163962318	13225.986737296684	13915.108543778813	13246.411046348338	13212.414426164833	13225.986737296684	13915.108543778813	13246.411046348338	13212.414426164833	13226.658329648315	13226.658329648315
3.9	13251.535778982085	13927.513249900949	13219.145713067162	13895.123183986027	13229.428099505341	13197.03803359042	13219.145713067162	13895.123183986027	13229.428099505341	13197.03803359042	13219.955574470529	13219.955574470529
3.98	13244.04072036031	13901.490143012954	13213.384504025482	13870.833926678126	13211.979866426977	13181.323650092148	13213.386698773524	13870.836121426168	13211.979866426977	13181.32584484019	13214.363360878298	13214.36555562634
4.06	13238.911598255436	13874.358689237517	13209.87510472734	13845.322195709421	13204.932536031309	13175.896042503213	13209.87510472734	13845.322195709421	13204.932536031309	13175.896042503213	13211.033930769816	13211.033930769816
4.14	13236.20986556272	13846.685133145074	13208.665799479932	13819.141067062286	13226.276443813535	13198.732377730747	13208.665799479932	13819.141067062286	13226.276443813535	13198.732377730747	13210.002399988982	13210.002399988982
4.23	13235.7270213929	13815.372687694893	13209.712693497073	13789.358359799066	13248.838435785437	13222.82410788961	13209.712693497073	13789.358359799066	13248.838435785437	13222.82410788961	13211.240236911035	13211.240236911035
4.32	13237.366496857154	13784.233627190275	13212.72608013716	13759.59321047028	13269.032296467456	13244.391879747462	13212.72608013716	13759.59321047028	13269.032296467456	13244.391879747462	13214.424813773556	13214.424813773556
4.42	13240.94173859652	13750.258954462217	13217.651090873813	13726.968306739509	13288.756481467906	13265.465833745198	13217.653285596913	13726.970501462609	13288.756481467906	13265.468028468298	13219.516625211618	13219.518819934718
4.53	13246.081834416647	13713.968824372307	13224.151929406493	13692.038919362152	13307.27575074196	13285.345845731805	13224.077308023	13691.964297978659	13307.27575074196	13285.271224348311	13226.168901259327	13226.094279875833
4.64	13251.854017198522	13679.197458754104	13231.014901066519	13658.358342622101	13322.816749319652	13301.97763318765	13231.017095814546	13658.360537370128	13322.816749319652	13301.979827935676	13233.154778709853	13233.15697345788
4.76	13258.368024219439	13643.333109484738	13238.419975093464	13623.385060358763	13336.814841222134	13316.86679209616	13238.419975093464	13623.385060358763	13336.814841222134	13316.86679209616	13240.67178478709	13240.67178478709
4.89	13265.12125857723	13606.979331751543	13246.044523724908	13587.902596899221	13348.684029221506	13329.607294369183	13246.04671847295	13587.904791647263	13348.684029221506	13329.609489117225	13248.39290228243	13248.395097030472
5.03	13271.766950355828	13570.904286819932	13253.43423451556	13552.571570979664	13358.112659295497	13339.779943455229	13253.43423451556	13552.571570979664	13358.112659295497	13339.779943455229	13255.86381867576	13255.86381867576
5.19	13278.403863192201	13533.514588859704	13260.725181744187	13515.835907411689	13365.170963406417	13347.492281958403	13260.725181744187	13515.835907411689	13365.170963406417	13347.492281958403	13263.227192514867	13263.227192514867
5.35	13284.002661003586	13500.207119012164	13266.817797465585	13483.022255474163	13368.78790530868	13351.603041770679	13266.819992213626	13483.024450222205	13368.78790530868	13351.60523651872	13269.374676887397	13269.376871635439
5.54	13289.270052110296	13465.576217143825	13272.631680410326	13448.937845443856	13369.132480476663	13352.494108776693	13272.633875158368	13448.940040191897	13369.132480476663	13352.496303524735	13275.23245479296	13275.234649541002
5.74	13293.652960455074	13434.887079613341	13277.310879516095	13418.544998674362	13366.25077856933	13349.908697630352	13277.310879516095	13418.544998674362	13366.25077856933	13349.908697630352	13280.025780697062	13280.025780697062
5.96	13297.298434081866	13407.138902162347	13281.204359446958	13391.04482752744	13360.199863035756	13344.105788400848	13281.204359446958	13391.04482752744	13360.199863035756	13344.105788400848	13283.958766042764	13283.958766042764
6.21	13300.259146843819	13382.195610462208	13284.33626243136	13366.272726049749	13351.491109720388	13335.568225307929	13284.338457179401	13366.27492079779	13351.49330446843	13335.572614804012	13287.121395474795	13287.123590222836
6.5	13302.561435692478	13360.469816820245	13286.759262347434	13344.6676434752	13341.103375476014	13325.30120213097	13286.761457095476	13344.669838223243	13341.103375476014	13325.303396879011	13289.568537619314	13289.570732367356
6.82	13304.161405766848	13343.394690634392	13288.433853780327	13327.66713864787	13331.049242684385	13315.321690697863	13288.436048528369	13327.669333395912	13331.049242684385	13315.323885445905	13291.25410276746	13291.256297515502
7.19	13305.254389417998	13330.11208599445	13289.566342871272	13314.424039447724	13322.096872511116	13306.40882596439	13289.566342871272	13314.424039447724	13322.096872511116	13306.40882596439	13292.386591858405	13292.386591858405
7.62	13305.9567082422	13320.472760258199	13290.277440662685	13304.793492678684	13316.052541221667	13300.373273642152	13290.277440662685	13304.793492678684	13316.052541221667	13300.373273642152	13291.271660726838	13291.271660726838
8.14	13306.393462753054	13313.875352886593	13290.712000425498	13298.193890559036	13311.57745350906	13295.895991181504	13290.712000425498	13298.193890559036	13311.57745350906	13295.895991181504	13290.402541201227	13290.402541201227
8.76	13304.488422975453	13312.060297703807	13288.800376403771	13296.372251132125	13308.763788766038	13293.075742194356	13288.802571151813	13296.374445880167	13308.763788766038	13293.077936942398	13289.910918014299	13289.91311276234
9.55	13303.924373153073	13310.655660055403	13288.229742362222	13294.961029264552	13307.207713627547	13291.513082836696	13288.231937110264	13294.963224012594	13307.207713627547	13291.515277584738	13289.680469669605	13289.682664417647
10.56	13303.724651256009	13310.063078558393	13288.027825717116	13294.3662530195	13306.558068706436	13290.861243167543	13288.027825717116	13294.3662530195	13306.560263454478	13290.863437915585	13289.612432530237	13289.612432530237
11.96	13303.682951068171	13309.883109368733	13287.986125529278	13294.18628382984	13306.369320524609	13290.672494985716	13287.98832027732	13294.188478577882	13306.369320524609	13290.674689733758	13289.608043034154	13289.610237782195
14.03	13303.685145816213	13309.84799342502	13287.98832027732	13294.151167886128	13306.338594101922	13290.64176856303	13287.98832027732	13294.151167886128	13306.338594101922	13290.64176856303	13289.610237807137	13289.610237807137
17.58	13303.687340539298	13309.843603928952	13287.990515000405	13294.146778390059	13306.336399328939	13290.639573790046	13287.990515000405	13294.146778390059	13306.336399328939	13290.639573790046	13289.612432530223	13289.612432530223
25.83	13303.689535312296	13309.84140918091	13287.990515025362	13294.142388893975	13306.338594101937	13290.639573815002	13287.992709773403	13294.144583642017	13306.338594101937	13290.641768563044	13289.610237807137	13289.61243255518
