R	5A1_3A1	6A1_3A1	3B1_5A1	3B1_6A1	7B1_3A1	7B1_3B1	3B2_5A1	3B2_6A1	7B2_3A1	7B2_3B2	7A2_3B1	7A2_3B2
3.68	9981.925647099997	10119.9576313	9961.22260519999	10099.254589399992	10266.933206800008	10246.2301649	9961.224799999996	10099.256784199999	10266.933206800008	10246.232359700007	9959.800409499992	9959.802604299999
3.76	10024.365456200001	10160.071009499996	10002.549677999996	10138.25523129999	10309.258889200006	10287.443111	10002.554067500008	10138.259620800003	10309.258889200006	10287.447500500013	10001.202103799995	10001.206493300007
3.85	10067.329809799994	10200.0044184	10044.331063300007	10177.005671900013	10351.404602399998	10328.405855900011	10044.335452800005	10177.010061400011	10351.404602399998	10328.41024540001	10043.044942000008	10043.049331500006
3.95	10109.3175012	10238.190809200009	10084.955817299997	10213.829125300006	10391.397269399997	10367.035585499994	10084.960206799995	10213.833514800004	10391.397269399997	10367.039974999992	10083.757485900001	10083.7618754
4.05	10145.6756685	10270.315310899998	10119.937878600002	10244.577521	10424.1823897	10398.444599800001	10119.9422681	10244.581910499997	10424.1823897	10398.448989299999	10118.827336999995	10118.831726499993
4.17	10182.455227000013	10301.500461000003	10155.135025100011	10274.180259100001	10453.796101500004	10426.475899600002	10155.13941460001	10274.1846486	10453.79829630001	10426.482483900007	10154.134220699998	10154.138610199996
4.31	10216.875433199995	10328.787741799999	10187.852108099993	10299.764416699996	10474.538648800008	10445.515323700005	10187.8543029	10299.766611500003	10474.538648800008	10445.517518500012	10187.002741299992	10187.004936099998
4.46	10244.939654100002	10348.6348325	10214.311969500006	10318.007147900003	10480.367895000003	10449.740210400007	10214.314164299998	10318.009342699996	10480.367895000003	10449.742405199999	10213.662324599994	10213.664519399987
4.64	10268.618772000002	10361.937189899996	10236.397701499998	10329.716119399993	10468.6589235	10436.437852999996	10236.399896300005	10329.7183142	10468.6589235	10436.440047800003	10236.055321099993	10236.0575159
4.85	10285.636834799996	10366.579078299997	10251.914557900003	10332.856801400005	10440.700050400003	10406.97777350001	10251.916752599995	10332.858996099996	10440.700050400003	10406.979968200001	10252.079163800008	10252.0813585
5.11	10295.76119949999	10361.6540676	10260.702322099998	10326.595190200009	10402.410506399989	10367.351628999997	10260.70451679999	10326.5973849	10402.410506399989	10367.353823699988	10261.687763199996	10261.689957899987
5.43	10298.842623199991	10347.291647799997	10262.741241299998	10311.190265900004	10363.853203399995	10327.751821500002	10262.74343609999	10311.192460699996	10363.853203399995	10327.754016299994	10264.867950500004	10264.870145299996
5.85	10296.524971099992	10325.372716500002	10259.5237433	10288.37148870001	10330.38112749999	10293.379899699998	10259.525937999992	10288.373683400001	10330.38112749999	10293.382094399989	10263.515986800005	10263.518181499996
6.44	10291.4638862	10300.242871399998	10253.902998000005	10262.681983200004	10303.315516200004	10265.75462800001	10253.905192799997	10262.684177999996	10303.315516200004	10265.756822800002	10259.626896400005	10259.629091199997
7.37	10279.008700899998	10286.119678899995	10241.158106200004	10248.269084200001	10283.573773199998	10245.723178500004	10241.160300999996	10248.271278999993	10283.573773199998	10245.725373299996	10255.239598500004	10255.241793299996
9.28	10272.06671839999	10279.642982599995	10234.112970599992	10241.689234799996	10279.460818699998	10241.5070709	10234.115165399999	10241.691429600003	10279.460818699998	10241.509265700006	10242.540796400004	10242.54299120001
