R	4B1_2A1	4B1_2B1	4B2_2A1	4B2_2B2	4A2_2B1	4A2_2B2
Intensities	8.53916931312606	8.784419092030943	8.539199021029862	8.784432048568497	8.263968576295161	8.26395206404049
2.12	8504.84602390413	8166.3327440995345	8504.84602390413	8166.337133595618	8131.657947295331	8131.662336791414
2.13	8587.221436781401	8246.96552840453	8587.221436781401	8246.969917900613	8210.769772430489	8210.774161926573
2.15	8738.4745727876	8394.529295873028	8738.452625332138	8394.513932661677	8356.015887814021	8356.022472058132
2.16	8807.06917366873	8461.177156788719	8807.06917366873	8461.183741032844	8422.108477899514	8422.115062143639
2.17	8871.140402380348	8523.227024176376	8871.140402380348	8523.23141367246	8484.522673187515	8484.527062683599
2.19	8984.266405683346	8632.082051159901	8984.264210935304	8632.084245907943	8594.475073293317	8594.4794627894
2.2	9034.172741791059	8679.734382801005	9034.172741791059	8679.738772297089	8643.624221950668	8643.628611446751
2.22	9121.872609199141	8762.67823499674	9121.8704144511	8762.680429719825	8730.525201695593	8730.52959116672
2.23	9160.399185721428	8798.698411252248	9160.399185721428	8798.704995496373	8768.77304546618	8768.779629710305
2.25	9217.260672881966	8861.740303980972	9217.258478158881	8861.744693502013	8836.270273175149	8836.276857419274
2.26	9214.86839941352	8889.462144505378	9214.86839941352	8889.468728749503	8866.092485903093	8866.099070147218
2.28	9210.342832545852	8938.817599303904	9210.342832545852	8938.82418354803	8919.227293809206	8919.233878053332
2.3	9207.03096037179	8981.667826048739	9207.03096037179	8981.674410292864	8965.24453948214	8965.251123726266
2.31	9206.047714047847	9001.137420476036	9206.047714047847	9001.14180997212	8986.077071370033	8986.081460866117
2.33	9205.663633440083	9036.907395679445	9205.663633440083	9036.911785175529	9024.184451390756	9024.18884088684
2.35	9207.50722032244	9069.207476974596	9207.50722032244	9069.21186647068	9058.385182967424	9058.389572463508
2.36	9209.236680406466	9084.26343658453	9209.236680406466	9084.265631332572	9074.255393451851	9074.257588199893
2.38	9214.352634048046	9112.60639033046	9214.352634048046	9112.610779801602	9103.994205854047	9103.998595325189
2.4	9221.542622916677	9138.956514402133	9221.542622916677	9138.960903898216	9131.494376976014	9131.498766472097
2.42	9230.593756676943	9163.649605025217	9230.593756676943	9163.653994521286	9157.137792752328	9157.142182248397
2.44	9241.284365901462	9186.988537179874	9241.284365901462	9186.992926675957	9181.271223049116	9181.2756125452
2.46	9253.493739572703	9209.212538202963	9253.493739572703	9209.214732951004	9204.164621700766	9204.166816448807
2.48	9267.12750357484	9230.50816155324	9267.12750357484	9230.512551049324	9226.028684344536	9226.03307384062
2.5	9281.759877137229	9251.055376395409	9281.759877137229	9251.059765891492	9247.058743381465	9247.063132877549
2.52	9297.373302325403	9270.955141114377	9297.373302325403	9271.001230798298	9267.375509878912	9267.421599562833
2.54	9313.83609430684	9290.418151297548	9313.83609430684	9290.466435704555	9287.196263743273	9287.24454815028
2.56	9331.020957869798	9309.51244413419	9331.020957869798	9309.516833605332	9306.600015779244	9306.604405250386
2.59	9357.930742242796	9337.662260152341	9357.930742242796	9337.666649648425	9335.144886145368	9335.149275641452
2.61	9376.489516956644	9356.210061125981	9376.489516956644	9356.214450622065	9353.916551244532	9353.920940740616
2.63	9395.443346018481	9374.652514318426	9395.443346018481	9374.656903789553	9372.556531586	9372.560921057127
2.66	9424.47764479852	9402.216333083677	9424.47764479852	9402.220722554805	9400.37274620132	9400.377135672446
2.68	9444.0460028128	9420.57319115239	9444.0460028128	9420.577580623532	9418.876652264036	9418.881041735178
2.71	9473.874799784884	9448.139204665698	9473.874799784884	9448.143594161782	9446.63141395917	9446.635803455254
2.73	9493.917223001772	9466.568489344936	9493.917223001772	9466.57287884102	9465.170435940643	9465.174825436727
2.76	9524.097179336037	9494.261798144798	9524.097179336037	9494.266187640882	9493.006403263382	9493.010792759465
2.79	9554.321030656094	9522.03192307621	9554.321030656094	9522.036312572294	9520.89943398528	9520.903823481363
2.82	9584.483429055937	9549.859111431724	9584.483429055937	9549.86130615481	9548.829775423874	9548.831970146959
2.85	9614.496584713765	9577.70385774663	9614.496584713765	9577.706052494672	9576.764506333595	9576.766701081637
2.88	9644.283681498011	9605.526656581118	9644.283681498011	9605.52885132916	9604.661926526634	9604.664121274676
2.91	9673.772292773225	9633.272639309012	9673.772292773225	9633.274834057054	9632.473751645855	9632.475946393897
2.94	9702.909744661316	9660.895716246436	9702.909744661316	9660.897910994478	9660.151697234396	9660.153891982438
2.97	9731.807969187576	9688.409055856653	9731.807969187576	9688.411250604695	9687.713321276562	9687.715516024604
3.01	9769.401778565909	9724.624564538099	9769.401778565909	9724.62675928614	9723.983698634096	9723.985893382138
3.04	9797.040218714654	9751.461922300616	9797.040218714654	9751.464117048657	9750.853977567313	9750.856172315354
3.08	9833.014305336168	9786.676626698754	9833.014305336168	9786.678821446796	9786.108187405247	9786.110382153289
3.12	9867.974419136212	9821.182428003609	9867.974419136212	9821.18462275165	9820.64252043463	9820.644715182672
3.16	9901.86130199251	9854.884952199121	9901.86130199251	9854.884952199121	9854.369186833646	9854.369186833646
3.2	9934.668369710867	9887.685435673353	9934.668369710867	9887.687630396438	9887.189422990356	9887.19161771344
3.24	9966.292469133346	9919.559736172901	9966.292469133346	9919.561930920943	9919.079086726182	9919.081281474224
3.28	9996.748963546139	9950.490295788288	9996.748963546139	9950.49249053633	9950.020620081777	9950.02281482982
3.33	10033.133467702006	9987.601260971875	10033.133467702006	9987.601260971875	9987.140364257517	9987.140364257517
3.37	10060.888229422082	10016.06273098728	10060.888229422082	10016.06273098728	10015.606223769006	10015.606223769006
3.42	10093.88624004535	10050.06593541491	10093.88624004535	10050.06593541491	10049.613817667778	10049.613817667778
3.47	10125.001158321524	10082.28920057851	10125.001158321524	10082.291395326552	10081.83927757942	10081.841472327462
3.53	10159.886650787972	10118.535435732556	10159.886650787972	10118.53982522864	10118.083317985423	10118.087707481507
3.58	10186.991767561965	10146.843273509861	10186.991767561965	10146.843273509861	10146.388961039629	10146.388961039629
3.64	10217.088323570482	10178.44103598078	10217.088323570482	10178.447620224906	10177.980139266438	10177.986723510563
3.7	10244.693842548528	10207.602630072375	10244.693842548528	10207.602630072375	10207.137343861934	10207.137343861934
3.77	10273.855436640093	10238.430036604681	10273.855436640093	10238.430036604681	10237.953776654045	10237.953776654045
3.83	10296.364754683978	10262.368134500473	10296.364754683978	10262.368134500473	10261.885290305712	10261.885290305712
3.9	10319.863903320875	10287.473837405953	10319.863903320875	10287.473837405953	10286.984408992008	10286.984408992008
3.98	10343.319157021906	10312.662940687078	10343.319157021906	10312.66513543512	10312.16473328098	10312.166928029023
4.06	10363.407669897759	10334.371176369663	10363.407669897759	10334.371176369663	10333.870774215524	10333.870774215524
4.14	10380.425732734351	10352.881666651563	10380.425732734351	10352.881666651563	10352.381264497424	10352.381264497424
4.23	10396.249853534857	10370.23552563903	10396.249853534857	10370.23552563903	10369.739512980974	10369.739512980974
4.32	10408.953045116126	10384.312628396132	10408.953045116126	10384.312628396132	10383.827589478286	10383.827589478286
4.42	10419.86751846617	10396.576870743462	10419.86751846617	10396.579065466562	10396.11158453302	10396.11377925612
4.53	10428.479702942597	10406.549797932443	10428.479702942597	10406.47517654895	10406.11523816963	10406.040616786137
4.64	10434.20799081355	10413.368874681546	10434.20799081355	10413.371069429573	10412.976015081615	10412.978209829642
4.76	10437.947838506298	10417.999789380323	10437.947838506298	10417.999789380323	10417.659603708424	10417.659603708424
4.89	10439.517082108083	10420.44034725576	10439.517082108083	10420.442542003802	10420.166003975202	10420.168198723244
5.03	10439.130806752262	10420.798090911994	10439.130806752262	10420.798090911994	10420.598368989973	10420.598368989973
5.19	10436.887776025847	10419.209094577833	10436.887776025847	10419.209094577833	10419.088383535389	10419.088383535389
5.35	10433.457387557384	10416.272524019383	10433.457387557384	10416.274718767425	10416.224239612377	10416.226434360418
5.54	10428.424834316422	10411.786462616452	10428.424834316422	10411.788657364494	10411.808410071913	10411.810604819955
5.74	10423.175001144147	10406.832920205168	10423.175001144147	10406.832920205168	10406.900957344536	10406.900957344536
5.96	10417.670577448633	10401.576502813725	10417.670577448633	10401.576502813725	10401.673071627723	10401.673071627723
6.21	10412.194685427734	10396.271801015275	10412.194685427734	10396.273995763317	10396.37714882144	10396.379343569482
6.5	10407.065563297903	10391.26338995286	10407.065563297903	10391.265584700901	10391.36654303594	10391.368737783981
6.82	10402.860429419685	10387.132877433163	10402.860429419685	10387.135072181205	10387.222862027993	10387.225056776035
7.19	10399.568309953043	10383.880263406318	10399.568309953043	10383.880263406318	10383.952690016828	10383.952690016828
7.62	10397.266021079427	10381.586753499912	10397.266021079427	10381.586753499912	10381.643816899072	10381.643816899072
8.14	10396.025989434289	10380.344527106732	10396.025989434289	10380.344527106732	10380.390616765697	10380.390616765697
8.76	10395.334644350281	10379.6465977786	10395.334644350281	10379.648792526641	10379.68829794148	10379.690492689522
9.55	10395.080053777143	10379.385422986292	10395.080053777143	10379.387617734334	10379.420538905033	10379.422733653075
10.56	10395.042743085389	10379.345917546496	10395.042743085389	10379.345917546496	10379.38322823825	10379.38322823825
11.96	10395.066885288892	10379.37005975	10395.066885288892	10379.372254498041	10379.405175693697	10379.407370441739
14.03	10395.073469533003	10379.37664399411	10395.073469533003	10379.37664399411	10379.411759937822	10379.411759937822
17.58	10395.073469508061	10379.376643969168	10395.073469508061	10379.376643969168	10379.411759912866	10379.411759912866
25.83	10395.07566428106	10379.376643994125	10395.07566428106	10379.378838742166	10379.411759937822	10379.413954685864
