R	7A1_3A1	8A1_3A1	3B1_7A1	3B1_8A1	9B1_3A1	9B1_3B1	3B2_7A1	3B2_8A1	9B2_3A1	9B2_3B2	9A2_3B1	9A2_3B2
Intensities	3.783017819859527e-11	10.44937304818011	7.669016566485224	2.75816112000718	7.959191277899573	7.614456027771858	7.668968564703191	2.758200966234337	7.959191421305896	7.614450978186782	7.663044665588284	7.663037911361428
2.12	9313.228149598493	10279.735161976176	8544.491921054083	9510.998933431765	10062.112897855885	9293.376669311474	8544.496310550167	9511.003322927849	10062.112897855885	9293.381058807558	9513.566786593787	9513.57117608987
2.13	9401.713736181482	10281.55460665503	8641.73674013243	9521.577610605978	10065.310643206656	9305.333647157604	8641.743324376555	9521.584194850104	10065.310643206656	9305.34023140173	9524.141074296858	9524.147658540984
2.15	9676.136034542098	10207.10881213739	8935.209436393823	9466.182213989116	10070.926998977418	9330.000400829143	8935.218215361034	9466.190992956326	10070.924804229377	9330.006985048312	9545.888815369326	9545.897594336537
2.16	9635.366427293397	10285.268117396234	8904.660762638174	9554.562452741011	10073.40925706565	9342.703592410428	8904.6673468823	9554.569036985136	10073.407062317609	9342.707981906511	9557.05568454448	9557.062268788606
2.17	9702.396174018926	10285.917762292403	8982.392092328417	9565.913680601894	10045.492084115307	9325.488002424798	8982.398676572528	9565.920264846005	10045.492084115307	9325.494586668909	9548.087951159876	9548.094535403987
2.19	9819.450773196484	10286.354516803258	9122.250105562794	9589.153849169568	10079.405303948093	9382.204636314404	9122.25668980692	9589.160433413694	10079.403109200051	9382.209025810487	9591.633912484802	9591.640496728927
2.2	9869.229814017628	10286.161379125348	9184.098056305316	9601.029621413036	10080.95040534639	9395.818647634078	9184.104640524485	9601.036205632205	10080.95040534639	9395.825231853247	9603.505295257142	9603.511879476311
2.22	9951.01484014593	10285.024500538333	9291.249960156376	9625.259620548779	10083.441442376876	9423.676562387322	9291.256544400501	9625.266204792904	10083.441442376876	9423.683146631447	9627.730904896802	9627.737489140927
2.23	9983.224936821294	10284.131238809205	9336.696571762819	9637.60287375073	10084.43566246597	9437.907297407495	9336.703156006944	9637.609457994855	10084.43566246597	9437.91388165162	9640.069768577727	9640.076352821852
2.25	10031.915383512329	10281.831144683645	9412.799399753974	9662.71516092529	10086.048801003635	9466.93281724528	9412.805983973143	9662.72174514446	10086.046606255593	9466.937206716408	9665.175471533104	9665.182055752273
2.26	10049.44482219337	10280.487959955426	9444.42788864758	9675.471026409636	10086.726977599392	9481.710044053601	9444.434472891706	9675.477610653761	10086.726977599392	9481.716628297727	9677.926947521366	9677.933531765491
2.28	10073.927217179167	10277.590894836758	9497.683407646065	9701.347085303656	10088.010904180395	9511.767094647294	9497.689991865234	9701.353669522825	10088.010904180395	9511.773678866462	9703.794227423234	9703.800811642403
2.3	10088.085525563889	10274.647740059125	9541.099878936366	9727.662093431602	10089.450657772511	9542.465011144988	9541.106463180491	9727.668677675727	10089.44846302447	9542.469400641072	9730.102651307054	9730.10923555118
2.31	10092.481602396932	10273.273828858335	9560.202950715277	9740.99517717668	10090.354893241849	9558.076241560193	9560.209534959387	9741.00176142079	10090.354893241849	9558.082825804304	9743.407203377501	9743.413787621612
2.33	10097.533908370271	10270.778402306823	9594.625351694369	9767.869845630921	10093.427538054093	9590.51898137819	9594.623156946327	9767.86765088288	10093.427538054093	9590.516786630149	9770.275287587618	9770.273092839576
2.35	10099.296289649967	10268.888725765515	9625.450563478633	9795.042999594181	10127.470247921505	9653.624521750171	9625.446173982564	9795.038610098112	10127.470247921505	9653.620132254102	9797.444052029838	9797.439662533769
2.36	10099.397247985005	10268.239080844389	9639.889799388067	9808.73163224745	10155.767111958601	9696.259663361663	9639.887604640026	9808.729437499409	10155.767111958601	9696.257468613621	9811.115126748686	9811.112932000644
