R	7A1_3A1	8A1_3A1	3B1_7A1	3B1_8A1	9B1_3A1	9B1_3B1	3B2_7A1	3B2_8A1	9B2_3A1	9B2_3B2	9A2_3B1	9A2_3B2
2.38	10098.672981705327	10267.659667835615	9667.306570184272	9836.293256314559	10207.727730610888	9776.361319089832	9667.302180688202	9836.28886681849	10207.727730610888	9776.356929593763	9838.624076862805	9838.619687366736
2.4	10097.345160188444	10268.083253858218	9693.239692452495	9863.977786122268	10252.491776150448	9848.386308414498	9693.237497704453	9863.975591374226	10252.491776150448	9848.384113666456	9866.304217199387	9866.302022451346
2.42	10095.947106809093	10269.6283552565	9718.092999557804	9891.774248005211	10290.22385455556	9912.36974730427	9718.08861006172	9891.769858509128	10290.22385455556	9912.365357808187	9894.096289611203	9894.09190011512
2.44	10094.836565173639	10272.334477445314	9742.154003244097	9919.651915515773	10321.641647811906	9968.959085882365	9742.151808496055	9919.649720767731	10321.641647811906	9968.956891134323	9927.390590970492	9927.38839622245
2.46	10094.340552515569	10276.285020775336	9765.58292001854	9947.527388278308	10347.895203044594	10019.137570547566	9765.580725270498	9947.525193530266	10347.895203044594	10019.135375799524	9972.141468021815	9972.139273273773
2.48	10094.781696522521	10281.62483854244	9788.480708141316	9975.323850161236	10370.35623670643	10064.055248325225	9788.476318645233	9975.319460665152	10370.35623670643	10064.050858829141	10012.360193961329	10012.355804465245
2.5	10095.925159353646	10287.980823829159	9811.051479105387	10003.107143580899	10389.667809399529	10104.794129151269	9811.049284357345	10003.104948832857	10389.667809399529	10104.791934403227	10049.144141961253	10049.141947213211
2.52	10098.016752565032	10295.484661418144	9833.13282163057	10030.600730483682	10406.986552443283	10142.10262150882	9833.314985568271	10030.782894421383	10406.986552443283	10142.284785446522	10083.15612538105	10083.338289318752
2.54	10101.091592125318	10304.085872154363	9855.148321764442	10058.142601793486	10423.0301478982	10177.086877537324	9855.334875198227	10058.329155227271	10423.0301478982	10177.273430971109	10115.385974788791	10115.572528222576
2.56	10105.151872782531	10313.714224175346	9876.948736739985	10085.5110881328	10438.323140121895	10210.120004079348	9876.950931488027	10085.513282880842	10438.320945373853	10210.120004079348	10146.092670253696	10146.094865001738
2.59	10113.07051745188	10329.9575415523	9909.321244695544	10126.208268795963	10460.626152024575	10256.876879268239	9909.323439443586	10126.210463544005	10460.626152024575	10256.87907401628	10189.983206796504	10189.985401544545
2.61	10119.523071552583	10341.881598202759	9930.70685261568	10153.065379265856	10475.409963077022	10286.593744140118	9930.70685261568	10153.065379265856	10475.409963077022	10286.593744140118	10218.095712122886	10218.095712122886
2.63	10126.862303213158	10354.59795827228	9951.945412591755	10179.681067650876	10490.281564026154	10315.36467340475	9951.947607339796	10179.683262398918	10490.281564026154	10315.366868152792	10245.45541951993	10245.457614267973
2.66	10139.43600473486	10375.00470936457	9983.538785566605	10219.107490196315	10512.942319560112	10357.045100391857	9983.540980314647	10219.109684944357	10512.942319560112	10357.047295139899	10285.296649095806	10285.298843843848
2.68	10148.574928316972	10389.19593892002	10004.47886000869	10245.099870611739	10528.077290049623	10383.981221741342	10004.481054756732	10245.10206535978	10528.077290049623	10383.983416489384	10311.155150005492	10311.157344753534
2.71	10163.905231257377	10411.81060481997	10035.549883398911	10283.455256961504	10551.613749378273	10423.258401519808	10035.549883398911	10283.455256961504	10551.613749378273	10423.258401519808	10348.999160460895	10348.999160460895
2.73	10174.916273421404	10427.483288130388	10056.08173502973	10308.648749738713	10567.593697164935	10448.75915877326	10056.08173502973	10308.648749738713	10567.593697164935	10448.75915877326	10373.646161400073	10373.646161400073
2.76	10192.480828046158	10451.741818990675	10086.58431907653	10345.845310021046	10591.937823123968	10486.04131415434	10086.586513824572	10345.847504769088	10591.937823123968	10486.043508902381	10409.776074982801	10409.778269730843
2.79	10211.13836634699	10476.746563586057	10116.718185776801	10382.326383015868	10616.646276983316	10522.226096413127	10116.718185776801	10382.326383015868	10616.646276983316	10522.226096413127	10444.949079193102	10444.949079193102
2.82	10230.719892849535	10502.330721190228	10146.452608682914	10418.063437023608	10641.611516138932	10557.34423197231	10146.454803430956	10418.06563177165	10641.611516138932	10557.346426720353	10479.176147746271	10479.178342494313
2.85	10251.06299629854	10528.351633330196	10175.76564023961	10453.054277271265	10666.717219069367	10591.419863010437	10175.767834987651	10453.056472019307	10666.717219069367	10591.422057758478	10512.472643853602	10512.474838601644
2.88	10272.016239228862	10554.673225702252	10204.626554099072	10487.283540572462	10691.840479959166	10624.450794829376	10204.626554099072	10487.283540572462	10691.838285211124	10624.448600081334	10544.829788572868	10544.829788572868
2.91	10293.436963117681	10581.179176785023	10233.004623738816	10520.746837406157	10716.86497728694	10656.432637908074	10233.004623738816	10520.746837406157	10716.86497728694	10656.432637908074	10576.240997610017	10576.240997610017
2.94	10315.20445692251	10607.75974922633	10260.877901753309	10553.433194057128	10741.674389456384	10687.347834287182	10260.88009650135	10553.43538880517	10741.674389456384	10687.350029035224	10606.688713030642	10606.690907778684
2.97	10337.241904536771	10634.36885336721	10288.235414402297	10585.362363232736	10766.198484630004	10717.19199449553	10288.235414402297	10585.362363232736	10766.196289881977	10717.189799747503	10636.16196109452	10636.16196109452
3.01	10366.723931567889	10669.590141984532	10323.79908343956	10626.665293856204	10798.11448531739	10755.189637189062	10323.801278187602	10626.667488604246	10798.11448531739	10755.191831937103	10673.826002360278	10673.82819710832
3.04	10388.838195288743	10695.766881110656	10349.787074358916	10656.715760180829	10821.374406617426	10782.323285687598	10349.787074358916	10656.715760180829	10821.374406617426	10782.323285687598	10700.83455029533	10700.83455029533
3.08	10418.160005862563	10730.209034797183	10383.49179330247	10695.54082223709	10851.266851207853	10816.59863864776	10383.489598554428	10695.538627489048	10851.266851207853	10816.596443899718	10735.12526649177	10735.123071743728
3.12	10447.152604479721	10764.019101546888	10416.064023130137	10732.930520197304	10879.666868328	10848.578286978416	10416.064023130137	10732.930520197304	10879.666868328	10848.578286978416	10767.33975268816	10767.33975268816
3.16	10475.653579934908	10797.054422836954	10447.4730374442	10768.873880346247	10906.306698916509	10878.126156425802	10447.4730374442	10768.873880346247	10906.306698916509	10878.126156425802	10797.363882086182	10797.363882086182
3.2	10503.53783168961	10829.207456163058	10477.668357039729	10803.337981513178	10930.982231580216	10905.112756930335	10477.666162291687	10803.335786765136	10930.984426328258	10905.112756930335	10825.072554122351	10825.07035937431
3.24	10530.680259180299	10860.364074627068	10506.652176689677	10836.335992136446	10953.381812321837	10929.353729831215	10506.649981941635	10836.333797388404	10953.384007069893	10929.35372983123	10850.301162843272	10850.29896809523
3.28	10557.015020015664	10890.451851643433	10534.600076062692	10868.03690769046	10973.369366862666	10950.954422909694	10534.595686566608	10868.032518194377	10973.369366862666	10950.95003341361	10873.133108599664	10873.12871910358
3.33	10588.62595099979	10926.417159272765	10567.50151784702	10905.292726119995	10994.65840599376	10973.533972840989	10567.497128350937	10905.288336623911	10994.65840599376	10973.529583344905	10907.875942518309	10907.871553022225
3.37	10612.807665728542	10953.783450888994	10592.392135644084	10933.367920804536	11008.68064009976	10988.265110015302	10592.387746148	10933.363531308452	11008.68064009976	10988.260720519218	10935.962110943059	10935.957721446975
3.42	10641.58298443936	10986.14937457547	10621.713946192947	10966.280336329059	11022.610694837931	11002.74165659152	10621.709556696864	10966.275946832975	11022.610694837931	11002.737267095436	10968.88111068675	10968.876721190667
3.47	10668.672738051915	11016.346888919026	10649.047316638462	10996.721467505573	11033.156450816474	11013.53102940302	10649.051706109589	10996.7258569767	11033.156450816474	11013.535418874148	10999.324436611292	10999.32882608242
3.53	10698.894394574017	11049.573153138947	10679.038524815856	11029.717283380785	11043.500290124968	11023.644420366807	10679.04291431194	11029.721672876869	11043.500290124968	11023.64880986289	11032.311473494352	11032.315862990436
3.58	10722.165289614262	11074.654713865893	10702.083360957578	11054.57278520921	11053.295442872331	11033.213514215648	10702.087750453662	11054.577174705293	11053.29324812429	11033.21570896369	11057.153806859467	11057.15819635555
3.64	10747.760420958628	11101.463539928794	10727.230764050895	11080.933883021062	11069.527786509047	11048.998129601314	10727.235153546979	11080.938272517145	11069.527786509047	11049.002519097397	11083.486372971747	11083.49076246783
3.7	10770.86232049951	11124.589581673194	10749.950777756996	11103.67803893068	11089.164181637767	11068.252638895254	10749.952972505038	11103.680233678722	11089.164181637767	11068.254833643296	11106.18443919746	11106.186633945501
3.77	10794.74554974417	11146.782856248668	10772.806865741848	11124.844172246347	11112.066359281569	11090.127675279247	10772.811255237932	11124.84856174243	11112.066359281569	11090.132064775331	11127.2825353987	11127.286924894783
3.83	10812.713937684108	11161.689573116557	10789.980755514698	11138.956390947147	11129.580434751275	11106.847252581865	10789.985145010782	11138.96078044323	11129.580434751275	11106.851642077949	11141.30476950467	11141.309159000753
3.9	10830.838152635144	11174.223769248376	10807.167813800756	11150.553430413987	11146.376828185428	11122.70648935104	10807.170008548797	11150.55562516203	11146.376828185428	11122.708684099081	11152.796461140402	11152.798655888444
3.98	10848.123974508184	11182.469431101345	10823.34748353441	11157.69294012757	11160.190561402182	11135.414070428407	10823.349678282451	11157.695134875612	11160.190561402182	11135.416265176449	11159.795507079165	11159.797701827207
4.06	10862.043055531089	11184.648814159518	10836.175775654207	11158.781534282636	11167.995079248227	11142.127799371345	10836.180165125334	11158.785923753763	11167.995079248227	11142.132188842472	11160.732663744158	11160.737053215285
4.14	10872.970697369383	11181.541053403576	10846.03677076794	11154.607126802133	11169.974740409321	11143.040813807878	10846.041160264023	11154.611516298217	11169.974740409321	11143.045203303962	11156.406818773568	11156.411208269652
4.23	10882.127178935814	11172.85205282057	10854.049789528173	11144.774663412929	11165.85300685685	11137.77561744921	10854.051984276215	11144.77685816097	11165.85300685685	11137.777812197251	11146.411944154097	11146.414138902139
4.32	10888.439269286668	11159.92499708882	10859.299622675506	11130.785350477658	11156.02932240993	11126.889675798768	10859.30401217159	11130.789739973741	11156.02932240993	11126.894065294851	11132.277777972864	11132.282167468948
4.42	10892.714635077253	11142.154136297933	10862.48858903411	11111.92809025479	11139.996700695221	11109.770654652079	10862.492978530194	11111.932479750874	11139.996700695221	11109.775044148162	11113.27785922712	11113.282248723204
4.53	10894.75574913359	11120.114493960573	10863.480614375178	11088.83935920216	11118.108495847933	11086.83336108952	10863.463056390843	11088.821801217826	11118.108495847933	11086.815803105186	11090.06183288792	11090.044274903586
4.64	10894.725022710918	11096.959920516601	10862.503952270403	11064.738850076086	11093.73803293737	11061.516962496855	10862.506147018445	11064.741044824128	11093.73803293737	11061.519157244897	11065.855975930739	11065.85817067878
4.76	10893.061404993277	11071.698390575068	10859.92293062013	11038.55991620192	11066.154461439757	11033.01598706661	10859.925125368172	11038.562110949963	11066.154461439757	11033.018181814652	11039.593641705855	11039.595836453896
4.89	10889.942670497127	11045.335098040116	10855.983361005361	11011.37578854835	11036.646097432153	11002.686787940387	10855.985555753403	11011.377983296392	11036.646097432153	11002.688982688429	11012.33489266879	11012.337087416832
5.03	10885.809963229403	11018.879626137335	10851.113218969738	10984.18288187767	11006.617578563004	10971.920834303339	10851.11541371778	10984.185076625712	11006.617578563004	10971.92302905138	10985.078338379783	10985.080533127824
5.19	10880.555740585987	10991.61868235223	10845.17423548644	10956.237177252682	10975.548749945781	10940.167244846234	10845.176430209525	10956.239371975767	10975.548749945781	10940.16943956932	10957.073375582637	10957.075570305722
5.35	10875.299323194544	10967.687168675606	10839.373521004993	10931.761366486055	10948.48313856167	10912.55733637212	10839.375715753034	10931.763561234096	10948.48313856167	10912.559531120161	10932.549280409017	10932.551475157059
5.54	10869.373508199511	10943.380353433298	10833.019730466302	10907.026575700089	10921.568964692604	10885.215186959394	10833.021925214343	10907.02877044813	10921.568964692604	10885.217381707436	10907.759620946978	10907.76181569502
5.74	10863.858110738816	10922.192272637229	10827.039046795195	10885.373208693607	10899.244005334447	10862.424941390826	10827.041241543237	10885.375403441649	10899.244005334447	10862.427136138867	10886.13478566501	10886.136980413052
5.96	10858.639004039127	10903.28014376323	10821.52145461143	10866.162594335532	10880.588661781658	10843.47111235396	10821.523649359471	10866.164789083574	10880.588661781658	10843.473307102002	10866.895639607363	10866.897834355404
6.21	10853.771056751531	10886.424492181875	10816.374774547177	10849.028209977521	10865.475638747623	10828.079356543269	10816.37696929522	10849.030404725563	10865.475638747623	10828.08155129131	10849.728334053681	10849.730528801723
6.5	10849.364006153337	10871.677991796212	10811.761417807778	10834.075403450654	10853.74033027896	10816.137741933402	10811.76361255582	10834.077598198695	10853.742525027003	10816.142131429486	10834.744801054243	10834.746995802285
6.82	10845.740480006963	10859.885619903449	10808.012791122877	10822.157931019363	10845.49686317402	10807.769174289933	10808.01498587092	10822.160125767405	10845.49686317402	10807.771369037975	10822.798796948322	10822.800991696364
7.19	10842.819272684792	10850.474547788806	10804.999404457834	10812.654679561849	10839.682980229263	10801.863112002306	10805.001599205876	10812.65687430989	10839.682980229263	10801.865306750347	10813.262624295137	10813.26481904318
7.62	10840.650863366827	10843.431606914164	10802.762957975545	10805.543701522882	10836.094570051544	10798.206664660262	10802.765152723587	10805.545896270924	10836.094570051544	10798.208859408303	10805.477859131555	10805.480053879597
8.14	10838.442948559168	10839.151851627495	10800.51334300502	10801.222246073346	10833.906407976261	10795.976802422112	10800.515537753061	10801.224440821388	10833.908602699346	10795.98119189324	10799.971240687999	10799.97343543604
8.76	10833.116299305257	10840.615747398158	10795.166941043688	10802.66638913659	10832.705881745947	10794.756523484379	10795.16913579173	10802.668583884632	10832.705881745947	10794.75871823242	10796.615473578073	10796.617668326115
9.55	10830.680130900946	10840.91203815915	10792.72199364721	10802.953900905413	10832.093547516575	10794.13541026284	10792.724188395252	10802.956095653455	10832.093547516575	10794.137605010881	10794.77847093984	10794.780665687882
10.56	10829.683716088752	10841.019580738313	10791.725578835016	10803.061443484577	10831.852125431673	10793.893988177937	10791.727773583058	10803.06363823262	10831.852125431673	10793.896182925979	10794.012504472354	10794.014699220395
11.96	10829.40498331211	10841.048112437886	10791.444651310332	10803.087780436108	10831.79067253643	10793.830340534652	10791.446846058374	10803.08997518415	10831.79067253643	10793.832535282694	10793.78644562373	10793.788640371771
14.03	10829.365477897256	10841.045917689844	10791.405145895478	10803.085585688066	10831.777504073121	10793.817172071344	10791.407340618578	10803.087780411166	10831.779698821163	10793.821561542485	10793.746940183933	10793.749134907033
17.58	10829.36547789727	10841.037138722633	10791.407340618578	10803.07900144394	10831.775309325094	10793.817172046402	10791.40953536662	10803.081196191983	10831.775309325094	10793.819366794443	10793.746940158991	10793.749134907033
25.83	10829.37206211644	10841.041528193775	10791.407340618578	10803.076806695914	10831.78189356922	10793.817172071358	10791.40953536662	10803.079001443955	10831.78189356922	10793.8193668194	10793.744745435906	10793.746940183948
