R	10A1_4A1	5B1_10A1	5B1_11A1	6B1_10A1	6B1_11A1	11B1_4A1	11B1_5B1	11B1_6B1	5B2_10A1	5B2_11A1	6B2_10A1	6B2_11A1	11B2_4A1	11B2_5B2	11B2_6B2	5A2_11B1	5A2_11B2	6A2_11B1	6A2_11B2	11A2_5B1	11A2_6B1	11A2_5B2	11A2_6B2	11A2_5A2
3.2200000000000004e-08	446584880759542.9	460684710761381.6	593149109792815.9	420769437737054.75	553233836768489.0	375729359188927.8	389829189190766.56	349913916166439.7	460684710761381.6	593149109792815.9	420769437737054.75	553233836768489.0	375729359188927.8	389829189190766.56	349913916166439.7	373219874720263.6	373219874720263.6	296437504796622.75	296437504796622.75	460707449098674.8	420792176074347.94	460707449098674.8	420792176074347.94	444098134628171.9
3.26e-08	440891617048276.8	455063796272603.44	588085904464805.0	414836801455274.25	547858909647475.8	371572792973876.06	385744972198202.7	345517977380873.5	455063796272603.44	588085904464805.0	414836801455274.25	547858909647475.8	371572792973876.06	385744972198202.7	345517977380873.5	369066615885001.4	369066615885001.4	292044046560027.2	292044046560027.2	455088601724619.4	414861606907290.1	455088601724619.4	414861606907290.1	438410245411418.0
3.31e-08	433581038140572.2	447816471260008.1	581435977302300.0	407305040631823.3	540924546674115.2	366463697555868.0	380699130675304.0	340187700047119.1	447816471260008.1	581435977302300.0	407304627216412.5	540924133258704.4	366463697555868.0	380699130675304.0	340187286631708.4	363961241299867.9	363961241299867.9	286760072731678.06	286760072731678.06	447844997526061.5	407333566897876.7	447844997526061.5	407333153482465.9	431107108150625.4
3.3599999999999996e-08	426115011742364.1	440390547004199.94	574487971356699.1	399692662108159.1	533790086460658.3	361585706230651.8	375861241492487.6	335163356596446.8	440390547004199.94	574487971356699.1	399692662108159.1	533790086460658.3	361585706230651.8	375861241492487.6	335163356596446.8	359087797638339.56	359087797638339.56	281827922857571.0	281827922857571.0	440423207518533.1	399725322622492.4	440423207518533.1	399725322622492.4	423649763664385.1
3.42e-08	417043246042906.6	431340279339297.3	565834177433297.5	390528289379051.4	525022187473051.5	356200443498350.6	370497476794741.3	329685486834495.4	431340279339297.3	565834177433297.5	390528289379051.4	525022187473051.5	356200443498350.6	370497476794741.3	329685486834495.4	353708736250206.6	353708736250206.6	276516249593990.1	276516249593990.1	431378314366977.2	390566324406731.25	431378314366977.2	390566324406731.25	414589573822442.5
3.48e-08	407952876235598.7	422247842417269.44	556921166585304.0	381421796031700.8	516095120199735.4	351442758600339.44	365737724782010.2	324911678396441.56	422247842417269.44	556921166585304.0	381421796031700.8	516095120199735.4	351442345184931.4	365737311366602.1	324911264981033.5	348957666149448.75	348957252734040.7	271966103620655.97	271965690205247.94	422293319091858.5	381467272706289.94	422293319091858.5	381467272706289.94	405513260459297.06
3.54e-08	398953873192879.8	413226101056091.7	547832037080739.9	372469923344043.06	507075859368691.25	347358128192370.25	361630356055582.2	320874178343533.56	413226101056091.7	547832037080739.9	372469923344043.06	507075859368691.25	347358128192370.25	361630356055582.2	320874178343533.56	344879650519890.2	344879650519890.2	268209318545731.78	268209318545731.78	413280259604979.8	372524081892931.2	413280259604979.8	372524081892931.2	396529554069287.9
3.61e-08	388710050055191.8	402933907298273.06	537108641971201.44	362348887182533.56	496523621855461.94	343407447183846.5	357631304426927.7	317046284311188.25	402933907298273.06	537108641971201.44	362348887182533.56	496523621855461.94	343407447183846.5	357631304426927.7	317046284311188.25	340937238007928.9	340937238007928.9	264780792219266.1	264780792219266.1	403000882007417.06	362415861891677.56	403000882007417.06	362415861891677.56	386306815588418.25
3.6800000000000005e-08	378890813509647.3	393045215494619.4	526359614541156.7	352714037808962.1	486028436855499.5	340229455888833.7	354383857873805.75	314052680188148.5	393045215494619.4	526359614541156.7	352714037808962.1	486028436855499.5	340229455888833.7	354383857873805.75	314052680188148.5	337767515190644.2	337767515190644.2	262267173502319.28	262267173502319.28	393127900328395.2	352796722642738.0	393127900328395.2	352796722642738.0	376511557645233.7
3.76e-08	368367515696716.56	382418975059590.25	514162362396265.3	342465253592172.7	474208640928847.8	337367734069356.5	351419193432230.2	311465471964812.6	382418975059590.25	514162362396265.3	342465253592172.7	474208640928847.8	337367734069356.5	351419193432230.2	311465471964812.6	334915302113959.1	334915302113959.1	260335655963915.97	260335655963915.97	382523571362166.2	342569849894748.6	382523571362166.2	342569849894748.6	366019680043895.1
3.85e-08	357623862798858.3	371533104265721.4	500693004211929.7	332101537480364.7	461261437426573.0	334898765158505.7	348808006625368.75	309376439840012.06	371533104265721.4	500693004211929.7	332101537480364.7	461261437426573.0	334898765158505.7	348808006625368.75	309376439840012.06	332458322513708.2	332458322513708.2	259136312562373.16	259136312562373.16	371666640249756.0	332235073464399.3	371666640249756.0	332235073464399.3	355316956138095.5
3.95e-08	347256012419925.1	360973838520993.6	486208276344942.0	322230622916062.9	447465060740011.25	332830817634009.3	346548643735077.8	307805428130147.06	360973838520993.6	486208276344942.0	322230622916062.9	447465060740011.25	332830817634009.3	346548643735077.8	307805428130147.06	330403191130627.9	330403191130627.9	258772499316365.56	258772499316365.56	361145822966958.75	322402607362028.0	361145822966958.75	322402607362028.0	345000370362508.8
4.05e-08	338582374161283.25	352074470682912.06	472328801409199.06	314125442826047.2	434379773552334.2	331702583189893.1	345194679711521.94	307245651854657.06	352074470682912.06	472328801409199.06	314125442826047.2	434379773552334.2	331702583189893.1	345194679711521.94	307245651854657.06	329289013111834.3	329289013111834.3	259690714324516.53	259690714324516.53	352288624367165.4	314339596510300.5	352288624367165.4	314339596510300.5	336382957767477.8
4.17e-08	330327121112942.44	343502948177875.5	456615377043799.1	306636678109377.6	419749106975301.25	330007130823374.9	343182957888307.94	306316687819810.06	343502948177875.5	456615377043799.1	306635851259721.6	419748280125645.25	330007544257622.8	343183371322555.9	306316274404402.0	327611337984670.7	327611751418918.56	260957032416360.75	260957445850608.7	343767126200405.9	306900856131907.94	343767126200405.9	306900029282252.0	328195506296768.56
4.3099999999999996e-08	323259635589789.7	336000127035886.0	439713771700126.0	300571746108626.5	404285390772866.5	328873935300154.44	341614426746250.75	306186045818991.3	336000127035886.0	439713771700126.0	300571746108626.5	404285390772866.5	328873935300154.44	341614426746250.75	306186045818991.3	326502534479221.0	326502534479221.0	264060607392997.3	264060607392997.3	336316809926826.9	300888428999567.44	336316809926826.9	300888428999567.44	321204917659797.1
4.46e-08	318040982771269.8	330231620137750.56	423327292844684.0	296549542746105.2	389645215453038.7	328053701797331.6	340244339163812.3	306562261772166.94	330231620137750.56	423327292844684.0	296549542746105.2	389645215453038.7	328053701797331.6	340244339163812.3	306562261772166.94	325715374924976.56	325715374924976.56	268733540342512.62	268733540342512.62	330593779665606.3	296911702273960.94	330593779665606.3	296911702273960.94	316064815426770.56
4.64e-08	314061362081284.6	325473108371246.25	405973814926720.7	294164498915259.9	374665205470734.3	327429017946257.44	338840764236219.06	307532154780232.6	325473108371246.25	405973814926720.7	294164498915259.9	374665205470734.3	327429017946257.44	338840764236219.06	307532154780232.6	325143609338886.6	325143609338886.6	275749347846908.03	275749347846908.03	325876196909997.75	294567587454011.3	325876196909997.75	294567587454011.3	312179042012665.25
4.85e-08	311523764761980.6	321852339848164.5	388684831206604.94	293697743084828.2	360530234443268.7	327021795159226.1	337350370245409.94	309195773482073.6	321852339848164.5	388684831206604.94	293697329650580.25	360529821009020.75	327021795159226.1	337350370245409.94	309195360047825.75	324821138519188.25	324821138519188.25	284824834360400.2	284824834360400.2	322289742581726.7	294135145818390.44	322289742581726.7	294134732384142.5	309760510855505.0
5.11e-08	310395530317861.7	319139037268863.4	371219728773404.4	295387407503751.9	347468099008292.9	326762578234631.6	335506085185633.3	311754455420521.8	319139037268863.4	371219728773404.4	295387407503751.9	347468099008292.9	326762578234631.6	335506085185633.3	311754455420521.8	324702072357044.5	324702072357044.5	295480427929973.06	295480427929973.06	319603725984572.3	295852096219460.8	319603725984572.3	295852096219460.8	308799713155983.5
5.4299999999999997e-08	310828385387730.5	317338161750113.2	354742710003034.9	299438137151160.94	336842685404082.56	326457471238879.8	332967247601262.5	315067223002310.2	317338161750113.2	354742710003034.9	299438137151160.94	336842685404082.56	326457471238879.8	332967247601262.5	315067223002310.2	324614426463007.06	324614426463007.06	305771794838135.75	305771794838135.75	317811118943547.5	299911094344595.25	317811118943547.5	299911094344595.25	309458297805292.06
5.8499999999999994e-08	312781400979525.8	316248789164495.7	339730039544071.5	305550612922384.0	329031863301959.8	325570676461160.9	329038064646130.75	318339888404019.0	316248789164495.7	339730039544071.5	305550612922384.0	329031863301959.8	325570676461160.9	329038064646130.75	318339888404019.0	324020749389279.9	324020749389279.9	313891444750045.0	313891444750045.0	316764329049303.25	306066152807191.56	316764329049303.25	306066152807191.56	311747013792452.44
6.440000000000001e-08	315883735653424.1	315802704518962.94	327529066585145.44	312282811465582.5	324009173531765.06	323611872940608.1	323530841806146.94	320010948752766.56	315802704518962.94	327529066585145.44	312282811465582.5	324009173531765.06	323611872940608.1	323530841806146.94	320010948752766.56	322364572334345.4	322364572334345.4	318244387447664.3	318244387447664.3	316331060564023.6	312811167510643.2	316331060564023.6	312811167510643.2	315164791092222.06
7.37e-08	318942247370882.3	317771430235392.9	321513332054175.56	315541007045400.5	319282908864183.2	321418244494391.75	320247427358902.25	318017004168909.9	317771430235392.9	321513332054175.56	315541007045400.5	319282908864183.2	321418244494391.75	320247427358902.25	318017004168909.9	320392125803880.8	320392125803880.8	319444557698863.06	319444557698863.06	318302680244832.25	316072257054839.94	318302680244832.25	316072257054839.94	318447378689810.8
9.28e-08	320014669566801.25	318245214278483.1	319552047965817.75	317214134508868.0	318520968196202.6	320679042144867.2	318909586856549.1	317878507086933.94	318245214278483.1	319552047965817.75	317214134508868.0	318520968196202.6	320679042144867.2	318909586856549.1	317878507086933.94	320873351493877.56	320873351493877.56	317483687025910.56	317483687025910.56	318503190938010.9	317472111168395.75	318503190938010.9	317472111168395.75	320466955575339.4
1e-06	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75	318858948315626.75
