R	10B1_5A1	10B1_6A1	10B1_7B1	10B2_5A1	10B2_6A1	10B2_7B2	7A2_10B1	7A2_10B2	10A2_7B1	10A2_7B2
Intensities	2.299881310413966e-07	1.255618806476609e-07	5.824294563636962e-06	2.3001250903974088e-07	1.255618806476609e-07	5.824294563636962e-06	1.1781398122575732e-07	1.1781398122575732e-07	1.4981331997956415e-07	1.4981331997956415e-07
2.12	3112.788924558219	1395.8564520458895	1591.5927060669346	3112.788924558219	1395.8564520458895	1591.5927060669346	1591.95264447121	1591.95264447121	1529.7052499095735	1529.7052499095735
2.13	3034.4408711674623	1399.4777834691777	1536.1643882793724	3034.4386764194205	1399.4755887211359	1536.1621935313306	1536.7525802802993	1536.7503855322575	1474.138663095233	1474.138663095233
2.15	2886.010178896453	1453.9733340878447	1540.8084714414435	2886.010178896453	1453.9733340878447	1540.8084714414435	1421.071892303531	1421.071892303531	1478.5413241474453	1478.5413241474453
2.16	2818.148623287154	1410.8970484444872	1545.0509160363727	2818.148623287154	1410.8970484444872	1545.0509160363727	1400.9855741507781	1400.9855741507781	1482.6784209362086	1482.6784209362086
2.17	2755.130872786889	1418.0607003615733	1586.496505157731	2755.130872786889	1418.0607003615733	1586.496505157731	1451.7807825164782	1451.7807825164782	1524.231552636731	1524.231552636731
2.19	2627.973856385739	1423.260054353872	1558.5091003449343	2627.971661662654	1423.2578596307867	1558.506905621849	1413.5131860384718	1413.5109913153865	1495.9149358922296	1495.9149358922296
2.2	2569.9601274518354	1427.6034572838253	1563.2629208341968	2569.9601274518354	1427.6034572838253	1563.2629208341968	1417.9180418636824	1417.9180418636824	1500.6358351608797	1500.6358351608797
2.22	2461.539660231094	1436.6919017108885	1573.2490164864575	2461.537465483052	1436.6897069628467	1573.2468217384157	1427.138171073384	1427.1359763253422	1510.64168352056	1510.64168352056
2.23	2410.994652917492	1441.463280159529	1578.5098233739845	2410.994652917492	1441.463280159529	1578.5098233739845	1431.9797813844925	1431.9797813844925	1515.9639433282864	1515.9639433282864
2.25	2316.9322160035226	1451.539360431576	1589.656939816763	2316.9322160035226	1451.539360431576	1589.656939816763	1442.2116886426957	1442.2116886426957	1527.383208303596	1527.383208303596
2.26	2273.305049075949	1456.885762417849	1595.5893391058344	2273.305049075949	1456.885762417849	1595.5893391058344	1447.6414910046296	1447.6414910046296	1533.539471693235	1533.539471693235
2.28	2192.639343550327	1468.3138064102677	1608.2991149062727	2192.6371488022996	1468.3116116622405	1608.2969201582455	1459.2538936827914	1459.2516989347641	1546.940592577681	1546.940592577681
2.3	2120.511201167552	1480.9182344045403	1622.3454912407033	2120.511201167552	1480.9182344045403	1622.3454912407033	1472.0624330951687	1472.0624330951687	1562.1084842878045	1562.1084842878045
2.31	2087.581227658695	1487.7329216575745	1629.9678451241198	2087.581227658695	1487.7329216575745	1629.9678451241198	1479.0088051308703	1479.0088051308703	1570.4968046387075	1570.4968046387075
2.33	2027.9148547723016	1502.6659755019646	1646.6325538005767	2027.9148547723016	1502.6659755019646	1646.6325538005767	1494.1898652793316	1494.1898652793316	1589.2245748269634	1589.2245748269634
