R	4B1_7A1	4B1_8A1	9B1_4B1	4B2_7A1	4B2_8A1	9B2_4B2	4A2_9B1	4A2_9B2	9A2_4B1	9A2_4B2
Intensities	2.185071092750862e-07	6.609701240702596e-07	1.1403598375941941e-05	2.184833488173873e-07	6.609701240702596e-07	1.1403598375941941e-05	2.714129920201504e-07	2.714129920201504e-07	2.1314662457219414e-07	2.1314662457219414e-07
2.12	1940.1557291920617	2906.662741569744	2689.0404774494527	1940.1557291920617	2906.662741569744	2689.0404774494527	2723.7152742536564	2723.7152742536564	2909.2305947317654	2909.2305947317654
2.13	1958.383097226164	2838.2239676997124	2621.980004251338	1958.383097226164	2838.2239676997124	2621.980004251338	2658.1757602253783	2658.1757602253783	2840.7874313905922	2840.7874313905922
2.15	2107.386618286764	2638.3593958820566	2502.1775827220845	2107.4085657422256	2638.381343337518	2502.197335429504	2540.6909907810914	2540.6887960330496	2718.065997262267	2718.0879447177285
2.16	2011.6583689071122	2661.5600590099493	2449.701198679366	2011.6583689071122	2661.5600590099493	2449.699003931324	2488.7698775685712	2488.7676828205294	2664.053290813419	2664.053290813419
2.17	2028.7554425733688	2612.277030846846	2371.8513526697498	2028.7554425733688	2612.277030846846	2371.8513526697498	2410.5557036586106	2410.5557036586106	2594.451301404828	2594.451301404828
2.19	2062.3899296295276	2529.2936732363014	2322.3444603811367	2062.3921243775694	2529.295867984343	2322.3444603811367	2359.951438247721	2359.949243499679	2531.773736551535	2531.7759312995768
2.2	2077.79485392847	2494.7264190361893	2289.5154452572315	2077.79485392847	2494.7264190361893	2289.5154452572315	2325.625606107569	2325.625606107569	2497.202092880296	2497.202092880296
2.22	2104.184483439909	2438.194143832312	2236.6110856708547	2104.1866781879507	2438.1963385803538	2236.6132804188965	2268.7641189720016	2268.7641189720016	2440.665428180335	2440.6676229283767
2.23	2114.574412407368	2415.4807143952785	2215.785138052044	2114.574412407368	2415.4807143952785	2215.785138052044	2245.7105038381123	2245.7105038381123	2417.947609222276	2417.947609222276
2.25	2129.283602126219	2379.1993632975355	2183.4170196175255	2129.2857968493045	2379.2015580206207	2183.417019592569	2208.887050423349	2208.8848556753073	2381.6596739053493	2381.6618686284346
2.26	2133.868427116133	2364.911564878188	2171.150582522154	2133.868427116133	2364.911564878188	2171.150582522154	2194.520241124439	2194.520241124439	2367.3674859899184	2367.3674859899184
2.28	2138.810995787222	2342.4746734448127	2152.89468278845	2138.810995787222	2342.4746734448127	2152.89468278845	2172.4849882831477	2172.4849882831477	2344.9218155643903	2344.9218155643903
2.3	2139.9851850659907	2326.5473995612265	2141.350317274613	2139.9851850659907	2326.5473995612265	2141.3481225265714	2157.7736038412113	2157.7714090931695	2328.9879574366787	2328.9879574366787
2.31	2139.752541948299	2320.5447684097016	2137.6258327932155	2139.752541948299	2320.5447684097016	2137.6258327932155	2152.6861818992184	2152.6861818992184	2322.9567946105235	2322.9567946105235
2.33	2138.3215673732775	2311.56606130983	2134.2151970570994	2138.3215673732775	2311.56606130983	2134.2151970570994	2146.9381413457886	2146.9381413457886	2313.9715032665263	2313.9715032665263
2.35	2136.2936217802344	2305.886057895783	2164.4675800517725	2136.2936217802344	2305.886057895783	2164.4675800517725	2175.2898740589444	2175.2898740589444	2308.287110331439	2308.287110331439
2.36	2135.2313645767135	2304.073197436097	2191.6012285503093	2135.2313645767135	2304.073197436097	2191.6012285503093	2201.609271682988	2201.609271682988	2306.456691937332	2306.456691937332
2.38	2133.060760485765	2302.047446616052	2242.1155093913258	2133.060760485765	2302.047446616052	2242.1155093913258	2250.7276938677387	2250.7276938677387	2304.3782671642984	2304.3782671642984
2.4	2130.951609290045	2301.6897029598185	2286.098225252048	2130.951609290045	2301.6897029598185	2286.098225252048	2293.5603626781667	2293.5603626781667	2304.0161340369377	2304.0161340369377
2.42	2128.9895060883136	2302.6707545357203	2323.2662538347795	2128.9895060883136	2302.6707545357203	2323.2662538347795	2329.7780661076686	2329.7780661076686	2304.9927961417125	2304.9927961417125
2.44	2127.2139563453384	2304.7118686170143	2354.019038983606	2127.2139563453384	2304.7118686170143	2354.019038983606	2359.7363531143637	2359.7363531143637	2312.450544071733	2312.450544071733
