R	8B1_3A1	8B1_3B1	8B2_3A1	8B2_3B2	8A2_3B1	8A2_3B2
Intensities	1.5831552502435666	1.9996888762240872	1.5831633729331018	1.9996865760278328	1.6205627910244274	1.620553731733985
2.12	9042.12650237915	8273.390273834739	9042.12650237915	8273.394663330822	8416.450421915972	8416.454811412055
2.13	9039.955898288186	8279.978902239134	9039.955898288186	8279.98548648326	8423.267303941975	8423.2738881861
2.15	9155.210805494324	8414.284207346049	9155.210805494324	8414.29298631326	8437.31587499952	8437.32465396673
2.16	9215.972356829821	8485.266692174599	9215.972356829821	8485.273276418724	8484.028855252545	8484.03543949667
2.17	9337.168442242328	8617.164360551818	9337.168442242328	8617.17094479593	8615.64998560115	8615.656569845261
2.19	9397.254011705154	8700.053344071464	9397.254011705154	8700.05992831559	8698.089046121706	8698.095630365831
2.2	9456.013954374197	8770.882196661885	9456.01175962617	8770.886586133027	8768.632581716316	8768.639165935485
2.22	9569.361627054692	8909.596747065138	9569.361627054692	8909.603331309263	8906.686513458219	8906.693097702344
2.23	9623.604781848248	8977.076416789772	9623.602587100191	8977.080806285841	8973.777713103947	8973.784297348073
2.25	9726.665678619407	9107.549694861053	9726.665678619407	9107.556279080221	9103.32261347746	9103.329197696628
2.26	9775.353930537443	9170.336996991653	9775.353930537443	9170.343581235778	9165.55025530672	9165.556839550845
2.28	9866.86607224877	9290.622262715668	9866.863877500728	9290.626652186795	9284.48575205839	9284.492336277559
2.3	9950.439816633254	9403.45417000573	9950.439816633254	9403.460754249856	9395.592588735555	9395.59917297968
2.31	9989.19684152519	9456.918189843534	9989.19684152519	9456.924774087645	9448.055804290052	9448.062388534163
2.33	10059.931320024727	9557.022763348825	10059.931320024727	9557.020568600783	9546.514318062007	9546.512123313965
2.35	10092.529886828896	9618.684160657562	10092.529886828896	9618.679771161493	9635.983150993896	9635.978761497827
2.36	10094.827786206428	9635.32033760949	10094.827786206428	9635.318142861448	9677.163175801921	9677.16098105388
2.38	10099.098762500915	9667.732350979859	10099.098762500915	9667.72796148379	9752.579048180196	9752.574658684127
2.4	10104.080836586843	9699.975368850894	10104.080836586843	9699.973174102852	9818.89330761823	9818.891112870187
2.42	10110.065909754048	9732.21180250276	10110.065909754048	9732.207413006676	9876.770962298368	9876.766572802284
2.44	10117.08470840023	9764.40214647069	10117.08470840023	9764.399951722648	9921.95200961639	9921.949814868349
2.46	10125.253554146635	9796.495921649606	10125.253554146635	9796.493726901565	9949.823092907798	9949.820898159756
2.48	10134.739247669713	9828.438259288509	10134.737052921671	9828.431675044383	9977.670033945775	9977.665644449691
2.5	10145.043581538412	9860.169901290152	10145.043581538412	9860.16770654211	10005.448937869354	10005.446743121312
2.52	10156.34652496736	9891.462594032899	10156.34652496736	9891.6447579706	10032.938135276054	10033.120299213755
2.54	10168.586625086231	9922.643354725355	10168.586625086231	9922.82990815914	10060.477811862773	10060.664365296558
2.56	10181.69365000764	9953.490513965095	10181.69365000764	9953.492708713136	10087.844103454045	10087.846298202086
2.59	10202.837835867846	9999.088563111509	10202.837835867846	9999.09075785955	10128.539089369151	10128.541284117193
2.61	10217.819174094271	10029.002955157368	10217.819174094271	10029.002955157368	10155.396199839059	10155.396199839059
2.63	10233.423820315234	10058.50692969383	10233.421625567207	10058.506929693845	10182.005303979953	10182.007498727995
2.66	10257.86890458435	10101.971685416094	10257.866709836308	10101.971685416094	10221.433921273434	10221.436116021476
2.68	10274.505081536277	10130.409013227996	10274.502886788236	10130.409013227996	10247.373627785782	10247.375822533824
2.71	10300.59622556364	10172.240877705175	10300.59622556364	10172.240877705175	10285.735598354702	10285.735598354702
2.73	10318.415370736577	10199.580832344902	10318.413176013491	10199.578637621817	10310.93348062801	10310.93348062801
2.76	10345.654367066236	10239.757858096607	10345.65217234315	10239.757858121564	10348.141014650537	10348.143209398579
2.79	10373.369623346502	10278.949442776313	10373.367428623416	10278.947248053228	10384.628671889484	10384.628671889484
2.82	10401.425065298696	10317.157781132075	10401.422870550654	10317.157781132075	10420.378894385474	10420.381089133516
2.85	10429.69778715723	10354.4004310983	10429.695592409189	10354.4004310983	10455.38070834837	10455.382903096412
2.88	10458.075856796975	10390.686171667185	10458.075856796975	10390.686171667185	10489.623140137832	10489.623140137832
2.91	10486.464900201885	10426.03256082302	10486.462705453843	10426.030366074978	10523.099605434822	10523.099605434822
2.94	10514.772737979176	10460.446182809974	10514.772737979176	10460.448377558016	10555.803520045156	10555.805714793198
2.97	10542.968643706175	10493.962153571701	10542.966448958134	10493.95995882366	10587.745857709015	10587.745857709015
3.01	10580.119114329544	10537.194266201215	10580.119114329544	10537.196460949257	10629.070735812886	10629.072930560927
3.04	10607.619285476452	10568.568164546625	10607.619285476452	10568.568164546625	10659.138760096888	10659.138760096888
3.08	10643.681161919812	10609.01294935972	10643.681161919812	10609.010754611678	10697.985769608611	10697.98357486057
3.12	10678.966098180405	10647.87751683082	10678.966098180405	10647.87751683082	10735.397415049243	10735.397415049243
3.16	10713.344604223632	10685.164061732925	10713.344604223632	10685.164061732925	10771.358333157565	10771.358333157565
3.2	10746.73327969879	10720.86380504891	10746.735474446847	10720.863805048924	10805.855355520165	10805.853160772123
3.24	10778.991660806118	10754.963578315495	10778.991660806118	10754.961383567454	10838.868729354755	10838.866534606714
3.28	10810.058294675298	10787.643350722326	10810.058294675298	10787.638961226243	10870.604760877439	10870.600371381355
3.33	10846.96734321375	10825.84291006098	10846.96734321375	10825.838520564896	10897.514545225495	10897.510155729411
3.37	10874.794531544321	10854.379001459864	10874.794531544321	10854.37461196378	10913.76005735046	10913.755667854377
3.42	10907.11217079885	10887.243132552438	10907.11217079885	10887.238743056354	10929.854131985368	10929.849742489285
3.47	10936.006005853982	10916.380584440529	10936.006005853982	10916.384973911656	10941.21852830956	10941.222917780688
3.53	10964.217274767361	10944.3614050092	10964.217274767361	10944.365794505284	10948.533617741661	10948.538007237745
3.58	10979.657315010016	10959.575386353332	10979.657315010016	10959.579775849415	10950.0194609678	10950.023850463884
3.64	10986.035247777138	10965.505590869405	10986.035247777138	10965.509980365488	10946.63955165437	10946.643941150454
3.7	10981.511875632583	10960.60033289007	10981.511875632583	10960.602527638111	10938.683596318238	10938.68579106628
3.77	10967.8846958496	10945.946011847278	10967.8846958496	10945.950401343362	10924.097312439786	10924.10170193587
3.83	10952.053990780012	10929.320808610602	10952.053990780012	10929.325198106686	10908.659466945173	10908.663856441257
3.9	10930.793483373447	10907.123144539059	10930.793483373447	10907.1253392871	10888.178094494346	10888.180289242388
3.98	10904.735260566682	10879.958769592908	10904.735260566682	10879.96096434095	10862.88583813014	10862.888032878182
