R	8B1_3A1	8B1_3B1	8B2_3A1	8B2_3B2	8A2_3B1	8A2_3B2
4.06	10878.352215299368	10852.484935422486	10878.352215299368	10852.489324893613	10836.900041933884	10836.904431405012
4.14	10852.950221607956	10826.016295006513	10852.950221607956	10826.020684502597	10811.357584467638	10811.361973963722
4.23	10826.821766913796	10798.744377506155	10826.821766913796	10798.746572254197	10784.248078197561	10784.250272945603
4.32	10804.371707017111	10775.23206040595	10804.371707017111	10775.236449902033	10759.737151512178	10759.741541008261
4.42	10784.632158780383	10754.40611273724	10784.632158780383	10754.410502233324	10736.264339826826	10736.26872932291
4.53	10769.440124891713	10738.1649901333	10769.440124891713	10738.147432148966	10715.390107776067	10715.372549791733
4.64	10760.268280113945	10728.04720967343	10760.268280113945	10728.049404421472	10699.486976071028	10699.48917081907
4.76	10755.297179743284	10722.158705370137	10755.297179743284	10722.160900118179	10687.060322543315	10687.062517291357
4.89	10753.367997737223	10719.408688245458	10753.367997737223	10719.4108829935	10678.086004914585	10678.088199662627
5.03	10753.109017692943	10718.412273433278	10753.109017692943	10718.41446818132	10672.052647340388	10672.05484208843
5.19	10753.27142892321	10717.889923823663	10753.27142892321	10717.892118546748	10668.064793318612	10668.066988041697
5.35	10752.896127282656	10716.970325093105	10752.896127282656	10716.972519841147	10665.887604958582	10665.889799706623
5.54	10751.13155127989	10714.77777354668	10751.13155127989	10714.779968294722	10664.619041613856	10664.621236361898
5.74	10747.982090336096	10711.163026392474	10747.982090336096	10711.165221140516	10663.949643985325	10663.951838733366
5.96	10743.105364056348	10705.98781462865	10743.105364056348	10705.990009376692	10663.609458313425	10663.611653061467
6.21	10736.707678581806	10699.311396377452	10736.707678581806	10699.313591125494	10663.411931164388	10663.41412591243
6.5	10729.19945147178	10691.596863126222	10729.197256723739	10691.596863126222	10663.315362325433	10663.317557073475
6.82	10721.79218272175	10684.064493837664	10721.79218272175	10684.066688585706	10663.271467389568	10663.27366213761
7.19	10714.99066393201	10677.170795705053	10714.99066393201	10677.172990453095	10663.262688422343	10663.264883170385
7.62	10708.625899678082	10670.7379942868	10708.625899678082	10670.740189034841	10665.323555161158	10665.3257499092
8.14	10703.73819965811	10665.80859410396	10703.73819965811	10665.810788852003	10666.818177404406	10666.820372152448
8.76	10700.634828398237	10662.685470136668	10700.634828398237	10662.68766488471	10667.724607621756	10667.726802369798
9.55	10698.914147306394	10660.956010052658	10698.914147306394	10660.9582048007	10668.214036060657	10668.216230808699
10.56	10698.198659993941	10660.240522740205	10698.196465270841	10660.240522765147	10668.422536949889	10668.42473169793
11.96	10697.994548600778	10660.034216599	10697.994548600778	10660.036411347042	10668.48837934123	10668.490574089272
14.03	10697.961627405108	10660.00129540333	10697.961627405108	10660.00349012643	10668.497158333383	10668.499353056483
17.58	10697.959432682022	10660.00129540333	10697.959432682022	10660.003490151372	10668.492768837299	10668.49496358534
25.83	10697.96382215315	10659.999100655288	10697.966016901191	10660.003490151372	10668.492768837299	10668.49496358534
