R	8B1_5A1	8B1_6A1	8B1_7B1	8B2_5A1	8B2_6A1	8B2_7B2	7A2_8B1	7A2_8B2	8A2_7B1	8A2_7B2
Intensities	7.312096748335693e-06	2.7709197492582082e-06	0.00010807213529300483	7.312234202160373e-06	2.7709197492582082e-06	0.00010807213529300483	2.739111819036143e-06	2.739111819036143e-06	2.730285538616227e-06	2.730285538616227e-06
2.12	1583.9988838581776	132.93358865415212	62.80266536689305	1583.9988838581776	132.93358865415212	62.80266536689305	63.162603771168506	63.162603771168506	205.86281344812596	205.86281344812596
2.13	1501.7573505116015	133.2057371866831	3.4808676235115854	1501.7573505116015	133.2057371866831	3.4808676235115854	4.069059624438523	4.069059624438523	146.76926932635251	146.76926932635251
2.15	1465.9588436335762	33.921998824967886	120.75713617856672	1465.9588436335762	33.921998824967886	120.75713617856672	1.0205570406542392	1.0205570406542392	143.78880383203796	143.78880383203796
2.16	1457.882177255	50.630602412333246	184.78447000421875	1457.882177255	50.630602412333246	184.78447000421875	40.71912811862421	40.71912811862421	183.5466330821655	183.5466330821655
2.17	1512.1867849437986	175.11661251848273	343.5524173146405	1512.1867849437986	175.11661251848273	343.5524173146405	208.83669467338768	208.83669467338768	342.03804236397264	342.03804236397264
2.19	1447.4944430106261	242.78064097875904	378.02968696982134	1447.4944430106261	242.78064097875904	378.02968696982134	233.03377266335883	233.03377266335883	376.06538902006287	376.06538902006287
2.2	1448.155061622063	305.79839145405276	441.45785500442435	1448.1528668740357	305.7961967060255	441.4556602563971	296.11297603390994	296.1107812858827	439.20824005885515	439.20824005885515
2.22	1453.35002614322	428.50226762301463	565.0593823985837	1453.35002614322	428.50226762301463	565.0593823985837	418.94853698551015	418.94853698551015	562.1491487916646	562.1491487916646
2.23	1457.315932684578	487.78455992661475	624.8311031410703	1457.3137379365216	487.7823651785584	624.828908393014	478.3010611515783	478.29886640352197	621.5323994552455	621.5323994552455
2.25	1466.8652738509409	601.4724182789942	739.5899976641813	1466.8652738509409	601.4724182789942	739.5899976641813	592.1447464901139	592.1447464901139	735.3629162805883	735.3629162805883
2.26	1472.093159542812	655.6738728847122	794.3774495726975	1472.093159542812	655.6738728847122	794.3774495726975	646.4296014714928	646.4296014714928	789.5907078877644	789.5907078877644
2.28	1482.722315847117	758.3967787070578	898.3820872030628	1482.7201210990752	758.394583959016	898.379892455021	749.3368659795815	749.3346712315397	892.2455765457853	892.2455765457853
2.3	1492.7369432488777	853.143976485866	994.571233322029	1492.7369432488777	853.143976485866	994.571233322029	844.2881751764944	844.2881751764944	986.7096520518535	986.7096520518535
2.31	1497.1944729521929	897.3461669510725	1039.5810904176178	1497.1944729521929	897.3461669510725	1039.5810904176178	888.6220504243684	888.6220504243684	1030.7187048641354	1030.7187048641354
2.33	1503.8050488370354	978.5561695666984	1122.5227478653105	1503.8050488370354	978.5561695666984	1122.5227478653105	970.0800593440654	970.0800593440654	1112.0143025784928	1112.0143025784928
2.35	1477.6195307187445	1020.7677251555724	1166.6832381676504	1477.6195307187445	1020.7677251555724	1166.6832381676504	1012.5703477345378	1012.5703477345378	1183.9822285039845	1183.9822285039845
2.36	1452.309716395146	1027.4595066181064	1174.461419037194	1452.309716395146	1027.4595066181064	1174.461419037194	1019.4420983867312	1019.4420983867312	1216.3042572296254	1216.3042572296254
2.38	1404.5476474018942	1039.4845216036192	1188.338799897232	1404.5476474018942	1039.4845216036192	1188.338799897232	1031.8885046468058	1031.8885046468058	1273.1854970975692	1273.1854970975692
2.4	1361.2584713732213	1050.8050229919318	1155.0401090418454	1361.2584713732213	1050.8050229919318	1155.0423037649452	1043.5843076756719	1043.5843076756719	1273.9580478091812	1273.960242532281
2.42	1322.2336874198809	1061.4846585011983	1122.6851590706356	1322.2336874198809	1061.4846585011983	1122.6873538186774	1054.6897239555838	1054.6897239555838	1267.2443188662437	1267.2465136142855
2.44	1287.1089676165575	1071.448806697983	1093.5762388821313	1287.1089676165575	1071.448806697983	1093.5762388821313	1065.143300566313	1065.143300566313	1251.1261020278325	1251.1261020278325
