R	10B1_3A1	10B1_3B1	10B2_3A1	10B2_3B2	10A2_3B1	10A2_3B2
Intensities	18.60502335585826	16.415063234913603	18.605046816119703	16.415100099416165	16.37565777451407	16.37566003720846
2.12	10570.91654307919	9802.18031453478	10570.91654307919	9802.184704030864	9740.29285837742	9740.297247873503
2.13	10572.639418944047	9812.662422894995	10572.637224196005	9812.666812391079	9750.636697710856	9750.643281954981
2.15	10575.2621407572	9834.335542608926	10575.2621407572	9834.344321576136	9772.068395314927	9772.077174282138
2.16	10576.238802861975	9845.533138206752	10576.238802861975	9845.539722450878	9783.160643106588	9783.167227350714
2.17	10580.112530085418	9860.108448394909	10580.112530085418	9860.11503263902	9797.843495873909	9797.85008011802
2.19	10577.733425080267	9880.532757446577	10577.731230357182	9880.537146967617	9817.938592993873	9817.945177237998
2.2	10577.81902020397	9892.687262491658	10577.81902020397	9892.693846710827	9830.06017681834	9830.06676103751
2.22	10577.551261142566	9917.786381153011	10577.549066394524	9917.790770649095	9855.179048187114	9855.18563243124
2.23	10577.283502081162	9930.755137022687	10577.283502081162	9930.761721266812	9868.209256976988	9868.215841221114
2.25	10576.732620771989	9957.616637013634	10576.732620771989	9957.623221232803	9895.342905500467	9895.349489719636
2.26	10576.56582007058	9971.54888652479	10576.56582007058	9971.555470768915	9909.49901911219	9909.505603356316
2.28	10576.78309995198	10000.539290418877	10576.780905203952	10000.54367989002	9939.180768090286	9939.187352309455
2.3	10578.214074551928	10031.228427924405	10578.214074551928	10031.23501216853	9970.991420971506	9970.998005215632
2.31	10579.583596231692	10047.304944550036	10579.583596231692	10047.311528794147	9987.833904064624	9987.840488308735
2.33	10584.041125959993	10081.132569284091	10584.041125959993	10081.13037453605	10023.724590310478	10023.722395562436
2.35	10591.373773351486	10117.528047180152	10591.373773351486	10117.523657684083	10063.012743829124	10063.008354333055
2.36	10596.298784038241	10136.791335441303	10596.298784038241	10136.789140693261	10084.064750346457	10084.062555598415
2.38	10609.074402254962	10177.707990733907	10609.074402254962	10177.703601237838	10129.245797689437	10129.241408193368
2.4	10626.070517586195	10221.965049850245	10626.070517586195	10221.962855102203	10178.500294127996	10178.498099379955
2.42	10647.300298570088	10269.446191318799	10647.300298570088	10269.441801822715	10231.294916387167	10231.290526891084
2.44	10672.359911791675	10319.677349862133	10672.359911791675	10319.675155114091	10286.659586531445	10286.657391783403
