R	12B1_10B1	12B2_10B2	10A2_12B1	10A2_12B2	12A2_10B1	12A2_10B2	12A2_10A2
2.56	1795.8204335469054	1795.8226282949472	1811.5414012893016	1811.5435960373434	1738.544139355945	1738.544139355945	1754.265107098341
2.59	1768.089814030347	1768.0920087783888	1782.1954484870366	1782.1976432350784	1711.1822372108727	1711.1822372108727	1725.2878716675623
2.61	1750.8083816783328	1750.8083816783328	1764.1282969601161	1764.1282969601161	1694.1246689843829	1694.1246689843829	1707.4445842661662
2.63	1734.5475063170743	1734.5475063170743	1747.2528926463856	1747.2528926463856	1678.0722945373127	1678.0722945373127	1690.777680866624
2.66	1712.0842779321392	1712.0842779321392	1724.1136823887937	1724.1136823887937	1655.8921884251176	1655.8921884251176	1667.921592881772
2.68	1698.3539450910757	1698.3539450910757	1710.0563323640672	1710.0563323640672	1642.3352405295736	1642.3352405295736	1654.037627802565
2.71	1679.5230218197394	1679.5230218197394	1690.8720549325808	1690.8720549325808	1623.7413498720125	1623.7413498720125	1635.090382984854
2.73	1668.053277664425	1668.053277664425	1679.2420942950412	1679.2420942950412	1612.414264214618	1612.414264214618	1623.6030808452342
2.76	1652.3740101098665	1652.3718153618247	1663.4091945023683	1663.4069997543265	1596.9303290860116	1596.9303290860116	1607.9655134785135
2.79	1638.3144653121417	1638.3122705640853	1649.2860020613443	1649.283807313288	1583.04855872989	1583.04855872989	1594.0200954790926
2.82	1625.679310845284	1625.679310845284	1636.657431838612	1636.657431838612	1570.57801024137	1570.57801024137	1581.5561312346981
2.85	1614.279798577394	1614.279798577394	1625.3303462061594	1625.3303462061594	1559.3321302115946	1559.3321302115946	1570.38267784036
2.88	1603.9359592688998	1603.933764520858	1615.1203864034178	1615.118191655376	1549.1331441490474	1549.1331441490474	1560.3175712835655
2.91	1594.467823730156	1594.467823730156	1605.8497780386679	1605.8497780386679	1539.8120566043071	1539.8120566043071	1551.194010912819
2.94	1585.7239544710756	1585.7239544710756	1597.367083596866	1597.3648888488242	1531.2086511200323	1531.210845868074	1542.8517802458227
2.97	1577.5485245055024	1577.5463297574606	1589.5186708149413	1589.5164760668995	1523.1802691734192	1523.1802691734192	1535.150415482858
3.01	1567.266138092251	1567.266138092251	1579.7981394760282	1579.7981394760282	1513.101994153316	1513.101994153316	1525.6339955370931
3.04	1559.834727113761	1559.834727113761	1572.8890781071386	1572.8890781071386	1505.8351891531638	1505.8351891531638	1518.8895401465415
3.08	1550.0395743913687	1550.0395743913687	1563.9542659181898	1563.9542659181898	1496.279263767632	1496.279263767632	1510.1939552944532
3.12	1540.075426169613	1540.075426169613	1555.0655434131622	1555.0655434131622	1486.580679859224	1486.580679859224	1501.5707971027732
3.16	1529.624044281969	1529.6262390300108	1545.9419830424013	1545.944177790443	1476.4299782036978	1476.4299782036978	1492.7479169641301
3.2	1518.248674217568	1518.2947639014892	1536.1797514907084	1536.2368148898822	1465.3860148190288	1465.3750411037763	1483.3170920921693
3.24	1505.892252552323	1505.892252552323	1525.7810435310967	1525.7810435310967	1453.3456366221799	1453.3456366221799	1473.2344276009535
3.28	1492.1399722557835	1492.1399722557835	1514.3332468312583	1514.3354415793	1440.014747625144	1440.0125528771023	1462.2080222006189
3.33	1472.5935616969364	1472.59795119302	1498.1908877893438	1498.1952772854274	1421.0587238152802	1421.0587238152802	1446.6560499076877
3.37	1454.8292851501756	1454.8336746462592	1483.5475404618192	1483.5519299579028	1403.816796903062	1403.816796903062	1432.5350522147055
3.42	1429.7543086673686	1429.7586981634522	1462.7984089496022	1462.8027984456858	1379.4616972038348	1379.4616972038348	1412.5057974860683
3.47	1401.433302401827	1401.4311076537851	1439.14123860345	1439.139043855408	1351.9373838284664	1351.9373838284664	1389.6453200300894
3.53	1363.3588435767742	1363.3588435767742	1406.8433520313847	1406.8433520313847	1314.9185979877657	1314.9185979877657	1358.4031064423762
3.58	1328.5830884624593	1328.5830884624593	1376.814833162236	1376.814833162236	1281.0997522708203	1281.0997522708203	1329.331496970597
3.64	1283.8366008822923	1283.8344061342505	1337.465226723376	1337.4630319753342	1237.5998805799172	1237.5998805799172	1291.228506421001
3.7	1236.5639603528834	1236.5639603528834	1295.1219863768056	1295.1219863768056	1191.6748142747965	1191.6748142747965	1250.2328402987187
3.77	1179.4303246598429	1179.4303246598429	1243.0889410890522	1243.0889410890522	1136.0818904839543	1136.0818904839543	1199.7405069131637
3.83	1129.3242666300794	1129.3242666300794	1196.8039363796706	1196.8039363796706	1087.5209338524728	1087.5209338524728	1155.000603602064
3.9	1070.5379870094912	1070.535792261464	1141.906747193847	1141.9045524458197	1030.6353045134165	1030.6353045134165	1102.0040646977723
3.98	1003.9801106886152	1003.9779159405734	1079.082134321594	1079.079939573552	966.4214172539796	966.4214172539796	1041.5234408869583
4.06	946.5787159840693	946.5787159840693	1017.0673828776489	1017.0673828776489	911.4232697331317	911.4232697331317	981.9119366267114
4.14	916.5699498223403	916.5677550742985	956.685522678803	956.6833279307612	883.9033458788035	883.9033458788035	924.0189187352662
4.23	880.6748740554467	880.6748740554467	891.4093782158307	891.4093782158307	850.9031405074929	850.9031405074929	861.6376446678769
4.32	842.4599515054724	842.4599515054724	829.4692481553793	829.4692481553793	815.6335674831935	815.6335674831935	802.6428641331004
4.42	798.4530934412614	798.4530934412614	765.0029650708457	765.0029650708457	774.9341920969455	774.9341920969455	741.4840637265297
4.53	749.7297255795129	749.7319203275547	699.7004836563428	699.7026784043846	729.8541030889901	729.8541030889901	679.82486116582
4.64	702.1607942641567	702.1607942641567	640.4247755968681	640.4247755968681	685.8845556915621	685.8845556915621	624.1485370242735
4.76	652.8733766049845	652.8733766049845	582.6041843159037	582.6041843159037	640.4291650929517	640.4291650929517	570.1599728038709
4.89	603.5991274091211	603.5991274091211	527.8562378471834	527.8562378471834	595.1296014555555	595.1296014555555	519.3867118936178
5.03	555.9863011828566	555.9863011828566	477.6558057514776	477.6558057514776	551.5287714545702	551.5287714545702	473.1982760231913
5.19	508.8102294674318	508.8102294674318	430.6684822178795	430.6684822178795	508.4832122588414	508.4832122588414	430.3414650092891
5.35	469.21920096862596	469.21920096862596	393.7682126715954	393.7682126715954	472.41475159631227	472.41475159631227	396.9637632992817
5.54	431.4125012049626	431.4125012049626	361.29474640595436	361.29474640595436	437.838718379091	437.838718379091	367.72096358008275
5.74	401.19303940596	401.1908446579182	338.4540216823516	338.4518269343098	409.7086550434324	409.7086550434324	346.96963731982396
5.96	377.34931560106634	377.34931560106634	323.53194157815597	323.53194157815597	386.70332431653515	386.70332431653515	332.8859502936248
6.21	359.33044848113786	359.33044848113786	315.47941740308306	315.47941740308306	368.23014472638897	368.23014472638897	324.37911364833417
6.5	346.6294516229682	346.6294516229682	313.010327803102	313.010327803102	354.01477294249344	354.01477294249344	320.3956491226272
6.82	338.7898178581672	338.7898178581672	314.2130487814575	314.2130487814575	344.2086464798922	344.2086464798922	319.63187740318244
7.19	334.0842818008532	334.0842818008532	317.1145033961948	317.1145033961948	337.5124755212746	337.5124755212746	320.5426971166162
7.62	332.62258075327554	332.62258075327554	318.3830667409202	318.3830667409202	334.3827672849293	334.3827672849293	320.14325327257393
8.14	331.9751305801765	331.9751305801765	319.73503046130645	319.73503046130645	332.464559019063	332.464559019063	320.224458900193
8.76	331.65689238869527	331.65908713673707	320.76436649411335	320.76436649411335	331.3364594242157	331.3386541722575	320.4439335296338
9.55	331.4857021662465	331.4857021662465	321.3964534309198	321.3964534309198	330.71754095070355	330.71754095070355	320.62829221537686
10.56	331.40010706750036	331.40010706750036	321.68396519972885	321.68396519972885	330.4453924181871	330.4453924181871	320.7292505504156
11.96	331.36279637574626	331.36279637574626	321.77614451764384	321.77614451764384	330.3532130753156	330.3532130753156	320.76656121721317
14.03	331.34962788751	331.3518226355518	321.79370250197826	321.79370250197826	330.3312656198541	330.3334603678959	320.77534023432236
17.58	331.34743316442473	331.34962791246653	321.7958972749766	321.7958972749766	330.3312656198541	330.3334603678959	320.77972973040596
25.83	331.34962788751	331.3474331394682	321.79809199806186	321.79589725002006	330.3334603678959	330.3334603678959	320.78192447844776
