R	10B1_2A1	10B1_2B1	10B2_2A1	10B2_2B2	10A2_2B1	10A2_2B2
2.1800000000000003e-08	2429597704673559.5	2309761759138739.0	2429596464408493.0	2309761345723328.5	2143096435432228.2	2143097262281884.0
2.19e-08	2424633307700530.0	2313904268947302.5	2424632480850874.0	2313904268947302.5	2145569952025606.8	2145570778875262.8
2.2000000000000002e-08	2420175768719172.0	2318000475231626.5	2420174528454108.0	2318000061816218.5	2148080676778172.0	2148081503627828.0
2.21e-08	2416203589676093.5	2322048310914657.0	2416202349392192.0	2322048310895822.5	2150630676823484.0	2150631917088550.8
2.2200000000000004e-08	2412694032215163.5	2326046535674818.5	2412692791950099.5	2326046535674818.5	2153222432691676.2	2153223672956740.2
2.23e-08	2409625184886420.5	2329995149549782.5	2409623944621353.5	2329994736134374.0	2155858838384796.0	2155859665234454.8
2.2400000000000002e-08	2406973482521748.0	2333891258556338.5	2406972655672092.0	2333891258556338.5	2158542787829556.2	2158543614679212.2
2.25e-08	2404717427030084.0	2337734862713318.5	2404716186765017.0	2337734449297910.0	2161279655576969.2	2161280482426628.0
2.2599999999999997e-08	2402833866696398.0	2341524308302575.5	2402832626412494.0	2341524308302573.0	2164073162441081.0	2164074402724982.2
2.27e-08	2401301716863871.5	2345259595324108.0	2401300476579967.5	2345259595324108.0	2166931163446523.5	2166932403730427.5
2.29e-08	2399201108843879.0	2352561905772919.0	2399199455144567.0	2352561078904428.5	2172868347410832.0	2172869174241653.5
2.2999999999999998e-08	2398590067983882.5	2356127275463214.0	2398588827718815.5	2356127275463211.5	2175965720986794.2	2175966961251858.2
2.3100000000000002e-08	2398245272261133.0	2359635592640240.0	2398243618561821.0	2359634765790584.0	2179163143220473.8	2179163970070129.5
2.32e-08	2398143983338349.5	2363083136471129.5	2398144810188005.5	2363084376755030.5	2182473016819043.5	2182473430253288.8
2.33e-08	2398272558262120.0	2366474454619571.5	2398272971677530.5	2366475281469230.0	2185906917640021.5	2185907331074269.2
2.3500000000000002e-08	2399140335497743.0	2373079731957146.0	2399141162347399.0	2373080972241050.0	2193202199857336.5	2193202613291584.5
2.36e-08	2399846050483278.5	2376296171695249.5	2399846463917523.5	2376297411979150.5	2197082598758095.2	2197083425607751.2
2.37e-08	2400711760623016.0	2379453905220771.5	2400712587472672.0	2379455145485838.0	2201132088140437.5	2201132501555848.2
2.3799999999999998e-08	2401724236322455.0	2382550451965909.5	2401725063172111.0	2382552105665221.5	2205357696179350.5	2205358523029006.5
2.4e-08	2404132845302578.0	2388569080461258.0	2404133672152234.0	2388570734160570.0	2214315356814602.8	2214316183664258.8
2.41e-08	2405504173150080.5	2391490748796052.5	2405504586584328.5	2391491989079956.0	2219022190562352.5	2219023017412008.5
2.4300000000000003e-08	2408522996159384.0	2397167475551867.5	2408523409574795.0	2397168715816934.5	2228799257850771.8	2228800084700427.8
2.44e-08	2410156434895859.5	2399923360803705.0	2410156848330105.0	2399924187653361.0	2233816573107619.8	2233816986523030.5
2.46e-08	2413619275435973.5	2405273069057291.5	2413619688851384.0	2405273895906950.0	2243972336860511.0	2243972750294759.0
2.4700000000000003e-08	2415458185963566.0	2407868959173766.0	2415458599397811.5	2407870199457667.5	2249061174509031.0	2249062001358687.0
2.49e-08	2419215797888143.5	2412911493298041.0	2419216211322391.5	2412912733581945.0	2259154511235308.5	2259155338084964.5
2.5e-08	2421146901992304.5	2415359377589747.5	2421147315426549.5	2415360204439403.5	2264124282740522.0	2264124696155933.0
2.52e-08	2425087247389543.0	2420106726895308.0	2425087660804954.0	2420116235638103.0	2273838509549242.5	2273847604876626.5
2.5400000000000002e-08	2429098701744205.5	2424684572303876.5	2429098701744205.5	2424693667631258.0	2283215795697537.0	2283224891024918.5
2.55e-08	2431117865214323.0	2426906726997304.0	2431118278629734.0	2426907967262370.5	2287759740307868.5	2287760567157524.5
2.57e-08	2435174796187063.5	2431234864224072.5	2435175209602474.0	2431236104489139.5	2296548310480374.0	2296549137330030.0
2.59e-08	2439227592949195.0	2435407553979167.0	2439228006364603.0	2435408794244231.0	2304926350504893.5	2304927177354549.5
2.61e-08	2443254343975407.0	2439432237890656.5	2443254757409652.5	2439433478174557.5	2312893033512933.5	2312893860362589.5
2.63e-08	2447234378099640.5	2443316357605449.5	2447234378099640.5	2443317184455105.5	2320457041416469.5	2320457868266125.5
2.65e-08	2451152812028079.0	2447064874202646.0	2451152812028079.0	2447065701052302.0	2327628709826787.5	2327629536676443.5
2.67e-08	2454995589316565.5	2450682748780186.0	2454995589316565.5	2450683575629842.0	2334422095150369.5	2334422922000025.5
2.69e-08	2458732530037412.5	2454173702152102.5	2458732530037412.5	2454174529001758.5	2340853320946093.5	2340854147795749.5
2.71e-08	2462388853058040.5	2457540214848531.0	2462388853058040.5	2457541041698187.0	2346937270451271.5	2346938097300927.5
2.7400000000000004e-08	2467672000017896.5	2462364047606024.5	2467672000017896.5	2462364874455680.5	2355450086743726.5	2355450913593382.5
2.76e-08	2471048848344445.0	2465428347271077.5	2471048848344445.0	2465429174120733.5	2360731993438518.5	2360732820288174.5
2.7900000000000002e-08	2475884256959456.0	2469801961153595.5	2475884256959456.0	2469802374569003.5	2368105412825916.5	2368105826241324.5
2.81e-08	2478948143209101.0	2472569008866377.0	2478947729793690.0	2472569422300622.0	2372672922623197.0	2372673749472853.0
2.84e-08	2483296538205355.0	2476497778368423.5	2483296124789947.0	2476498191802671.5	2379034279726566.5	2379035106576222.5
2.8700000000000002e-08	2487341893339415.0	2480159889336649.0	2487341893339415.0	2480160716186305.0	2384842061917448.5	2384842888767104.5
2.89e-08	2489868741632023.0	2482453566402910.5	2489868741632023.0	2482454393252566.5	2388424795431687.5	2388425622281343.5
2.92e-08	2493401450826819.5	2485672486689979.5	2493401037411411.5	2485672900124227.5	2393390432688618.0	2393391259538274.0
2.96e-08	2497664267043759.0	2489565701732157.0	2497663853628348.0	2489566115166404.5	2399313973624180.5	2399314800473839.0
2.99e-08	2500480512226324.0	2492166966380815.5	2500480512226324.0	2492167379796223.5	2403254319040258.5	2403254732455666.5
3.02e-08	2502996198076828.0	2494507773802138.5	2502996198076828.0	2494508187236386.0	2406808526269607.5	2406808939703855.0
3.06e-08	2505892647525361.0	2497228104594100.5	2505892647525361.0	2497228518009511.5	2410998993282893.5	2410999406698304.0
3.09e-08	2507731144656383.0	2498976475244440.5	2507731144656383.0	2498976888659851.0	2413771415490184.0	2413771828905595.0
3.13e-08	2509754442355946.5	2500927010306105.0	2509754442355946.5	2500927423721515.5	2417030851353903.0	2417031264769314.0
3.17e-08	2511309330488091.5	2502448824508509.0	2511309743922337.0	2502449651376999.0	2419869421420679.0	2419869834854924.5
3.2200000000000004e-08	2512618644724394.5	2503787905275929.0	2512619058158639.5	2503788732144419.0	2422903127704961.5	2422903541139206.5
3.26e-08	2513213562063185.5	2504446903359482.5	2513213975478596.0	2504458892651245.5	2425025647193751.0	2425037223070103.0
3.31e-08	2513426888897780.0	2504790872213735.5	2513427302332028.0	2504791699082229.0	2427425574280738.0	2427425987714983.0
3.3599999999999996e-08	2513101524113705.5	2504623022034893.0	2513101937529114.0	2504623848865709.0	2429644008178967.5	2429644421594375.5
3.42e-08	2512088634998856.0	2503834208800171.0	2512089461829675.0	2503835449046400.5	2432249407057069.0	2432249820472479.5
3.48e-08	2510496538669849.5	2502483138722154.0	2510496538669849.5	2502483965571810.0	2434932529652170.0	2434933356501826.0
3.54e-08	2508436446207670.5	2500692185380444.0	2508437273057326.5	2500689704850310.5	2437818643508255.5	2437815336128466.0
3.61e-08	2505579685467295.0	2498157895459766.5	2505579685467295.0	2498158308894014.5	2441460910103566.5	2441461323537814.0
3.6800000000000005e-08	2502388878030866.0	2495308162932049.5	2502388878030866.0	2495308162932049.5	2445377276917282.0	2445377276917282.0
3.76e-08	2498576694104312.5	2491857725136781.0	2498576694104312.5	2491858138552189.0	2450026231264437.5	2450026644679845.5
3.85e-08	2494287832170293.0	2487971538307265.0	2494287832170293.0	2487971951722675.5	2455322194384546.5	2455322607799957.5
3.95e-08	2489917112252153.5	2484022924413461.0	2489916698836745.5	2484022510998053.0	2461037369564615.5	2461037369564615.5
4.05e-08	2485802715294230.0	2480295905869654.0	2485802715294230.0	2480295905869654.0	2466383357023004.5	2466383357023004.5
4.17e-08	2482831849489646.5	2477743011859963.5	2482839291117715.5	2477750453488033.0	2472157651849897.5	2472157651849897.5
4.3099999999999996e-08	2480584889344200.5	2475916504058381.5	2480584889344200.5	2475916504058381.5	2477914582890520.5	2477914582890520.5
4.46e-08	2479646416566564.0	2475351353269542.0	2479646416566564.0	2475351766684950.0	2482908332960419.5	2482908746375827.5
4.64e-08	2479696027470598.5	2475770565329499.0	2479696027470598.5	2475770978763747.0	2487398532437271.0	2487398945871519.0
4.85e-08	2480464996332403.5	2476825210286063.0	2480464996332403.5	2476825210286063.0	2490841528604470.0	2490841528604470.0
5.11e-08	2481510959395831.5	2478123775476832.5	2481510959395831.5	2478123775476832.5	2492928493614550.5	2492928493614550.5
5.4299999999999997e-08	2482398994419777.5	2479201985620346.0	2482398994419777.5	2479202399054591.0	2493026888572958.5	2493027302007203.5
5.8499999999999994e-08	2482812831985225.0	2479759281365705.5	2482812831985225.0	2479759281365705.5	2490744373948803.5	2490744373948803.5
6.440000000000001e-08	2482582554742092.0	2479602593610127.0	2482582554742092.0	2479602593610127.0	2486305439056456.0	2486305439056456.0
7.37e-08	2481718911717077.0	2478764996302194.5	2481718911717077.0	2478764996302194.5	2481440263872655.5	2481440263872655.5
9.28e-08	2480545200636046.0	2477589218087603.5	2480545200636046.0	2477589218087603.5	2479527350404423.0	2479527350404423.0
1e-06	2479220589709356.5	2479220589709356.5	2479220589709356.5	2479220589709356.5	2479220589709356.5	2479220589709356.5
