R	8B1_2A1	8B1_2B1	8B2_2A1	8B2_2B2	8A2_2B1	8A2_2B2
2.4e-08	2139751007373780.8	2124187242532460.8	2139751007373780.8	2124188069382116.8	2155513629208967.5	2155514456058623.2
2.41e-08	2141045851750515.5	2127032427396487.2	2141045851750515.5	2127033254246143.2	2157937948332559.2	2157938775182215.2
2.4300000000000003e-08	2144021265218789.8	2132665744611273.5	2144021265218789.8	2132666571460929.5	2161773283992976.8	2161774110842632.8
2.44e-08	2145684883920630.8	2135451809828476.0	2145684883920630.8	2135452223243886.8	2165124913433264.0	2165125326848674.8
2.46e-08	2149308546445765.5	2140962340067083.5	2149308546445765.5	2140962753501331.5	2169840429055312.5	2169840842489560.5
2.4700000000000003e-08	2151274791613227.5	2143685564823427.5	2151274791613227.5	2143686391673083.5	2172174621698222.2	2172175448547878.2
2.49e-08	2155374718711583.5	2149070414121480.8	2155374305296172.5	2149070827555726.0	2176801251161166.8	2176802078010822.8
2.5e-08	2157518736253765.2	2151731211851208.5	2157518736253765.2	2151731625266619.2	2179093687981198.8	2179094101396609.8
2.52e-08	2161964285924523.5	2156983765430288.2	2161964285924523.5	2156992860757672.5	2183629777548050.2	2183638872875434.2
2.5400000000000002e-08	2166579752945363.8	2162165623505035.0	2166579752945363.8	2162174718832416.2	2188125351538253.8	2188134446865635.0
2.55e-08	2168937924190633.2	2164726785973614.0	2168937924190633.2	2164727612823269.8	2190354947878587.2	2190355774728243.2
2.57e-08	2173737364911522.0	2169797432948531.2	2173737364911522.0	2169798259798187.2	2194786027708617.5	2194786854558273.5
2.59e-08	2178619490485023.5	2174799451514995.5	2178619490485023.5	2174800278364651.5	2199180312794869.0	2199181139644525.0
2.61e-08	2183558668571789.2	2179736562487038.5	2183558255156378.5	2179736975921283.5	2203541523970216.5	2203542350819872.5
2.63e-08	2188531334041381.2	2184613313547190.5	2188531334041381.2	2184614140396846.5	2207873795445265.2	2207874622294921.2
2.65e-08	2193521363297248.2	2189433425471815.2	2193520949881837.5	2189433838906060.5	2212179607750149.0	2212180434599805.0
2.67e-08	2198512632837013.5	2194199792300634.0	2198512219402768.5	2194200205716044.8	2216461028074933.8	2216461854924589.8
2.69e-08	2203474135826827.2	2198915307941517.2	2203473722411419.2	2198915721375765.0	2220720123477836.0	2220720950327492.0
2.71e-08	2208430264303291.5	2203581626093782.0	2208430264303291.5	2203582452943438.0	2224957720808514.5	2224958547658170.5
2.7400000000000004e-08	2215803270275281.2	2210495317863409.2	2215802856841033.2	2210495731278817.2	2231275668389692.0	2231276495239347.8
2.76e-08	2220666378325521.5	2215045877252154.0	2220666378325521.5	2215046704101810.0	2235459107171479.5	2235459934021135.5
2.7900000000000002e-08	2227869880381679.5	2221787584575819.0	2227869880381679.5	2221787997991227.0	2241691889388750.2	2241692302804158.2
2.81e-08	2232604413545823.8	2226225279203099.8	2232604413545823.8	2226226106052755.8	2245815795089468.8	2245816621939124.8
2.84e-08	2239595829013616.8	2232797069176685.2	2239595829013616.8	2232797896026341.0	2251952662878462.5	2251953489728118.5
2.8700000000000002e-08	2246447507153201.5	2239265503150435.5	2246447093718953.8	2239265916565843.8	2258023796242219.0	2258024623091875.0
2.89e-08	2250933572400610.2	2243518397171498.0	2250933572400610.2	2243519224021154.0	2262031943198257.5	2262032770047913.5
2.92e-08	2257536782623465.0	2249807818486624.8	2257536782623465.0	2249808645336280.8	2267979462755017.0	2267980289604672.5
2.96e-08	2266131043465794.5	2258032478154192.5	2266131043465794.5	2258033305003851.0	2275792351971859.5	2275793178821518.0
2.99e-08	2272366719628607.0	2264053173783098.0	2272366719628607.0	2264053587198506.0	2281532746057029.5	2281533159472437.5
3.02e-08	2278439920125923.5	2269951495851233.5	2278439920125923.5	2269951909285481.5	2287172264615981.0	2287172678050229.0
3.06e-08	2286283402742376.5	2277618859811116.0	2286283402742376.5	2277619273226527.0	2294523359100330.5	2294523772515741.5
3.09e-08	2291972118789954.5	2283217449378012.0	2291972118789954.5	2283217862793422.5	2299904074168941.0	2299904487584352.0
3.13e-08	2299297994388043.0	2290470562338201.5	2299297994388043.0	2290470975753612.5	2306890115142222.0	2306890528557633.0
3.17e-08	2306326618033857.5	2297466112054274.5	2306326618033857.5	2297466525488519.5	2313641331189842.0	2313641744624087.0
3.2200000000000004e-08	2314679025756705.0	2305848286308239.5	2314679439190950.0	2305849113176729.5	2321750645528137.5	2321751058962382.5
3.26e-08	2321010616328954.0	2312243957625251.0	2321011029763202.0	2312255946935851.0	2327954901460520.5	2327966477336872.5
3.31e-08	2328473748743952.0	2319837732059907.5	2328474162178197.0	2319838558928398.0	2334417960902087.0	2334418374336332.5
3.3599999999999996e-08	2335403977469032.5	2326925475390220.0	2335404390884443.5	2326926302221039.0	2338707649704602.5	2338708063120010.5
3.42e-08	2342943179920553.0	2334688753721868.0	2342943179920553.0	2334689167137279.0	2342713729527078.5	2342714142942489.5
3.48e-08	2349442620690487.5	2341429220742792.0	2349442620690487.5	2341430047592448.0	2345431579751236.0	2345432406600892.0
3.54e-08	2354459935928501.0	2346715675101274.5	2354459935928501.0	2346712367721485.0	2346912051565007.5	2346908744185218.0
3.61e-08	2357458501168316.5	2350036711160788.5	2357458501168316.5	2350037124595036.5	2347168787959468.5	2347169201393716.5
3.6800000000000005e-08	2357181920419775.5	2350101205320959.0	2357181920419775.5	2350101205320959.0	2346071973745779.0	2346071973745779.0
3.76e-08	2354324332810904.0	2347605363843372.0	2354324332810904.0	2347605777258780.0	2343461200354331.0	2343461613769739.0
3.85e-08	2349441793821994.5	2343125499958966.0	2349441793821994.5	2343125913374377.0	2339320757679322.0	2339321171094733.0
3.95e-08	2343051083621755.5	2337156895783063.0	2343051083621755.5	2337156895783063.0	2333811881121189.0	2333811881121189.0
4.05e-08	2336371389928130.5	2330864580503554.5	2336371389928130.5	2330864580503554.5	2327895781813696.5	2327895781813696.5
4.17e-08	2328700718588458.5	2323611880958775.5	2328701958872362.5	2323613121242679.5	2320879974309298.5	2320879974309298.5
4.3099999999999996e-08	2321052372170671.5	2316383986884852.5	2321052372170671.5	2316383986884852.5	2313495392479796.5	2313495392479796.5
4.46e-08	2315087075393392.0	2310792012096370.0	2315087075393392.0	2310792425511778.0	2307089385570334.0	2307089798985742.0
4.64e-08	2310987975125855.0	2307062512984755.5	2310987975125855.0	2307062926419003.0	2301680971066491.5	2301681384500739.5
4.85e-08	2309096146295603.5	2305456360249263.5	2309096146295603.5	2305456360249263.5	2298004803710620.5	2298004803710620.5
5.11e-08	2308367279557367.0	2304980095638368.0	2308367279557367.0	2304980095638368.0	2295864093548228.0	2295864093548228.0
5.4299999999999997e-08	2307640893349258.5	2304443884549827.0	2307640893349258.5	2304444297984072.5	2294835907742994.5	2294836321177239.5
5.8499999999999994e-08	2305881773672228.5	2302828223052709.0	2305881773672228.5	2302828223052709.0	2294360883416000.5	2294360883416000.5
6.440000000000001e-08	2302707916625498.5	2299727955493533.5	2302707916625498.5	2299727955493533.5	2294111588668446.0	2294111588668446.0
7.37e-08	2299055727834313.0	2296101812419430.5	2299055727834313.0	2296101812419430.5	2293983013744673.0	2293983013744673.0
9.28e-08	2296536734622856.5	2293580752074414.5	2296536734622856.5	2293580752074414.5	2294848310468999.5	2294848310468999.5
1e-06	2294988599055425.5	2294988599055425.5	2294988599055425.5	2294988599055425.5	2294988599055425.5	2294988599055425.5
