R	8B1_2A1	8B1_2B1	8B2_2A1	8B2_2B2	8A2_2B1	8A2_2B2
Intensities	4.060889896618401	4.250373220133488	4.060934391583041	4.250326709587203	4.218161763832633	4.218071314243696
2e-08	2419353468101626.5	2017842153254202.5	2419353468101626.5	2017842566669613.2	2061758131606493.0	2061758545021903.8
2.0099999999999998e-08	2398744688605898.0	2019798889678869.5	2398744688605898.0	2019799303113117.5	2063554046027304.5	2063554459461552.5
2.0200000000000002e-08	2379132674666139.5	2021814332297281.0	2379132674666139.5	2021815159146937.0	2065401225032622.8	2065402051882278.8
2.03e-08	2360488900035132.5	2023886827485468.0	2360488900035132.5	2023887240900876.2	2067298428376220.8	2067298841791628.8
2.04e-08	2342786492164977.0	2026013894637948.5	2342786492164977.0	2026014721487604.5	2069243175490290.8	2069244002339946.8
2.0499999999999998e-08	2326001059037903.5	2028195533773565.0	2326000645603655.5	2028195947188973.0	2071234226090931.5	2071235052940587.5
2.0600000000000002e-08	2310106554880320.0	2030428850927933.5	2310106554880320.0	2030429677777592.0	2073269926516500.0	2073270753366158.8
2.07e-08	2295079827977199.5	2032713432685651.0	2295079827977199.5	2032714259535307.0	2075347796218036.5	2075348623067692.5
2.08e-08	2280896486310766.0	2035045971629251.2	2280896486310766.0	2035046798478907.2	2077465354608890.2	2077466181458546.2
2.09e-08	2267529243880038.5	2037428121476880.8	2267529243880038.5	2037428948326536.8	2079623841991802.8	2079624668841458.8
2.1000000000000003e-08	2254966111374417.0	2039855747961422.5	2254966111374417.0	2039856574811078.5	2081819124137328.5	2081819950986984.5
2.11e-08	2243181043095658.2	2042328024289734.2	2243181043095658.2	2042328851139390.2	2084049547327320.8	2084050374176976.8
2.12e-08	2232150473856811.0	2044842883271747.8	2232150473856811.0	2044843710121403.8	2086313871296713.2	2086314698146369.2
2.13e-08	2221854972719208.2	2047399498095473.2	2221854972719208.2	2047400324945129.2	2088609615477695.0	2088610442327351.0
2.1400000000000003e-08	2212201519237783.5	2049994974796534.5	2212201519237783.5	2049995801627353.2	2090935539661716.2	2090936366492535.2
2.15e-08	2203311246727083.2	2052628486506441.2	2203310833311672.5	2052629313356097.2	2093289163243295.2	2093290403508362.0
2.16e-08	2195089894458139.8	2055297139279649.0	2195089894458139.8	2055297966129305.0	2095668419107711.5	2095669245957367.5
2.17e-08	2181837583941273.2	2052320485527470.8	2181837583941273.2	2052321312377129.5	2094245413241449.0	2094246240091107.8
2.1800000000000003e-08	2180570852396344.0	2060734906861523.5	2180570438980936.0	2060735320295771.5	2100497626378554.8	2100498453228210.8
2.19e-08	2174228099363150.8	2063499060609923.2	2174228099363150.8	2063499887459579.2	2102943443555536.0	2102944270405192.0
2.2000000000000002e-08	2168466207262265.8	2066290913774720.5	2168466207262265.8	2066291740624376.5	2105407037953040.0	2105407864802696.0
2.21e-08	2163263264568377.8	2069107985806941.5	2163263264568377.8	2069109226072008.2	2107886755890587.0	2107887996155653.8
2.2200000000000004e-08	2158596119547622.8	2071948623007277.2	2158596119547622.8	2071949863272341.2	2110380116819205.8	2110381357084269.8
2.23e-08	2154440793616474.8	2074810758279836.8	2154440380182229.8	2074811171695250.2	2112886293908077.8	2112887120757736.5
2.2400000000000002e-08	2150773308134902.8	2077691084169493.0	2150772894719494.8	2077691497603740.8	2115401566305499.2	2115402393155155.2
2.25e-08	2147570097972466.0	2080587533655700.2	2147570097972466.0	2080588360505359.0	2117925107218317.8	2117925934067976.5
2.2599999999999997e-08	2144808011357626.2	2083498452963804.0	2144808011357626.2	2083499693247705.2	2120454022625651.2	2120455262909552.5
2.27e-08	2142464309953084.5	2086422188413321.0	2142463896518839.5	2086423015262979.8	2122987485696672.8	2122988725980576.8
2.29e-08	2138938628952109.5	2092299425881149.5	2138938628952109.5	2092300252711971.0	2128058546105835.2	2128059372936657.0
2.2999999999999998e-08	2137714480098553.5	2095251687577885.5	2137714480098553.5	2095252927842949.5	2130592422592270.2	2130593662857334.2
2.3100000000000002e-08	2136827271924261.0	2098217592303367.5	2136826858508853.0	2098218005737615.5	2133123405133161.0	2133124231982817.0
2.32e-08	2136271216443971.2	2101210369576751.2	2136271216443971.2	2101210783010996.5	2135649013141865.0	2135649426576110.2
2.33e-08	2136108327363061.8	2104310223720513.2	2136108327363061.8	2104310637154761.2	2138168006372158.5	2138168419806406.5
2.3500000000000002e-08	2135574183370406.5	2109513579829809.2	2135574183370406.5	2109513993264057.2	2143181187380724.0	2143181600814972.0
2.36e-08	2136112875007915.2	2112562996219886.2	2136112875007915.2	2112563823069542.2	2145672067779212.0	2145672894628868.0
2.37e-08	2136770632826407.8	2115512777424163.0	2136770632826407.8	2115513190839573.8	2148151785716758.8	2148152199132169.8
2.3799999999999998e-08	2137606989831601.8	2118433205475056.0	2137606989831601.8	2118434032324712.0	2150619100928295.0	2150619927777951.0
