R	3A2_11B1	3A2_11B2	11A2_3A2
Intensities	0.0013613236710543998	0.0013628811325284	4.562495999999999e-10
2e-08	1993140474835102.5	1993140474835102.5	2093084104867591.5
2.0099999999999998e-08	1994321214166469.2	1994321214166469.2	2097383302394059.2
2.0200000000000002e-08	1995539988487841.5	1995539988487841.5	2101656454222284.0
2.03e-08	1996795971024911.8	1996795971024911.8	2105900252934799.8
2.04e-08	1998091228817057.2	1998091228817057.2	2110113871681950.0
2.0499999999999998e-08	1999426588770439.8	1999426588770439.8	2114295243349017.5
2.0600000000000002e-08	2000805771661425.2	2000805771661425.2	2118442714217848.2
2.07e-08	2002231258057818.5	2002231258057818.5	2122555044061051.8
2.08e-08	2003705115093177.0	2003705115093177.0	2126630579141639.8
2.09e-08	2005229409863386.0	2005229409863386.0	2130668492647630.0
2.1000000000000003e-08	2006802902103381.8	2006802902103381.8	2134667544257447.2
2.11e-08	2008422284433372.0	2008422284433372.0	2138626080309451.2
2.12e-08	2010080942056111.5	2010080528621866.2	2142543687388233.8
2.13e-08	2011785489731174.0	2011785489731174.0	2146419125172216.8
2.1400000000000003e-08	2013522284523998.8	2013522284523998.8	2150251980302500.8
2.15e-08	2015291739793479.8	2015291326378071.5	2154042666156824.8
2.16e-08	2017092615312227.0	2017092201877981.8	2157789115639301.0
2.17e-08	2019518588097459.5	2019518588097459.5	2161464042748942.5
2.1800000000000003e-08	2020791107589983.2	2020791107589983.2	2165145171202752.0
2.19e-08	2022689551198648.0	2022689551198648.0	2168755190717975.0
2.2000000000000002e-08	2024623549286022.0	2024623549286022.0	2172320146992859.5
2.21e-08	2026594755551419.8	2026594755551419.8	2175839626630826.2
2.2200000000000004e-08	2028606063921548.8	2028606063921548.8	2179313216178798.8
2.23e-08	2030660781870378.5	2030660781870378.5	2182741329089856.5
2.2400000000000002e-08	2032761803324618.8	2032761803324618.8	2186123965326325.0
2.25e-08	2034914502759936.8	2034914502759936.8	2189461951756703.0
2.2599999999999997e-08	2037122601028044.0	2037122601028044.0	2192755288380985.0
2.27e-08	2039391472661124.2	2039391472661124.2	2196004802048827.0
2.29e-08	2044136754870801.8	2044136341436556.5	2202372360534039.0
2.2999999999999998e-08	2046627221816204.8	2046627221816204.8	2205492059031881.0
2.3100000000000002e-08	2049206988411471.2	2049206988411471.2	2208570001688005.8
2.32e-08	2051883909643567.2	2051883909643567.2	2211606188502418.8
2.33e-08	2054670801710425.8	2054670801710425.8	2214602273174426.5
2.3500000000000002e-08	2060609639355214.2	2060609639355214.2	2220475789790548.5
2.36e-08	2063781429287219.0	2063781429287219.0	2223358182832596.2
2.37e-08	2067099571382357.0	2067099571382357.0	2226203367715462.5
2.3799999999999998e-08	2070574401195393.5	2070574401195393.5	2229008037021675.8
2.4e-08	2078002805981335.0	2078002805981335.0	2234509058517491.2
2.41e-08	2081952660121363.0	2081952660121363.0	2237206237537912.5
