R	4B1_2A1	4B1_2B1	4B2_2A1	4B2_2B2	4A2_2B1	4A2_2B2
2.17e-08	1735009196362936.0	1605492097949133.5	1735009196362936.0	1605492924798792.2	1598200123111605.2	1598200949961264.0
2.1800000000000003e-08	1736003067973361.8	1616167122438541.2	1736003067973361.8	1616167949288197.2	1608888377176679.5	1608889204026335.5
2.19e-08	1736727387029073.2	1625998348275846.0	1736727387029073.2	1625999175125501.8	1618912672097927.8	1618913498947583.8
2.2000000000000002e-08	1737151146790395.2	1634975853302849.8	1737150733356147.2	1634976266718257.8	1628171305518326.2	1628172132367982.2
2.21e-08	1737309901641856.5	1643154622880420.2	1737309488226445.8	1643155449730076.0	1636699831935418.8	1636701072200485.5
2.2200000000000004e-08	1737248714880309.8	1650601218339964.5	1737248714880309.8	1650602458605028.5	1644542074267968.0	1644543314533032.0
2.23e-08	1737018437637176.8	1657388402300538.8	1737018024202931.5	1657388815715952.2	1651748056873094.0	1651748883722752.8
2.2400000000000002e-08	1736669094250739.8	1663586870285329.8	1736668680816494.5	1663587283700740.5	1658370284600369.8	1658371111450025.8
2.25e-08	1736248228472631.0	1669265664155865.2	1736247815057222.8	1669266077590116.0	1664463742867171.5	1664464569716830.2
2.2599999999999997e-08	1735798009597655.2	1674488451203833.2	1735797596182244.5	1674489278072323.5	1670082176825819.0	1670083417109720.2
2.27e-08	1735354405501090.5	1679312283961327.0	1735354405501090.5	1679313524245230.8	1675276024173485.8	1675277264457389.8
2.29e-08	1734597012477963.5	1687957809407003.2	1734597012477963.5	1687958636237824.8	1684576000020188.0	1684576826851009.5
2.2999999999999998e-08	1734323325731478.0	1691860533210810.0	1734323325731478.0	1691861773475874.0	1688762332766357.0	1688763573031421.2
2.3100000000000002e-08	1734138525144094.2	1695528845523200.8	1734138525144094.2	1695529672372856.8	1692687381454374.5	1692688208304030.5
2.32e-08	1734050879212385.2	1698990032345165.2	1734050879212385.2	1698990445779410.5	1696380499218781.5	1696380912653026.8
2.33e-08	1734066175921606.2	1702268072279058.0	1734066175921606.2	1702268485713305.8	1699867318342415.0	1699867731776663.0
2.3500000000000002e-08	1734414279024142.2	1708353675483545.0	1734414279024142.2	1708354088917793.0	1706310946845312.5	1706311360279560.5
2.36e-08	1734740057242464.5	1711190178454435.5	1734740057242464.5	1711191005304091.5	1709300416738909.5	1709301243588565.5
2.37e-08	1735168364648642.5	1713910509246397.8	1735168364648642.5	1713910922661808.5	1712159244631682.2	1712159658047093.0
2.3799999999999998e-08	1735703748887530.2	1716529964530984.5	1735703748887530.2	1716530791380640.5	1714903967422578.2	1714904794272234.2
2.4e-08	1737058126345334.0	1721494361504014.0	1737058126345334.0	1721495188353670.0	1720084998628829.0	1720085825478485.0
2.41e-08	1737868024218034.5	1723854599864006.5	1737868024218034.5	1723855426713662.2	1722539084283538.5	1722539911133194.2
2.4300000000000003e-08	1739729259648675.5	1728373739041159.0	1739729259648675.5	1728374565890815.0	1727221939410091.0	1727222766259747.0
2.44e-08	1740776462977167.8	1730543388885012.8	1740776462977167.8	1730543802300423.5	1729463111626776.5	1729463525042187.5
2.46e-08	1743076341425272.0	1734730135046590.0	1743076341425272.0	1734730548480838.0	1733775952163156.2	1733776365597404.0
2.4700000000000003e-08	1744344726669513.2	1736755499879713.0	1744344726669513.2	1736756326729369.0	1735856715810231.5	1735857542659887.2
2.49e-08	1746998082733497.2	1740693778143394.5	1746998082733497.2	1740694604993050.5	1739893802447731.2	1739894629297387.2
2.5e-08	1748400830811431.8	1742613306408875.0	1748400830811431.8	1742613719824285.8	1741857153669649.0	1741857567085059.8
2.52e-08	1751342343500306.0	1746361823006071.0	1751342343500306.0	1746370918333455.0	1745684220852341.0	1745693316179725.2
2.5400000000000002e-08	1754443024493726.8	1750028895053398.0	1754443024493726.8	1750037990380779.2	1749418681024220.0	1749427776351601.5
2.55e-08	1756045456434021.0	1751834318217001.5	1756045456434021.0	1751835145066657.5	1751254284153183.5	1751255111002839.5
2.57e-08	1759343754118567.5	1755403822155576.8	1759343754118567.5	1755404649005232.8	1754878773509140.0	1754879600358796.0
2.59e-08	1762749128692329.0	1758929089722301.0	1762749128692329.0	1758929916571957.0	1758451998280584.2	1758452825130240.0
2.61e-08	1766245043143346.8	1762422937058596.0	1766245043143346.8	1762423763908252.0	1761988014874007.2	1761988841723663.2
2.63e-08	1769815373950415.0	1765897353456224.5	1769815373950415.0	1765898180305880.5	1765499639449659.5	1765500466299315.5
2.65e-08	1773448131802934.0	1769360193977501.0	1773448131802934.0	1769361020827157.0	1768995553900677.2	1768996380750333.2
2.67e-08	1777131740805711.5	1772818900269332.0	1777131740805711.5	1772819727118988.0	1772482786458559.0	1772483613308214.8
2.69e-08	1780836847861881.0	1776278019976571.0	1780836847861881.0	1776278846826227.0	1775967951882880.5	1775968778732536.5
2.71e-08	1784589498707359.8	1779740860497850.2	1784589498707359.8	1779741687347506.2	1779453944156863.8	1779454771006519.8
2.7400000000000004e-08	1790257956966612.8	1784950004554740.8	1790257956966612.8	1784950831404396.8	1784693268179117.0	1784694095028773.0
2.76e-08	1794049883104838.0	1788429382031470.8	1794049883104838.0	1788430208881126.8	1788190422895201.5	1788191249744857.5
2.7900000000000002e-08	1799743560231515.0	1793661264425654.5	1799743560231515.0	1793661677841062.5	1793445043607844.0	1793445457023252.0
2.81e-08	1803533832670428.2	1797154698327704.2	1803533832670428.2	1797155525177360.2	1796952120519803.0	1796952947369459.0
2.84e-08	1809198570115646.5	1802399810278714.8	1809198570115646.5	1802400637128370.8	1802214596257088.5	1802215423106744.5
2.8700000000000002e-08	1814825272533182.2	1807643268530416.2	1814825272533182.2	1807644095380072.2	1807473351218011.0	1807474178067667.0
2.89e-08	1818548570281788.8	1811133395052676.5	1818548570281788.8	1811134221902332.5	1810972573067655.2	1810973399917311.2
2.92e-08	1824082665688511.2	1816353701551671.2	1824082665688511.2	1816354528401327.0	1816204455443002.0	1816205282292658.0
2.96e-08	1831382495569517.0	1823283930257914.8	1831382495569517.0	1823284757107573.5	1823147913724909.5	1823148740574568.2
2.99e-08	1836738405186108.8	1828424859340600.0	1836738405186108.8	1828425272756008.0	1828297111285322.8	1828297524700731.0
3.02e-08	1842003774944284.5	1833515350669594.8	1842003774944284.5	1833515764103842.8	1833394630808139.0	1833395044242387.0
3.06e-08	1848877364533835.0	1840212821602574.5	1848877364533835.0	1840213235017985.2	1840099956822273.2	1840100370237684.0
3.09e-08	1853906669101283.0	1845151999689340.0	1853906669101283.0	1845152413104751.0	1845044095988140.2	1845044509403551.0
3.13e-08	1860442491180748.5	1851615059130906.8	1860442491180748.5	1851615472546317.5	1851512529943053.5	1851512943358464.5
3.17e-08	1866780696531414.0	1857920190551831.0	1866780696531414.0	1857920603986076.2	1857821795612260.5	1857822209046505.8
3.2200000000000004e-08	1874396795887952.8	1865566056439487.2	1874396795887952.8	1865566469873732.2	1865472209163607.2	1865472622597852.5
3.26e-08	1880243853371581.2	1871477194667878.5	1880243853371581.2	1871488770544230.2	1871385414506718.5	1871396990383070.5
3.31e-08	1887239816521899.5	1878603799837855.0	1887239816521899.5	1878604213272100.2	1878514500225665.8	1878514913659911.0
3.3599999999999996e-08	1893881475187844.8	1885402973109032.0	1893881475187844.8	1885403386524440.0	1885314913761909.5	1885315327177317.5
3.42e-08	1901383056045930.2	1893128629847245.5	1901383056045930.2	1893129043262656.2	1893041397349778.8	1893041810765189.8
3.48e-08	1908374884947968.5	1900361485000272.8	1908374884947968.5	1900362311849928.8	1900274665937051.5	1900275492786707.5
3.54e-08	1914867710920649.8	1907123450093423.2	1914867710920649.8	1907120142713633.5	1907036217614793.8	1907032910235004.2
3.61e-08	1921817370584399.8	1914395580576871.5	1921817370584399.8	1914395994011119.5	1914307521229749.0	1914307934663997.0
3.6800000000000005e-08	1928109685863905.2	1921028970765088.5	1928109685863905.2	1921028970765088.5	1920939671152899.2	1920939671152899.2
3.76e-08	1934536777392512.2	1927817808424980.2	1934536777392512.2	1927818221840388.2	1927726855113479.0	1927727268528887.2
3.85e-08	1940845216212060.2	1934528922349032.0	1940845216212060.2	1934529335764442.8	1934435901922808.0	1934436315338218.8
3.95e-08	1946789428370195.5	1940895240531503.0	1946789428370195.5	1940895240531503.0	1940800979840215.0	1940800979840215.0
4.05e-08	1951713723200822.5	1946206913776246.8	1951713723200822.5	1946206913776246.8	1946111412801054.8	1946111412801054.8
4.17e-08	1956422210629047.0	1951333372999364.2	1956422210629047.0	1951333372999364.2	1951237872024172.2	1951237872024172.2
4.3099999999999996e-08	1960494024895597.2	1955825639609778.2	1960494024895597.2	1955825639609778.2	1955732619183554.2	1955732619183554.2
4.46e-08	1963454555107733.0	1959159491810710.8	1963454555107733.0	1959159905226118.8	1959072672747489.5	1959073086162897.5
4.64e-08	1965490668948715.0	1961565206807615.0	1965490668948715.0	1961565620241863.0	1961490377036156.5	1961490790470404.5
4.85e-08	1966442371302015.2	1962802585255675.0	1966442371302015.2	1962802585255675.0	1962746359573227.0	1962746359573227.0
5.11e-08	1966242687439658.2	1962855503520659.2	1966242687439658.2	1962855503520659.2	1962824910139885.8	1962824910139885.8
5.4299999999999997e-08	1964975955894726.2	1961778947095294.8	1964975955894726.2	1961779360529540.0	1961775226281260.0	1961775639715505.2
5.8499999999999994e-08	1962882789521643.0	1959829238902123.2	1962882789521643.0	1959829238902123.2	1959844949026758.0	1959844949026758.0
6.440000000000001e-08	1960557278790706.8	1957577317658741.8	1960557278790706.8	1957577317658741.8	1957596748597408.2	1957596748597408.2
7.37e-08	1958753095873332.8	1955799180458450.2	1958753095873332.8	1955799180458450.2	1955811583184458.2	1955811583184458.2
9.28e-08	1958129238871914.5	1955173256323472.2	1958129238871914.5	1955173256323472.2	1955180284536133.5	1955180284536133.5
1e-06	1956160926577172.5	1956160926577172.5	1956160926577172.5	1956160926577172.5	1956160926577172.5	1956160926577172.5
