 R = [25.83, 17.58, 14.03, 11.96, 10.56, 9.55, 8.76, 8.14, 7.62, 7.19, 6.82, 6.5, 6.21, 5.96, 5.74, 5.54, 5.35, 5.19, 5.03, 4.89, 4.76, 4.64, 4.53, 4.42, 4.32, 4.23, 4.14, 4.06, 3.98, 3.9, 3.83, 3.77, 3.7, 3.64, 3.58, 3.53, 3.47, 3.42, 3.37, 3.33, 3.28, 3.24, 3.2, 3.16, 3.12, 3.08, 3.04, 3.01, 2.97, 2.94, 2.91, 2.88, 2.85, 2.82, 2.79, 2.76, 2.73, 2.71, 2.68, 2.66, 2.63, 2.61, 2.59, 2.56, 2.54, 2.52, 2.5, 2.48, 2.46, 2.44, 2.42, 2.4, 2.38, 2.36, 2.35, 2.33, 2.31, 2.3, 2.28, 2.26]
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
  17   2   -529.50725714      0.05283093    11595.05      0.05484129    12036.27      1.4923
  18   2   -529.50643070      0.05365736    11776.43      0.05566772    12217.65      1.5148
  19   2   -529.50492271      0.05516536    12107.40      0.05717572    12548.62      1.5558
  20   2   -529.50353651      0.05655155    12411.63      0.05856191    12852.85      1.5936
  21   2   -529.50191735      0.05817071    12767.00      0.06018108    13208.22      1.6376
  22   2   -529.49958546      0.06050261    13278.79      0.06251297    13720.01      1.7011
  23   2   -529.49901894      0.06106912    13403.12      0.06307948    13844.35      1.7165
  24   2   -529.49594744      0.06414062    14077.24      0.06615099    14518.46      1.8001
 
  25   3   -529.56200972     -0.00192166     -421.76      0.00008870       19.47      0.0024
  26   3   -529.55946086      0.00062721      137.66      0.00263757      578.88      0.0718
  27   3   -529.55253721      0.00755086     1657.22      0.00956122     2098.45      0.2602
  28   3   -529.51209056      0.04799751    10534.24      0.05000787    10975.46      1.3608
  29   3   -529.50725714      0.05283093    11595.05      0.05484129    12036.27      1.4923
  30   3   -529.50643070      0.05365737    11776.43      0.05566773    12217.65      1.5148
  31   3   -529.50492271      0.05516536    12107.40      0.05717572    12548.62      1.5558
  32   3   -529.50353651      0.05655155    12411.63      0.05856191    12852.85      1.5936
  33   3   -529.50191735      0.05817071    12767.00      0.06018107    13208.22      1.6376
  34   3   -529.49958546      0.06050261    13278.79      0.06251297    13720.01      1.7011
  35   3   -529.49901894      0.06106912    13403.12      0.06307948    13844.35      1.7165
  36   3   -529.49594744      0.06414062    14077.24      0.06615098    14518.46      1.8001
 
  37   4   -529.56209843     -0.00201036     -441.22      0.00000000        0.00      0.0000
  38   4   -529.56197771     -0.00188965     -414.73      0.00012072       26.49      0.0033
  39   4   -529.55600556      0.00408250      896.01      0.00609286     1337.23      0.1658
  40   4   -529.51209268      0.04799538    10533.77      0.05000574    10974.99      1.3607
  41   4   -529.50690175      0.05318632    11673.05      0.05519668    12114.27      1.5020
  42   4   -529.50602912      0.05405894    11864.57      0.05606930    12305.79      1.5257
  43   4   -529.50548613      0.05460194    11983.74      0.05661230    12424.96      1.5405
  44   4   -529.50361917      0.05646890    12393.49      0.05847926    12834.71      1.5913
  45   4   -529.50190137      0.05818669    12770.50      0.06019705    13211.73      1.6380
  46   4   -529.49943305      0.06065501    13312.24      0.06266537    13753.46      1.7052
  47   4   -529.49922830      0.06085976    13357.17      0.06287012    13798.40      1.7108
  48   4   -529.49605460      0.06403346    14053.72      0.06604382    14494.94      1.7971
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56201408     -0.00201037     -441.22      0.00000000        0.00      0.0000
   2   1   -529.55947869      0.00052503      115.23      0.00253540      556.45      0.0690
   3   1   -529.55257633      0.00742738     1630.12      0.00943775     2071.35      0.2568
   4   1   -529.50697386      0.05302985    11638.71      0.05504022    12079.93      1.4977
   5   1   -529.50601504      0.05398867    11849.14      0.05599904    12290.37      1.5238
   6   1   -529.50550752      0.05449619    11960.53      0.05650656    12401.76      1.5376
   7   1   -529.50296495      0.05703877    12518.56      0.05904913    12959.79      1.6068
   8   1   -529.50172797      0.05827575    12790.05      0.06028611    13231.27      1.6405
   9   1   -529.49926571      0.06073800    13330.45      0.06274837    13771.68      1.7075
  10   1   -529.49916481      0.06083890    13352.60      0.06284927    13793.82      1.7102
  11   1   -529.49667310      0.06333061    13899.46      0.06534098    14340.69      1.7780
  12   1   -529.49034574      0.06965798    15288.16      0.07166834    15729.38      1.9502
 
  13   2   -529.56191631     -0.00191260     -419.77      0.00009777       21.46      0.0027
  14   2   -529.55936642      0.00063729      139.87      0.00264766      581.09      0.0720
  15   2   -529.55244356      0.00756015     1659.26      0.00957052     2100.49      0.2604
  16   2   -529.51205201      0.04795170    10524.18      0.04996207    10965.41      1.3595
  17   2   -529.50728117      0.05272254    11571.26      0.05473291    12012.48      1.4894
  18   2   -529.50642692      0.05357679    11758.75      0.05558716    12199.97      1.5126
  19   2   -529.50484667      0.05515705    12105.57      0.05716741    12546.80      1.5556
  20   2   -529.50334799      0.05665572    12434.49      0.05866609    12875.72      1.5964
  21   2   -529.50174572      0.05825800    12786.15      0.06026836    13227.38      1.6400
  22   2   -529.49948022      0.06052350    13283.37      0.06253386    13724.60      1.7016
  23   2   -529.49902053      0.06098318    13384.26      0.06299355    13825.49      1.7141
  24   2   -529.49564169      0.06436203    14125.83      0.06637239    14567.06      1.8061
 
  25   3   -529.56191631     -0.00191260     -419.77      0.00009777       21.46      0.0027
  26   3   -529.55936642      0.00063729      139.87      0.00264766      581.09      0.0720
  27   3   -529.55244358      0.00756014     1659.26      0.00957050     2100.48      0.2604
  28   3   -529.51205201      0.04795170    10524.18      0.04996207    10965.41      1.3595
  29   3   -529.50728117      0.05272254    11571.26      0.05473291    12012.48      1.4894
  30   3   -529.50642691      0.05357680    11758.75      0.05558717    12199.97      1.5126
  31   3   -529.50484667      0.05515705    12105.57      0.05716741    12546.80      1.5556
  32   3   -529.50334799      0.05665572    12434.49      0.05866609    12875.72      1.5964
  33   3   -529.50174572      0.05825800    12786.15      0.06026836    13227.38      1.6400
  34   3   -529.49948022      0.06052349    13283.37      0.06253386    13724.60      1.7016
  35   3   -529.49902053      0.06098318    13384.26      0.06299355    13825.49      1.7141
  36   3   -529.49564169      0.06436202    14125.83      0.06637239    14567.06      1.8061
 
  37   4   -529.56201408     -0.00201037     -441.22      0.00000000        0.00      0.0000
  38   4   -529.56188074     -0.00187703     -411.96      0.00013334       29.26      0.0036
  39   4   -529.55591458      0.00408913      897.46      0.00609950     1338.68      0.1660
  40   4   -529.51205422      0.04794949    10523.70      0.04995986    10964.92      1.3595
  41   4   -529.50691655      0.05308716    11651.28      0.05509753    12092.51      1.4993
  42   4   -529.50601885      0.05398486    11848.31      0.05599523    12289.53      1.5237
  43   4   -529.50541435      0.05458936    11980.98      0.05659973    12422.21      1.5402
  44   4   -529.50341859      0.05658512    12419.00      0.05859549    12860.22      1.5945
  45   4   -529.50172117      0.05828254    12791.54      0.06029291    13232.76      1.6407
  46   4   -529.49942103      0.06058268    13296.36      0.06259305    13737.59      1.7032
  47   4   -529.49915707      0.06084665    13354.30      0.06285701    13795.52      1.7104
  48   4   -529.49576392      0.06423979    14099.00      0.06625016    14540.23      1.8028
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56192709     -0.00201038     -441.23      0.00000000        0.00      0.0000
   2   1   -529.55938800      0.00052872      116.04      0.00253909      557.27      0.0691
   3   1   -529.55247592      0.00744079     1633.07      0.00945117     2074.29      0.2572
   4   1   -529.50699114      0.05292558    11615.82      0.05493595    12057.05      1.4949
   5   1   -529.50600916      0.05390756    11831.34      0.05591793    12272.57      1.5216
   6   1   -529.50548031      0.05443641    11947.41      0.05644678    12388.64      1.5360
   7   1   -529.50289330      0.05702342    12515.19      0.05903379    12956.42      1.6064
   8   1   -529.50156866      0.05834806    12805.92      0.06035843    13247.14      1.6424
   9   1   -529.49919990      0.06071682    13325.80      0.06272719    13767.03      1.7069
  10   1   -529.49908159      0.06083512    13351.77      0.06284550    13792.99      1.7101
  11   1   -529.49644053      0.06347619    13931.41      0.06548657    14372.64      1.7820
  12   1   -529.49020765      0.06970906    15299.37      0.07171944    15740.60      1.9516
 
  13   2   -529.56182031     -0.00190360     -417.79      0.00010678       23.44      0.0029
  14   2   -529.55926947      0.00064725      142.05      0.00265762      583.28      0.0723
  15   2   -529.55234799      0.00756873     1661.14      0.00957910     2102.37      0.2607
  16   2   -529.51201920      0.04789752    10512.29      0.04990790    10953.52      1.3581
  17   2   -529.50730550      0.05261122    11546.83      0.05462159    11988.05      1.4863
  18   2   -529.50642816      0.05348856    11739.38      0.05549894    12180.61      1.5102
  19   2   -529.50479596      0.05512075    12097.61      0.05713113    12538.83      1.5546
  20   2   -529.50314529      0.05677143    12459.89      0.05878180    12901.11      1.5995
  21   2   -529.50160055      0.05831617    12798.92      0.06032654    13240.15      1.6416
  22   2   -529.49936051      0.06055621    13290.55      0.06256658    13731.78      1.7025
  23   2   -529.49902185      0.06089487    13364.88      0.06290524    13806.10      1.7117
  24   2   -529.49534786      0.06456886    14171.23      0.06657923    14612.45      1.8117
 
  25   3   -529.56182031     -0.00190360     -417.79      0.00010678       23.44      0.0029
  26   3   -529.55926947      0.00064724      142.05      0.00265762      583.28      0.0723
  27   3   -529.55234800      0.00756871     1661.14      0.00957909     2102.37      0.2607
  28   3   -529.51201920      0.04789752    10512.29      0.04990790    10953.52      1.3581
  29   3   -529.50730550      0.05261122    11546.83      0.05462159    11988.05      1.4863
  30   3   -529.50642815      0.05348856    11739.38      0.05549894    12180.61      1.5102
  31   3   -529.50479596      0.05512075    12097.61      0.05713113    12538.83      1.5546
  32   3   -529.50314529      0.05677143    12459.89      0.05878180    12901.11      1.5995
  33   3   -529.50160055      0.05831617    12798.92      0.06032654    13240.15      1.6416
  34   3   -529.49936051      0.06055621    13290.55      0.06256658    13731.78      1.7025
  35   3   -529.49902185      0.06089487    13364.88      0.06290524    13806.10      1.7117
  36   3   -529.49534786      0.06456886    14171.23      0.06657923    14612.45      1.8117
 
  37   4   -529.56192709     -0.00201038     -441.23      0.00000000        0.00      0.0000
  38   4   -529.56178114     -0.00186442     -409.19      0.00014595       32.03      0.0040
  39   4   -529.55582092      0.00409579      898.92      0.00610617     1340.15      0.1662
  40   4   -529.51202146      0.04789526    10511.79      0.04990563    10953.02      1.3580
  41   4   -529.50693343      0.05298329    11628.49      0.05499366    12069.71      1.4965
  42   4   -529.50601344      0.05390328    11830.40      0.05591366    12271.63      1.5215
  43   4   -529.50536236      0.05455436    11973.30      0.05656474    12414.52      1.5392
  44   4   -529.50321134      0.05670538    12445.39      0.05871575    12886.62      1.5977
  45   4   -529.50156120      0.05835552    12807.56      0.06036589    13248.78      1.6426
  46   4   -529.49940942      0.06050730    13279.82      0.06251768    13721.04      1.7012
  47   4   -529.49907463      0.06084209    13353.29      0.06285246    13794.52      1.7103
  48   4   -529.49548351      0.06443321    14141.45      0.06644358    14582.68      1.8080
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56182847     -0.00201039     -441.23      0.00000000        0.00      0.0000
   2   1   -529.55928556      0.00053253      116.88      0.00254291      558.10      0.0692
   3   1   -529.55236339      0.00745470     1636.12      0.00946509     2077.35      0.2576
   4   1   -529.50701200      0.05280608    11589.60      0.05481647    12030.82      1.4916
   5   1   -529.50600756      0.05381053    11810.05      0.05582091    12251.27      1.5190
   6   1   -529.50545854      0.05435954    11930.54      0.05636993    12371.77      1.5339
   7   1   -529.50282249      0.05699559    12509.09      0.05900598    12950.32      1.6056
   8   1   -529.50141654      0.05840155    12817.66      0.06041194    13258.89      1.6439
   9   1   -529.49913060      0.06068749    13319.36      0.06269788    13760.59      1.7061
  10   1   -529.49897695      0.06084114    13353.09      0.06285152    13794.31      1.7103
  11   1   -529.49619542      0.06362267    13963.56      0.06563305    14404.79      1.7860
  12   1   -529.49006329      0.06975480    15309.41      0.07176518    15750.64      1.9528
 
  13   2   -529.56171187     -0.00189379     -415.64      0.00011660       25.59      0.0032
  14   2   -529.55916006      0.00065803      144.42      0.00266841      585.65      0.0726
  15   2   -529.55224067      0.00757741     1663.05      0.00958780     2104.28      0.2609
  16   2   -529.51198886      0.04782923    10497.30      0.04983962    10938.53      1.3562
  17   2   -529.50733268      0.05248540    11519.21      0.05449579    11960.44      1.4829
  18   2   -529.50643414      0.05338394    11716.42      0.05539433    12157.65      1.5074
  19   2   -529.50476149      0.05505659    12083.53      0.05706698    12524.75      1.5529
  20   2   -529.50291371      0.05690438    12489.07      0.05891476    12930.30      1.6032
  21   2   -529.50146924      0.05834884    12806.09      0.06035923    13247.32      1.6425
  22   2   -529.49921328      0.06060481    13301.22      0.06261520    13742.45      1.7038
  23   2   -529.49902221      0.06079588    13343.15      0.06280627    13784.38      1.7090
  24   2   -529.49503708      0.06478100    14217.79      0.06679139    14659.02      1.8175
 
  25   3   -529.56171187     -0.00189379     -415.64      0.00011660       25.59      0.0032
  26   3   -529.55916006      0.00065803      144.42      0.00266841      585.65      0.0726
  27   3   -529.55224069      0.00757740     1663.05      0.00958779     2104.28      0.2609
  28   3   -529.51198886      0.04782923    10497.30      0.04983962    10938.53      1.3562
  29   3   -529.50733268      0.05248540    11519.21      0.05449579    11960.44      1.4829
  30   3   -529.50643414      0.05338395    11716.42      0.05539433    12157.65      1.5074
  31   3   -529.50476149      0.05505659    12083.53      0.05706698    12524.75      1.5529
  32   3   -529.50291371      0.05690438    12489.07      0.05891476    12930.30      1.6032
  33   3   -529.50146924      0.05834884    12806.09      0.06035923    13247.32      1.6425
  34   3   -529.49921328      0.06060481    13301.22      0.06261520    13742.45      1.7038
  35   3   -529.49902221      0.06079588    13343.15      0.06280626    13784.38      1.7090
  36   3   -529.49503709      0.06478100    14217.79      0.06679139    14659.02      1.8175
 
  37   4   -529.56182847     -0.00201039     -441.23      0.00000000        0.00      0.0000
  38   4   -529.56166871     -0.00185062     -406.16      0.00015976       35.06      0.0043
  39   4   -529.55571495      0.00410313      900.53      0.00611352     1341.76      0.1664
  40   4   -529.51199114      0.04782694    10496.80      0.04983733    10938.03      1.3561
  41   4   -529.50695394      0.05286414    11602.34      0.05487453    12043.57      1.4932
  42   4   -529.50601225      0.05380583    11809.02      0.05581622    12250.24      1.5188
  43   4   -529.50532266      0.05449543    11960.36      0.05650581    12401.59      1.5376
  44   4   -529.50298050      0.05683759    12474.41      0.05884797    12915.64      1.6013
  45   4   -529.50140834      0.05840975    12819.46      0.06042014    13260.69      1.6441
  46   4   -529.49939606      0.06042203    13261.10      0.06243242    13702.33      1.6989
  47   4   -529.49897086      0.06084723    13354.42      0.06285762    13795.65      1.7104
  48   4   -529.49518592      0.06463217    14185.12      0.06664255    14626.35      1.8134
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56173001     -0.00201040     -441.23      0.00000000        0.00      0.0000
   2   1   -529.55918370      0.00053592      117.62      0.00254631      558.85      0.0693
   3   1   -529.55225246      0.00746715     1638.85      0.00947755     2080.08      0.2579
   4   1   -529.50703378      0.05268583    11563.20      0.05469623    12004.43      1.4884
   5   1   -529.50601011      0.05370950    11787.87      0.05571990    12229.10      1.5162
   6   1   -529.50544422      0.05427539    11912.07      0.05628579    12353.30      1.5316
   7   1   -529.50276135      0.05695826    12500.89      0.05896866    12942.12      1.6046
   8   1   -529.50129145      0.05842816    12823.50      0.06043856    13264.73      1.6446
   9   1   -529.49906638      0.06065323    13311.85      0.06266363    13753.08      1.7052
  10   1   -529.49886278      0.06085684    13356.53      0.06286723    13797.76      1.7107
  11   1   -529.49596747      0.06375214    13991.98      0.06576254    14433.21      1.7895
  12   1   -529.48992914      0.06979048    15317.24      0.07180087    15758.47      1.9538
 
  13   2   -529.56160407     -0.00188446     -413.59      0.00012594       27.64      0.0034
  14   2   -529.55905140      0.00066822      146.66      0.00267861      587.89      0.0729
  15   2   -529.55213460      0.00758501     1664.72      0.00959541     2105.95      0.2611
  16   2   -529.51196454      0.04775508    10481.03      0.04976547    10922.26      1.3542
  17   2   -529.50735950      0.05236012    11491.72      0.05437051    11932.95      1.4795
  18   2   -529.50644367      0.05327594    11692.72      0.05528634    12133.95      1.5044
  19   2   -529.50474328      0.05497633    12065.91      0.05698673    12507.14      1.5507
  20   2   -529.50268704      0.05703257    12517.20      0.05904297    12958.43      1.6066
  21   2   -529.50136733      0.05835229    12806.85      0.06036268    13248.08      1.6426
  22   2   -529.49906037      0.06065924    13313.16      0.06266964    13754.40      1.7053
  23   2   -529.49901760      0.06070202    13322.55      0.06271241    13763.78      1.7065
  24   2   -529.49474744      0.06497217    14259.74      0.06698257    14700.97      1.8227
 
  25   3   -529.56160407     -0.00188446     -413.59      0.00012594       27.64      0.0034
  26   3   -529.55905140      0.00066821      146.66      0.00267861      587.89      0.0729
  27   3   -529.55213462      0.00758500     1664.71      0.00959539     2105.95      0.2611
  28   3   -529.51196454      0.04775508    10481.03      0.04976547    10922.26      1.3542
  29   3   -529.50735950      0.05236012    11491.72      0.05437051    11932.95      1.4795
  30   3   -529.50644367      0.05327595    11692.72      0.05528634    12133.95      1.5044
  31   3   -529.50474328      0.05497633    12065.91      0.05698673    12507.14      1.5507
  32   3   -529.50268704      0.05703257    12517.20      0.05904297    12958.43      1.6066
  33   3   -529.50136733      0.05835229    12806.85      0.06036268    13248.08      1.6426
  34   3   -529.49906037      0.06065924    13313.16      0.06266964    13754.40      1.7053
  35   3   -529.49901760      0.06070202    13322.55      0.06271241    13763.78      1.7065
  36   3   -529.49474744      0.06497217    14259.74      0.06698257    14700.97      1.8227
 
  37   4   -529.56173001     -0.00201040     -441.23      0.00000000        0.00      0.0000
  38   4   -529.56155705     -0.00183744     -403.27      0.00017296       37.96      0.0047
  39   4   -529.55560942      0.00411019      902.08      0.00612059     1343.31      0.1665
  40   4   -529.51196682      0.04775279    10480.53      0.04976319    10921.76      1.3541
  41   4   -529.50697543      0.05274418    11576.01      0.05475458    12017.24      1.4899
  42   4   -529.50601514      0.05370447    11786.77      0.05571487    12228.00      1.5161
  43   4   -529.50529745      0.05442216    11944.28      0.05643256    12385.51      1.5356
  44   4   -529.50275805      0.05696156    12501.62      0.05897196    12942.85      1.6047
  45   4   -529.50128256      0.05843706    12825.45      0.06044745    13266.68      1.6449
  46   4   -529.49938154      0.06033807    13242.68      0.06234847    13683.91      1.6966
  47   4   -529.49885750      0.06086212    13357.69      0.06287251    13798.92      1.7108
  48   4   -529.49490762      0.06481199    14224.59      0.06682239    14665.82      1.8183
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56162053     -0.00201041     -441.23      0.00000000        0.00      0.0000
   2   1   -529.55907086      0.00053926      118.35      0.00254967      559.59      0.0694
   3   1   -529.55213063      0.00747949     1641.56      0.00948990     2082.79      0.2582
   4   1   -529.50705883      0.05255129    11533.68      0.05456170    11974.91      1.4847
   5   1   -529.50601683      0.05359329    11762.37      0.05560370    12203.60      1.5131
   6   1   -529.50543520      0.05417492    11890.02      0.05618533    12331.25      1.5289
   7   1   -529.50270294      0.05690718    12489.68      0.05891759    12930.92      1.6032
   8   1   -529.50117955      0.05843057    12824.03      0.06044098    13265.26      1.6447
   9   1   -529.49900030      0.06060982    13302.32      0.06262023    13743.55      1.7040
  10   1   -529.49872657      0.06088354    13362.39      0.06289395    13803.63      1.7114
  11   1   -529.49573101      0.06387911    14019.84      0.06588952    14461.08      1.7929
  12   1   -529.48979033      0.06981979    15323.67      0.07183020    15764.91      1.9546
 
  13   2   -529.56148472     -0.00187460     -411.43      0.00013581       29.81      0.0037
  14   2   -529.55893118      0.00067893      149.01      0.00268934      590.24      0.0732
  15   2   -529.55201774      0.00759238     1666.33      0.00960279     2107.57      0.2613
  16   2   -529.51194323      0.04766688    10461.67      0.04967729    10902.91      1.3518
  17   2   -529.50738904      0.05222108    11461.20      0.05423149    11902.44      1.4757
  18   2   -529.50645746      0.05315266    11665.66      0.05516307    12106.89      1.5011
  19   2   -529.50473562      0.05487449    12043.56      0.05688490    12484.79      1.5479
  20   2   -529.50244500      0.05716512    12546.29      0.05917553    12987.53      1.6102
  21   2   -529.50128106      0.05832905    12801.75      0.06033946    13242.98      1.6419
  22   2   -529.49902088      0.06058924    13297.80      0.06259965    13739.03      1.7034
  23   2   -529.49887265      0.06073747    13330.33      0.06274788    13771.57      1.7075
  24   2   -529.49444641      0.06516370    14301.78      0.06717411    14743.01      1.8279
 
  25   3   -529.56148472     -0.00187460     -411.43      0.00013581       29.81      0.0037
  26   3   -529.55893119      0.00067893      149.01      0.00268934      590.24      0.0732
  27   3   -529.55201775      0.00759237     1666.33      0.00960277     2107.57      0.2613
  28   3   -529.51194323      0.04766688    10461.67      0.04967729    10902.91      1.3518
  29   3   -529.50738904      0.05222108    11461.20      0.05423149    11902.44      1.4757
  30   3   -529.50645746      0.05315266    11665.66      0.05516307    12106.89      1.5011
  31   3   -529.50473562      0.05487449    12043.56      0.05688490    12484.79      1.5479
  32   3   -529.50244500      0.05716512    12546.29      0.05917553    12987.53      1.6102
  33   3   -529.50128106      0.05832905    12801.75      0.06033946    13242.98      1.6419
  34   3   -529.49902088      0.06058924    13297.80      0.06259965    13739.03      1.7034
  35   3   -529.49887265      0.06073747    13330.33      0.06274788    13771.57      1.7075
  36   3   -529.49444642      0.06516370    14301.78      0.06717411    14743.01      1.8279
 
  37   4   -529.56162053     -0.00201041     -441.23      0.00000000        0.00      0.0000
  38   4   -529.56143355     -0.00182343     -400.20      0.00018698       41.04      0.0051
  39   4   -529.55549238      0.00411774      903.74      0.00612815     1344.97      0.1668
  40   4   -529.51194550      0.04766462    10461.17      0.04967503    10902.41      1.3517
  41   4   -529.50700021      0.05260991    11546.54      0.05462032    11987.77      1.4863
  42   4   -529.50602217      0.05358795    11761.19      0.05559836    12202.43      1.5129
  43   4   -529.50528150      0.05432862    11923.75      0.05633903    12364.99      1.5331
  44   4   -529.50252279      0.05708733    12529.22      0.05909773    12970.45      1.6081
  45   4   -529.50116997      0.05844015    12826.13      0.06045056    13267.36      1.6449
  46   4   -529.49936307      0.06024704    13222.70      0.06225745    13663.93      1.6941
  47   4   -529.49872211      0.06088801    13363.37      0.06289842    13804.61      1.7116
  48   4   -529.49461754      0.06499258    14264.22      0.06700299    14705.46      1.8232
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56149914     -0.00201042     -441.24      0.00000000        0.00      0.0000
   2   1   -529.55894622      0.00054250      119.07      0.00255292      560.30      0.0695
   3   1   -529.55199723      0.00749148     1644.19      0.00950191     2085.43      0.2586
   4   1   -529.50708736      0.05240136    11500.77      0.05441178    11942.01      1.4806
   5   1   -529.50602810      0.05346062    11733.25      0.05547104    12174.49      1.5094
   6   1   -529.50543196      0.05405676    11864.09      0.05606718    12305.32      1.5257
   7   1   -529.50264830      0.05684042    12475.03      0.05885084    12916.27      1.6014
   8   1   -529.50108372      0.05840500    12818.41      0.06041542    13259.65      1.6440
   9   1   -529.49893321      0.06055551    13290.40      0.06256593    13731.64      1.7025
  10   1   -529.49856778      0.06092094    13370.60      0.06293137    13811.84      1.7124
  11   1   -529.49548780      0.06400092    14046.58      0.06601135    14487.82      1.7963
  12   1   -529.48964950      0.06983921    15327.94      0.07184964    15769.17      1.9551
 
  13   2   -529.56135301     -0.00186430     -409.17      0.00014613       32.07      0.0040
  14   2   -529.55879864      0.00069008      151.45      0.00270050      592.69      0.0735
  15   2   -529.55188938      0.00759934     1667.86      0.00960977     2109.10      0.2615
  16   2   -529.51192546      0.04756326    10438.93      0.04957368    10880.17      1.3490
  17   2   -529.50742154      0.05206718    11427.42      0.05407760    11868.66      1.4715
  18   2   -529.50647581      0.05301291    11634.99      0.05502334    12076.23      1.4973
  19   2   -529.50473755      0.05475117    12016.49      0.05676159    12457.73      1.5446
  20   2   -529.50219287      0.05729585    12574.98      0.05930627    13016.22      1.6138
  21   2   -529.50121060      0.05827812    12790.57      0.06028854    13231.81      1.6405
  22   2   -529.49901349      0.06047523    13272.78      0.06248565    13714.02      1.7003
  23   2   -529.49866851      0.06082021    13348.49      0.06283063    13789.73      1.7097
  24   2   -529.49413576      0.06535295    14343.32      0.06736338    14784.55      1.8331
 
  25   3   -529.56135301     -0.00186430     -409.17      0.00014613       32.07      0.0040
  26   3   -529.55879864      0.00069007      151.45      0.00270050      592.69      0.0735
  27   3   -529.55188939      0.00759933     1667.86      0.00960975     2109.10      0.2615
  28   3   -529.51192546      0.04756326    10438.93      0.04957368    10880.17      1.3490
  29   3   -529.50742154      0.05206718    11427.42      0.05407760    11868.66      1.4715
  30   3   -529.50647580      0.05301292    11634.99      0.05502334    12076.23      1.4973
  31   3   -529.50473755      0.05475116    12016.49      0.05676159    12457.73      1.5446
  32   3   -529.50219287      0.05729585    12574.98      0.05930627    13016.22      1.6138
  33   3   -529.50121060      0.05827812    12790.57      0.06028854    13231.81      1.6405
  34   3   -529.49901349      0.06047523    13272.78      0.06248565    13714.01      1.7003
  35   3   -529.49866851      0.06082020    13348.49      0.06283063    13789.73      1.7097
  36   3   -529.49413577      0.06535295    14343.31      0.06736338    14784.55      1.8331
 
  37   4   -529.56149914     -0.00201042     -441.24      0.00000000        0.00      0.0000
  38   4   -529.56129743     -0.00180871     -396.97      0.00020171       44.27      0.0055
  39   4   -529.55536299      0.00412573      905.49      0.00613615     1346.73      0.1670
  40   4   -529.51192769      0.04756102    10438.44      0.04957145    10879.68      1.3489
  41   4   -529.50702848      0.05246023    11513.69      0.05447066    11954.93      1.4822
  42   4   -529.50603375      0.05345496    11732.01      0.05546539    12173.25      1.5093
  43   4   -529.50527451      0.05421420    11898.64      0.05622463    12339.88      1.5300
  44   4   -529.50227919      0.05720952    12556.04      0.05921995    12997.28      1.6115
  45   4   -529.50107350      0.05841521    12820.66      0.06042564    13261.89      1.6443
  46   4   -529.49933867      0.06015005    13201.41      0.06216047    13642.65      1.6915
  47   4   -529.49856409      0.06092463    13371.41      0.06293505    13812.65      1.7125
  48   4   -529.49431757      0.06517115    14303.41      0.06718157    14744.65      1.8281
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56138246     -0.00201044     -441.24      0.00000000        0.00      0.0000
   2   1   -529.55882686      0.00054516      119.65      0.00255560      560.89      0.0695
   3   1   -529.55187065      0.00750138     1646.36      0.00951181     2087.60      0.2588
   4   1   -529.50711534      0.05225668    11469.02      0.05426712    11910.26      1.4767
   5   1   -529.50604198      0.05333004    11704.59      0.05534048    12145.83      1.5059
   6   1   -529.50543422      0.05393780    11837.98      0.05594824    12279.22      1.5224
   7   1   -529.50260430      0.05676773    12459.08      0.05877816    12900.32      1.5994
   8   1   -529.50101425      0.05835777    12808.05      0.06036821    13249.29      1.6427
