R	1A1	2A1	3A1	4A1	5A1	6A1	7A1	8A1	9A1	10A1	11A1	12A1	1B1	2B1	3B1	4B1	5B1	6B1	7B1	8B1	9B1	10B1	11B1	12B1	1B2	2B2	3B2	4B2	5B2	6B2	7B2	8B2	9B2	10B2	11B2	12B2	1A2	2A2	3A2	4A2	5A2	6A2	7A2	8A2	9A2	10A2	11A2	12A2
2.52	94742.70162719865	95185.26124487135	96506.10346313105	105301.62827123604	105483.78124040998	105559.51315623173	106604.12021569608	106801.58812454919	107367.48151052969	108010.46974981746	108574.21447916246	109315.70732188114	94582.783632788	95211.67940608237	96770.98739406551	104482.63454719675	105323.18726415162	105383.2399124188	105658.14066547809	106662.44998809841	106913.09001557433	107301.95297026657	108059.36430787669	109137.33370583973	94582.78143803996	95211.63331639845	96770.80523012781	104482.63454719675	105323.18726415162	105383.2399124188	105658.13847073005	106662.44998809841	106913.09001557433	107301.95297026657	108059.36430787669	109137.33590058777	94552.46321265395	94742.70162719865	95987.53978110409	104479.05491596129	105308.17519945261	105555.24437468525	105563.47028380587	106803.92552934156	106854.14351944656	107282.8674564221	108010.50925523229	109079.51311455877
2.54	94685.58993898601	95139.74659610058	96472.85744617875	105290.93327251544	105483.39277030613	105533.00939992195	106573.94903830407	106776.94331833311	107351.63105275268	107986.52945717363	108560.3392930754	109308.44051688098	94548.29758419056	95163.16453910987	96718.80071653963	104453.58269040742	105315.44639394886	105351.30415899906	105653.91797359058	106641.44407126498	106895.88759407695	107301.32307807782	108035.14528245621	109116.65261146687	94548.29538944252	95163.11625470287	96718.61416310584	104453.58269040742	105315.44419920082	105351.30415899906	105653.91577884255	106641.44407126498	106895.88759407695	107301.32307807782	108035.14747720426	109116.65480618997	94520.34090580042	94685.58993898601	95939.095146019	104450.36080285315	105298.19349327148	105536.27957190818	105551.07435672579	106779.2785284024	106834.18669132842	107284.13163029568	107986.56896258847	109059.11953195473
2.56	94631.81865462205	95096.35207224078	96441.55377969581	105280.73209172982	105483.71539801866	105510.26743876038	106546.70565247834	106755.26800387116	107337.27082772284	107964.87828491516	108547.9389764743	109303.5330641536	94514.7662502175	95117.86058597639	96669.75691573836	104427.37303011058	105307.8876876838	105323.5713447594	105650.73120195506	106623.24742970345	106879.8769198177	107302.27120845807	108013.23293540542	109098.09164200498	94514.76405546945	95117.85619650525	96669.75472099031	104427.37303011058	105307.8876876838	105323.5713447594	105650.72900720702	106623.24742970345	106879.87472506966	107302.27120845807	108013.23513015347	109098.09383675302	94489.30938787495	94631.81865462205	95893.57391300412	104424.46060175564	105288.7099945214	105512.8462656626	105547.96220647375	106757.6010191924	106815.84958599205	107286.55024071567	107964.91559560692	109040.81534781402
2.59	94556.84831577174	95034.98257619694	96397.76639626102	105266.38503516326	105482.4929243329	105485.45583184289	106510.8369137129	106727.72393781332	107318.32797240122	107936.1863665301	108531.68688010519	109299.8788115596	94466.21407255324	95055.2510582874	96601.51566901736	104392.91331843974	105282.43960433343	105303.60354290105	105647.70684154982	106600.60423212887	106858.3925482856	107305.57869113603	107984.15474166456	109073.66850516638	94466.2118778052	95055.24666879131	96601.51347426932	104392.91331843974	105282.43960433343	105303.60134817795	105647.70464680178	106600.60423212887	106858.3925482856	107305.57869113603	107984.15474166456	109073.67069991442	94444.66824812589	94556.84831577174	95830.19183460351	104390.39594443276	105275.407637199	105484.07094692685	105545.11342576209	106730.05475838651	106791.49887581386	107291.47305667934	107936.22806671793	109016.7609283469
2.61	94510.31969420446	94996.38796251033	96370.41327313306	105257.46558618566	105467.70472375941	105487.33014517286	106489.93634468564	106712.29487133582	107307.28181426853	107919.22097764649	108522.16387591531	109299.45742028503	94434.98283270575	95016.66741834099	96559.22949206996	104372.87747946697	105261.26249730252	105299.03188637443	105646.72578997392	106588.23244722733	106845.82323621008	107308.50209320625	107966.93476220779	109059.31047488458	94434.9806379577	95016.66302884491	96559.22949206996	104372.87747946697	105261.26249730252	105299.03188637443	105646.72359522588	106588.23244722733	106845.82323621008	107308.50209320625	107966.93476220779	109059.31047488458	94416.0948460602	94510.31969420446	95790.85759142588	104370.58396958552	105267.1312488984	105468.66602265285	105544.26186419584	106714.62569190902	106777.32520419285	107295.18217792446	107919.26267780937	109002.62676219063
2.63	94466.30186242498	94959.52280890773	96344.34846605723	105249.09921329022	105455.5216870397	105489.70705542997	106471.21076927039	106698.94642432951	107297.39448220325	107903.73704249292	108513.51657549519	109300.33531880283	94404.63827036819	94980.31364060778	96519.26535667863	104354.96615492621	105242.10016735145	105295.72440369645	105646.47778361994	106577.77228637246	106834.63003008338	107311.68886484177	107951.19843122912	109046.23637115884	94404.63607562015	94980.30925113666	96519.26316193059	104354.96615492621	105242.10016735145	105295.72440369645	105646.47778361994	106577.77009162444	106834.63003008338	107311.68886484177	107951.20062597716	109046.23637115884	94388.40592673146	94466.30186242498	95753.6171362077	104352.87017219378	105259.35087325584	105455.92113088375	105544.14773739752	106701.27066065859	106764.72077619856	107298.98347851245	107903.77874268076	108989.76115937908
2.66	94404.55267526944	94907.22419933157	96307.35162769693	105237.68433778604	105441.4270263232	105494.0921585228	106446.78763243179	106682.3563370615	107284.50473716325	107882.86719993825	108501.9129518092	109303.57037484534	94360.73456538704	94929.48551104641	96463.24884686519	104331.70184413009	105217.28197618984	105292.39497356302	105647.32715043814	106565.22053228128	106820.29394725704	107316.53266992587	107929.95767652997	109028.61694785801	94360.73017589096	94929.48112157529	96463.24665211714	104331.70184413009	105217.28197618984	105292.39277881497	105647.3249556901	106565.21833753324	106820.29394725704	107316.53266992587	107929.95767652997	109028.61694785801	94348.41764913664	94404.55267526944	95701.26146320741	104329.85825724773	105248.68879573091	105441.11756707398	105545.18804714558	106684.68276813862	106748.54549596099	107304.50326546922	107882.91109484917	108972.42485835099
2.68	94365.98220378633	94874.30739433592	96284.17730152058	105230.88940324044	105434.46968054732	105497.48962579561	106432.75222983756	106673.3732404406	107277.21159521154	107870.2781351553	108494.99291672505	109306.79884664374	94332.50134896829	94897.78020599633	96428.27336982886	104318.35339714872	105203.15000475665	105291.09787849376	105648.6110770441	106558.68238305686	106812.2545915702	107319.59214627481	107917.11621594687	109017.94609136588	94332.4991542452	94897.77581652519	96428.27117508082	104318.35339714872	105203.15000475665	105291.09568374572	105648.60888229606	106558.68018830882	106812.2545915702	107319.59214627481	107917.11621594687	109017.94609136588	94322.71936470919	94365.98220378633	95668.45439551401	104316.65685826036	105242.30427874462	105433.71249307199	105546.58829527296	106675.64699761465	106739.42851983436	107307.88975900182	107870.32203006622	108961.92738680438
2.71	94311.62711691753	94827.32665502149	96250.62621481514	105221.97214903582	105426.88024783463	105503.17182398266	106414.53144607252	106662.43681963511	107267.607385419	107852.9945080303	108485.36456470405	109312.54688719717	94291.64614659589	94853.06225014068	96378.98156267361	104301.20145480637	105185.18381153981	105290.35385950668	105651.46424722689	106551.22244037878	106802.23996419342	107323.65242693204	107899.45289771017	109003.17544875178	94291.64175712476	94853.05786064459	96378.98156267361	104301.20145480637	105185.18381153981	105290.35385950668	105651.46205247885	106551.22244037878	106802.23996419342	107323.65242693204	107899.45289771017	109003.17544875178	94285.49646747533	94311.62711691753	95622.02234281063	104299.69366409985	105233.88962144217	105425.66435839298	105549.59509771883	106664.71716102831	106727.9807231345	107312.3033938192	107853.0405977142	108947.39377680405
2.73	94277.51417518765	94797.57028468487	96229.19671195913	105216.89789558206	105423.46522260245	105507.29355751019	106404.11298538053	106656.68000008952	107262.11393541378	107842.34340424558	108479.38827052903	109316.85517418342	94265.34869642732	94824.91901834171	96348.0312503508	104291.48750768664	105175.14284723642	105290.57333413612	105653.90699985038	106547.6120826957	106796.79040912406	107325.90862612175	107888.54061910817	108993.96190378617	94265.34430695619	94824.91462884562	96348.0312503508	104291.48750768664	105175.14284723642	105290.57333413612	105653.90480510234	106547.60988797262	106796.79040912406	107325.90862612175	107888.54061910817	108993.96190378617	94261.48813769213	94277.51417518765	95592.72247969227	104290.08945428235	105229.08093230179	105422.01230054704	105552.12344544106	106658.96473097881	106721.67741175088	107314.71980949113	107842.39168865258	108938.32289033636
2.76	94229.2078091044	94755.07341210019	96198.27712608394	105210.57483149102	105420.35746182155	105513.88218591458	106390.7579541301	106650.01894507461	107255.04465758761	107827.37523448243	108470.89240759898	109323.72034061643	94227.27204287917	94784.90879329143	96304.17363505356	104279.17059143622	105162.6481565444	105291.8397027328	105658.2591817725	106543.93149315017	106790.2149492079	107328.41502638852	107873.16861602984	108980.78903649839	94227.2676533831	94784.90440379534	96304.17144030552	104279.17059143622	105162.6481565444	105291.83750800972	105658.25698702446	106543.92929842709	106790.2149492079	107328.41502638852	107873.16861602984	108980.78684175035	94226.62898220216	94229.2078091044	95550.99157355013	104277.91519655481	105223.07171693108	105418.63897547773	105556.57439095018	106652.3146497041	106713.94971003637	107317.37984199602	107827.42571363748	108925.34535547454
2.79	94184.00261958287	94714.91174953488	96168.64366153782	105205.7463896432	105419.22716747866	105520.85050540573	106379.78202788481	106645.39022512388	107249.17810071482	107813.30691069254	108462.7411198369	109330.7566972719	94190.72512749302	94747.20085711476	96263.06384210801	104269.23278019097	105152.85958804116	105294.08273345922	105663.30270875368	106542.01328488432	106785.28993852113	107329.78235334519	107858.67670621735	108968.09681865733	94190.72073799693	94747.19646761868	96263.06384210801	104269.23278019097	105152.85958804116	105294.08273345922	105663.30051403059	106542.01109016124	106785.28993852113	107329.78235334519	107858.67670621735	108968.09462390927	94184.00261958287	94193.02302687055	95511.62001968076	104268.10029110004	105218.47372342797	105417.31993295302	105561.68595507072	106647.69251399749	106708.01292130111	107318.81081659599	107813.35738984757	108912.83091207508
2.82	94141.55183663218	94676.85704344219	96140.12073862716	105202.31161167866	105419.66392201446	105528.09975244652	106370.84063147669	106642.45145981738	107244.30576393114	107799.83775264377	108454.72590635356	109337.68331657522	94155.60918668188	94711.4813610664	96224.38802279378	104261.34047249812	105145.40622960721	105297.15537827146	105668.90589606114	106541.54580392585	106781.73225476609	107329.91623287588	107844.75762516948	108955.59554372117	94155.60479721075	94711.47916634331	96224.38582804574	104261.34047249812	105145.40622960721	105297.15318354836	105668.9037013131	106541.54360917781	106781.73225476609	107329.91623287588	107844.75543042144	108955.59554372117	94141.55183663218	94160.56053434513	95474.3203062904	104260.31113649027	105215.20794093783	105417.62939217729	105567.31986882581	106644.76691717925	106703.56417054005	107318.93811188255	107799.8904265718	108900.49424311725
2.85	94101.56355906231	94640.69859815988	96112.56350408107	105200.14978657986	105421.34290291849	105535.5355529211	106363.62650037961	106640.91513741127	107240.24109380279	107786.7109750399	108446.66679795932	109344.26755548354	94121.81887266452	94677.49132512702	96187.86086014	104255.19518287365	105139.96545353002	105300.91936819266	105674.95242212359	106542.2612912383	106779.28072315044	107328.76618580062	107831.15019811889	108943.04598437801	94121.81448316843	94677.48913037898	96187.85866539196	104255.19518287365	105139.96545353002	105300.91717344461	105674.95022737555	106542.25909649026	106779.28072315044	107328.76618580062	107831.15019811889	108943.04598437801	94101.56355906231	94129.14493581188	95438.84881659603	104254.25583146061	105213.17121637757	105419.22716747866	105573.35981064413	106643.24156848837	106700.3335039936	107317.71563817185	107786.76803843906	108888.09831601221
2.88	94063.77661200607	94606.25424972532	96085.8556363532	105199.13142428725	105424.00293544834	105543.0810906979	106357.87187558206	106640.52886205545	107236.81948430154	107773.71588219373	108438.40577287004	109350.34041849754	94089.26420079623	94645.01127464221	96153.24532148299	104250.53793122333	105136.24755329275	105305.25179738241	105681.33913385792	106543.93149315017	106777.69611631236	107326.31465418497	107817.6393398823	108930.25061345387	94089.25981130014	94645.00907989417	96153.24532148299	104250.53793122333	105136.24755329275	105305.25179738241	105681.33693910988	106543.93149315017	106777.69392156432	107326.31465418497	107817.6393398823	108930.24841870583	94063.77661200607	94098.6884413991	95404.99704965847	104249.67320116884	105212.24503342784	105421.83891557655	105579.70701693869	106642.86846162082	106698.07511005586	107315.13022705045	107773.77514034093	108875.44779833402
2.91	94027.96493663978	94573.35939218513	96059.89837185651	105199.1226452951	105427.43112916876	105550.66613391452	106353.3353349742	106641.07754864154	107233.89608223132	107760.67908915973	108429.81553584908	109355.7504681271	94057.85518648215	94613.85904564934	96120.33071123538	104247.13168495835	105134.00452259128	105310.04951280754	105687.9738519213	106546.3632720584	106776.76334914345	107322.57480649222	107804.04508131994	108917.04263022238	94057.85079698608	94613.8568509013	96120.33071123538	104247.13168495835	105134.00452259128	105310.04951280754	105687.97165717326	106546.36107731036	106776.76334914345	107322.57480649222	107804.0428865719	108917.04263022238	94027.96493663978	94069.11642974822	95372.58942580913	104246.3327972952	105212.302096827	105425.24296709348	105586.26711364351	106643.4303166702	106696.5717088454	107311.19285218371	107760.74054205498	108862.38686309653
2.94	93993.92661626845	94541.87136701643	96034.61050498839	105199.99615431679	105431.4519043862	105558.23142439875	106349.8149619109	106642.37025421472	107231.34578702868	107747.45135322082	108420.78415482119	109360.40113553329	94027.50842939656	94583.88539543131	96088.9370601576	104244.78111167774	105133.01249725022	105315.20936133509	105694.77756545907	106549.38324296757	106776.28489444478	107317.57297967393	107790.21598486691	108903.29693414501	94027.50403990048	94583.88320068327	96088.93486540955	104244.78111167774	105133.01249725022	105315.207166612	105694.77537071102	106549.38324296757	106776.28489444478	107317.57078492589	107790.21598486691	108903.29473939697	93993.92661626845	94040.36086374482	95341.474507508	104244.0370926657	105213.21511128849	105429.25715809174	105592.96328460213	106644.74058020275	106695.62577318824	107305.92985054814	107747.51719561215	108848.78163079396
2.97	93961.28415455336	94511.4982729793	96009.88229842161	105201.62026659465	105435.92260260273	105565.72428827248	106347.12420295838	106644.25115178882	107229.05447189527	107733.92952126898	108411.23481367977	109364.2199941056	93998.03298658463	94554.89718631022	96058.88878855608	104243.30624216687	105133.07395014547	105320.64574794115	105701.67784781085	106552.85094212778	106776.08078305161	107311.3640423812	107776.04450801888	108888.9125668867	93998.02859708855	94554.89499156218	96058.88878855608	104243.30624216687	105133.07395014547	105320.64574794115	105701.6756530628	106552.84874737974	106776.07858830359	107311.3640423812	107776.04231327084	108888.91037213866	93961.28415455336	94012.29225330439	95311.39331471082	104242.61050758678	105214.87214473706	105433.73444052745	105599.72749270011	106646.6346462651	106695.0507496506	107299.39389607176	107733.99975313143	108834.54431155462
3.01	93920.29507265026	94473.03973354647	95977.83680769961	105204.76094854626	105442.38393569562	105575.52383049097	106344.5607392675	106647.42694968414	107226.24519664835	107715.28515143142	108397.57032320506	109367.92472585465	93960.32505040796	94517.81694757428	96020.76165582794	104242.44151211237	105134.51809320872	105328.19786996208	105710.93089821623	106557.95592202916	106775.951293017	107301.34722028133	107756.44981305306	108868.61335837358	93960.32066091188	94517.81475282623	96020.7594610799	104242.44151211237	105134.51809320872	105328.19786996208	105710.93089821623	106557.95592202916	106775.951293017	107301.34722028133	107756.44981305306	108868.61335837358	93920.29507265026	93976.08113409406	95273.11693924063	104241.80064620837	105218.04355316125	105440.21772110074	105608.74789998781	106649.83239164083	106694.58765818822	107288.81521889755	107715.35977281492	108814.44921443464
3.04	93891.07860990756	94445.43640934143	95954.39691720992	105207.72166130821	105447.4845261009	105582.69187190414	106343.23511249866	106650.16379832057	107224.22603004746	107700.7625151713	108386.5658652602	109369.62784898713	93933.0553276307	94491.01470575547	95993.44803813974	104242.47662805609	105136.4384962226	105334.01175290684	105717.84873855233	106562.01620268637	106775.77132382734	107292.65383017728	107741.15243133326	108852.48855729104	93933.05093813462	94491.01251100743	95993.44803813974	104242.47662805609	105136.4384962226	105334.01175290684	105717.84654380429	106562.01620268637	106775.77132382734	107292.65383017728	107741.15243133326	108852.48855729104	93891.07860990756	93949.71564678612	95245.53336774302	104241.86868332278	105221.02401863062	105445.34025896149	105615.45723943468	106652.58679823663	106694.28258843508	107279.5994791839	107700.8437207989	108798.48901933045
3.08	93853.95008673966	94410.13610984455	95923.88994364208	105212.30648632308	105454.47918256854	105591.94492230953	106342.04994950464	106654.09897843926	107221.53527107	107680.6125494002	108370.82953430647	109370.44648935771	93897.92182886017	94456.47378848196	95958.55815620217	104243.15041518072	105139.87985843128	105341.85138667164	105726.96132520784	106567.57110556189	106775.15679484993	107279.68946377873	107719.8677817232	108829.7290381701	93897.9174393641	94456.47159373392	95958.56035095021	104243.15041518072	105139.87985843128	105341.85138667164	105726.9591304598	106567.57110556189	106775.15679484993	107279.68946377873	107719.8677817232	108829.7290381701	93853.95008673966	93915.5258889247	95210.10796773255	104242.58197588721	105225.61762263766	105452.37003137283	105624.24939310075	106656.54392581078	106693.68342269394	107265.77477225191	107680.69814449895	108775.96872754637
3.12	93818.72001913018	94376.40944344552	95894.16649450113	105217.45316638733	105461.56382360606	105600.80730786301	106341.31909898085	106658.18559604802	107218.72380107503	107659.51884269505	108353.8400031944	109369.60370675867	93864.11615160653	94423.20143457812	95925.25507585071	104244.38386258173	105144.11571878208	105349.7019942016	105735.87638466441	106573.13259268153	106773.83336282913	107265.43239183197	107697.52526438073	108805.50781800158	93864.11176211045	94423.19923983008	95925.25507585071	104244.38386258173	105144.11571878208	105349.7019942016	105735.87638466441	106573.13259268153	106773.83336282913	107265.43239183197	107697.52526438073	108805.50781800158	93818.72001913018	93882.40277778785	95176.10915277604	104243.84395501275	105230.76210795385	105459.49856734622	105632.79792993389	106660.65249089996	106692.59482853887	107250.44227458842	107659.61321678595	108752.0130716912
3.16	93785.2128273606	94344.13350437883	95865.20681707963	105223.00587453975	105468.62651721307	105609.2351336537	106340.86039701453	106662.26123991658	107215.70821966194	107637.48358985377	108335.59727194895	109367.14559092386	93831.55489549412	94391.10985417222	95893.38735957033	104245.99480637134	105148.94635537794	105357.47578560004	105744.53465882476	106578.55142130326	106771.51351599614	107250.21402099176	107674.1095161195	108779.83806527373	93831.55050599804	94391.10985417222	95893.38735957033	104245.99480637134	105148.94635537794	105357.47578560004	105744.53465882476	106578.55142130326	106771.51351599614	107250.21402099176	107674.1095161195	108779.84026002177	93785.2128273606	93850.30241838978	95143.4337698653	104245.47904100586	105236.30603711412	105466.60735061218	105641.04359178687	106664.7456927279	106690.75124165652	107233.89608223132	107637.58674293684	108726.64399919545
3.2	93753.28365820994	94313.19636051932	95836.980184905	105228.83292597276	105475.57947349286	105617.20425747806	106340.51801659461	106666.18764106806	107212.4073212281	107614.46948015966	108316.0706141225	109363.10725772209	93800.22050256353	94360.17929455683	95862.84965955488	104247.86473023018	105154.23130446897	105365.1178922158	105752.88347373586	106583.71346460379	106767.96241648521	107234.48646900525	107649.57444723061	108752.73514322282	93800.21611306746	94360.17709983375	95862.85185430292	104247.86473023018	105154.23130446897	105365.12008696384	105752.88566848391	106583.71565935184	106767.96461123326	107234.4974427205	107649.65126333719	108752.79220662199	93753.28365820994	93819.25553722803	95112.03353456834	104247.36871754719	105242.1616202467	105473.6063965759	105648.93589947971	106668.70501507504	106687.92221367723	107216.55539173211	107614.583606958	108699.87248382428
3.24	93722.81180056086	94283.51900106228	95809.49098749828	105234.82677810716	105482.35246055808	105624.69492660377	106340.17124667858	106669.85506212535	107208.79257404893	107590.61039311849	108295.36537752117	109357.60941824573	93769.96153532474	94330.25173402272	95833.5190699889	104249.81147019562	105159.78620736943	105372.54930316933	105760.88990825198	106588.4826483044	106762.87279982012	107218.4362893062	107624.12416913219	108724.32854185853	93769.95495110557	94330.24953927468	95833.52126473695	104249.81147019562	105159.78620736943	105372.54930316933	105760.89210300002	106588.4826483044	106762.87499456818	107218.4362893062	107624.12636388023	108724.32854185853	93722.81180056086	93789.0997230723	95081.76359358933	104249.3308207489	105248.14010916978	105480.4298628211	105656.44193184169	106672.38779934366	106683.82023283218	107198.54749832743	107590.73549365703	108671.78192592839
3.28	93693.69849090124	94255.02022035512	95782.69971941969	105240.8974463731	105488.8774413192	105631.69397254253	106339.71473943535	106673.15157106312	107204.82447275953	107566.06435051437	108273.58910472417	109350.73986231664	93740.78018852575	94301.27888811297	95805.11466337266	104251.76918390126	105165.52766367873	105379.73929206292	105768.52323587559	106592.75801409499	106756.06908628235	107202.53315760117	107597.7608765723	108694.67312985695	93740.77579902967	94301.27669336493	95805.11905286874	104251.76918390126	105165.52766367873	105379.73929206292	105768.52543062363	106592.75801409499	106756.06908628235	107202.53535234921	107597.76307132034	108694.67532460499	93693.69849090124	93759.88545507765	95052.60858374188	104251.29950819474	105254.19760894746	105487.02288069663	105663.53315712333	106675.7194242501	106678.24777197232	107180.33988302569	107566.20261951619	108642.54790522631
3.33	93659.08953648836	94220.98409473183	95750.25917434973	105248.49346332991	105496.67756966916	105639.74430196956	106338.88512534952	106676.6763336225	107199.36394394998	107534.47756175869	108244.92571806366	109340.37407555268	93705.76520604963	94266.51630146196	95771.3836075025	104254.11756243384	105172.83836361476	105388.34050279914	105777.51291671566	106597.22651756348	106744.91758034349	107183.4103330899	107563.66988229788	108656.00389478683	93705.7608165785	94266.51630146196	95771.38799699859	104254.11756243384	105172.83836361476	105388.34269754718	105777.5151114637	106597.22651756348	106744.91758034349	107183.4103330899	107563.67207704592	108656.00828428291	93659.08953648836	93724.6707506795	95017.67041739731	104253.65666571948	105261.76948367583	105494.88446194185	105671.78979271652	106668.898152728	106679.25955002081	107157.81300699749	107534.63558349288	108604.46905690517
3.37	93632.74819140887	94194.95659834774	95725.12713446775	105254.5048734237	105502.5792424607	105645.6240273306	106337.9348001963	106678.91058535675	107194.58378650916	107508.63222933725	108220.95030947612	109330.80059218282	93678.88395337622	94239.78209678254	95745.54266455221	104255.84482776982	105178.70711521064	105394.88743101573	105784.24639836601	106599.92166601207	106733.80777456751	107169.09839246704	107535.62321931291	108623.92767761722	93678.87956388014	94239.78209678254	95745.5470540483	104255.84482776982	105178.70711521064	105394.88962576375	105784.24859311405	106599.92166601207	106733.80777456751	107169.09839246704	107535.62541406095	108623.9320671133	93632.74819140887	93697.52832318882	94990.8813440418	104255.38832055154	105267.7589463391	105500.83441916533	105677.88899268204	106659.30272190267	106681.50477549527	107140.3801371554	107508.81000377887	108572.9151893701
3.42	93601.40062999005	94163.85265378682	95694.72550873103	105261.86605251479	105509.50586178897	105652.27849810138	106336.30849317039	106680.8748833065	107188.10050593587	107475.82735639188	108189.82222268675	109317.3687448258	93646.65410396848	94207.67295841726	95714.59454697745	104257.73889383217	105185.98269920297	105402.62610647044	105792.07286366753	106601.83767952988	106717.33620356896	107152.84190662681	107499.80057020643	108582.59621529418	93646.64751972436	94207.67295841726	95714.59893647353	104257.73889383217	105185.98269920297	105402.62830121849	105792.07505841558	106601.83767952988	106717.33620356896	107152.84190662681	107499.80495970251	108582.60060479026	93601.40062999005	93664.86830351435	94958.79634790498	104257.28677608503	105275.09378847864	105507.81810189277	105684.87267540947	106644.44867896281	106683.4756576642	107119.79780634458	107476.03146778504	108532.30360383065
3.47	93571.71888103691	94134.27844741284	95665.46515105247	105268.9989780092	105515.9079367596	105658.16919717767	106334.13788910439	106681.8120399715	107181.08390201278	107442.72838743357	108157.59895752314	109302.52787034924	93615.90351354275	94176.99040515586	95685.09057246592	104259.27960573437	105193.11562467244	105409.85560077886	105799.23432086153	106601.47115690645	106698.62160186894	107138.67920877096	107463.3699763916	108540.11251117279	93615.89692932359	94176.98821040781	95685.0861829948	104259.27960573437	105193.11562467244	105409.85560077886	105799.23432086153	106601.47115690645	106698.62160186894	107138.67920877096	107463.3699763916	108540.11031642475	93571.71888103691	93633.60414247119	94928.22353194581	104258.82968273528	105282.19598750048	105514.27504551451	105691.13209185723	106626.30910077548	106684.41500907722	107100.97127256934	107442.96322527436	108490.61659259943
3.53	93538.18754706385	94100.72077646328	95631.86577996498	105277.18757643807	105522.88722999094	105664.25961815103	106330.760174539	106681.43893310393	107172.02179456221	107403.02762160756	108117.76870166251	109283.1548447609	93580.90389430293	94142.0719915187	95651.72164972314	104260.60742725125	105201.40737620933	105417.84667205869	105806.94665936471	106596.08305473234	106675.36607008995	107124.5889375256	107419.23143354472	108487.94778110237	93580.8973100588	94142.06760202261	95651.71726022706	104260.60742725125	105201.40737620933	105417.84667205869	105806.94665936471	106596.08305473234	106675.36607008995	107124.5889375256	107419.23143354472	108487.94778110237	93538.18754706385	93597.90659390324	94893.47411375811	104260.15530950412	105290.35166475864	105521.31798638916	105697.68340954494	106600.2552674648	106684.0331232175	107081.10442907098	107403.30854913226	108439.50753551336
3.58	93511.83083874806	94074.25433084526	95605.11182255318	105283.66866226331	105528.11072618673	105668.53717868967	106327.27711216745	106679.76653641908	107163.99999683475	107370.2973700457	108083.83353437425	109265.93925477526	93553.2369224546	94114.40282489736	95625.19375120987	104261.24609840722	105208.04867849188	105423.93489830896	105812.63544177092	106584.7691375632	106658.40726542551	107115.17567063798	107382.4189538452	108443.75875910044	93553.2369224546	94114.40282489736	95625.18936171378	104261.24609840722	105208.04867849188	105423.937093057	105812.63544177092	106584.7691375632	106658.40507067747	107115.17567063798	107382.4189538452	108443.75875910044	93511.83083874806	93569.62948257357	94866.03978502747	104260.79178593699	105296.80202413627	105526.59415648802	105702.34505069135	106575.21321217767	106682.34755806933	107066.9439259382	107370.6221924813	108396.2754229088
3.64	93482.17542674647	94044.3487177666	95574.5324223499	105291.00789389893	105533.68318702163	105672.75328633304	106322.29284330853	106675.9959622787	107153.8997743592	107331.90028350812	108042.5262142547	109244.27710880154	93521.89155578382	94082.9960053563	95595.06207925764	104261.43704133708	105215.65786393693	105430.56742162429	105818.57003575812	106560.56767012704	106644.06020885895	107106.37473797973	107338.63157041043	108390.21133886202	93521.88277681661	94082.98942111217	95595.05768976155	104261.43704133708	105215.65786393693	105430.56961637233	105818.57003575812	106560.56767012704	106644.06020885895	107106.37473797973	107338.63157041043	108390.20914411398	93482.17542674647	93537.4940072318	94834.9972933618	104260.97614462273	105304.10394508013	105532.22587549507	105706.97816013817	106541.70163091201	106678.54845222938	107052.74611213864	107332.28875361197	108343.97461855965
3.7	93454.46675471032	94016.30424952967	95545.58591341664	105297.85550234762	105538.51601839047	105676.00809510794	106316.44823391615	106670.17549508983	107143.38693957632	107294.9078346439	108000.86773474801	109221.80290670137	93492.42928146014	94053.39546200582	95566.49745615915	104260.9980920782	105222.8500475536	105436.4888471482	105823.53674663272	106527.09778904922	106634.7500950544	107099.87170467406	107295.71769602232	108336.43566502695	93492.42928146014	94053.39546200582	95566.49526141111	104260.9980920782	105222.8500475536	105436.4888471482	105823.53455188467	106527.09778904922	106634.7500950544	107099.87170467406	107295.71769602232	108336.43566502695	93454.46675471032	93507.23942948908	94805.87300993702	104260.53280586776	105310.91204808904	105537.11357549009	105710.575349333	106505.18105247739	106672.68189535661	107041.31367865014	107295.37092610629	108291.54651894886
3.77	93424.5040782325	93985.86531310121	95513.85207666697	105305.21448669066	105543.24569665128	105678.64398540933	106308.59762641114	106660.63493291564	107130.74959038637	107254.11408516674	107952.20143028544	109194.91506975888	93460.39476445339	94021.29071313662	95535.79076066929	104259.7207497413	105230.70723930273	105442.51781522631	105828.08426098079	106481.73677251657	106625.91843594854	107094.56480812757	107247.510093551	108273.99513278742	93460.39476445339	94021.29071313662	95535.7863711732	104259.7207497413	105230.70723930273	105442.51781522631	105828.08426098079	106481.73677251657	106625.91843594854	107094.56480812757	107247.50789880296	108273.99513278742	93424.5040782325	93474.26995056539	94774.2467157665	104259.24448979067	105318.22713752116	105541.9047066711	105713.45266171929	106459.88807310908	106663.07329606799	107030.90619169836	107254.68471918334	108230.64669861153
