 R = [9.28, 7.37, 6.44, 5.85, 5.43, 5.11, 4.85, 4.64, 4.46, 4.31, 4.17, 4.05, 3.95, 3.85, 3.76, 3.68, 3.61, 3.54, 3.48, 3.42]
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
   2   1   -529.55474119      0.00056998      125.10      0.00249782      548.21      0.0680
   3   1   -529.54829648      0.00701469     1539.55      0.00894253     1962.66      0.2433
   4   1   -529.50749464      0.04781653    10494.51      0.04974437    10917.63      1.3536
   5   1   -529.50656604      0.04874513    10698.32      0.05067297    11121.43      1.3789
   6   1   -529.50625744      0.04905373    10766.05      0.05098157    11189.16      1.3873
   7   1   -529.50203359      0.05327758    11693.08      0.05520542    12116.19      1.5022
   8   1   -529.50092599      0.05438518    11936.17      0.05631302    12359.28      1.5324
   9   1   -529.49817194      0.05713923    12540.61      0.05906707    12963.72      1.6073
  10   1   -529.49548148      0.05982969    13131.10      0.06175753    13554.21      1.6805
  11   1   -529.49262341      0.06268776    13758.37      0.06461560    14181.49      1.7583
  12   1   -529.48890064      0.06641053    14575.43      0.06833837    14998.54      1.8596
 
  13   2   -529.55720005     -0.00188888     -414.56      0.00003896        8.55      0.0011
  14   2   -529.55463092      0.00068025      149.30      0.00260809      572.41      0.0710
  15   2   -529.54766473      0.00764644     1678.20      0.00957428     2101.31      0.2605
  16   2   -529.51166589      0.04364528     9579.03      0.04557312    10002.14      1.2401
  17   2   -529.50763594      0.04767523    10463.50      0.04960307    10886.62      1.3498
  18   2   -529.50720783      0.04810335    10557.46      0.05003119    10980.58      1.3614
  19   2   -529.50557334      0.04973783    10916.19      0.05166567    11339.30      1.4059
  20   2   -529.50144304      0.05386813    11822.69      0.05579597    12245.80      1.5183
  21   2   -529.50029146      0.05501971    12075.43      0.05694755    12498.54      1.5496
  22   2   -529.49795700      0.05735417    12587.79      0.05928201    13010.90      1.6131
  23   2   -529.49526879      0.06004238    13177.78      0.06197022    13600.89      1.6863
  24   2   -529.49024820      0.06506297    14279.67      0.06699081    14702.78      1.8229
 
  25   3   -529.55720007     -0.00188889     -414.56      0.00003895        8.55      0.0011
  26   3   -529.55463094      0.00068023      149.29      0.00260807      572.41      0.0710
  27   3   -529.54766474      0.00764644     1678.20      0.00957428     2101.31      0.2605
  28   3   -529.51166589      0.04364528     9579.03      0.04557312    10002.14      1.2401
  29   3   -529.50763594      0.04767523    10463.50      0.04960307    10886.62      1.3498
  30   3   -529.50720783      0.04810334    10557.46      0.05003118    10980.57      1.3614
  31   3   -529.50557335      0.04973782    10916.19      0.05166566    11339.30      1.4059
  32   3   -529.50144305      0.05386812    11822.69      0.05579596    12245.80      1.5183
  33   3   -529.50029147      0.05501970    12075.43      0.05694754    12498.54      1.5496
  34   3   -529.49795700      0.05735417    12587.79      0.05928201    13010.90      1.6131
  35   3   -529.49526879      0.06004238    13177.78      0.06197022    13600.89      1.6863
  36   3   -529.49024820      0.06506297    14279.67      0.06699081    14702.78      1.8229
 
  37   4   -529.55723901     -0.00192784     -423.11      0.00000000        0.00      0.0000
  38   4   -529.55706909     -0.00175792     -385.82      0.00016992       37.29      0.0046
  39   4   -529.55112204      0.00418913      919.41      0.00611697     1342.52      0.1665
  40   4   -529.51167339      0.04363779     9577.39      0.04556563    10000.50      1.2399
  41   4   -529.50744180      0.04786937    10506.11      0.04979721    10929.22      1.3551
  42   4   -529.50657026      0.04874091    10697.39      0.05066875    11120.51      1.3788
  43   4   -529.50603775      0.04927342    10814.27      0.05120126    11237.38      1.3933
  44   4   -529.50091562      0.05439555    11938.44      0.05632339    12361.56      1.5326
  45   4   -529.50062556      0.05468561    12002.11      0.05661345    12425.22      1.5405
  46   4   -529.49800981      0.05730136    12576.20      0.05922920    12999.31      1.6117
  47   4   -529.49548127      0.05982990    13131.14      0.06175774    13554.26      1.6805
  48   4   -529.49050314      0.06480803    14223.72      0.06673587    14646.83      1.8160

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55689775     -0.00167679     -368.01      0.00022583       49.56      0.0061
   2   1   -529.55459438      0.00062659      137.52      0.00252920      555.10      0.0688
   3   1   -529.54819293      0.00702804     1542.48      0.00893065     1960.05      0.2430
   4   1   -529.50746523      0.04775574    10481.17      0.04965835    10898.75      1.3513
   5   1   -529.50653814      0.04868283    10684.65      0.05058544    11102.22      1.3765
   6   1   -529.50627370      0.04894727    10742.68      0.05084988    11160.26      1.3837
   7   1   -529.50197331      0.05324765    11686.51      0.05515027    12104.08      1.5007
   8   1   -529.50088839      0.05433258    11924.62      0.05623519    12342.20      1.5302
   9   1   -529.49814067      0.05708030    12527.68      0.05898291    12945.25      1.6050
  10   1   -529.49542620      0.05979476    13123.43      0.06169738    13541.01      1.6789
  11   1   -529.49259304      0.06262793    13745.24      0.06453054    14162.82      1.7560
  12   1   -529.48891675      0.06630422    14552.09      0.06820683    14969.67      1.8560
 
  13   2   -529.55707326     -0.00185230     -406.53      0.00005032       11.04      0.0014
  14   2   -529.55449006      0.00073090      160.41      0.00263352      577.99      0.0717
  15   2   -529.54750936      0.00771160     1692.50      0.00961422     2110.08      0.2616
  16   2   -529.51160870      0.04361226     9571.79      0.04551488     9989.36      1.2385
  17   2   -529.50757563      0.04764534    10456.94      0.04954795    10874.52      1.3483
  18   2   -529.50720345      0.04801752    10538.63      0.04992013    10956.20      1.3584
  19   2   -529.50558038      0.04964059    10894.85      0.05154320    11312.42      1.4026
  20   2   -529.50141624      0.05380472    11808.77      0.05570734    12226.35      1.5159
  21   2   -529.50025741      0.05496356    12063.11      0.05686617    12480.68      1.5474
  22   2   -529.49797039      0.05725058    12565.05      0.05915319    12982.62      1.6096
  23   2   -529.49521237      0.06000859    13170.36      0.06191121    13587.94      1.6847
  24   2   -529.49020122      0.06501975    14270.19      0.06692236    14687.76      1.8211
 
  25   3   -529.55707328     -0.00185231     -406.54      0.00005030       11.04      0.0014
  26   3   -529.55449008      0.00073089      160.41      0.00263350      577.99      0.0717
  27   3   -529.54750937      0.00771160     1692.50      0.00961421     2110.08      0.2616
  28   3   -529.51160870      0.04361226     9571.79      0.04551488     9989.36      1.2385
  29   3   -529.50757563      0.04764534    10456.94      0.04954795    10874.52      1.3483
  30   3   -529.50720345      0.04801751    10538.63      0.04992013    10956.20      1.3584
  31   3   -529.50558039      0.04964058    10894.85      0.05154319    11312.42      1.4026
  32   3   -529.50141625      0.05380472    11808.77      0.05570733    12226.35      1.5159
  33   3   -529.50025741      0.05496356    12063.11      0.05686617    12480.68      1.5474
  34   3   -529.49797039      0.05725058    12565.05      0.05915319    12982.62      1.6096
  35   3   -529.49521237      0.06000860    13170.36      0.06191121    13587.94      1.6847
  36   3   -529.49020122      0.06501975    14270.19      0.06692236    14687.76      1.8211
 
  37   4   -529.55712358     -0.00190261     -417.58      0.00000000        0.00      0.0000
  38   4   -529.55689775     -0.00167679     -368.01      0.00022583       49.56      0.0061
  39   4   -529.55097606      0.00424490      931.65      0.00614752     1349.22      0.1673
  40   4   -529.51161683      0.04360414     9570.00      0.04550675     9987.58      1.2383
  41   4   -529.50741412      0.04780685    10492.39      0.04970946    10909.97      1.3527
  42   4   -529.50654046      0.04868050    10684.14      0.05058312    11101.71      1.3764
  43   4   -529.50604529      0.04917567    10792.81      0.05107829    11210.39      1.3899
  44   4   -529.50087778      0.05434319    11926.95      0.05624580    12344.53      1.5305
  45   4   -529.50058683      0.05463414    11990.81      0.05653675    12408.38      1.5384
  46   4   -529.49802451      0.05719646    12553.17      0.05909907    12970.75      1.6082
  47   4   -529.49542600      0.05979497    13123.48      0.06169758    13541.05      1.6789
  48   4   -529.49045692      0.06476405    14214.07      0.06666666    14631.64      1.8141

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55671744     -0.00158826     -348.58      0.00028735       63.07      0.0078
   2   1   -529.55444068      0.00068850      151.11      0.00256411      562.76      0.0698
   3   1   -529.54808401      0.00704517     1546.24      0.00892078     1957.88      0.2427
   4   1   -529.50743275      0.04769643    10468.16      0.04957204    10879.81      1.3489
   5   1   -529.50650208      0.04862710    10672.42      0.05050271    11084.06      1.3742
   6   1   -529.50628835      0.04884083    10719.32      0.05071644    11130.97      1.3801
   7   1   -529.50190529      0.05322389    11681.29      0.05509950    12092.94      1.4993
   8   1   -529.50084368      0.05428550    11914.29      0.05616111    12325.94      1.5282
   9   1   -529.49810479      0.05702439    12515.41      0.05890000    12927.06      1.6028
  10   1   -529.49536658      0.05976260    13116.38      0.06163821    13528.02      1.6773
  11   1   -529.49255993      0.06256925    13732.36      0.06444486    14144.01      1.7536
  12   1   -529.48892942      0.06619977    14529.17      0.06807538    14940.82      1.8524
 
  13   2   -529.55694277     -0.00181359     -398.04      0.00006202       13.61      0.0017
  14   2   -529.55434180      0.00078738      172.81      0.00266299      584.46      0.0725
  15   2   -529.54734584      0.00778334     1708.25      0.00965895     2119.90      0.2628
  16   2   -529.51154410      0.04358509     9565.82      0.04546070     9977.47      1.2370
  17   2   -529.50750699      0.04762220    10451.86      0.04949781    10863.51      1.3469
  18   2   -529.50719594      0.04793324    10520.13      0.04980885    10931.78      1.3554
  19   2   -529.50558498      0.04954420    10873.69      0.05141981    11285.34      1.3992
  20   2   -529.50138327      0.05374591    11795.86      0.05562152    12207.51      1.5135
  21   2   -529.50021809      0.05491110    12051.59      0.05678670    12463.24      1.5452
  22   2   -529.49798476      0.05714442    12541.75      0.05902003    12953.40      1.6060
  23   2   -529.49515162      0.05997757    13163.55      0.06185317    13575.20      1.6831
  24   2   -529.49015078      0.06497840    14261.11      0.06685401    14672.76      1.8192
 
  25   3   -529.55694278     -0.00181360     -398.04      0.00006201       13.61      0.0017
  26   3   -529.55434182      0.00078737      172.81      0.00266298      584.46      0.0725
  27   3   -529.54734584      0.00778334     1708.25      0.00965895     2119.89      0.2628
  28   3   -529.51154410      0.04358509     9565.82      0.04546070     9977.47      1.2370
  29   3   -529.50750699      0.04762220    10451.86      0.04949781    10863.51      1.3469
  30   3   -529.50719595      0.04793324    10520.13      0.04980884    10931.78      1.3554
  31   3   -529.50558499      0.04954419    10873.69      0.05141980    11285.34      1.3992
  32   3   -529.50138328      0.05374591    11795.86      0.05562152    12207.51      1.5135
  33   3   -529.50021809      0.05491109    12051.59      0.05678670    12463.24      1.5452
  34   3   -529.49798476      0.05714442    12541.75      0.05902003    12953.40      1.6060
  35   3   -529.49515162      0.05997757    13163.55      0.06185318    13575.20      1.6831
  36   3   -529.49015078      0.06497840    14261.11      0.06685401    14672.76      1.8192
 
  37   4   -529.55700479     -0.00187561     -411.65      0.00000000        0.00      0.0000
  38   4   -529.55671744     -0.00158826     -348.58      0.00028735       63.07      0.0078
  39   4   -529.55082290      0.00430628      945.12      0.00618189     1356.77      0.1682
  40   4   -529.51155292      0.04357626     9563.88      0.04545187     9975.53      1.2368
  41   4   -529.50738369      0.04774550    10478.93      0.04962111    10890.57      1.3503
  42   4   -529.50650249      0.04862669    10672.33      0.05050230    11083.97      1.3742
  43   4   -529.50605045      0.04907873    10771.54      0.05095434    11183.19      1.3865
  44   4   -529.50083308      0.05429610    11916.62      0.05617171    12328.27      1.5285
  45   4   -529.50054235      0.05458683    11980.42      0.05646244    12392.07      1.5364
  46   4   -529.49804057      0.05708861    12529.50      0.05896422    12941.15      1.6045
  47   4   -529.49536638      0.05976280    13116.42      0.06163841    13528.07      1.6773
  48   4   -529.49040730      0.06472188    14204.81      0.06659749    14616.46      1.8122

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55652742     -0.00149176     -327.40      0.00035502       77.92      0.0097
   2   1   -529.55428008      0.00075558      165.83      0.00260235      571.15      0.0708
   3   1   -529.54797044      0.00706522     1550.64      0.00891200     1955.96      0.2425
   4   1   -529.50739737      0.04763829    10455.40      0.04948507    10860.72      1.3466
   5   1   -529.50645694      0.04857872    10661.80      0.05042550    11067.12      1.3721
   6   1   -529.50630121      0.04873445    10695.98      0.05058122    11101.30      1.3764
   7   1   -529.50182901      0.05320665    11677.51      0.05505343    12082.83      1.4981
   8   1   -529.50079133      0.05424433    11905.25      0.05609110    12310.57      1.5263
   9   1   -529.49806452      0.05697114    12503.72      0.05881791    12909.04      1.6005
  10   1   -529.49530189      0.05973377    13110.05      0.06158055    13515.37      1.6757
  11   1   -529.49252396      0.06251170    13719.73      0.06435848    14125.05      1.7513
  12   1   -529.48893822      0.06609744    14506.71      0.06794422    14912.03      1.8489
 
  13   2   -529.55680845     -0.00177279     -389.08      0.00007399       16.24      0.0020
  14   2   -529.55418531      0.00085035      186.63      0.00269713      591.95      0.0734
  15   2   -529.54717343      0.00786223     1725.56      0.00970901     2130.88      0.2642
  16   2   -529.51147137      0.04356429     9561.26      0.04541107     9966.58      1.2357
  17   2   -529.50742931      0.04760635    10448.39      0.04945313    10853.71      1.3457
  18   2   -529.50718495      0.04785071    10502.02      0.04969749    10907.34      1.3523
  19   2   -529.50558688      0.04944878    10852.75      0.05129556    11258.07      1.3958
  20   2   -529.50134337      0.05369229    11784.10      0.05553907    12189.42      1.5113
  21   2   -529.50017311      0.05486255    12040.94      0.05670933    12446.26      1.5431
  22   2   -529.49799956      0.05703610    12517.98      0.05888288    12923.30      1.6023
  23   2   -529.49508580      0.05994986    13157.47      0.06179664    13562.79      1.6816
  24   2   -529.49009618      0.06493949    14252.57      0.06678626    14657.89      1.8173
 
  25   3   -529.55680847     -0.00177280     -389.09      0.00007397       16.23      0.0020
  26   3   -529.55418533      0.00085033      186.63      0.00269711      591.95      0.0734
  27   3   -529.54717343      0.00786223     1725.56      0.00970900     2130.88      0.2642
  28   3   -529.51147137      0.04356429     9561.26      0.04541107     9966.58      1.2357
  29   3   -529.50742931      0.04760635    10448.39      0.04945313    10853.71      1.3457
  30   3   -529.50718495      0.04785071    10502.02      0.04969749    10907.34      1.3523
  31   3   -529.50558689      0.04944877    10852.75      0.05129555    11258.07      1.3958
  32   3   -529.50134337      0.05369229    11784.09      0.05553906    12189.42      1.5113
  33   3   -529.50017311      0.05486255    12040.94      0.05670933    12446.26      1.5431
  34   3   -529.49799956      0.05703610    12517.98      0.05888288    12923.30      1.6023
  35   3   -529.49508580      0.05994986    13157.47      0.06179664    13562.79      1.6816
  36   3   -529.49009617      0.06493949    14252.57      0.06678626    14657.89      1.8173
 
  37   4   -529.55688244     -0.00184678     -405.32      0.00000000        0.00      0.0000
  38   4   -529.55652742     -0.00149176     -327.40      0.00035502       77.92      0.0097
  39   4   -529.55066186      0.00437380      959.94      0.00622057     1365.26      0.1693
  40   4   -529.51148099      0.04355467     9559.14      0.04540144     9964.46      1.2354
  41   4   -529.50735067      0.04768499    10465.65      0.04953177    10870.97      1.3478
  42   4   -529.50645512      0.04858054    10662.20      0.05042732    11067.52      1.3722
  43   4   -529.50605293      0.04898273    10750.47      0.05082951    11155.79      1.3831
  44   4   -529.50078074      0.05425492    11907.58      0.05610170    12312.90      1.5266
  45   4   -529.50049164      0.05454402    11971.03      0.05639080    12376.35      1.5345
  46   4   -529.49805755      0.05697811    12505.25      0.05882488    12910.57      1.6007
  47   4   -529.49530170      0.05973396    13110.09      0.06158074    13515.41      1.6757
  48   4   -529.49035358      0.06468208    14196.08      0.06652885    14601.40      1.8103

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55632685     -0.00138664     -304.33      0.00042943       94.25      0.0117
   2   1   -529.55411212      0.00082809      181.75      0.00264417      580.33      0.0720
   3   1   -529.54785168      0.00708853     1555.75      0.00890461     1954.34      0.2423
   4   1   -529.50735927      0.04758094    10442.81      0.04939702    10841.39      1.3442
   5   1   -529.50640143      0.04853879    10653.03      0.05035486    11051.61      1.3702
   6   1   -529.50631205      0.04862817    10672.65      0.05044424    11071.23      1.3727
   7   1   -529.50174369      0.05319652    11675.29      0.05501260    12073.87      1.4970
   8   1   -529.50073051      0.05420970    11897.65      0.05602578    12296.24      1.5245
   9   1   -529.49801948      0.05692073    12492.66      0.05873680    12891.24      1.5983
  10   1   -529.49523133      0.05970888    13104.58      0.06152495    13503.17      1.6742
  11   1   -529.49248458      0.06245563    13707.43      0.06427170    14106.01      1.7489
  12   1   -529.48894219      0.06599802    14484.89      0.06781410    14883.47      1.8453
 
  13   2   -529.55667020     -0.00172998     -379.69      0.00008609       18.89      0.0023
  14   2   -529.55401967      0.00092054      202.03      0.00273661      600.62      0.0745
  15   2   -529.54699133      0.00794888     1744.58      0.00976496     2143.16      0.2657
  16   2   -529.51138977      0.04355044     9558.22      0.04536652     9956.80      1.2345
  17   2   -529.50734201      0.04759821    10446.60      0.04941428    10845.18      1.3446
  18   2   -529.50716988      0.04777033    10484.38      0.04958641    10882.96      1.3493
  19   2   -529.50558576      0.04935446    10832.05      0.05117053    11230.63      1.3924
  20   2   -529.50129569      0.05364452    11773.61      0.05546059    12172.19      1.5092
  21   2   -529.50012211      0.05481810    12031.18      0.05663418    12429.77      1.5411
  22   2   -529.49801408      0.05692613    12493.84      0.05874221    12892.42      1.5985
  23   2   -529.49501411      0.05992610    13152.26      0.06174218    13550.84      1.6801
  24   2   -529.49003659      0.06490362    14244.70      0.06671969    14643.28      1.8155
 
  25   3   -529.55667021     -0.00173000     -379.69      0.00008607       18.89      0.0023
  26   3   -529.55401969      0.00092052      202.03      0.00273659      600.61      0.0745
  27   3   -529.54699133      0.00794888     1744.58      0.00976495     2143.16      0.2657
  28   3   -529.51138977      0.04355044     9558.22      0.04536652     9956.80      1.2345
  29   3   -529.50734201      0.04759821    10446.60      0.04941428    10845.18      1.3446
  30   3   -529.50716988      0.04777033    10484.38      0.04958640    10882.96      1.3493
  31   3   -529.50558576      0.04935445    10832.05      0.05117052    11230.63      1.3924
  32   3   -529.50129570      0.05364451    11773.61      0.05546059    12172.19      1.5092
  33   3   -529.50012211      0.05481810    12031.18      0.05663418    12429.76      1.5411
  34   3   -529.49801408      0.05692613    12493.84      0.05874221    12892.42      1.5985
  35   3   -529.49501410      0.05992611    13152.26      0.06174218    13550.84      1.6801
  36   3   -529.49003659      0.06490362    14244.70      0.06671969    14643.28      1.8155
 
  37   4   -529.55675629     -0.00181607     -398.58      0.00000000        0.00      0.0000
  38   4   -529.55632685     -0.00138664     -304.33      0.00042943       94.25      0.0117
  39   4   -529.55049216      0.00444805      976.23      0.00626412     1374.82      0.1705
  40   4   -529.51140029      0.04353992     9555.91      0.04535600     9954.49      1.2342
  41   4   -529.50731524      0.04762498    10452.47      0.04944105    10851.06      1.3454
  42   4   -529.50639704      0.04854318    10654.00      0.05035925    11052.58      1.3703
  43   4   -529.50605240      0.04888781    10729.63      0.05070388    11128.22      1.3797
  44   4   -529.50071989      0.05422032    11899.99      0.05603640    12298.57      1.5248
  45   4   -529.50043420      0.05450601    11962.69      0.05632209    12361.27      1.5326
  46   4   -529.49807487      0.05686534    12480.50      0.05868142    12879.08      1.5968
  47   4   -529.49523114      0.05970907    13104.63      0.06152514    13503.21      1.6742
  48   4   -529.49029496      0.06464525    14187.99      0.06646133    14586.58      1.8085

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55611485     -0.00127223     -279.22      0.00051125      112.21      0.0139
   2   1   -529.55393627      0.00090636      198.92      0.00268983      590.35      0.0732
   3   1   -529.54772704      0.00711559     1561.69      0.00889906     1953.12      0.2422
   4   1   -529.50731864      0.04752399    10430.31      0.04930746    10821.74      1.3417
   5   1   -529.50633404      0.04850859    10646.40      0.05029206    11037.83      1.3685
   6   1   -529.50632059      0.04852203    10649.36      0.05030551    11040.78      1.3689
   7   1   -529.50164845      0.05319418    11674.77      0.05497765    12066.20      1.4960
   8   1   -529.50066020      0.05418243    11891.67      0.05596591    12283.10      1.5229
   9   1   -529.49796916      0.05687347    12482.28      0.05865694    12873.71      1.5961
  10   1   -529.49515403      0.05968859    13100.13      0.06147207    13491.56      1.6727
  11   1   -529.49244120      0.06240142    13695.53      0.06418490    14086.96      1.7466
  12   1   -529.48894025      0.06590238    14463.90      0.06768586    14855.33      1.8418
 
  13   2   -529.55652791     -0.00168528     -369.88      0.00009820       21.55      0.0027
  14   2   -529.55384387      0.00099876      219.20      0.00278223      610.63      0.0757
  15   2   -529.54679866      0.00804397     1765.45      0.00982744     2156.87      0.2674
  16   2   -529.51129848      0.04354415     9556.84      0.04532762     9948.26      1.2334
  17   2   -529.50724551      0.04759711    10446.36      0.04938059    10837.79      1.3437
  18   2   -529.50714907      0.04769356    10467.53      0.04947703    10858.95      1.3463
  19   2   -529.50558129      0.04926134    10811.61      0.05104481    11203.04      1.3890
  20   2   -529.50123931      0.05360332    11764.57      0.05538679    12156.00      1.5072
  21   2   -529.50006483      0.05477780    12022.34      0.05656127    12413.76      1.5391
  22   2   -529.49802740      0.05681522    12469.50      0.05859870    12860.93      1.5946
  23   2   -529.49493566      0.05990697    13148.06      0.06169045    13539.49      1.6787
  24   2   -529.48997116      0.06487147    14237.64      0.06665495    14629.07      1.8138
 
  25   3   -529.55652792     -0.00168529     -369.88      0.00009818       21.55      0.0027
  26   3   -529.55384389      0.00099874      219.20      0.00278221      610.63      0.0757
  27   3   -529.54679866      0.00804397     1765.45      0.00982744     2156.87      0.2674
  28   3   -529.51129848      0.04354415     9556.84      0.04532762     9948.26      1.2334
  29   3   -529.50724551      0.04759711    10446.36      0.04938059    10837.79      1.3437
  30   3   -529.50714907      0.04769356    10467.53      0.04947703    10858.95      1.3463
  31   3   -529.50558130      0.04926133    10811.61      0.05104481    11203.04      1.3890
  32   3   -529.50123931      0.05360331    11764.57      0.05538679    12155.99      1.5072
  33   3   -529.50006483      0.05477780    12022.34      0.05656127    12413.76      1.5391
  34   3   -529.49802740      0.05681522    12469.50      0.05859870    12860.93      1.5946
  35   3   -529.49493565      0.05990698    13148.06      0.06169045    13539.49      1.6787
  36   3   -529.48997115      0.06487148    14237.64      0.06665495    14629.07      1.8138
 
  37   4   -529.55662610     -0.00178347     -391.43      0.00000000        0.00      0.0000
  38   4   -529.55611485     -0.00127223     -279.22      0.00051125      112.21      0.0139
  39   4   -529.55031294      0.00452969      994.15      0.00631316     1385.58      0.1718
  40   4   -529.51131002      0.04353261     9554.30      0.04531608     9945.73      1.2331
  41   4   -529.50727754      0.04756509    10439.33      0.04934856    10830.76      1.3428
  42   4   -529.50632685      0.04851578    10647.98      0.05029926    11039.41      1.3687
  43   4   -529.50604852      0.04879410    10709.07      0.05057758    11100.50      1.3763
  44   4   -529.50064958      0.05419305    11894.00      0.05597653    12285.43      1.5232
  45   4   -529.50036962      0.05447301    11955.44      0.05625648    12346.87      1.5308
  46   4   -529.49809177      0.05675085    12455.37      0.05853433    12846.80      1.5928
  47   4   -529.49515385      0.05968878    13100.17      0.06147225    13491.60      1.6727
  48   4   -529.49023055      0.06461208    14180.71      0.06639555    14572.14      1.8067

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55589045     -0.00114778     -251.91      0.00060118      131.94      0.0164
   2   1   -529.55375206      0.00099061      217.41      0.00273957      601.27      0.0745
   3   1   -529.54759584      0.00714684     1568.55      0.00889580     1952.40      0.2421
   4   1   -529.50727565      0.04746702    10417.81      0.04921599    10801.66      1.3392
   5   1   -529.50632658      0.04841609    10626.10      0.05016505    11009.96      1.3651
   6   1   -529.50625332      0.04848936    10642.18      0.05023832    11026.04      1.3671
   7   1   -529.50154240      0.05320027    11676.11      0.05494924    12059.96      1.4952
   8   1   -529.50057938      0.05416329    11887.47      0.05591225    12271.32      1.5214
   9   1   -529.49791314      0.05682953    12472.64      0.05857850    12856.49      1.5940
  10   1   -529.49506903      0.05967365    13096.85      0.06142261    13480.70      1.6714
  11   1   -529.49239317      0.06234950    13684.13      0.06409847    14067.99      1.7442
  12   1   -529.48893118      0.06581149    14443.95      0.06756046    14827.81      1.8384
 
  13   2   -529.55638148     -0.00163881     -359.68      0.00011015       24.18      0.0030
  14   2   -529.55365676      0.00108591      238.33      0.00283487      622.18      0.0771
  15   2   -529.54659446      0.00814821     1788.33      0.00989717     2172.18      0.2693
  16   2   -529.51119664      0.04354603     9557.25      0.04529500     9941.10      1.2325
  17   2   -529.50715437      0.04758830    10444.43      0.04933727    10828.28      1.3425
  18   2   -529.50710663      0.04763604    10454.90      0.04938500    10838.76      1.3438
  19   2   -529.50557312      0.04916956    10791.47      0.05091852    11175.32      1.3856
  20   2   -529.50117319      0.05356948    11757.14      0.05531845    12141.00      1.5053
  21   2   -529.50000116      0.05474152    12014.37      0.05649048    12398.23      1.5372
  22   2   -529.49803835      0.05670432    12445.16      0.05845329    12829.01      1.5906
  23   2   -529.49484948      0.05989319    13145.04      0.06164216    13528.89      1.6774
  24   2   -529.48989889      0.06484379    14231.57      0.06659275    14615.42      1.8121
 
  25   3   -529.55638150     -0.00163882     -359.68      0.00011014       24.17      0.0030
  26   3   -529.55365678      0.00108589      238.33      0.00283485      622.18      0.0771
  27   3   -529.54659447      0.00814821     1788.32      0.00989717     2172.18      0.2693
  28   3   -529.51119664      0.04354603     9557.25      0.04529500     9941.10      1.2325
  29   3   -529.50715437      0.04758830    10444.43      0.04933727    10828.28      1.3425
  30   3   -529.50710664      0.04763604    10454.90      0.04938500    10838.75      1.3438
  31   3   -529.50557312      0.04916955    10791.47      0.05091851    11175.32      1.3856
  32   3   -529.50117319      0.05356948    11757.14      0.05531844    12140.99      1.5053
  33   3   -529.50000116      0.05474151    12014.37      0.05649048    12398.23      1.5372
  34   3   -529.49803835      0.05670432    12445.16      0.05845329    12829.01      1.5906
  35   3   -529.49484947      0.05989320    13145.04      0.06164216    13528.89      1.6774
  36   3   -529.48989888      0.06484379    14231.57      0.06659276    14615.42      1.8121
 
  37   4   -529.55649164     -0.00174896     -383.85      0.00000000        0.00      0.0000
  38   4   -529.55589045     -0.00114778     -251.91      0.00060118      131.94      0.0164
  39   4   -529.55012324      0.00461943     1013.85      0.00636840     1397.70      0.1733
  40   4   -529.51120934      0.04353333     9554.46      0.04528230     9938.32      1.2322
  41   4   -529.50723768      0.04750499    10426.14      0.04925395    10809.99      1.3403
  42   4   -529.50624312      0.04849956    10644.42      0.05024852    11028.28      1.3673
  43   4   -529.50604090      0.04870177    10688.80      0.05045074    11072.66      1.3728
  44   4   -529.50056876      0.05417391    11889.80      0.05592288    12273.65      1.5217
  45   4   -529.50029756      0.05444511    11949.32      0.05619407    12333.17      1.5291
  46   4   -529.49810731      0.05663536    12430.02      0.05838432    12813.88      1.5887
  47   4   -529.49506885      0.05967383    13096.89      0.06142279    13480.74      1.6714
  48   4   -529.49015939      0.06458329    14174.39      0.06633225    14558.25      1.8050

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
