 R = [9.28, 7.37, 6.44, 5.85, 5.43, 5.11, 4.85, 4.64, 4.46, 4.31, 4.17, 4.05, 3.95, 3.85, 3.76, 3.68, 3.61, 3.54, 3.48, 3.42]
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
  17   2   -529.50781712      0.05001872    10977.84      0.05202926    11419.10      1.4158
  18   2   -529.50685164      0.05098421    11189.74      0.05299474    11631.00      1.4421
  19   2   -529.50508356      0.05275229    11577.79      0.05476283    12019.05      1.4902
  20   2   -529.50130528      0.05653057    12407.03      0.05854111    12848.29      1.5930
  21   2   -529.50048760      0.05734825    12586.49      0.05935878    13027.75      1.6152
  22   2   -529.49838784      0.05944801    13047.33      0.06145855    13488.59      1.6724
  23   2   -529.49651747      0.06131838    13457.83      0.06332891    13899.09      1.7233
  24   2   -529.49149757      0.06633828    14559.57      0.06834881    15000.83      1.8599
 
  25   3   -529.55963189     -0.00179605     -394.19      0.00021449       47.07      0.0058
  26   3   -529.55707969      0.00075616      165.96      0.00276669      607.22      0.0753
  27   3   -529.55023177      0.00760407     1668.90      0.00961461     2110.16      0.2616
  28   3   -529.51195493      0.04588092    10069.70      0.04789145    10510.96      1.3032
  29   3   -529.50781712      0.05001872    10977.84      0.05202926    11419.10      1.4158
  30   3   -529.50685164      0.05098421    11189.74      0.05299474    11631.00      1.4421
  31   3   -529.50508355      0.05275230    11577.79      0.05476283    12019.05      1.4902
  32   3   -529.50130527      0.05653057    12407.03      0.05854111    12848.29      1.5930
  33   3   -529.50048760      0.05734825    12586.49      0.05935878    13027.75      1.6152
  34   3   -529.49838784      0.05944801    13047.33      0.06145855    13488.59      1.6724
  35   3   -529.49651746      0.06131838    13457.83      0.06332892    13899.09      1.7233
  36   3   -529.49149756      0.06633828    14559.57      0.06834882    15000.83      1.8599
 
  37   4   -529.55984638     -0.00201053     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55954482     -0.00170897     -375.08      0.00030156       66.19      0.0082
  39   4   -529.55365484      0.00418101      917.62      0.00619154     1358.89      0.1685
  40   4   -529.51195720      0.04587865    10069.20      0.04788918    10510.46      1.3031
  41   4   -529.50741537      0.05042048    11066.02      0.05243101    11507.28      1.4267
  42   4   -529.50635885      0.05147700    11297.90      0.05348754    11739.16      1.4555
  43   4   -529.50555814      0.05227771    11473.63      0.05428825    11914.89      1.4773
  44   4   -529.50092063      0.05691522    12491.45      0.05892575    12932.71      1.6035
  45   4   -529.50085017      0.05698568    12506.91      0.05899622    12948.17      1.6054
  46   4   -529.49847393      0.05936192    13028.43      0.06137245    13469.70      1.6700
  47   4   -529.49667342      0.06116242    13423.60      0.06317296    13864.86      1.7190
  48   4   -529.49173788      0.06609797    14506.83      0.06810851    14948.09      1.8533

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55966770     -0.00201053     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55711981      0.00053736      117.94      0.00254789      559.20      0.0693
   3   1   -529.55018602      0.00747114     1639.73      0.00948167     2080.99      0.2580
   4   1   -529.50750967      0.05014750    11006.10      0.05215803    11447.37      1.4193
   5   1   -529.50638922      0.05126795    11252.01      0.05327848    11693.27      1.4498
   6   1   -529.50574728      0.05190988    11392.90      0.05392041    11834.16      1.4672
   7   1   -529.50242335      0.05523382    12122.42      0.05724435    12563.68      1.5577
   8   1   -529.50095400      0.05670317    12444.91      0.05871370    12886.17      1.5977
   9   1   -529.49844034      0.05921683    12996.59      0.06122736    13437.85      1.6661
  10   1   -529.49654081      0.06111636    13413.49      0.06312689    13854.75      1.7178
  11   1   -529.49335597      0.06430120    14112.48      0.06631173    14553.74      1.8044
  12   1   -529.48863807      0.06901910    15147.94      0.07102963    15589.20      1.9328
 
  13   2   -529.55945556     -0.00179839     -394.70      0.00021214       46.56      0.0058
  14   2   -529.55690549      0.00075168      164.97      0.00276221      606.24      0.0752
  15   2   -529.55006044      0.00759673     1667.29      0.00960726     2108.55      0.2614
  16   2   -529.51196568      0.04569148    10028.12      0.04770202    10469.38      1.2980
  17   2   -529.50784777      0.04980940    10931.90      0.05181993    11373.16      1.4101
  18   2   -529.50689469      0.05076248    11141.08      0.05277301    11582.34      1.4360
  19   2   -529.50513039      0.05252678    11528.29      0.05453731    11969.56      1.4840
  20   2   -529.50133384      0.05632332    12361.54      0.05833386    12802.80      1.5873
  21   2   -529.50046410      0.05719307    12552.43      0.05920360    12993.69      1.6110
  22   2   -529.49829698      0.05936019    13028.06      0.06137072    13469.32      1.6700
  23   2   -529.49637567      0.06128150    13449.73      0.06329203    13891.00      1.7223
  24   2   -529.49134023      0.06631694    14554.89      0.06832747    14996.15      1.8593
 
  25   3   -529.55945558     -0.00179841     -394.71      0.00021212       46.55      0.0058
  26   3   -529.55690550      0.00075167      164.97      0.00276220      606.23      0.0752
  27   3   -529.55006043      0.00759673     1667.29      0.00960726     2108.55      0.2614
  28   3   -529.51196568      0.04569148    10028.12      0.04770202    10469.38      1.2980
  29   3   -529.50784777      0.04980940    10931.90      0.05181993    11373.16      1.4101
  30   3   -529.50689469      0.05076248    11141.08      0.05277301    11582.34      1.4360
  31   3   -529.50513039      0.05252678    11528.30      0.05453731    11969.56      1.4840
  32   3   -529.50133384      0.05632333    12361.54      0.05833386    12802.80      1.5873
  33   3   -529.50046410      0.05719307    12552.43      0.05920360    12993.69      1.6110
  34   3   -529.49829698      0.05936019    13028.06      0.06137072    13469.32      1.6700
  35   3   -529.49637566      0.06128150    13449.74      0.06329204    13891.00      1.7223
  36   3   -529.49134023      0.06631694    14554.89      0.06832747    14996.15      1.8593
 
  37   4   -529.55966770     -0.00201053     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55936966     -0.00171249     -375.85      0.00029804       65.41      0.0081
  39   4   -529.55347830      0.00417887      917.15      0.00618940     1358.42      0.1684
  40   4   -529.51196806      0.04568911    10027.60      0.04769964    10468.86      1.2980
  41   4   -529.50744888      0.05020828    11019.44      0.05221882    11460.71      1.4209
  42   4   -529.50639837      0.05125880    11250.01      0.05326933    11691.27      1.4495
  43   4   -529.50560227      0.05205490    11424.73      0.05406543    11865.99      1.4712
  44   4   -529.50094259      0.05671458    12447.41      0.05872511    12888.67      1.5980
  45   4   -529.50083136      0.05682581    12471.82      0.05883634    12913.08      1.6010
  46   4   -529.49837312      0.05928405    13011.34      0.06129458    13452.60      1.6679
  47   4   -529.49654032      0.06111684    13413.60      0.06312738    13854.86      1.7178
  48   4   -529.49158224      0.06607493    14501.77      0.06808546    14943.03      1.8527

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55951688     -0.00201052     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55697431      0.00053205      116.77      0.00254257      558.03      0.0692
   3   1   -529.55005493      0.00745143     1635.40      0.00946195     2076.66      0.2575
   4   1   -529.50753533      0.04997103    10967.37      0.05198155    11408.63      1.4145
   5   1   -529.50642131      0.05108505    11211.87      0.05309558    11653.13      1.4448
   6   1   -529.50578518      0.05172118    11351.49      0.05373170    11792.75      1.4621
   7   1   -529.50242145      0.05508490    12089.74      0.05709543    12531.00      1.5536
   8   1   -529.50097245      0.05653391    12407.76      0.05854443    12849.02      1.5931
   9   1   -529.49842631      0.05908005    12966.57      0.06109057    13407.83      1.6624
  10   1   -529.49643935      0.06106701    13402.66      0.06307753    13843.92      1.7164
  11   1   -529.49327144      0.06423491    14097.93      0.06624544    14539.19      1.8026
  12   1   -529.48862506      0.06888129    15117.70      0.07089182    15558.96      1.9291
 
  13   2   -529.55930879     -0.00180244     -395.59      0.00020809       45.67      0.0057
  14   2   -529.55676079      0.00074556      163.63      0.00275609      604.89      0.0750
  15   2   -529.54991685      0.00758951     1665.70      0.00960003     2106.96      0.2612
  16   2   -529.51197349      0.04553287     9993.31      0.04754339    10434.57      1.2937
  17   2   -529.50787045      0.04963590    10893.82      0.05164643    11335.08      1.4054
  18   2   -529.50693004      0.05057632    11100.22      0.05258684    11541.48      1.4310
  19   2   -529.50516951      0.05233684    11486.61      0.05434737    11927.87      1.4789
  20   2   -529.50135835      0.05614801    12323.06      0.05815853    12764.32      1.5826
  21   2   -529.50045234      0.05705401    12521.91      0.05906454    12963.17      1.6072
  22   2   -529.49822728      0.05927908    13010.25      0.06128960    13451.51      1.6678
  23   2   -529.49626778      0.06123858    13440.31      0.06324910    13881.57      1.7211
  24   2   -529.49122176      0.06628459    14547.79      0.06829512    14989.05      1.8584
 
  25   3   -529.55930881     -0.00180246     -395.59      0.00020807       45.67      0.0057
  26   3   -529.55676080      0.00074555      163.63      0.00275608      604.89      0.0750
  27   3   -529.54991684      0.00758951     1665.71      0.00960004     2106.96      0.2612
  28   3   -529.51197349      0.04553287     9993.31      0.04754339    10434.57      1.2937
  29   3   -529.50787045      0.04963590    10893.82      0.05164643    11335.08      1.4054
  30   3   -529.50693004      0.05057632    11100.22      0.05258685    11541.48      1.4310
  31   3   -529.50516951      0.05233684    11486.61      0.05434737    11927.87      1.4789
  32   3   -529.50135835      0.05614801    12323.06      0.05815853    12764.32      1.5826
  33   3   -529.50045234      0.05705401    12521.91      0.05906454    12963.17      1.6072
  34   3   -529.49822728      0.05927908    13010.25      0.06128960    13451.51      1.6678
  35   3   -529.49626778      0.06123858    13440.31      0.06324910    13881.57      1.7211
  36   3   -529.49122176      0.06628460    14547.79      0.06829512    14989.05      1.8584
 
  37   4   -529.55951688     -0.00201052     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55922486     -0.00171850     -377.17      0.00029202       64.09      0.0079
  39   4   -529.55333105      0.00417531      916.37      0.00618583     1357.63      0.1683
  40   4   -529.51197597      0.04553039     9992.76      0.04754091    10434.02      1.2937
  41   4   -529.50747469      0.05003166    10980.68      0.05204219    11421.94      1.4161
  42   4   -529.50643067      0.05107569    11209.82      0.05308621    11651.08      1.4445
  43   4   -529.50563946      0.05186690    11383.47      0.05387742    11824.73      1.4661
  44   4   -529.50096119      0.05654516    12410.23      0.05855569    12851.49      1.5934
  45   4   -529.50082203      0.05668432    12440.77      0.05869485    12882.03      1.5972
  46   4   -529.49829708      0.05920927    12994.93      0.06121980    13436.19      1.6659
  47   4   -529.49643891      0.06106745    13402.76      0.06307797    13844.01      1.7164
  48   4   -529.49146518      0.06604117    14494.36      0.06805170    14935.62      1.8518

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55935839     -0.00201051     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55682234      0.00052554      115.34      0.00253605      556.60      0.0690
   3   1   -529.54992039      0.00742749     1630.15      0.00943800     2071.40      0.2568
   4   1   -529.50755930      0.04978858    10927.33      0.05179909    11368.59      1.4095
   5   1   -529.50645360      0.05089427    11170.00      0.05290479    11611.26      1.4396
   6   1   -529.50582508      0.05152280    11307.95      0.05353331    11749.20      1.4567
   7   1   -529.50241851      0.05492937    12055.60      0.05693988    12496.86      1.5494
   8   1   -529.50099112      0.05635676    12368.88      0.05836727    12810.14      1.5883
   9   1   -529.49841329      0.05893458    12934.65      0.06094510    13375.90      1.6584
  10   1   -529.49634216      0.06100572    13389.21      0.06301623    13830.46      1.7148
  11   1   -529.49319261      0.06415526    14080.45      0.06616578    14521.71      1.8005
  12   1   -529.48861935      0.06872853    15084.17      0.07073904    15525.43      1.9249
 
  13   2   -529.55915621     -0.00180833     -396.88      0.00020218       44.37      0.0055
  14   2   -529.55661058      0.00073730      161.82      0.00274781      603.08      0.0748
  15   2   -529.54976680      0.00758108     1663.85      0.00959159     2105.11      0.2610
  16   2   -529.51197961      0.04536827     9957.18      0.04737878    10398.44      1.2892
  17   2   -529.50789051      0.04945737    10854.64      0.05146788    11295.89      1.4005
  18   2   -529.50696575      0.05038212    11057.60      0.05239264    11498.86      1.4257
  19   2   -529.50520987      0.05213801    11442.97      0.05414852    11884.23      1.4735
  20   2   -529.50138358      0.05596430    12282.74      0.05797481    12724.00      1.5776
  21   2   -529.50044529      0.05690258    12488.67      0.05891310    12929.93      1.6031
  22   2   -529.49816108      0.05918680    12990.00      0.06119731    13431.26      1.6653
  23   2   -529.49616475      0.06118312    13428.14      0.06319364    13869.40      1.7196
  24   2   -529.49110974      0.06623814    14537.59      0.06824865    14978.85      1.8571
 
  25   3   -529.55915623     -0.00180835     -396.89      0.00020216       44.37      0.0055
  26   3   -529.55661059      0.00073729      161.82      0.00274780      603.07      0.0748
  27   3   -529.54976680      0.00758108     1663.85      0.00959159     2105.11      0.2610
  28   3   -529.51197961      0.04536827     9957.18      0.04737878    10398.44      1.2892
  29   3   -529.50789051      0.04945737    10854.64      0.05146788    11295.89      1.4005
  30   3   -529.50696575      0.05038212    11057.60      0.05239264    11498.86      1.4257
  31   3   -529.50520987      0.05213801    11442.97      0.05414852    11884.23      1.4735
  32   3   -529.50138358      0.05596430    12282.74      0.05797481    12724.00      1.5776
  33   3   -529.50044530      0.05690258    12488.67      0.05891310    12929.93      1.6031
  34   3   -529.49816108      0.05918680    12990.00      0.06119731    13431.26      1.6653
  35   3   -529.49616475      0.06118312    13428.14      0.06319364    13869.40      1.7196
  36   3   -529.49110974      0.06623814    14537.59      0.06824865    14978.85      1.8571
 
  37   4   -529.55935839     -0.00201051     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55907512     -0.00172724     -379.09      0.00028327       62.17      0.0077
  39   4   -529.55317769      0.00417019      915.25      0.00618070     1356.51      0.1682
  40   4   -529.51198222      0.04536566     9956.61      0.04737617    10397.87      1.2892
  41   4   -529.50749865      0.04984923    10940.64      0.05185974    11381.90      1.4112
  42   4   -529.50646317      0.05088471    11167.90      0.05289522    11609.16      1.4394
  43   4   -529.50567808      0.05166979    11340.21      0.05368031    11781.47      1.4607
  44   4   -529.50097996      0.05636792    12371.33      0.05837843    12812.59      1.5886
  45   4   -529.50081633      0.05653155    12407.24      0.05854206    12848.50      1.5930
  46   4   -529.49822571      0.05912216    12975.82      0.06113268    13417.07      1.6635
  47   4   -529.49634176      0.06100612    13389.30      0.06301663    13830.55      1.7148
  48   4   -529.49135441      0.06599346    14483.89      0.06800398    14925.15      1.8505

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55923404     -0.00201050     -441.25      0.00000000        0.00      0.0000
   2   1   -529.55670380      0.00051974      114.07      0.00253024      555.32      0.0689
   3   1   -529.54981719      0.00740635     1625.51      0.00941685     2066.76      0.2562
   4   1   -529.50757576      0.04964777    10896.43      0.05165827    11337.68      1.4057
   5   1   -529.50647768      0.05074585    11137.43      0.05275636    11578.68      1.4356
   6   1   -529.50585622      0.05136731    11273.82      0.05337782    11715.08      1.4525
   7   1   -529.50241515      0.05480839    12029.05      0.05681889    12470.30      1.5461
   8   1   -529.50100484      0.05621869    12338.58      0.05822919    12779.83      1.5845
   9   1   -529.49840400      0.05881953    12909.39      0.06083003    13350.65      1.6553
  10   1   -529.49627210      0.06095143    13377.29      0.06296194    13818.55      1.7133
  11   1   -529.49313726      0.06408627    14065.31      0.06609678    14506.57      1.7986
  12   1   -529.48862002      0.06860352    15056.73      0.07061402    15497.99      1.9215
 
  13   2   -529.55903790     -0.00181436     -398.21      0.00019614       43.05      0.0053
  14   2   -529.55649422      0.00072932      160.07      0.00273982      601.32      0.0746
  15   2   -529.54964968      0.00757385     1662.27      0.00958436     2103.52      0.2608
  16   2   -529.51198272      0.04524081     9929.21      0.04725131    10370.46      1.2858
  17   2   -529.50790339      0.04932014    10824.52      0.05133065    11265.77      1.3968
  18   2   -529.50699260      0.05023093    11024.42      0.05224144    11465.67      1.4216
  19   2   -529.50524079      0.05198274    11408.89      0.05399325    11850.15      1.4692
  20   2   -529.50140264      0.05582089    12251.27      0.05783140    12692.52      1.5737
  21   2   -529.50044242      0.05678112    12462.01      0.05879162    12903.27      1.5998
  22   2   -529.49811497      0.05910857    12972.83      0.06111907    13414.08      1.6631
  23   2   -529.49609068      0.06113286    13417.11      0.06314336    13858.37      1.7182
  24   2   -529.49103009      0.06619344    14527.78      0.06820395    14969.04      1.8559
 
  25   3   -529.55903792     -0.00181438     -398.21      0.00019612       43.04      0.0053
  26   3   -529.55649423      0.00072931      160.06      0.00273981      601.32      0.0746
  27   3   -529.54964968      0.00757385     1662.27      0.00958436     2103.52      0.2608
  28   3   -529.51198272      0.04524081     9929.21      0.04725131    10370.46      1.2858
  29   3   -529.50790339      0.04932014    10824.52      0.05133065    11265.77      1.3968
  30   3   -529.50699260      0.05023093    11024.42      0.05224143    11465.67      1.4216
  31   3   -529.50524079      0.05198274    11408.89      0.05399324    11850.15      1.4692
  32   3   -529.50140264      0.05582089    12251.27      0.05783140    12692.52      1.5737
  33   3   -529.50044242      0.05678111    12462.01      0.05879162    12903.27      1.5998
  34   3   -529.49811497      0.05910856    12972.83      0.06111907    13414.08      1.6631
  35   3   -529.49609068      0.06113285    13417.11      0.06314336    13858.37      1.7182
  36   3   -529.49103009      0.06619344    14527.78      0.06820395    14969.04      1.8559
 
  37   4   -529.55923404     -0.00201050     -441.25      0.00000000        0.00      0.0000
  38   4   -529.55895968     -0.00173614     -381.04      0.00027436       60.21      0.0075
  39   4   -529.55305851      0.00416503      914.12      0.00617553     1355.37      0.1680
  40   4   -529.51198545      0.04523808     9928.61      0.04724858    10369.87      1.2857
  41   4   -529.50751513      0.04970840    10909.73      0.05171891    11350.99      1.4073
  42   4   -529.50648738      0.05073615    11135.30      0.05274666    11576.55      1.4353
  43   4   -529.50570785      0.05151569    11306.39      0.05352619    11747.64      1.4565
  44   4   -529.50099375      0.05622978    12341.01      0.05824028    12782.26      1.5848
  45   4   -529.50081378      0.05640976    12380.51      0.05842026    12821.76      1.5897
  46   4   -529.49817641      0.05904713    12959.35      0.06105763    13400.60      1.6615
  47   4   -529.49627172      0.06095181    13377.38      0.06296231    13818.63      1.7133
  48   4   -529.49127562      0.06594792    14473.89      0.06795842    14915.15      1.8492

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55906020     -0.00201048     -441.25      0.00000000        0.00      0.0000
   2   1   -529.55653910      0.00051062      112.07      0.00252110      553.32      0.0686
   3   1   -529.54967625      0.00737346     1618.29      0.00938395     2059.54      0.2554
   4   1   -529.50759507      0.04945465    10854.04      0.05146513    11295.29      1.4004
   5   1   -529.50650911      0.05054060    11092.38      0.05255109    11533.63      1.4300
   6   1   -529.50589919      0.05115052    11226.24      0.05316101    11667.49      1.4466
   7   1   -529.50240831      0.05464140    11992.40      0.05665188    12433.65      1.5416
   8   1   -529.50102211      0.05602760    12296.64      0.05803809    12737.89      1.5793
   9   1   -529.49839177      0.05865794    12873.93      0.06066842    13315.18      1.6509
  10   1   -529.49618237      0.06086735    13358.84      0.06287783    13800.09      1.7110
  11   1   -529.49306837      0.06398135    14042.28      0.06599183    14483.53      1.7957
  12   1   -529.48862749      0.06842222    15016.94      0.07043270    15458.19      1.9166
 
  13   2   -529.55887467     -0.00182496     -400.53      0.00018553       40.72      0.0050
  14   2   -529.55633378      0.00071594      157.13      0.00272642      598.38      0.0742
  15   2   -529.54948682      0.00756290     1659.86      0.00957338     2101.11      0.2605
  16   2   -529.51198428      0.04506544     9890.72      0.04707592    10331.97      1.2810
  17   2   -529.50791688      0.04913283    10783.41      0.05114331    11224.66      1.3917
  18   2   -529.50702814      0.05002158    10978.47      0.05203206    11419.72      1.4159
  19   2   -529.50528263      0.05176708    11361.56      0.05377757    11802.81      1.4634
  20   2   -529.50142766      0.05562206    12207.63      0.05763254    12648.88      1.5683
  21   2   -529.50044072      0.05660900    12424.24      0.05861948    12865.49      1.5951
  22   2   -529.49805938      0.05899034    12946.88      0.06100082    13388.13      1.6599
  23   2   -529.49599604      0.06105367    13399.73      0.06306416    13840.98      1.7161
  24   2   -529.49092968      0.06612003    14511.67      0.06813051    14952.92      1.8539
 
  25   3   -529.55887469     -0.00182497     -400.54      0.00018551       40.71      0.0050
  26   3   -529.55633379      0.00071592      157.13      0.00272641      598.38      0.0742
  27   3   -529.54948682      0.00756290     1659.86      0.00957338     2101.11      0.2605
  28   3   -529.51198428      0.04506544     9890.72      0.04707592    10331.97      1.2810
  29   3   -529.50791688      0.04913283    10783.41      0.05114331    11224.66      1.3917
  30   3   -529.50702814      0.05002158    10978.47      0.05203206    11419.72      1.4159
  31   3   -529.50528264      0.05176708    11361.56      0.05377756    11802.81      1.4634
  32   3   -529.50142766      0.05562206    12207.63      0.05763254    12648.88      1.5683
  33   3   -529.50044072      0.05660900    12424.24      0.05861948    12865.49      1.5951
  34   3   -529.49805938      0.05899034    12946.88      0.06100082    13388.13      1.6599
  35   3   -529.49599604      0.06105368    13399.73      0.06306416    13840.98      1.7161
  36   3   -529.49092968      0.06612003    14511.67      0.06813052    14952.92      1.8539
 
  37   4   -529.55906020     -0.00201048     -441.25      0.00000000        0.00      0.0000
  38   4   -529.55880143     -0.00175172     -384.46      0.00025877       56.79      0.0070
  39   4   -529.55289364      0.00415607      912.15      0.00616656     1353.40      0.1678
  40   4   -529.51198720      0.04506252     9890.08      0.04707300    10331.33      1.2809
  41   4   -529.50753452      0.04951519    10867.33      0.05152568    11308.58      1.4021
  42   4   -529.50651896      0.05053076    11090.22      0.05254124    11531.47      1.4297
  43   4   -529.50574834      0.05130137    11259.35      0.05331186    11700.60      1.4507
  44   4   -529.50101112      0.05603859    12299.05      0.05804907    12740.30      1.5796
  45   4   -529.50081167      0.05623805    12342.82      0.05824853    12784.07      1.5850
  46   4   -529.49811733      0.05893239    12934.16      0.06094287    13375.41      1.6583
  47   4   -529.49618202      0.06086770    13358.92      0.06287818    13800.17      1.7110
  48   4   -529.49117625      0.06587347    14457.55      0.06788395    14898.80      1.8472

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55892321     -0.00201047     -441.25      0.00000000        0.00      0.0000
   2   1   -529.55641017      0.00050258      110.30      0.00251304      551.55      0.0684
   3   1   -529.54956794      0.00734481     1612.00      0.00935527     2053.24      0.2546
   4   1   -529.50760706      0.04930568    10821.35      0.05131614    11262.59      1.3964
   5   1   -529.50653176      0.05038098    11057.35      0.05239144    11498.59      1.4256
   6   1   -529.50593235      0.05098039    11188.90      0.05299085    11630.15      1.4420
   7   1   -529.50240082      0.05451192    11963.98      0.05652238    12405.23      1.5381
   8   1   -529.50103375      0.05587899    12264.02      0.05788946    12705.27      1.5753
   9   1   -529.49838240      0.05853034    12845.92      0.06054080    13287.17      1.6474
  10   1   -529.49611764      0.06079510    13342.98      0.06280556    13784.23      1.7090
  11   1   -529.49302024      0.06389250    14022.78      0.06590296    14464.03      1.7933
  12   1   -529.48863806      0.06827469    14984.56      0.07028515    15425.81      1.9126
 
  13   2   -529.55874782     -0.00183508     -402.75      0.00017539       38.49      0.0048
  14   2   -529.55620908      0.00070366      154.44      0.00271413      595.68      0.0739
  15   2   -529.54935911      0.00755363     1657.83      0.00956409     2099.08      0.2603
  16   2   -529.51198271      0.04493003     9861.00      0.04694050    10302.25      1.2773
  17   2   -529.50792356      0.04898918    10751.88      0.05099965    11193.13      1.3878
  18   2   -529.50705428      0.04985846    10942.67      0.05186892    11383.91      1.4114
  19   2   -529.50531425      0.05159850    11324.56      0.05360896    11765.81      1.4588
  20   2   -529.50144563      0.05546711    12173.62      0.05747758    12614.87      1.5640
  21   2   -529.50044023      0.05647251    12394.28      0.05848298    12835.53      1.5914
  22   2   -529.49802275      0.05888999    12924.86      0.06090046    13366.11      1.6572
  23   2   -529.49592796      0.06098479    13384.61      0.06299525    13825.86      1.7142
  24   2   -529.49085859      0.06605415    14497.21      0.06806462    14938.46      1.8521
 
  25   3   -529.55874784     -0.00183510     -402.76      0.00017537       38.49      0.0048
  26   3   -529.55620909      0.00070365      154.43      0.00271412      595.68      0.0739
  27   3   -529.54935912      0.00755363     1657.83      0.00956409     2099.08      0.2603
  28   3   -529.51198271      0.04493003     9861.00      0.04694049    10302.25      1.2773
  29   3   -529.50792356      0.04898918    10751.88      0.05099965    11193.13      1.3878
  30   3   -529.50705428      0.04985846    10942.67      0.05186892    11383.91      1.4114
  31   3   -529.50531425      0.05159849    11324.56      0.05360896    11765.81      1.4588
  32   3   -529.50144563      0.05546711    12173.62      0.05747757    12614.87      1.5640
  33   3   -529.50044023      0.05647251    12394.28      0.05848297    12835.53      1.5914
  34   3   -529.49802275      0.05888999    12924.86      0.06090046    13366.10      1.6572
  35   3   -529.49592796      0.06098478    13384.61      0.06299525    13825.86      1.7142
  36   3   -529.49085859      0.06605415    14497.21      0.06806462    14938.46      1.8521
 
  37   4   -529.55892321     -0.00201047     -441.25      0.00000000        0.00      0.0000
  38   4   -529.55867925     -0.00176651     -387.70      0.00024396       53.54      0.0066
  39   4   -529.55276509      0.00414765      910.30      0.00615812     1351.55      0.1676
  40   4   -529.51198580      0.04492694     9860.32      0.04693740    10301.57      1.2772
  41   4   -529.50754660      0.04936614    10834.61      0.05137660    11275.86      1.3980
  42   4   -529.50654169      0.05037105    11055.17      0.05238151    11496.41      1.4254
  43   4   -529.50577909      0.05113365    11222.54      0.05314411    11663.78      1.4461
  44   4   -529.50102283      0.05588991    12266.42      0.05790037    12707.66      1.5755
  45   4   -529.50081028      0.05610246    12313.07      0.05811292    12754.31      1.5813
  46   4   -529.49807860      0.05883415    12912.60      0.06084461    13353.85      1.6557
  47   4   -529.49611731      0.06079543    13343.05      0.06280589    13784.30      1.7090
  48   4   -529.49110587      0.06580687    14442.94      0.06781733    14884.18      1.8454

--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55877996     -0.00201044     -441.24      0.00000000        0.00      0.0000
   2   1   -529.55627617      0.00049335      108.28      0.00250379      549.52      0.0681
   3   1   -529.54945721      0.00731231     1604.87      0.00932276     2046.11      0.2537
   4   1   -529.50761646      0.04915306    10787.85      0.05116351    11229.09      1.3922
   5   1   -529.50655320      0.05021632    11021.21      0.05222676    11462.45      1.4212
   6   1   -529.50596615      0.05080337    11150.05      0.05281381    11591.29      1.4371
   7   1   -529.50239068      0.05437884    11934.78      0.05638928    12376.02      1.5344
   8   1   -529.50104372      0.05572580    12230.40      0.05773624    12671.64      1.5711
   9   1   -529.49837251      0.05839701    12816.66      0.06040745    13257.90      1.6438
  10   1   -529.49605488      0.06071464    13325.32      0.06272508    13766.56      1.7068
  11   1   -529.49297497      0.06379455    14001.29      0.06580499    14442.53      1.7906
  12   1   -529.48865276      0.06811676    14949.90      0.07012720    15391.14      1.9083
 
  13   2   -529.55861692     -0.00184740     -405.46      0.00016304       35.78      0.0044
  14   2   -529.55608028      0.00068924      151.27      0.00269968      592.51      0.0735
  15   2   -529.54922613      0.00754339     1655.58      0.00955383     2096.82      0.2600
