2.00E-08,1.69898E+15,1.90234E+15,1.72235E+15,1.92571E+15,1.81294E+15,2.01631E+15,1.90234E+15,1.72234E+15,1.92571E+15,1.81294E+15,2.01631E+15,1.92796E+15,2.01856E+15,1.92796E+15,2.01856E+15,1.3815E+15,1.4721E+15,1.3815E+15,1.4721E+15,1.90238E+15,1.90238E+15,1.90463E+15,1.35818E+15,2.01567E+15,2.01567E+15,2.01792E+15,1.47146E+15
2.01E-08,1.70166E+15,1.90424E+15,1.72472E+15,1.9273E+15,1.81856E+15,2.02114E+15,1.90424E+15,1.72472E+15,1.9273E+15,1.81856E+15,2.02114E+15,1.92968E+15,2.02352E+15,1.92968E+15,2.02352E+15,1.40665E+15,1.50049E+15,1.40665E+15,1.50049E+15,1.90428E+15,1.90428E+15,1.90666E+15,1.38364E+15,2.02043E+15,2.02043E+15,2.0228E+15,1.49978E+15
2.02E-08,1.70443E+15,1.90617E+15,1.72714E+15,1.92888E+15,1.82386E+15,2.0256E+15,1.90617E+15,1.72714E+15,1.92888E+15,1.82386E+15,2.0256E+15,1.9314E+15,2.02811E+15,1.93139E+15,2.02811E+15,1.43091E+15,1.52763E+15,1.43091E+15,1.52763E+15,1.90621E+15,1.90621E+15,1.90873E+15,1.40824E+15,2.0248E+15,2.0248E+15,2.02731E+15,1.52683E+15
2.03E-08,1.70727E+15,1.90813E+15,1.72959E+15,1.93045E+15,1.82877E+15,2.02963E+15,1.90813E+15,1.72959E+15,1.93045E+15,1.82877E+15,2.02963E+15,1.9331E+15,2.03228E+15,1.9331E+15,2.03228E+15,1.45431E+15,1.55349E+15,1.45431E+15,1.55349E+15,1.90817E+15,1.90817E+15,1.91082E+15,1.43203E+15,2.02872E+15,2.02872E+15,2.03137E+15,1.55258E+15
2.04E-08,1.71019E+15,1.91011E+15,1.73209E+15,1.932E+15,1.83325E+15,2.03317E+15,1.91011E+15,1.73209E+15,1.932E+15,1.83325E+15,2.03317E+15,1.9348E+15,2.03596E+15,1.9348E+15,2.03596E+15,1.47686E+15,1.57803E+15,1.47686E+15,1.57803E+15,1.91016E+15,1.91016E+15,1.91295E+15,1.45502E+15,2.03214E+15,2.03214E+15,2.03493E+15,1.577E+15
2.05E-08,1.7132E+15,1.91212E+15,1.73462E+15,1.93353E+15,1.83723E+15,2.03615E+15,1.91212E+15,1.73462E+15,1.93353E+15,1.83723E+15,2.03615E+15,1.93648E+15,2.03909E+15,1.93647E+15,2.03909E+15,1.4986E+15,1.60121E+15,1.4986E+15,1.60121E+15,1.91217E+15,1.91217E+15,1.91511E+15,1.47724E+15,2.03497E+15,2.03497E+15,2.03791E+15,1.60004E+15
2.06E-08,1.71629E+15,1.91414E+15,1.73718E+15,1.93504E+15,1.84064E+15,2.03849E+15,1.91414E+15,1.73718E+15,1.93504E+15,1.84063E+15,2.03849E+15,1.93814E+15,2.04159E+15,1.93814E+15,2.04159E+15,1.51955E+15,1.623E+15,1.51955E+15,1.623E+15,1.9142E+15,1.9142E+15,1.9173E+15,1.49871E+15,2.03715E+15,2.03715E+15,2.04024E+15,1.62165E+15
2.07E-08,1.71946E+15,1.9162E+15,1.73979E+15,1.93652E+15,1.84342E+15,2.04016E+15,1.9162E+15,1.73979E+15,1.93652E+15,1.84342E+15,2.04016E+15,1.93978E+15,2.04341E+15,1.93977E+15,2.04341E+15,1.53973E+15,1.64336E+15,1.53973E+15,1.64336E+15,1.91626E+15,1.91626E+15,1.91951E+15,1.51946E+15,2.03861E+15,2.03861E+15,2.04186E+15,1.64181E+15
2.08E-08,1.72272E+15,1.91826E+15,1.74243E+15,1.93797E+15,1.84554E+15,2.04109E+15,1.91826E+15,1.74243E+15,1.93797E+15,1.84554E+15,2.04109E+15,1.94139E+15,2.0445E+15,1.94139E+15,2.0445E+15,1.55916E+15,1.66227E+15,1.55916E+15,1.66227E+15,1.91833E+15,1.91833E+15,1.92175E+15,1.53951E+15,2.0393E+15,2.0393E+15,2.04272E+15,1.66048E+15
2.09E-08,1.72606E+15,1.92035E+15,1.7451E+15,1.93939E+15,1.847E+15,2.0413E+15,1.92035E+15,1.7451E+15,1.93939E+15,1.847E+15,2.0413E+15,1.94298E+15,2.04488E+15,1.94298E+15,2.04488E+15,1.57786E+15,1.67976E+15,1.57786E+15,1.67976E+15,1.92043E+15,1.92043E+15,1.92401E+15,1.55889E+15,2.03922E+15,2.03922E+15,2.04281E+15,1.67769E+15
2.10E-08,1.72949E+15,1.92246E+15,1.7478E+15,1.94076E+15,1.84785E+15,2.04081E+15,1.92246E+15,1.7478E+15,1.94076E+15,1.84785E+15,2.04081E+15,1.94452E+15,2.04457E+15,1.94452E+15,2.04457E+15,1.59584E+15,1.69589E+15,1.59584E+15,1.69589E+15,1.92254E+15,1.92254E+15,1.92629E+15,1.57761E+15,2.0384E+15,2.0384E+15,2.04215E+15,1.69347E+15
