R	1A1	2A1	3A1	4A1	5A1	6A1	7A1	8A1	9A1	10A1	11A1	12A1	1B1	2B1	3B1	4B1	5B1	6B1	7B1	8B1	9B1	10B1	11B1	12B1	1B2	2B2	3B2	4B2	5B2	6B2	7B2	8B2	9B2	10B2	11B2	12B2	1A2	2A2	3A2	4A2	5A2	6A2	7A2	8A2	9A2	10A2	11A2	12A2
2.3	95803.03184915344	95959.38777031295	97218.3908168223	105591.12628193895	105676.00809510794	106315.64276203382	107306.43244745032	107493.05172534473	107783.87097332039	108639.94274137255	109053.29248052172	109790.30365128367	95147.9242208142	96184.81016278322	97765.36110021354	105166.3967832293	105613.74753205806	105931.16491045937	106174.19794723828	107168.76259629123	107307.88098000965	107796.60708609733	108692.79223228284	109722.25993176163	95147.92202606615	96184.8035785391	97765.35451596942	105166.3967832293	105613.74533731001	105931.16052096328	106174.19794723828	107168.76040156814	107307.88098000965	107796.60708609733	108692.78564803873	109722.25115276946	95110.14824749816	95803.03184915344	96931.6691601956	105149.9493544592	105592.74600472073	105841.06618533871	106324.4985633432	107160.87906759056	107495.49447799317	107736.36788439637	108639.97346782018	109659.91596836103
2.31	95742.53586213129	95922.57529061344	97175.96198135203	105579.11224069363	105667.88094954936	106267.77095573832	107268.40407833413	107449.25117344665	107762.24394329038	108601.52809687558	109021.10213655377	109757.39782002823	95123.47255227603	96127.54264758441	97708.2252697974	105128.60325195389	105600.40786404391	105916.38109938196	106125.51847428746	107165.09517523395	107266.3585747817	107755.54777233177	108654.14933416428	109686.07076000675	95123.47255227603	96127.53825808835	97708.2186855533	105128.60325195389	105600.40566929587	105916.37670988588	106125.51847428746	107165.09517523395	107266.35638003366	107755.54777233177	108654.14055519707	109686.06417576261	95085.17422935039	95742.53586213129	96876.91462950771	105113.51876061942	105580.84609027374	105824.34660803608	106276.49507226504	107156.21084222499	107451.66319962252	107696.0745370983	108601.55882332321	109623.98358192736
2.32	95684.15341580095	95886.3553924359	97135.62254437005	105567.61396483875	105660.31785381318	106222.10706422552	107231.11314393595	107407.60147290718	107741.90522931251	108565.00532369294	108991.04069646401	109726.46945516088	95099.49714371344	96072.48304714338	97653.18103259265	105091.91806754094	105587.71784095089	105902.68588245963	106079.01618969666	107161.40361194819	107227.18674280941	107717.11776459852	108617.39172314084	109651.76029110288	95099.49714371344	96072.48085239534	97653.18542208873	105091.91806754094	105587.71784095089	105902.68588245963	106079.01618969666	107161.40361194819	107227.18674280941	107717.11776459852	108617.39611263692	109651.76468059896	95060.74450829261	95684.15341580095	96824.27363948665	105078.06482888441	105569.46852546131	105808.97460493281	106230.71266445782	107151.49872189859	107410.011304335	107658.58607552614	108565.03605014057	109589.93867733685
2.33	95627.80549930775	95850.74124421866	97097.24960006092	105556.60950689389	105653.296860394	106178.5874398272	107194.74839248748	107368.04336560403	107722.68803071033	108530.2910214739	108963.14766574212	109697.49441450309	95075.96946337695	96019.54796113433	97600.14498824858	105056.38512495132	105575.64893105446	105889.99585934165	106034.60549831725	107157.13483040173	107190.70786456263	107681.292920744	108582.46014104038	109619.2648773818	95075.96946337695	96019.54576638629	97600.14937774466	105056.38512495132	105575.64893105446	105889.99585934165	106034.60549831725	107157.13483040173	107190.70786456263	107681.292920744	108582.46233576348	109619.26926687788	95036.83933159249	95627.80549930775	96773.65401083947	105043.64023318223	105558.59355755107	105794.82507554024	106187.06355004983	107146.59785341534	107370.44880753577	107623.88055229925	108530.32174792151	109557.6868804487
2.35	95520.89282279357	95781.37848214693	97025.9313190316	105535.97669692803	105640.77144325434	106097.6627542573	107125.20127173002	107294.83979750452	107687.02120859	108465.95861792004	108913.27425083006	109645.11459929931	95030.18047130067	95919.72650992674	97499.7704609588	104988.87033925804	105553.24057132067	105867.299987864	105951.7318780339	107118.50949026749	107153.35108777312	107617.30948187917	108517.70415143899	109559.3373296781	95030.17827655263	95919.7243151787	97499.77265570684	104988.87033925804	105553.24057132067	105867.299987864	105951.7318780339	107118.50949026749	107153.35108777312	107617.30948187917	108517.70854093507	109559.34171914923	94990.53896364682	95520.89282279357	96678.14304134122	104978.02609779542	105538.24606460598	105769.78740974917	106105.86013167833	107135.69874330159	107297.24084996514	107562.78759428402	108465.99153911571	109498.23778741874
2.36	95470.17662528247	95747.65620526896	96992.77089717805	105526.30225522313	105635.22092987491	106060.11064506679	107092.14400295955	107261.0297307548	107670.35869468654	108436.18468962405	108891.00635487109	109621.56716625541	95007.78308530709	95872.67553874986	97452.26956678282	104956.87752243913	105542.84186336104	105857.1536757295	105913.0933694114	107087.64696779147	107148.48972472965	107589.07187596434	108487.72830647291	109531.74058969223	95007.78089055905	95872.67114925377	97452.2739562789	104956.87752243913	105542.84186336104	105857.1536757295	105913.0933694114	107087.64696779147	107148.48972472965	107589.07187596434	108487.73050122097	109531.74278444027	94968.01428236665	95470.17662528247	96633.06734182934	104946.84533710296	105528.7252551392	105758.7127199169	106068.12805329816	107129.38445817775	107263.41322523108	107536.33651187732	108436.21761081972	109470.87149580252
2.37	95421.19427737646	95714.58137851415	96961.1380187634	105517.02725736228	105630.11156047745	106024.39773326255	107060.26970246	107228.96887679653	107654.38094162296	108407.90757829438	108870.33623421348	109599.6833509042	94985.75880620601	95827.43303851162	97406.4674062682	104926.07645288331	105532.95014177474	105847.71626663837	105876.2435790451	107058.06398242534	107143.69420405255	107563.30555442248	108459.24927849813	109505.62091396528	94985.75880620601	95827.43084376358	97406.46960101624	104926.07645288331	105532.95014177474	105847.71626663837	105876.2435790451	107058.06398242534	107143.69420405255	107563.30555442248	108459.25366799421	109505.62310871332	94945.95049780085	95421.19427737646	96589.68598648274	104916.77950754206	105519.60827901255	105748.50056539106	106032.22858806014	107122.42711242681	107231.33481331343	107512.59155165944	108407.94049949004	109444.97787894914
2.38	95373.87335239013	95682.16058617654	96930.93611492377	105508.14731384942	105625.42577712756	105990.52621361759	107029.59373341777	107198.61773021484	107639.03527549616	108381.05705206859	108851.14098306675	109579.39950560241	94964.19103429826	95783.94853008195	97362.2981369737	104896.49785698831	105523.56321186361	105838.48955318452	105841.65437733964	107030.0831618317	107138.62872959097	107540.01271192677	108432.2034198464	109480.91684962694	94964.18883955022	95783.94414058587	97362.30252646978	104896.49785698831	105523.56321186361	105838.48955318452	105841.65437733964	107030.0831618317	107138.62872959097	107540.01271192677	108432.20780934248	109480.91904437498	94924.42881560195	95373.87335239013	96547.94630134843	104887.8659197795	105510.88855195697	105739.0894932515	105998.1222305744	107114.83767971411	107200.94855078805	107491.5395451421	108381.08997326426	109420.49767873633
2.4	95283.9655702243	95619.30305213357	96874.48065585142	105491.39701007422	105617.2459576659	105927.73232724285	106971.81045282855	107142.58366244202	107610.1019350262	108331.36141159815	108816.7076083724	109543.35518711843	94922.06287908505	95701.92647133987	97278.58173411625	104840.83031183892	105506.15009470399	105775.62543492237	105823.47309898943	106978.60758212219	107126.9439003023	107500.54897871455	108382.13247776036	109435.45487475926	94922.06287908505	95701.92208186875	97278.58612358739	104840.83031183892	105506.15009470399	105775.62543492237	105823.47309898943	106978.60758212219	107126.9439003023	107500.54897871455	108382.13686723149	109435.4570695073	94882.6715724833	95283.9655702243	96469.04736659859	104833.34842170539	105494.52671831058	105722.42697934802	105934.95304255911	107097.4465100349	107144.91009351914	107457.07105450405	108331.39433279382	109375.46367938734
2.41	95241.26458619654	95588.87289469728	96848.06468938846	105483.50689712941	105613.71680561044	105898.75509183703	106944.67899907805	107116.79539341976	107596.46158677994	108308.393391563	108801.25878916253	109527.4630291536	94901.48274302226	95663.26601528688	97238.90730524178	104814.69966239671	105498.101960025	105745.20186170525	105816.51575323849	106955.05137008613	107120.23895035152	107484.23103997906	108358.98229378751	109414.56527947221	94901.48274302226	95663.2616257908	97238.90949998982	104814.69966239671	105498.101960025	105745.20186170525	105816.51575323849	106955.05137008613	107120.23895035152	107484.23103997906	108358.98448853556	109414.56747422025	94862.40967463698	95241.26458619654	96431.76082172144	104807.71597966927	105486.8494957511	105715.07677399715	105905.76950101208	107087.70183646755	107119.11962974883	107443.39778506212	108308.42631275867	109354.78039026645
2.43	95160.02824665434	95530.00760417216	96798.52048640809	105468.59140126935	105607.67905854016	105845.36349858476	106893.83111678432	107069.35814688707	107570.79622354817	108265.90310319749	108773.44257457217	109499.60730912346	94861.22451164295	95590.290700809	97163.61872817503	104765.71511971769	105483.2347485969	105688.62130209438	105804.15274732912	106911.9816686869	107105.13909580572	107457.87652641133	108316.14304075795	109376.15502447134	94861.22451164295	95590.28631131291	97163.62311764616	104765.71511971769	105483.2347485969	105688.62130209438	105804.15055258108	106911.9816686869	107105.13909580572	107457.87652641133	108316.14523550597	109376.15721921939	94823.05567872699	95160.02824665434	96361.16241747572	104759.60055651588	105472.39928610147	105702.1014338584	105851.91481629742	107066.50497670427	107071.66043576068	107422.32602583736	108265.9382191412	109316.76738436158
2.44	95121.39632227598	95501.53735516459	96775.21228070105	105461.53090243535	105605.14193182575	105820.83062444392	106870.04445640356	107047.57090037482	107558.69219768308	108246.27329228795	108760.89740470014	109487.51206225052	94841.53105309013	95555.86171558576	97127.89703737863	104742.80416308172	105476.38933487129	105662.35238362539	105798.6812448043	106892.34307881015	107096.84514954574	107447.5678030216	108296.344234374	109358.51584846311	94841.53105309013	95555.85952083772	97127.89923212667	104742.80416308172	105476.38933487129	105662.35238362539	105798.6812448043	106892.34307881015	107096.84514954574	107447.5678030216	108296.34642912203	109358.5202379592	94803.94382795591	95121.39632227598	96327.7386260818	104737.06929101654	105465.59118309256	105696.40826195611	105827.13832532363	107049.8687997274	107055.27445988583	107414.53248173153	108246.30621348362	109299.3213460063
2.46	95047.84378953736	95446.52384440746	96731.26687553208	105448.11441828965	105600.95655063	105775.85807801512	106825.60303857652	107007.57603853586	107535.93267856214	108209.96999373475	108738.18178051506	109466.67294614347	94802.9759448433	95490.83138272875	97060.0267028021	104700.00002599585	105463.80685433246	105613.58731557582	105789.03533479899	106856.56651936262	107079.15988385359	107431.87756172683	108259.71391863714	109326.10164036963	94802.97375009526	95490.82918798071	97060.02889755015	104700.00002599585	105463.80465958442	105613.58731557582	105789.03533479899	106856.56651936262	107079.15988385359	107431.87756172683	108259.71611338518	109326.10383511767	94766.79335733256	95047.84378953736	96264.36093717728	104694.93455153426	105452.72119078493	105686.44630850734	105781.63684504112	107009.87174316536	107032.16378132784	107403.41609171142	108210.00510967846	109267.27366053626
2.47	95012.82441756516	95419.83133991587	96710.29387989432	105441.72331705924	105599.27756970102	105755.27355248122	106804.83415433193	106989.20601200384	107525.10599505888	108193.19554775606	108727.78307253051	109457.7447181737	94784.10112666106	95460.1202977428	97027.78149015809	104680.04100315462	105458.04345056771	105590.98801293712	105784.81483768448	106840.31222827043	107069.96170212427	107426.16902661319	108242.78364567229	109311.22126045328	94784.10112666106	95460.11590824672	97027.78368490613	104680.04100315462	105458.04125581967	105590.98801293712	105784.81264293643	106840.31222827043	107069.96170212427	107426.16902661319	108242.78584042031	109311.22345520131	94748.73498477285	95012.82441756516	96234.30388658358	104675.26962468101	105446.62857506353	105682.12046353676	105760.81748161653	106991.55219581332	107020.52065222699	107399.72013895454	108193.2328584478	109252.56886033843
2.49	94946.07340359133	95368.55987159953	96670.99914215649	105429.51394341294	105596.69654805075	105717.87507552882	106766.23734589727	106955.6768727788	107505.10527202982	108162.17719831882	108709.05749711524	109442.82483284251	94747.13501472343	95402.02755792931	96966.43394159465	104642.85541658754	105447.51086305245	105549.12761676035	105777.46902180473	106810.80605901088	107051.31952703476	107418.2042922849	108211.46022648191	109283.87252679643	94747.13281997539	95402.02316843322	96966.43613634269	104642.85541658754	105447.51086305245	105549.12761676035	105777.46902180473	106810.80386426284	107051.31952703476	107418.2042922849	108211.46242122995	109283.87472154447	94713.6058754984	94946.07340359133	96177.19878261507	104638.60858249654	105435.04470408495	105674.65174189147	105722.81544945188	106958.02086184025	106997.55702168794	107395.20993529822	108162.21231426254	109225.55592285741
2.5	94914.25177699488	95343.82288606552	96652.36355131111	105423.66494452447	105595.76597562988	105700.9272446046	106748.29310013588	106940.36851734377	107495.75784753353	108147.83892074444	108700.52871298953	109436.65759573762	94729.0327472528	95374.54713951476	96937.2438158035	104625.56520524337	105442.7153424003	105529.77873337551	105774.3107818688	106797.45102778538	107042.04013967785	107415.6518023342	108196.97490088858	109271.31199373803	94729.03055250476	95374.54494476672	96937.24601055153	104625.56520524337	105442.7153424003	105529.77873337551	105774.3085871457	106797.45102778538	107042.04013967785	107415.6518023342	108196.97709563663	109271.31418848607	94696.5175808243	94914.25177699488	96150.06074462047	104621.5510142451	105429.52491712819	105671.46497025595	105705.5493803112	106942.71031163223	106986.39234726083	107394.11256215099	108147.87623141124	109213.15560628125
2.52	94853.5187573839	95296.08276452773	96616.9205933163	105412.42564871388	105594.56544939958	105670.31711795369	106714.94393012546	106912.42939693795	107478.31839344732	108121.3044379621	108684.93504053372	109426.63857886473	94693.57662076976	95322.52287321916	96881.81110849489	104593.4407036418	105433.99342059667	105494.04606886386	105768.9336534349	106773.31101321953	107023.9203142229	107412.76571095575	108170.15290636237	109248.2057046761	94693.57223127368	95322.47458878721	96881.62894455719	104593.4407036418	105433.99122584864	105494.04606886386	105768.93145868686	106773.31101321953	107023.9203142229	107412.76571095575	108170.15510111042	109248.20789942415	94663.24742164354	94853.5187573839	96098.39641670418	104589.84351444697	105418.97257693045	105666.08564707401	105674.27644027588	106914.76680175528	106964.97381812005	107393.65824965581	108121.34174865384	109190.35658172051
2.54	94796.40706917127	95250.57250525305	96583.67238161596	105401.73503948936	105594.17917404376	105643.81336161896	106684.77055798541	106887.78239599879	107462.46793567031	108097.36414531826	108671.06204916976	109419.3651896454	94659.09276689541	95274.00581149862	96829.62223622097	104564.39104162547	105426.25255039391	105462.11031544411	105764.71096157235	106752.30290163808	107006.72008747354	107412.13362401896	108145.93827043797	109227.52241555521	94659.08837742428	95273.95752709162	96829.43787753522	104564.39104162547	105426.25255039391	105462.11031544411	105764.7087668243	106752.30290163808	107006.72008747354	107412.13362401896	108145.93827043797	109227.52241555521	94631.12730953806	94796.40706917127	96049.94958689601	104561.15159608686	105408.9952602454	105647.08353360518	105661.91562911455	106890.11541132003	106945.01918474995	107394.92242352941	108097.40145601	109169.96080434347
2.55	94769.1219831577	95228.61845801445	96567.79339213939	105396.5664119447	105594.24062693902	105631.98806855547	106670.79880303446	106876.584800376	107455.10895132727	108086.25433954227	108664.68850589871	109416.63053575701	94642.20858361445	95250.97414384515	96804.72503420473	104550.94383103216	105422.57635034446	105447.60523714336	105762.99028045553	106742.86768729499	106998.55343650014	107412.44527799127	108134.70336412344	109217.98624287709	94642.20638886641	95250.96975434906	96804.72503420473	104550.94383103216	105422.57635034446	105447.60523714336	105762.98808570749	106742.86768729499	106998.55343650014	107412.44527799127	108134.70555887149	109217.98843762513	94615.48096317916	94769.1219831577	96026.84110308604	104547.86460197579	105404.18437635698	105634.91366537372	105660.21909022618	106878.92001042035	106935.64103380604	107396.0132124325	108086.29384498206	109160.55192695194
2.57	94716.91774767246	95186.24010172416	96537.37420841833	105386.63299019552	105594.92977729993	105611.0084886736	106644.93591265366	106856.29437083009	107441.46640830803	108065.6763982525	108652.95978167417	109412.77875598903	94609.14912009594	95207.15603396275	96757.1517133933	104526.0751607155	105413.25087332858	105423.72859216777	105760.29513200693	106725.96814077775	106983.19899138118	107413.98598989348	108113.86205326836	109200.39096180472	94609.14473059986	95207.15164446666	96757.14951867021	104526.0751607155	105413.25087332858	105423.72639741973	105760.29513200693	106725.96814077775	106983.19899138118	107413.98598989348	108113.8642480164	109200.39315652782	94584.97179486329	94716.91774767246	95982.67402856454	104523.28783289908	105394.96644189529	105613.24712990392	105657.62928958374	106858.62519140329	106918.14671104375	107398.85101940397	108065.71590366733	109143.21782067188
2.59	94667.66764070504	95145.8106801224	96508.5791369502	105377.19777585244	105593.29249655877	105596.24443032856	106621.66062814227	106838.55643123486	107429.17143953803	108047.0210546997	108642.4184151917	109410.78812108772	94577.01145003107	95166.09013592811	96712.33499395066	104503.72386438087	105393.24795555147	105414.41408886714	105758.50202427962	106711.45647825784	106969.22504168219	107416.38923710212	108094.94772964632	109184.52953028752	94577.00925528303	95166.08574643203	96712.33499395066	104503.72386438087	105393.24795555147	105414.41408886714	105758.49982953157	106711.45647825784	106969.22504168219	107416.38923710212	108094.94992439436	109184.53172503556	94555.46123610766	94667.66764070504	95941.0396912364	104501.19112716256	105386.21818314012	105594.87051912777	105655.95689289889	106840.88725180806	106902.33136921046	107402.26165516503	108047.06056013948	109127.60000601258
2.61	94621.13901913776	95107.2160664358	96481.22381907419	105368.28052162287	105578.50210123725	105598.11874365855	106600.75786436698	106823.12516998439	107418.12747615337	108030.05566579112	108632.89760574987	109410.36234031708	94545.78240493163	95127.50649598171	96670.04881700326	104483.6880254081	105372.06865374757	105409.84682181165	105757.52097267876	106699.08249860826	106956.65353488358	107419.31263917233	108077.72994491264	109170.16930523272	94545.78021018358	95127.50210648563	96670.04881700326	104483.6880254081	105372.06865374757	105409.84682181165	105757.52097267876	106699.08030386022	106956.65353488358	107419.31263917233	108077.73213966069	109170.16930523272	94526.88783404196	94621.13901913776	95901.70544805877	104481.37915231532	105377.94398958757	105579.46559485378	105655.10533133264	106825.45599055757	106888.15769761438	107405.97077641015	108030.09736597896	109113.4636450833
2.63	94577.11899261024	95070.35310758124	96455.15901202332	105359.91853822352	105566.31906451753	105600.4978486637	106582.03228892677	106809.77672300301	107408.24233883613	108014.56953591447	108624.25469482582	109411.23365459075	94515.44003734211	95091.15271827346	96630.08248686389	104465.77889561538	105352.90851854454	105406.53933913367	105757.27516109777	106688.6179482573	106945.46032875689	107422.49941078291	108061.99580870695	109157.09081203584	94515.43564784602	95091.14832877737	96630.08248686389	104465.77889561538	105352.90851854454	105406.53933913367	105757.27296634973	106688.6179482573	106945.46032875689	107422.49941078291	108061.99580870695	109157.09300678388	94499.20110946125	94577.11899261024	95864.46060334449	104463.66754967163	105370.1680034411	105566.71850833663	105654.98900978628	106812.10095933209	106875.55107487207	107409.77207699814	108014.61123607735	109100.59804227175
2.65	94535.41442339469	95035.10548201238	96430.23327828254	105352.15352581725	105556.4119797199	105603.32029239886	106565.29076416869	106798.28722611534	107399.40409548614	108000.37172208996	108616.36019238495	109413.16503134483	94485.9602050341	95056.80713342589	96592.24286590457	104449.81650576313	105335.85972928528	105404.1273129578	105757.6921629012	106679.86091050997	106935.58835990296	107425.74763531367	108047.54998855341	109145.10749723816	94485.95801028606	95056.8027439298	96592.24286590457	104449.81650576313	105335.85972928528	105404.12511820976	105757.68996815316	106679.85871576195	106935.58835990296	107425.74763531367	108047.54998855341	109145.10749723816	94472.34838848741	94535.41442339469	95829.1164089367	104447.88073953791	105362.9209511733	105556.32199512506	105655.53330687628	106800.61365719246	106864.42151636371	107413.49875622758	108000.41561702582	109088.80786515198
2.67	94495.8409528802	95001.37223136924	96406.3281015824	105345.02498984386	105548.4977245716	105606.53559573396	106550.36209982038	106788.47451540861	107391.52934575269	107987.28664464896	108609.09338738478	109415.94577489218	94457.32096055213	95024.26782476893	96556.35437440676	104435.63844467099	105320.79499068318	105402.47905847644	105758.70174620165	106672.62483195744	106926.9586174422	107428.90148575354	108034.21690478339	109134.03719690196	94457.31657105604	95024.26343527285	96556.35217968366	104435.63844467099	105320.79499068318	105402.47905847644	105758.69955145361	106672.6226372094	106926.9586174422	107428.90148575354	108034.21690478339	109134.03719690196	94446.27699716747	94495.8409528802	95795.50167458795	104433.85411593584	105356.24233817407	105547.9885434253	105656.66579596722	106790.80314123377	106854.65928483698	107417.02351876201	107987.33053958483	109077.91753400544
2.69	94458.23616976166	94969.15116095367	96383.60150365713	105338.57024097016	105542.37438237762	105610.10425320426	106537.13216913343	106780.22226931152	107384.6663740677	107975.15408710923	108602.42794287378	109419.48151119177	94429.49377222155	94993.35262838982	96522.25460116511	104423.08669057979	105307.5584757521	105401.51775960796	105760.24684759993	106666.74291187333	106919.48550630084	107431.84025103507	108021.8341461666	109123.72627878914	94429.48938272547	94993.34823889374	96522.25240641707	104423.08669057979	105307.5584757521	105401.51775960796	105760.24465285189	106666.74071712529	106919.4833115528	107431.84025103507	108021.8341461666	109123.72627878914	94420.94304064037	94458.23616976166	95763.46276811008	104421.44063084647	105350.16728041203	105541.44819945283	105658.32063466775	106782.49822123359	106846.15903241084	107420.24979583733	107975.2001767682	109067.77341661898
2.71	94422.44644185083	94938.15914844304	96361.43237128515	105332.79805821323	105537.67543056443	105613.96481193947	106525.3529657289	106773.2605340645	107378.45743679993	107963.82700145185	108596.11585249798	109423.42766505067	94402.45230306589	94963.89913305831	96489.79869285887	104412.01639024359	105295.99216275786	105401.17537918802	105762.26601417587	106662.0615180195	106913.06806811888	107434.46516762121	108010.25246993605	109114.02330538465	94402.44791356982	94963.89474356222	96489.79649813578	104412.01639024359	105295.99216275786	105401.17537918802	105762.26381942783	106662.0615180195	106913.06806811888	107434.46516762121	108010.25246993605	109114.02330538465	94396.30042917233	94422.44644185083	95732.85703095526	104410.49323632572	105344.71772536763	105536.4595411228	105660.43856485562	106775.5408754577	106838.80882705997	107423.09418702795	107963.8730911108	109058.22627020066
2.74	94371.86412387044	94893.96134744896	96329.54051280128	105325.44785283742	105532.97647872628	105620.23520212744	106510.1938530359	106765.03243017089	107370.45978127597	107948.06652826967	108587.26005118861	109429.97678799034	94363.28925008577	94922.13969519162	96443.89996350529	104397.9107557869	105281.46294225361	105401.69992354566	105766.07389900798	106657.00482255008	106905.22404483304	107437.67608146023	107994.10133190198	109100.34125695056	94363.28486058969	94922.13530569554	96443.89776875725	104397.9107557869	105281.46294225361	105401.69992354566	105766.07170425994	106657.00262780204	106905.221850085	107437.67608146023	107994.10133190198	109100.34125695056	94360.52606449781	94371.86412387044	95689.36374353342	104396.54781832632	105337.7472111035	105531.42698785687	105664.36935547824	106767.3215505812	106829.71160364075	107426.52677024447	107948.11481267666	109044.75711217683
2.76	94340.0271340377	94865.90590549678	96309.083282529	105321.40513016452	105531.15483929939	105624.67517389635	106501.5772790634	106760.84046475595	107365.89470896852	107938.20772787902	108581.65247438506	109434.59014472974	94338.08039407227	94895.74348143606	96414.98637574274	104389.9855268984	105273.45870248553	105402.66341716218	105769.06094872147	106654.76618131976	106901.04085838531	107439.22996182574	107983.97257772686	109091.63030888715	94338.07819932423	94895.73909196493	96414.98637574274	104389.9855268984	105273.45870248553	105402.66341716218	105769.05875397343	106654.76618131976	106901.04085838531	107439.22996182574	107983.97257772686	109091.63030888715	94337.43513867217	94340.0271340377	95661.82406694672	104388.71696352873	105333.90201557963	105529.43635295557	105667.42005283502	106763.1339746374	106824.77781396182	107428.17063522975	107938.25601231099	109036.17565412309
2.79	94294.82194451617	94825.74424295641	96279.44981798287	105316.57668829175	105530.0245449565	105631.64568813553	106490.60354756615	106756.20955005717	107360.02815212069	107924.13940411409	108573.50777086712	109441.62211186416	94301.53567343415	94858.03335051135	96373.87877754524	104380.04991037623	105263.67013398229	105404.90864263664	105774.10667047564	106652.84577830587	106896.11584769856	107440.5972887824	107969.48066791435	109078.93589629803	94301.53347868612	94858.03115576331	96373.8765827972	104380.04991037623	105263.67013398229	105404.90864263664	105774.10228097955	106652.84577830587	106896.11365295052	107440.5972887824	107969.48066791435	109078.93589629803	94294.82194451617	94303.83137806365	95622.45031832931	104378.90205807396	105329.30402210148	105528.11731043085	105672.52942220752	106758.51183893079	106818.83883047853	107429.60380455278	107924.18988326912	109023.66121072363
2.81	94266.23537396222	94800.15350110813	96260.32040922747	105314.13832516436	105530.16281398328	105636.45437727592	106484.43631046126	106754.08064612909	107356.68335875098	107915.10802308618	108568.16356362888	109446.2618055551	94277.97287715397	94834.01843650898	96347.84250219393	104374.58060259945	105258.46419577084	105406.87294056144	105777.78726002117	106652.3892710876	106893.60725265878	107440.82773715205	107960.15519089847	109070.59586035414	94277.96848768284	94834.0140470129	96347.84030744589	104374.58060259945	105258.46419577084	105406.87294056144	105777.78506527314	106652.3892710876	106893.60725265878	107440.82773715205	107960.15299615043	109070.59586035414	94266.23537396222	94282.07046850293	95597.36875762734	104373.50517693264	105326.98636999157	105528.16778958589	105676.23415398151	106756.38951924683	106815.72448547847	107429.83644767049	107915.16069698927	109015.43310685498
2.84	94225.4569876964	94763.3849163445	96232.45591020514	105311.5682772543	105531.46210377562	105643.8375038474	106476.67788229912	106752.10537446408	107352.3684875206	107901.89345561057	108560.14176590143	109452.97772922114	94243.75458759298	94799.47751923547	96310.62618917924	104367.88443164084	105252.38694326078	105410.42184534928	105783.69990655292	106652.73604100362	106890.8133406232	107440.10786036847	107946.47094771634	109058.08580645078	94243.7501980969	94799.47312973939	96310.6239944312	104367.88443164084	105252.38694326078	105410.42184534928	105783.69771180488	106652.73604100362	106890.8133406232	107440.10786036847	107946.4687529683	109058.08580645078	94225.4569876964	94250.31687904584	95561.31127065512	104366.90118529194	105324.55239636026	105529.37051056424	105682.15338473243	106754.42741604512	106812.11632254343	107429.06609173186	107901.9483242617	109003.07887993776
2.87	94186.96333234482	94728.38749182776	96205.47808869278	105310.18339233825	105533.8214560484	105651.35450992464	106470.46455553526	106751.35916072896	107348.7493508703	107888.87641530894	108551.9685306839	109459.23495092086	94210.79827715753	94766.5146245559	96275.3983163178	104362.757504284	105248.12474595844	105414.58088956855	105789.98346520419	106654.1121469275	106888.96316949672	107438.09308326367	107932.9491157645	109045.38919911363	94210.79388766145	94766.51023505982	96275.39612156976	104362.757504284	105248.12474595844	105414.5786948205	105789.98127045615	106654.10995217945	106888.96316949672	107438.09308326367	107932.9491157645	109045.38919911363	94186.96333234482	94219.55092540878	95526.939348856	104361.85546356272	105323.27066450233	105531.67060468982	105688.40841170905	106753.69437079824	106809.55944312162	107426.93499305574	107888.9334787081	108990.53151534265
2.89	94162.4502109114	94705.95498989047	96187.93109202741	105309.8541803816	105535.86915434887	105656.40462114994	106467.0539197742	106751.43378211245	107346.64897866675	107880.21375165253	108546.36534337643	109463.07136745256	94189.48729059592	94745.31995954066	96252.9065562333	104360.090887535	105246.16044800868	105417.63378167337	105794.33345237827	106655.49483709551	106888.14452912615	107436.02782697888	107923.93090319989	109036.73531444938	94189.48290109984	94745.31557004458	96252.9065562333	104360.090887535	105246.16044800868	105417.63378167337	105794.33125763023	106655.49483709551	106888.14452912615	107436.02782697888	107923.93090319989	109036.73531444938	94162.4502109114	94199.54800763167	95504.86678532299	104359.23713122071	105322.99193172569	105533.69416076184	105692.71889344335	106753.77777114895	106808.32599569565	107424.75999946869	107880.27520454777	108981.97419951735
2.92	94127.2486750015	94673.54517129308	96162.20427590038	105310.15486061371	105539.5146279507	105663.98966436654	106462.87951231866	106752.25022773498	107343.86165085033	107867.12867421153	108537.64122682477	109468.23341075309	94158.44040943416	94714.57595335905	96220.51868509137	104357.05994288562	105244.35636654115	105422.56318188117	105801.03401283297	106658.13950638907	106887.38514690277	107431.86219851549	107910.27519171734	109023.36053049153	94158.43601993808	94714.57156388792	96220.51649034333	104357.05994288562	105244.35636654115	105422.56318188117	105801.03181808493	106658.13950638907	106887.38295215473	107431.86219851549	107910.2729969693	109023.36053049153	94127.2486750015	94170.25692350548	95472.90469495169	104356.26763949155	105323.3496753819	105537.32207640428	105699.33385877435	106754.60738525973	106807.02890062638	107420.3770911239	107867.19232185482	108968.74426880546
