R	1A1	2A1	3A1	4A1	5A1	6A1	7A1	8A1	9A1	10A1	11A1	12A1	1B1	2B1	3B1	4B1	5B1	6B1	7B1	8B1	9B1	10B1	11B1	12B1	1B2	2B2	3B2	4B2	5B2	6B2	7B2	8B2	9B2	10B2	11B2	12B2	1A2	2A2	3A2	4A2	5A2	6A2	7A2	8A2	9A2	10A2	11A2	12A2
2.44	95010.9830254	95391.1240583	96664.7989838	105351.1176056	105710.4173276	105494.728635	106759.6311595	106937.1576035	107448.2789008	108135.8599954	108650.4841078	109377.0987654	94731.1177562	95445.4484187	97017.4837405	104632.3908662	105551.9390868	105365.976038	105688.2679479	106781.9297819	106986.4318527	108185.9309375	107337.1545062	109248.1025516	94731.1177562	95445.446224	97017.4859353	104632.3908662	105551.9390868	105365.976038	105688.2679479	106781.9297819	106986.4318527	108185.9331323	107337.1545062	109248.1069411	95010.9830254	94693.5305311	96217.3253292	104626.6559941	105355.1778862	105585.9949651	105716.7250285	106939.4555029	106944.861163	107304.1191849	108135.8929166	109188.9080491
2.46	94937.4304927	95336.1105475	96620.8535787	105337.7011214	105665.4447811	105490.5432538	106715.1897417	106897.1627417	107425.5193817	108099.5566969	108627.7684836	109356.2596493	94692.562648	95380.4180859	96949.6134059	104589.5867291	105503.1740187	105353.3935575	105678.6220379	106746.1532225	106968.746587	108149.3006218	107321.4642649	109215.6883435	94692.5604532	95380.4158911	96949.6156007	104589.5867291	105503.1740187	105353.3913627	105678.6220379	106746.1532225	106968.746587	108149.3028165	107321.4642649	109215.6905382	94937.4304927	94656.3800605	96153.9476403	104584.5212547	105342.3078939	105576.0330116	105671.2235482	106899.4584463	106921.7504845	107293.0027948	108099.5918128	109156.8603637
2.47	94902.4111207	95309.418043	96599.880583	105331.3100202	105644.8602556	105488.8642728	106694.4208575	106878.7927151	107414.6926982	108082.7822509	108617.3697757	109347.3314213	94673.6878298	95349.7070009	96917.3681933	104569.6277063	105480.5747161	105347.6301537	105674.4015408	106729.8989314	106959.5484053	108132.3703488	107315.7557297	109200.8079636	94673.6878298	95349.7026114	96917.370388	104569.6277063	105480.5747161	105347.6279589	105674.3993461	106729.8989314	106959.5484053	108132.3725436	107315.7557297	109200.8101583	94902.4111207	94638.3216879	96123.8905897	104564.8563278	105336.2152782	105571.7071667	105650.4041847	106881.1388989	106910.1073554	107289.3068421	108082.8195616	109142.1555635
2.49	94835.6601067	95258.1465747	96560.5858453	105319.1006465	105607.4617787	105486.2832512	106655.824049	106845.2635759	107394.6919752	108051.7639014	108598.6442002	109332.411536	94636.7217179	95291.6142611	96856.0206447	104532.4421197	105438.7143199	105337.0975662	105667.0557249	106700.3927621	106940.9062302	108101.0469296	107307.7909954	109173.4592299	94636.7195231	95291.6098716	96856.0228395	104532.4421197	105438.7143199	105337.0975662	105667.0557249	106700.3905674	106940.9062302	108101.0491244	107307.7909954	109173.4614247	94835.6601067	94603.1925786	96066.7854857	104528.1952856	105324.6314072	105564.238445	105612.4021526	106847.607565	106887.1437248	107284.7966384	108051.7990174	109115.142626
2.5	94803.8384801	95233.4095892	96541.9502544	105313.2516477	105590.5139477	105485.3526788	106637.8798033	106829.9552205	107385.3445507	108037.4256239	108590.1154161	109326.2442989	94618.6194504	95264.1338426	96826.8305189	104515.1519084	105419.3654365	105332.3020455	105663.897485	106687.0377309	106931.6268428	108086.561604	107305.2385055	109160.8986969	94618.6172556	95264.1316479	96826.8327137	104515.1519084	105419.3654365	105332.3020455	105663.8952903	106687.0377309	106931.6268428	108086.5637988	107305.2385055	109160.9008916	94803.8384801	94586.104284	96039.6474478	104511.1377174	105319.1116203	105561.0516734	105595.1360834	106832.2970148	106875.9790504	107283.6992653	108037.4629345	109102.7423094
2.52	94743.1054605	95185.6694677	96506.5072964	105302.0123518	105559.9038211	105484.1521525	106604.5306333	106802.0161001	107367.9050966	108010.8911411	108574.5217437	109316.225282	94583.1633239	95212.1095763	96771.3978116	104483.0274068	105383.632772	105323.5801237	105658.5203566	106662.8977163	106913.5070174	108059.7396095	107302.3524141	109137.7924078	94583.1589344	95212.0612919	96771.2156477	104483.0274068	105383.632772	105323.577929	105658.5181618	106662.8977163	106913.5070174	108059.7418042	107302.3524141	109137.7946026	94743.1054605	94552.8341248	95987.9831198	104479.4302176	105308.5592801	105555.6723502	105563.8631434	106804.3535049	106854.5605212	107283.2449528	108010.9284518	109079.9432849
2.54	94685.9937723	95140.1592084	96473.2590847	105291.3217426	105533.4000647	105483.7658772	106574.3572611	106777.3690991	107352.0546388	107986.9508484	108560.6487523	109308.9518928	94548.67947	95163.5925146	96719.2089394	104453.9777448	105351.6970186	105315.8392535	105654.2976647	106641.8896048	106896.3067906	108035.5249736	107301.7203271	109117.1091187	94548.6750806	95163.5442302	96719.0245807	104453.9777448	105351.6970186	105315.8392535	105654.29547	106641.8896048	106896.3067906	108035.5249736	107301.7203271	109117.1091187	94685.9937723	94520.7140127	95939.53629	104450.7382992	105298.5819634	105551.5023322	105536.6702367	106779.7021144	106834.6058879	107284.5091267	107986.9881591	109059.5475075
2.55	94658.7086863	95118.2051611	96457.3800953	105286.1531151	105521.5747717	105483.8273301	106560.3855062	106766.1715035	107344.6956545	107975.8410427	108554.275209	109306.2172389	94531.7952867	95140.560847	96694.3117373	104440.5305342	105337.1919403	105312.1630535	105652.5769836	106632.4543904	106888.1401396	108024.2900673	107302.0319811	109107.572946	94531.793092	95140.5564575	96694.3117373	104440.5305342	105337.1919403	105312.1630535	105652.5747888	106632.4543904	106888.1401396	108024.292262	107302.0319811	109107.5751408	94658.7086863	94505.0676663	95916.4278062	104437.4513051	105293.7710795	105549.8057934	105524.5003685	106768.5067136	106825.2277369	107285.5999156	107975.8805481	109050.1386301
2.57	94606.5044508	95075.8268049	96426.9609115	105276.2196933	105500.5951918	105484.5164804	106534.5226158	106745.881074	107331.0531114	107955.2631014	108542.5464848	109302.3654591	94498.7358232	95096.7427371	96646.7384165	104415.6618638	105313.3152953	105302.8375765	105649.8818351	106615.5548439	106872.7856945	108003.4487564	107303.572693	109089.9776649	94498.7314337	95096.7383476	96646.7362218	104415.6618638	105302.8375765	105313.3131005	105649.8818351	106615.5548439	106872.7856945	108003.4509511	107303.572693	109089.9798597	94606.5044508	94474.558498	95872.2607317	104412.874536	105284.553145	105547.2159927	105502.833833	106748.2118945	106807.7334142	107288.4377225	107955.3026068	109032.8045238
2.59	94557.2543438	95035.3973833	96398.1658401	105266.784479	105485.8311335	105482.8791997	106511.2473313	106728.1431344	107318.7581427	107936.6077578	108532.0051183	109300.3748242	94466.5981532	95055.6768391	96601.9216971	104393.3105675	105282.8346587	105304.000792	105648.0887274	106601.0431814	106858.8117448	107984.5344328	107305.9759402	109074.1162334	94466.5959584	95055.6724496	96601.9216971	104393.3105675	105282.8346587	105304.000792	105648.0865327	106601.0431814	106858.8117448	107984.5366275	107305.9759402	109074.1184282	94557.2543438	94445.0479392	95830.6263944	104390.7778303	105275.8048863	105545.543596	105484.4572223	106730.4739549	106791.9180723	107291.8483583	107936.6472633	109017.1867091
2.61	94510.7257223	94996.8027696	96370.8105222	105257.8672248	105468.0888044	105487.7054468	106490.3445675	106712.7118731	107307.7141793	107919.6423689	108522.4843089	109299.9490434	94435.3691081	95017.0931991	96559.6355201	104373.2747285	105261.6553569	105299.4335249	105647.1076758	106588.6692017	106846.240238	107967.316648	107308.8993423	109059.7560084	94435.3669133	95017.0888096	96559.6355201	104373.2747285	105261.6553569	105299.4335249	105647.1076758	106588.667007	106846.240238	107967.3188428	107308.8993423	109059.7560084	94510.7257223	94416.4745372	95791.2921512	104370.9658554	105267.5306927	105544.6920345	105469.052298	106715.0426937	106777.7444007	107295.5574795	107919.6840691	109003.0503482
2.63	94466.7056957	94959.9398107	96344.7457152	105249.5052414	105455.9057676	105490.0845518	106471.6189921	106699.3634261	107297.829042	107904.156239	108513.841398	109300.8203577	94405.0267405	94980.7394214	96519.66919	104355.3655987	105242.4952217	105296.1260423	105646.8618642	106578.2046514	106835.0470319	107951.5825118	107312.0861139	109046.6775152	94405.022351	94980.7350319	96519.66919	104355.3655987	105242.4952217	105296.1260423	105646.8596695	106578.2046514	106835.0470319	107951.5825118	107312.0861139	109046.6797099	94466.7056957	94388.7878126	95754.0473065	104353.2542528	105259.7547066	105544.5757129	105456.3052115	106701.6876625	106765.137778	107299.3587801	107904.1979392	108990.1847454
2.65	94425.0011265	94924.6921851	96319.8199814	105241.7402289	105445.9986828	105492.9069955	106454.8774673	106687.8739292	107288.9907986	107889.9584252	108505.9468955	109302.7517345	94375.5469082	94946.3938366	96481.829569	104339.4032089	105225.4464324	105293.7140161	105647.278866	106569.4476136	106825.175063	107937.1366917	107315.3343384	109034.6942004	94375.5447134	94946.3894471	96481.829569	104339.4032089	105225.4464324	105293.7118213	105647.2766713	106569.4454189	106825.175063	107937.1366917	107315.3343384	109034.6942004	94425.0011265	94361.9350916	95718.7031121	104337.4674427	105252.5076543	105545.12001	105445.9086983	106690.2003603	106754.0082195	107303.0854594	107890.0023202	108978.3945683
2.67	94385.427656	94890.9589345	96295.9148047	105234.611693	105438.0844277	105496.1222989	106439.948803	106678.0612185	107281.1160489	107876.8733478	108498.6800905	109305.532478	94346.9076637	94913.8545279	96445.9410775	104325.2251478	105210.3816938	105292.0657616	105648.2884493	106562.2115351	106816.5453206	107923.8036079	107318.4881889	109023.6239	94346.9032742	94913.8501384	96445.9388828	104325.2251478	105210.3816938	105292.0657616	105648.2862546	106562.2093403	106816.5453206	107923.8036079	107318.4881889	109023.6239	94385.427656	94335.8637003	95685.0883777	104323.4408191	105245.8290413	105546.2524991	105437.5752466	106680.3898444	106744.245988	107306.6102219	107876.9172427	108967.5042371
2.69	94347.8228729	94858.7378641	96273.1882068	105228.1569441	105431.9610855	105499.6909563	106426.7188723	106669.8089724	107274.2530772	107864.7407902	108492.014646	109309.0682143	94319.0804754	94882.9393315	96411.8413043	104312.6733937	105197.1451789	105291.1044627	105649.8335507	106556.329615	106809.0722094	107911.4208493	107321.4269542	109013.3129819	94319.0760859	94882.934942	96411.8391095	104312.6733937	105197.1451789	105291.1044627	105649.831356	106556.3274203	106809.0700147	107911.4208493	107321.4269542	109013.3129819	94347.8228729	94310.5297438	95653.0494712	104311.027334	105239.7539835	105547.9073378	105431.0349026	106672.0849244	106735.7457355	107309.836499	107864.7868799	108957.3601197
2.71	94312.033145	94827.7458516	96251.0190744	105222.3847613	105427.2621337	105503.5515151	106414.9396689	106662.8472372	107268.0441399	107853.4137046	108485.7025556	109313.0143682	94292.0390062	94853.4858362	96379.385396	104301.6030934	105185.5788659	105290.7620823	105651.8527173	106551.6482211	106802.6547712	107899.8391731	107324.0518708	109003.6100085	94292.0346167	94853.4814467	96379.3832013	104301.6030934	105185.5788659	105290.7620823	105651.8505226	106551.6482211	106802.6547712	107899.8391731	107324.0518708	109003.6100085	94312.033145	94285.8871323	95622.4437341	104300.0799395	105234.3044285	105550.025268	105426.0462443	106665.1275786	106728.3955302	107312.6808902	107853.4597942	108947.8129733
2.74	94261.450827	94783.5480506	96219.1272159	105215.034556	105422.5631819	105509.8219053	106399.7805562	106654.6191333	107260.0464844	107837.6532314	108476.8467543	109319.5634911	94252.8759532	94811.7263983	96333.4866666	104287.4974589	105171.0496454	105291.2866267	105655.6606021	106546.5915257	106794.810748	107883.688035	107327.2627846	108989.9279601	94252.8715637	94811.7220088	96333.4844719	104287.4974589	105171.0496454	105291.2866267	105655.6584074	106546.5893309	106794.8085532	107883.688035	107327.2627846	108989.9279601	94261.450827	94250.1127676	95578.9504467	104286.1345215	105227.3339142	105553.9560586	105421.013691	106656.9082537	106719.2983068	107316.1134734	107837.7015158	108934.3438153
2.76	94229.6138372	94755.4926086	96198.6699857	105210.9918333	105420.7415424	105514.261877	106391.1639822	106650.4271679	107255.4814121	107827.794431	108471.2391775	109324.1768479	94227.6670972	94785.3301846	96304.5730789	104279.57223	105163.0454056	105292.2501203	105658.6476519	106544.3528844	106790.6275615	107873.5592809	107328.816665	108981.217012	94227.6649025	94785.3257951	96304.5730789	104279.57223	105163.0454056	105292.2501203	105658.6454571	106544.3528844	106790.6275615	107873.5592809	107328.816665	108981.217012	94229.6138372	94227.0218418	95551.4107701	104278.3036667	105223.4887187	105557.006756	105419.0230561	106652.7206778	106714.3645171	107317.7573384	107827.8427154	108925.7623573
2.79	94184.4086476	94715.3309461	96169.0365211	105206.1633914	105419.6112481	105521.2323913	106380.1902507	106645.7962532	107249.6148553	107813.7261072	108463.094474	109331.208815	94191.1223766	94747.6200536	96263.4654807	104269.6366135	105153.2568371	105294.4953458	105663.6933736	106542.4324814	106785.7025508	107859.067371	107330.1839919	108968.5225994	94191.1201818	94747.6178589	96263.4632859	104269.6366135	105153.2568371	105294.4953458	105663.6889841	106542.4324814	106785.7003561	107859.067371	107330.1839919	108968.5225994	94184.4086476	94193.4180812	95512.0370215	104268.4887612	105218.8907252	105562.1161253	105417.7040136	106648.0985421	106708.4255336	107319.1905077	107813.7765864	108913.2479139
2.81	94155.8220771	94689.7402042	96149.9071124	105203.7250283	105419.7495171	105526.0410804	106374.0230136	106643.6673493	107246.2700619	107804.6947262	108457.7502668	109335.8485087	94167.5595803	94723.6051396	96237.4292053	104264.1673057	105148.0508989	105296.4596437	105667.3739632	106541.9759742	106783.1939558	107849.741894	107330.4144403	108960.1825635	94167.5551908	94723.6007501	96237.4270106	104264.1673057	105148.0508989	105296.4596437	105667.3717684	106541.9759742	106783.1939558	107849.7396993	107330.4144403	108960.1825635	94155.8220771	94171.6571716	95486.9554608	104263.0918801	105216.5730731	105565.8208571	105417.7544927	106645.9762224	106705.3111886	107319.4231508	107804.7474001	108905.01981
2.84	94115.0436908	94652.9716195	96122.0426133	105201.1549804	105421.0488069	105533.424207	106366.2645854	106641.6920776	107241.9551907	107791.4801587	108449.728469	109342.5644324	94133.3412907	94689.0642224	96200.2128923	104257.4711348	105141.9736464	105300.0085485	105673.2866097	106542.3227441	106780.4000438	107836.0576508	107329.6945635	108947.6725096	94133.3369012	94689.0598329	96200.2106976	104257.4711348	105141.9736464	105300.0085485	105673.2844149	106542.3227441	106780.4000438	107836.0554561	107329.6945635	108947.6725096	94115.0436908	94139.9035822	95450.8979738	104256.4878884	105214.1390995	105571.7400879	105418.9572137	106644.0141192	106701.7030257	107318.6527949	107791.5350274	108892.6655831
2.87	94076.5500355	94617.974195	96095.0647918	105199.7700955	105423.4081592	105540.9412131	106360.0512587	106640.9458639	107238.336054	107778.4631184	108441.5552338	109348.8216541	94100.3849803	94656.1013277	96164.9850194	104252.3442074	105137.7114491	105304.1675927	105679.5701683	106543.6988501	106778.5498726	107822.5358189	107327.6797864	108934.9759022	94100.3805908	94656.0969382	96164.9828247	104252.3442074	105137.7114491	105304.165398	105679.5679736	106543.6966553	106778.5498726	107822.5358189	107327.6797864	108934.9759022	94076.5500355	94109.1376285	95416.526052	104251.4421667	105212.8573676	105577.9951148	105421.2573078	106643.2810739	106699.1461463	107316.5216962	107778.5201818	108880.1182185
2.89	94052.036914	94595.541693	96077.5177952	105199.4408835	105425.4558575	105545.9913243	106356.6406229	106641.0204852	107236.2356818	107769.8004548	108435.9520465	109352.6580706	94079.0739937	94634.9066627	96142.4932594	104249.6775907	105135.7471511	105307.2204848	105683.9201555	106545.0815402	106777.7312323	107813.5176063	107325.6145301	108926.3220176	94079.0696042	94634.9022732	96142.4932594	104249.6775907	105135.7471511	105307.2204848	105683.9179608	106545.0815402	106777.7312323	107813.5176063	107325.6145301	108926.3220176	94052.036914	94089.1347108	95394.4534885	104248.8238344	105212.5786349	105582.3055966	105423.2808639	106643.3644743	106697.9126988	107314.3467026	107769.8619077	108871.5609026
2.92	94016.8353781	94563.1318744	96051.790979	105199.7415637	105429.1013311	105553.5763675	106352.4662154	106641.8369309	107233.448354	107756.7153773	108427.22793	109357.8201139	94048.0271126	94604.1626565	96110.1053882	104246.646646	105133.9430697	105312.149885	105690.620716	106547.7262095	106776.97185	107799.8618948	107321.4489016	108912.9472336	94048.0227231	94604.158267	96110.1031935	104246.646646	105133.9430697	105312.149885	105690.6185212	106547.7262095	106776.9696553	107799.8597001	107321.4489016	108912.9472336	94016.8353781	94059.8436266	95362.4913981	104245.8543426	105212.9363785	105588.9205619	105426.9087795	106644.1940884	106696.6156038	107309.9637943	107756.779025	108858.3309719
2.96	93972.3303127	94521.8486965	96018.4374195	105201.4205447	105434.7791398	105563.6217213	106348.3466766	106643.9702243	107230.2330507	107738.8940374	108414.8561451	109363.4715856	94008.1134564	94564.8415818	96069.153617	104244.1161035	105133.3460987	105319.2257471	105699.764029	106552.0674177	106776.5350955	107781.208746	107313.9670115	108894.2019055	94008.1090669	94564.8371923	96069.153617	104244.1161035	105133.3460987	105319.2235523	105699.764029	106552.0674177	106776.5350955	107781.2065513	107313.9648168	108894.2019055	93972.3303127	94021.940358	95321.6625327	104243.394032	105214.6636438	105597.9014638	105432.588783	106646.3493292	106695.6213837	107302.0890445	107738.9620745	108839.7809762
2.99	93940.8905719	94492.4390961	95994.1349937	105203.4836062	105439.4846758	105571.0399638	106346.1212039	106646.1583863	107228.0624466	107725.1198096	108404.9205286	109366.6978627	93979.3842273	94536.5732494	96039.9678807	104243.1394414	105134.0198858	105324.8047922	105706.6972326	106555.7611757	106776.4209687	107766.7497574	107306.9964972	108879.3478625	93979.3798378	94536.5710547	96039.965686	104243.1394414	105134.0198858	105324.8047922	105706.6972326	106555.7611757	106776.4209687	107766.7497574	107306.9964972	108879.3478625	93940.8905719	93994.4336027	95292.4416804	104242.4612648	105216.7530423	105604.6766456	105437.3052928	106648.5550493	106695.2043819	107294.7388392	107725.1922362	108825.076176
3.02	93910.8247424	94464.142232	95970.3636966	105206.115107	105444.4557762	105578.3177425	106344.4773389	106648.713071	107226.0059693	107710.9132168	108394.3572146	109369.0177095	93951.5438705	94509.2047631	96011.9387757	104242.7948663	105135.4859763	105330.541859	105713.6370204	106559.7051348	106776.3134261	107751.8079246	107298.9571416	108863.7454111	93951.539481	94509.2025683	96011.9387757	104242.7948663	105135.4859763	105330.541859	105713.6348257	106559.7051348	106776.3134261	107751.8079246	107298.9571416	108863.7454111	93910.8247424	93967.6181924	95264.2282167	104242.1540003	105219.4042958	105611.4254905	105442.2939511	106651.1250972	106694.8993122	107286.2385867	107710.9900329	108809.6295516
3.06	93872.6712727	94427.9947605	95939.4309422	105210.3531621	105451.3538638	105587.7485674	106342.9761324	106652.5033979	107223.3217946	107691.2197582	108379.2376074	109370.657185	93915.7190266	94473.9922534	95976.1951375	104243.1372467	105138.4466891	105338.3419873	105722.8198389	106565.1963901	106775.9403193	107731.0368456	107286.7565469	108841.7079635	93915.7146371	94473.9900587	95976.1951375	104243.1372467	105138.4466891	105338.3419873	105722.8198389	106565.1963901	106775.9403193	107731.0368456	107286.7565469	108841.7079635	93872.6712727	93932.8863322	95228.0434345	104242.538081	105223.6599089	105620.3120182	105449.2249599	106654.9373715	106694.4362207	107273.2720256	107691.3031586	108787.8203576
3.09	93845.3796024	94401.9782378	95916.7811604	105213.9657145	105456.6388129	105594.5830074	106342.2386977	106655.5145898	107221.2828752	107675.8433657	108367.0896866	109370.804233	93889.7529831	94448.4541855	95950.4902688	104243.8198128	105141.2735223	105344.2348812	105729.6059945	106569.3795765	106775.3104271	107714.7803598	107276.6365717	108824.2268092	93889.7485936	94448.4519908	95950.4902688	104243.8198128	105141.2735223	105344.2348812	105729.6059945	106569.3795765	106775.3082323	107714.7803598	107276.6365717	108824.2268092	93845.3796024	93907.5501809	95201.8864481	104243.246984	105227.2768508	105626.845778	105454.5384407	106657.9639267	106693.8765604	107262.4519263	107675.9311555	108770.5279515
3.13	93810.5950683	94368.6246783	95887.2530437	105219.2265214	105463.7256487	105603.3400451	106341.5934423	106659.6121812	107218.4253156	107654.5126264	108349.7885015	109369.5510329	93856.2655441	94415.4869013	95917.5581006	104245.1629975	105145.6761834	105352.0723202	105738.4639906	106574.9169214	106773.7631309	107692.1678887	107262.1073512	108799.6412611	93856.2611546	94415.4847066	95917.5602953	104245.1629975	105145.6761834	105352.0723202	105738.4639906	106574.9169214	106773.7631309	107692.1678887	107262.1073512	108799.6412611	93810.5950683	93874.6860498	95168.2278188	104244.6187004	105232.535463	105635.3218882	105461.6713662	106662.0834655	106692.625555	107246.788022	107654.6091952	108746.2167467
3.17	93777.4939046	94336.6911197	95858.4821144	105224.8582404	105470.7685896	105611.6581336	106341.1764405	106663.6614881	107215.3460865	107632.2447304	108331.236311	109366.6956679	93824.0532527	94383.7289224	95886.0437384	104246.8770944	105150.653868	105359.8307484	105747.0498381	106580.2962446	106771.1821093	107668.4887708	107246.8099695	108773.6401017	93824.0488632	94383.7267276	95886.0459332	104246.8770944	105150.653868	105359.8307484	105747.0498381	106580.2962446	106771.1821093	107668.4909656	107246.8099695	108773.6401017	93777.4939046	93842.9061234	95135.9101795	104246.3547448	105238.2001032	105643.4841497	105468.7603967	106666.1656936	106690.5778567	107230.0991711	107632.352273	108720.5250465
3.22	93738.2781778	94298.6188556	95823.5439481	105232.232588	105479.3829688	105621.3940282	106340.7594387	106668.4592035	107211.0707207	107603.0194887	108306.2337612	109360.9366536	93785.3576806	94345.4986366	95848.4389553	104249.2364467	105157.3807654	105369.2791312	105757.327835	106586.56444	106766.0244555	107637.3672683	107226.8685046	108739.1079634	93785.3532911	94345.4964418	95848.4411501	104249.2364467	105157.3807654	105369.2791312	105757.3300297	106586.5666348	106766.0244555	107637.3694631	107226.8685046	108739.1101582	93738.2781778	93804.4629472	95097.1641284	104248.7382393	105245.554698	105653.1695651	105477.4340341	106670.9853565	106686.4495389	107207.9739337	107603.1401998	108686.3660151
3.26	93708.4976652	94269.5428566	95796.4168838	105238.2769193	105486.0484133	105628.6410804	106340.3731633	106671.9642133	107207.2891728	107578.8399687	108285.014954	109354.7496638	93755.6430105	94316.0824519	95819.6877788	104251.2007446	105163.0410161	105376.5942206	105765.1521056	106591.1009806	106760.1008352	107611.4495093	107210.8468566	108710.0648856	93755.638621	94316.020999	95819.4748884	104251.2007446	105163.0410161	105376.5942206	105765.1543003	106591.1031754	106760.1008352	107611.451704	107210.8468566	108710.0670804	93708.4976652	93774.7811982	95067.4582372	104250.7135109	105251.5814714	105660.471486	105484.1499578	106674.5057295	106681.6408497	107189.8255765	107578.9716535	108657.7223811
3.31	93673.1095759	94234.8066069	95763.497884	105245.8795205	105494.0043687	105637.0008691	106339.6686498	106675.7589297	107202.0481187	107547.6328711	108256.9792647	109345.1498435	93719.9849673	94280.6526624	95785.0832139	104253.6039918	105170.3078211	105385.3710111	105774.3897927	106595.9842911	106750.1432713	107577.8457486	107191.326783	108672.0869957	93719.9805778	94280.6504676	95785.0876034	104253.6039918	105170.3078211	105385.3732058	105774.3919875	106595.9864859	106750.1432713	107577.8479434	107191.326783	108672.0891904	93673.1095759	93738.9892755	95031.8572575	104253.1299266	105259.1643198	105669.0024649	105492.1871187	106673.3864089	106678.3377566	107167.1362893	107547.7843086	108620.3063462
3.36	93639.6331105	94201.7800646	95731.7442946	105253.4294478	105501.5257642	105644.5859123	106338.6063925	106678.8074323	107196.2386252	107515.5478749	108227.4313953	109333.6976573	93685.9181153	94246.7899217	95752.3134569	104255.8360488	105177.644858	105393.6978785	105782.9997825	106599.7482811	106737.1657364	107543.091941	107172.9808987	108632.4498775	93685.911531	94246.787727	95752.3178464	104255.8360488	105177.644858	105393.6978785	105783.0019772	106599.7504758	106737.1679311	107543.0941357	107172.9808987	108632.454267	93639.6331105	93704.632717	94997.8913637	104255.3685678	105266.6901049	105676.8399039	105499.7699672	106662.2963559	106681.3994277	107145.0505573	107515.7212599	108581.301315
3.42	93601.8066581	94164.2652661	95695.1271473	105262.2830543	105509.8987214	105652.6625787	106336.716716	106681.2765219	107188.5284815	107476.2421634	108190.2304455	109317.7681886	93647.0579373	94208.0855707	95714.9961855	104258.1449219	105186.3843378	105403.0431083	105792.4701128	106602.2568761	106717.7312579	107500.2000141	107153.2457399	108583.0088276	93647.0535478	94208.083376	95715.0027698	104258.1449219	105186.3843378	105403.0431083	105792.4723075	106602.2568761	106717.7334527	107500.2044035	107153.2457399	108583.0132171	93601.8066581	93665.2721368	94959.2045707	104257.6818304	105275.5107903	105685.3028457	105508.2109615	106644.8590965	106683.879491	107120.1774975	107476.4440801	108532.7184109
3.48	93566.3834528	94128.9517981	95660.1516703	105270.8096437	105517.5188805	105659.6440667	106334.043515	106682.2707419	107180.045787	107436.5106711	108151.4514731	109299.8085797	93610.3332474	94171.4925657	95679.9724241	104259.9490033	105194.9219009	105411.6552928	105800.9857284	106601.4470147	106695.1122025	107456.4345781	107136.5151889	108531.912939	93610.3266632	94171.4881762	95679.9680346	104259.9490033	105194.9219009	105411.6552928	105800.9835337	106601.4470147	106695.1122025	107456.4345781	107136.5129942	108531.9107442	93566.3834528	93627.9219443	94922.694966	104259.4881066	105284.0022637	105692.7276724	105515.896963	106622.6943536	106684.8715163	107097.8283959	107436.7520933	108482.5860159
3.54	93533.1835255	94095.7101707	95626.8200582	105278.9258155	105524.366489	105665.5567132	106330.5209472	106681.6079286	107170.8739422	107396.8538003	108111.4368586	109280.1809635	93575.6321137	94136.8221584	95646.7088492	104261.1758665	105203.1587837	105419.5212635	105808.5356557	106594.8408283	106672.0717559	107412.2565298	107122.9472673	108479.5638502	93575.6672296	94136.8397163	95646.7110439	104261.1758665	105203.1587837	105419.5212635	105808.5356557	106594.8408283	106672.0717559	107412.2609193	107122.9472673	108479.566045	93533.1835255	93592.5404392	94888.2681755	104260.7127751	105292.0833196	105699.1034104	105522.8082191	106595.8833328	106684.2021187	107078.4795125	107397.141312	108431.3101581
3.61	93497.1545702	94059.468325	95590.0185523	105287.8167328	105531.3874824	105671.155511	106325.3018405	106678.5352837	107159.4327298	107351.3632937	108063.6572317	109255.6261419	93537.7222609	94098.8684106	95610.3023976	104261.8277062	105212.3064863	105427.7603411	105816.1228936	106574.5174776	106650.7827168	107360.8489872	107110.8651889	108417.4503352	93537.7222609	94098.8662158	95610.3002028	104261.8277062	105212.3064863	105427.7603411	105816.1228936	106574.5174776	106650.780522	107360.8489872	107110.8651889	108417.4503352	93497.1545702	93553.7263509	94850.6787557	104261.3602252	105300.9303419	105705.2223631	105529.8994444	106559.2925225	106681.1009422	107059.8614796	107351.7188426	108370.5771385
3.68	93463.8953848	94025.8557854	95555.4556875	105296.0448367	105537.3813346	105675.4133188	106318.8997655	106672.7565167	107147.3528461	107307.4639782	108015.1906491	109229.7632515	93502.4439088	94063.4452053	95576.1587294	104261.6192053	105220.9033076	105435.0095881	105822.3888943	106539.4366527	106637.9105297	107310.2973957	107102.222278	108354.7793546	93502.4439088	94063.4452053	95576.1565346	104261.6192053	105220.9033076	105435.0095881	105822.3888943	106539.4366527	106637.9105297	107310.2973957	107102.222278	108354.7793546	93463.8953848	93517.5196212	94815.7757053	104261.1451401	105309.1145509	105709.9235097	105535.9591389	106518.0466553	106675.280475	107045.2291061	107307.9029275	108309.4315066
3.76	93429.0406188	93990.4764751	95518.6563763	105304.6197104	105543.0218325	105678.7273858	106310.193207	106662.5904519	107132.9926211	107260.1737797	107959.5604146	109199.1816566	93465.2275958	94026.1454919	95540.4721545	104260.3594209	105230.0246732	105442.1271504	105827.9152655	106488.8872559	106627.5688852	107254.6803297	107095.6051179	108283.3228046	93465.2275958	94026.1432972	95540.467765	104260.3594209	105230.0246732	105442.1271504	105827.9152655	106488.8872559	106627.5666904	107254.6803297	107095.6051179	108283.3228046	93429.0406188	93479.2344667	94779.020289	104259.8765767	105317.6389455	105713.5602043	105541.6742583	106466.887119	106665.037594	107032.6093148	107260.7290505	108239.7263641
